Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""Antibody-drug conjugat*"") OR TITLE-ABS-KEY(""Antibody drug conjugat*"")) AND AFFILCOUNTRY(Iran) AND DOCTYPE(ar))"


Number of results : 35

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Shariat, S.F.","2",,,,,,,,,"Protein Expression","7","Breast Disease Research Center","2",,,,,,,,
,,,,"Taheri, A.","2",,,,,,,,,"Targeted Therapy","7","Iranian Center for Evidence-Based Medicine","2",,,,,,,,
,,,,"Abbaszadeh-Goudarzi, G.","1",,,,,,,,,"Breast Cancer","6","Universal Scientific Education and Research Network USERN","1",,,,,,,,
,,,,"Abbaszadeh-Goudarzi, K.","1",,,,,,,,,"Genetics","6","Universal Scientific Education and Research Network USERN","1",,,,,,,,
,,,,"Abdoli, S.","1",,,,,,,,,"Immunology","6","La Croix du Sud Hospital","1",,,,,,,,
,,,,"Abolhasani, M.","1",,,,,,,,,"Animal","5","Universal Scientific Education and Research Network USERN","1",,,,,,,,
,,,,"Adibkia, K.","1",,,,,,,,,"Animals","5","Motamed Cancer Institute","1",,,,,,,,
,,,,"Agha Amiri, S.","1",,,,,,,,,"Antibodies, Monoclonal","5","Karl Landsteiner Institute of Urology and Andrology","1",,,,,,,,
,,,,"Aghebati-Maleki, L.","1",,,,,,,,,"Antibody","5","Karl Landsteiner Institute of Urology and Andrology","1",,,,,,,,
,,,,"Ahangari Cohan, R.","1",,,,,,,,,"Antibody-drug Conjugate","5","Wilfrid Laurier University","1",,,,,,,,
,,,,"Ahani, M.","1",,,,,,,,,"Antineoplastic Agents, Immunological","5","Johns Hopkins University School of Medicine","1",,,,,,,,
,,,,"Akbarzadeh-Khiavi, M.","1",,,,,,,,,"Cancer Chemotherapy","5","Shariati Hospital","1",,,,,,,,
,,,,"Amani, J.","1",,,,,,,,,"Colorectal Cancer","5","Johns Hopkins University","1",,,,,,,,
,,,,"Amanzadeh, A.","1",,,,,,,,,"Drug Effect","5","Hamadan University of Medical Sciences","1",,,,,,,,
,,,,"Aminollahi, E.","1",,,,,,,,,"Drug Potency","5","School of Medicine IUMS","1",,,,,,,,
,,,,"Anissian, A.","1",,,,,,,,,"Immunological Antineoplastic Agent","5","Shimane University Faculty of Medicine","1",,,,,,,,
,,,,"Antonelli, A.","1",,,,,,,,,"Immunotherapy","5","Kermanshah University of Medical Sciences","1",,,,,,,,
,,,,"Araki, M.","1",,,,,,,,,"Male","5","Stanford University","1",,,,,,,,
,,,,"Arashkia, A.","1",,,,,,,,,"Mouse","5","Iran University of Science and Technology","1",,,,,,,,
,,,,"Arezumand, R.","1",,,,,,,,,"Pathology","5","Paracelsus Medizinische Privatuniversitat","1",,,,,,,,
,,,,"Asgari, A.","1",,,,,,,,,"Procedures","5","Sichuan University","1",,,,,,,,
,,,,"Asgari, S.","1",,,,,,,,,"Trastuzumab Emtansine","5","Charles University","1",,,,,,,,
,,,,"Azandaryani, A.H.","1",,,,,,,,,"Antibody Affinity","4","Royan Institute","1",,,,,,,,
,,,,"Azarian, B.","1",,,,,,,,,"Breast Neoplasms","4","Mazandaran University of Medical Sciences","1",,,,,,,,
,,,,"Azizi, M.","1",,,,,,,,,"Breast Tumor","4","Isfahan University of Medical Sciences","1",,,,,,,,
,,,,"Babamahmoodi, A.","1",,,,,,,,,"Cancer Immunotherapy","4","Jagiellonian University Medical College","1",,,,,,,,
,,,,"Banno, E.","1",,,,,,,,,"Cancer Therapy","4","Hasheminejad Kidney Center","1",,,,,,,,
,,,,"Barabadi, H.","1",,,,,,,,,"Cell Viability","4","Uniwersytet Jagielloński","1",,,,,,,,
,,,,"Baradaran, B.","1",,,,,,,,,"Comparative Study","4","Shiraz University of Medical Sciences","1",,,,,,,,
,,,,"Bayat, A.A.","1",,,,,,,,,"Drug Efficacy","4","Razi University","1",,,,,,,,
,,,,"Bekku, K.","1",,,,,,,,,"Enzyme Linked Immunosorbent Assay","4","Shahid Chamran University of Ahvaz","1",,,,,,,,
,,,,"Bianchi, A.","1",,,,,,,,,"High Performance Liquid Chromatography","4","University of Tehran","1",,,,,,,,
,,,,"Bidmeshki Pour, A.","1",,,,,,,,,"Immunohistochemistry","4","UAB Department of Pathology","1",,,,,,,,
,,,,"Bolouri, M.R.","1",,,,,,,,,"Molecular Targeted Therapy","4","School of Medicine","1",,,,,,,,
,,,,"Boroun, F.","1",,,,,,,,,"Nanobody","4","Department of Urology","1",,,,,,,,
,,,,"Cathcart, N.","1",,,,,,,,,"Raji Cell Line","4","Semnan University of Medical Sciences and Health Services","1",,,,,,,,
,,,,"Cerruto, M.A.","1",,,,,,,,,"Receptor, ErbB-2","4","Semmelweis Egyetem","1",,,,,,,,
,,,,"Chlosta, P.","1",,,,,,,,,"Recombinant Protein","4","Medical Biology Research Center, Kermanshah University of Medical Sciences","1",,,,,,,,
,,,,"Dabiri, H.","1",,,,,,,,,"Vedotin","4","The University of Sydney","1",,,,,,,,
,,,,"Dadashi Noshahr, K.","1",,,,,,,,,"Animal Cell","3","Royal Veterinary College University of London","1",,,,,,,,
,,,,"Damavandi, N.","1",,,,,,,,,"Animal Experiment","3","The University of Alabama at Birmingham","1",,,,,,,,
,,,,"Derakhshandeh, K.","1",,,,,,,,,"Antibodies","3","Payame Noor University","1",,,,,,,,
,,,,"Dezhkam, A.","1",,,,,,,,,"Antibodies, Monoclonal, Humanized","3","Slaski Uniwersytet Medyczny w Katowicach","1",,,,,,,,
,,,,"Didehban, K.","1",,,,,,,,,"Antibody-drug Conjugates","3","Hillel Yaffe Medical Center","1",,,,,,,,
,,,,"Dorafshan, S.","1",,,,,,,,,"Antiproliferative Activity","3","Northeastern University","1",,,,,,,,
,,,,"Ebrahimi, Z.","1",,,,,,,,,"B Lymphocyte","3","Faculty of Medicine","1",,,,,,,,
,,,,"Ebrahimnezhad, N.","1",,,,,,,,,"CD22 Antigen","3","University of Alberta","1",,,,,,,,
,,,,"Faramarzi, M.A.","1",,,,,,,,,"Cancer Patient","3","Università degli Studi di Verona","1",,,,,,,,
,,,,"Farzi-Khajeh, H.","1",,,,,,,,,"Cell Culture","3","Stanford University School of Medicine","1",,,,,,,,
,,,,"Fatemi, R.","1",,,,,,,,,"Cell Death","3","Shahid Beheshti University","1",,,,,,,,
,,,,"Fathian kolahkaj, F.","1",,,,,,,,,"Cell Surface","3","Al-Ahliyya Amman University","1",,,,,,,,
,,,,"Fazekas, T.","1",,,,,,,,,"Chemotherapy","3","Azienda Ospedaliera Universitaria Integrata Verona","1",,,,,,,,
,,,,"Fazel, R.","1",,,,,,,,,"Dithiothreitol","3","The University of Jordan","1",,,,,,,,
,,,,"Fazli, G.","1",,,,,,,,,"Drug Design","3","Osaka General Medical Center","1",,,,,,,,
,,,,"Foroumadi, A.","1",,,,,,,,,"Drug Protein Binding","3","West China School of Medicine/West China Hospital of Sichuan University","1",,,,,,,,
,,,,"Fujita, K.","1",,,,,,,,,"Drug Purification","3","King Fahad Specialist Hospital-Dammam","1",,,,,,,,
,,,,"Fushimi, H.","1",,,,,,,,,"Drug Release","3","Centrum Medyczne Kształcenia Podyplomowego, Warszawa","1",,,,,,,,
,,,,"Ghaderi, A.","1",,,,,,,,,"Drug Synthesis","3","Shahid Chamran University of Ahvaz, Faculty of Veterinary Medicine","1",,,,,,,,
,,,,"Ghaemdoust, F.","1",,,,,,,,,"Escherichia Coli","3","Razi Vaccine &amp; Serum Research Institute, Iran","1",,,,,,,,
,,,,"Ghahremani, M.H.","1",,,,,,,,,"Gene Expression","3","Kindai University","1",,,,,,,,
,,,,"Ghahremanzadeh, R.","1",,,,,,,,,"Human Tissue","3","Shahroud University of Medical Sciences","1",,,,,,,,
,,,,"Gharibi, T.","1",,,,,,,,,"Hydrogen Bond","3","Iranian National LASER Center","1",,,,,,,,
,,,,"Ghassempour, A.","1",,,,,,,,,"Internalization (cell)","3","Urmia University of Technology","1",,,,,,,,
,,,,"Golmohammadi, F.","1",,,,,,,,,"MDA-MB-231 Cell Line","3","Sabzevar University of Medical Sciences","1",,,,,,,,
,,,,"Haji Ghaffari, M.","1",,,,,,,,,"Mass Spectrometry","3","High Institute for Research and Education in Transfusion Medicine","1",,,,,,,,
,,,,"Hashemi Karouei, S.M.","1",,,,,,,,,"Maytansine","3","North Khorasan University of Medical Sciences","1",,,,,,,,
,,,,"Hatano, K.","1",,,,,,,,,"Mice","3","Iranshahr University of Medical Sciences","1",,,,,,,,
,,,,"Hemati, M.","1",,,,,,,,,"Molecular Weight","3","Islamic Azad University, Babol Branch","1",,,,,,,,
,,,,"Hosseini, A.","1",,,,,,,,,"Neoplasm","3","WSB University, Dabrowa Gornicza","1",,,,,,,,
,,,,"Hosseinzadeh, G.","1",,,,,,,,,"Neoplasms","3","University of Bonab","1",,,,,,,,
,,,,"Hosseinzadeh, R.","1",,,,,,,,,"Particle Size","3","Larestan University of Medical Sciences","1",,,,,,,,
,,,,"Houshdar Tehrani, M.H.","1",,,,,,,,,"Recombinant Proteins","3","İstinye Üniversitesi","1",,,,,,,,
,,,,"Iwata, T.","1",,,,,,,,,"Rituximab","3","Islamic Azad University, Abhar Branch","1",,,,,,,,
,,,,"Jafary, B.","1",,,,,,,,,"Succinimidyl 4 (n Maleimidomethyl)cyclohexane 1 Carboxylate","3","SBUMS Men’s Health and Reproductive Health Research Center","1",,,,,,,,
,,,,"Jahandideh, S.","1",,,,,,,,,"Targeted Drug Delivery","3","Ayatollah Taleghani Educational Hospital","1",,,,,,,,
,,,,"Kadkhodazadeh, M.","1",,,,,,,,,"Transitional Cell Carcinoma","3","Molecular and Cell Biology Research Center MAZUMS","1",,,,,,,,
,,,,"Karami, E.","1",,,,,,,,,"Western Blotting","3","Biotechnology Research Center","1",,,,,,,,
,,,,"Katayama, S.","1",,,,,,,,,"Adjuvant Chemotherapy","2","Pharmaceutical Sciences Research Center PSRC","1",,,,,,,,
,,,,"Kato, T.","1",,,,,,,,,"Advanced Cancer","2","Transplant Research Center SUMS","1",,,,,,,,
,,,,"Kaviani, E.","1",,,,,,,,,"Aged","2","College of Engineering","1",,,,,,,,
,,,,"Kawashima, A.","1",,,,,,,,,"Amino Acid Sequence","2","Liver and Gastrointestinal Diseases Research Center","1",,,,,,,,
,,,,"Kazemi, T.","1",,,,,,,,,"Animal Model","2","Immunology Research Center","1",,,,,,,,
,,,,"Kazemi-Lomedasht, F.","1",,,,,,,,,"Animal Tissue","2","School of Advanced Technologies in Medicine","1",,,,,,,,
,,,,"Keshavarz-Fathi, M.","1",,,,,,,,,"Antibody Drug Conjugate (ADC)","2","Graduate School of Medicine","1",,,,,,,,
,,,,"Khalaj, V.","1",,,,,,,,,"Antibody-drug Conjugates (ADCs)","2","School of Medicine","1",,,,,,,,
,,,,"Khaleghian, A.","1",,,,,,,,,"Antigen Binding","2","Isfahan Kidney Diseases Research Center, Isfahan UMS","1",,,,,,,,
,,,,"Khaleseh, F.","1",,,,,,,,,"Antigens, CD20","2","Nano Drug Delivery Research Center, Kermanshah University of Medical Sciences","1",,,,,,,,
,,,,"Khazaei, M.","1",,,,,,,,,"Bioinformatics","2","Shiraz Institute for Cancer Research SUMS","1",,,,,,,,
,,,,"Khedri, M.","1",,,,,,,,,"Bladder Cancer","2","School of Advanced Medical Sciences and Technologies","1",,,,,,,,
,,,,"Khorasanizadeh, D.","1",,,,,,,,,"CD20 Antigen","2","School of Pharmacy","1",,,,,,,,
,,,,"Khosravi, M.","1",,,,,,,,,"CD22","2","School of Advanced Technologies in Medicine IUMS","1",,,,,,,,
,,,,"Kitaev, V.","1",,,,,,,,,"CHO Cell Line","2","IUMS Immunology Research Center","1",,,,,,,,
,,,,"Kobarfard, F.","1",,,,,,,,,"Carcinoma, Transitional Cell","2","IUMS Oncopathology Research Center","1",,,,,,,,
,,,,"Kokhaei, P.","1",,,,,,,,,"Cell Cycle Arrest","2","Research Center for Pharmaceutical Nanotechnology","1",,,,,,,,
,,,,"Maali, A.","1",,,,,,,,,"Cell Proliferation","2","Faculty of Pharmacy","1",,,,,,,,
,,,,"Madjd, Z.","1",,,,,,,,,"Chemical Structure","2",,,,,,,,,,
,,,,"Mahmoodzadeh Hosseini, H.","1",,,,,,,,,"Chimeric Antigen Receptor T-cell Immunotherapy","2",,,,,,,,,,
,,,,"Mahmoudi, A.R.","1",,,,,,,,,"Cisplatin","2",,,,,,,,,,
,,,,"Mahmoudi, M.","1",,,,,,,,,"Citrulline","2",,,,,,,,,,
,,,,"Majdoub, M.","1",,,,,,,,,"Clinical Article","2",,,,,,,,,,
,,,,"Majidi, J.","1",,,,,,,,,"Clinical Trial (topic)","2",,,,,,,,,,
,,,,"Maleki, A.","1",,,,,,,,,"Colony Formation","2",,,,,,,,,,
,,,,"Maleki, R.","1",,,,,,,,,"Combination Therapy","2",,,,,,,,,,
,,,,"Mansouri, K.","1",,,,,,,,,"Conjugation","2",,,,,,,,,,
,,,,"Matsukawa, A.","1",,,,,,,,,"Controlled Drug Delivery","2",,,,,,,,,,
,,,,"Mazandaran, K.E.","1",,,,,,,,,"Cytotoxicity Assay","2",,,,,,,,,,
,,,,"Mazloomi, M.","1",,,,,,,,,"Differential Scanning Calorimetry","2",,,,,,,,,,
,,,,"Medina-Cruz, D.","1",,,,,,,,,"Disulfide Bond","2",,,,,,,,,,
,,,,"Minai-Tehrani, A.","1",,,,,,,,,"Doxorubicin","2",,,,,,,,,,
,,,,"Mirshokraee, S.A.","1",,,,,,,,,"Drug Carrier","2",,,,,,,,,,
,,,,"Mirzadegan, E.","1",,,,,,,,,"Drug Carriers","2",,,,,,,,,,
,,,,"Mirzaei, R.","1",,,,,,,,,"Drug Cytotoxicity","2",,,,,,,,,,
,,,,"Miszczyk, M.","1",,,,,,,,,"Drug Delivery System","2",,,,,,,,,,
,,,,"Moazami, R.","1",,,,,,,,,"Drug Development","2",,,,,,,,,,
,,,,"Moeinafshar, A.","1",,,,,,,,,"Drug Formulation","2",,,,,,,,,,
,,,,"Mostafaei, H.","1",,,,,,,,,"Drug Safety","2",,,,,,,,,,
,,,,"Mostafavi, E.","1",,,,,,,,,"Drug Screening","2",,,,,,,,,,
,,,,"Motamedirad, M.","1",,,,,,,,,"Drug Structure","2",,,,,,,,,,
,,,,"Motlagh, R.S.","1",,,,,,,,,"Drug Targeting","2",,,,,,,,,,
,,,,"Naderi, S.","1",,,,,,,,,"Drug Therapy","2",,,,,,,,,,
,,,,"Najminejad, H.","1",,,,,,,,,"Drug Uptake","2",,,,,,,,,,
,,,,"Nazari, M.","1",,,,,,,,,"Gold Nanoparticle","2",,,,,,,,,,
,,,,"Nemati, M.","1",,,,,,,,,"HT-29 Cell Line","2",,,,,,,,,,
,,,,"Netto, G.J.","1",,,,,,,,,"Immune Checkpoint Inhibitor","2",,,,,,,,,,
,,,,"Noei, A.","1",,,,,,,,,"Immunoglobulin Heavy Chain","2",,,,,,,,,,
,,,,"Nonomura, N.","1",,,,,,,,,"Immunoglobulin Heavy Chains","2",,,,,,,,,,
,,,,"Oberneder, K.","1",,,,,,,,,"Jurkat Cell Line","2",,,,,,,,,,
,,,,"Pallauf, M.","1",,,,,,,,,"Ligand","2",,,,,,,,,,
,,,,"Parizi, M.K.","1",,,,,,,,,"Ligands","2",,,,,,,,,,
