Scopus refine results values

"Your query : (TITLE-ABS-KEY(""checkpoint inhibit*"") AND AFFILCOUNTRY(Iran) AND DOCTYPE(re))"


Number of results : 403

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Najafi, M.","9",,,,,,,"Current Pharmaceutical Design","4","Immunology","102","Mashhad University of Medical Sciences, School of Medicine","22","Kermanshah University of Medical Sciences","3","France","12",,,,
,,,,"Najafi, S.","9",,,,,,,"Expert Opinion On Biological Therapy","4","Unclassified Drug","93","Kermanshah University of Medical Sciences","21","Mazandaran University of Medical Sciences","3","Jordan","11",,,,
,,,,"Pradere, B.","9",,,,,,,"Molecular Biology Reports","4","Animal","91","Islamic Azad University","21","Tehran University of Medical Sciences and Health Services","3","Netherlands","11",,,,
,,,,"Sahebkar, A.","9",,,,,,,"Anti Cancer Agents In Medicinal Chemistry","3","Animals","91","IRCCS Istituto Tumori Giovanni Paolo II","19","Alborz University of Medical Sciences","2","Switzerland","9",,,,
,,,,"Pourbagheri-Sigaroodi, A.","8",,,,,,,"Biomarker Research","3","Ipilimumab","88","Università degli studi di Bari Aldo Moro","18","Canadian Institutes of Health Research","2","Egypt","7",,,,
,,,,"Quhal, F.","8",,,,,,,"Expert Opinion On Therapeutic Targets","3","T Lymphocyte","87","Isfahan University of Medical Sciences","17","Cancer Australia","2","Hungary","7",,,,
,,,,"Sanaei, M.J.","8",,,,,,,"Heliyon","3","Pathology","80","University of Tehran","16","Garnett Passe and Rodney Williams Memorial Foundation","2","Brazil","6",,,,
,,,,"Argentiero, A.","7",,,,,,,"IUBMB Life","3","Cancer Vaccine","74","Semnan University of Medical Sciences and Health Services","15","Guilan University of Medical Sciences","2","South Africa","6",,,,
,,,,"Egawa, S.","7",,,,,,,"Stem Cell Research And Therapy","3","Drug Therapy","74","Iranian Center for Evidence-Based Medicine","15","Isfahan University of Medical Sciences","2","Thailand","6",,,,
,,,,"Hemmat, N.","7",,,,,,,"Acta Pharmaceutica Sinica B","2","Signal Transduction","73","Medizinische Universität Wien","14","Japan Society for the Promotion of Science","2","Denmark","5",,,,
,,,,"Hosseinkhani, N.","7",,,,,,,"Archives Of Razi Institute","2","Cancer Therapy","71","Mazandaran University of Medical Sciences","14","Ministry of Education, Culture, Sports, Science and Technology","2","Malaysia","5",,,,
,,,,"Katayama, S.","7",,,,,,,"Archivum Immunologiae Et Therapiae Experimentalis","2","CD8+ T Lymphocyte","70","Guilan University of Medical Sciences","14","National Natural Science Foundation of China","2","Spain","5",,,,
,,,,"Noori, M.","7",,,,,,,"Cancer And Metastasis Reviews","2","Metabolism","70","School of Medicine, Isfahan UMS","14","Natural Sciences and Engineering Research Council of Canada","2","Taiwan","5",,,,
,,,,"Racanelli, V.","7",,,,,,,"Cancer Immunology Immunotherapy","2","Natural Killer Cell","69","Shariati Hospital","13","Roche","2","Belgium","4",,,,
,,,,"Aref, A.R.","6",,,,,,,"Cellular Oncology","2","Overall Survival","67","Weill Cornell Medicine","13","School of Medicine, Shahid Beheshti University of Medical Sciences","2","Colombia","4",,,,
,,,,"Javid, H.","6",,,,,,,"Clinical And Experimental Medicine","2","Immunocompetent Cell","65","Urmia University of Medical Sciences","13","University of Queensland","2","Indonesia","4",,,,
,,,,"Karakiewicz, P.I.","6",,,,,,,"Clinical Immunology","2","Protein Expression","65","Babol University of Medical Sciences","13","Aja University of Medical Sciences","1","Israel","4",,,,
,,,,"Kesharwani, P.","6",,,,,,,"Current Oncology","2","Atezolizumab","64","Charles University","12","Associazione Italiana per la Ricerca sul Cancro","1","Lebanon","4",,,,
,,,,"Khorramdelazad, H.","6",,,,,,,"Cytokine","2","Durvalumab","64","UT Southwestern Medical Center","12","BC Cancer Foundation","1","Norway","4",,,,
,,,,"Kulasinghe, A.","6",,,,,,,"Discover Oncology","2","Regulatory T Lymphocyte","64","Islamic Azad University, Tabriz Branch","11","Baqiyatallah University of Medical Sciences","1","Uzbekistan","4",,,,
,,,,"Mokhtarzadeh, A.","6",,,,,,,"Drug Delivery And Translational Research","2","Antineoplastic Activity","63","Fasa University of Medical Sciences","11","Biotechnology Research Center, Tabriz University of Medical Sciences","1","Chile","3",,,,
,,,,"Pezeshki, P.S.","6",,,,,,,"Drug Discovery Today","2","Antineoplastic Agent","63","The Jikei University School of Medicine","11","Breast Cancer Research Foundation","1","Greece","3",,,,
,,,,"Rajwa, P.","6",,,,,,,"Environmental Research","2","Malignant Neoplasm","63","Karolinska Institutet","10","Canadian Cancer Society","1","Ireland","3",,,,
,,,,"Safarpour, H.","6",,,,,,,"European Journal Of Pharmacology","2","Therapy","62","Birjand University of Medical Sciences","10","Cancer Research Society","1","New Zealand","3",,,,
,,,,"Tahmasebi, S.","6",,,,,,,"European Urology Focus","2","Drug Efficacy","57","Ardabil University of Medical Sciences","10","Chulalongkorn University","1","Philippines","3",,,,
,,,,"Aghebati-Maleki, A.","5",,,,,,,"Excli Journal","2","Immune System","57","Stem Cell Research Center","10","Deutsche Forschungsgemeinschaft","1","Portugal","3",,,,
,,,,"Bernardini, R.","5",,,,,,,"Expert Opinion On Investigational Drugs","2","Melanoma","55","Harvard Medical School","9","Deutsche Krebshilfe","1","Romania","3",,,,
,,,,"Ebrahimi, N.","5",,,,,,,"Expert Review Of Clinical Immunology","2","Non Small Cell Lung Cancer","54","Iranian Academic Center for Education, Culture and Research","9","Deutsches Krebsforschungszentrum","1","South Korea","3",,,,
,,,,"Eslami, M.","5",,,,,,,"Future Oncology","2","Avelumab","53","SBUMS Cellular and Molecular Biology Research Center","9","Eli Lilly and Company","1","Algeria","2",,,,
,,,,"Fathi, M.","5",,,,,,,"Immunity Inflammation And Disease","2","Cancer","53","Universitätsklinikum Hamburg-Eppendorf","8","European Commission","1","Argentina","2",,,,
,,,,"Jadidi-Niaragh, F.","5",,,,,,,"Immunology","2","Tumor Immunity","53","UT Southwestern Medical School","8","GlaxoSmithKline","1","Bangladesh","2",,,,
,,,,"Kazemi, T.","5",,,,,,,"Immunology Letters","2","Colorectal Cancer","52","Kerman University of Medical Sciences","8","Gonabad University of Medical Sciences","1","Belarus","2",,,,
,,,,"Keshavarz-Fathi, M.","5",,,,,,,"International Reviews Of Immunology","2","Genetics","52","Shahrekord University of Medical Sciences","8","Guangzhou Science and Technology Program key projects","1","Ecuador","2",,,,
,,,,"Lotfinejad, P.","5",,,,,,,"Journal Of Cellular And Molecular Medicine","2","Treatment Response","52","University of Isfahan","8","Guangzhou Science, Technology and Innovation Commission","1","Finland","2",,,,
,,,,"Razi, S.","5",,,,,,,"Journal Of Controlled Release","2","Cancer Chemotherapy","51","The University of Jordan","8","Horizon 2020 Framework Programme","1","Hong Kong","2",,,,
,,,,"Sari Motlagh, R.","5",,,,,,,"Journal Of Drug Delivery Science And Technology","2","Dendritic Cell","51","King Fahad Specialist Hospital-Dammam","8","Ilam University of Medical Sciences","1","Kenya","2",,,,
,,,,"Schmidinger, M.","5",,,,,,,"Journal Of Experimental And Clinical Cancer Research","2","Monoclonal Antibody","49","Alborz University of Medical Sciences","8","Iran National Science Foundation","1","Mexico","2",,,,
,,,,"Yanagisawa, T.","5",,,,,,,"Naunyn Schmiedeberg S Archives Of Pharmacology","2","Systematic Review","48","North Khorasan University of Medical Sciences","8","Iran's National Elites Foundation","1","Nigeria","2",,,,
,,,,"Afshari, A.R.","4",,,,,,,"Neurosurgical Review","2","Apoptosis","47","Hematology, Oncology and Stem Cell Transplantation Research Center","8","Komarov Botanical Institute, Russian Academy of Sciences","1","Pakistan","2",,,,
,,,,"Aghamajidi, A.","4",,,,,,,"Therapeutic Advances In Vaccines And Immunotherapy","2","Tumor Associated Leukocyte","47","Cancer Research Institute","8","Kreftforeningen","1","Peru","2",,,,
,,,,"Alizadeh, N.","4",,,,,,,"Vaccines","2","Breast Cancer","46","Graduate School of Medicine, Dentistry and Pharmaceutical Sciences","8","Marsden Fund","1","Qatar","2",,,,
,,,,"Falak, R.","4",,,,,,,"ACS Pharmacology And Translational Science","1","Chimeric Antigen Receptor T-cell Immunotherapy","46","Surgical Oncology Research Center","8","Medizinische Universität Wien","1","Tunisia","2",,,,
,,,,"Farhood, B.","4",,,,,,,"Acta Medica Iranica","1","B7-H1 Antigen","45","IUMS Immunology Research Center","8","Melanoma Research Alliance","1","Ukraine","2",,,,
,,,,"Fasano, R.","4",,,,,,,"Advanced Drug Delivery Reviews","1","Adoptive Immunotherapy","41","Universal Scientific Education and Research Network USERN","7","Ministero della Salute","1","Viet Nam","2",,,,
,,,,"Fayyaz, F.","4",,,,,,,"Advanced Healthcare Materials","1","Cancer Prognosis","41","Faculty of Medicine MAZUMS","7","Ministry of Education and Science of the Russian Federation","1","Armenia","1",,,,
,,,,"Ganjalikhani-Hakemi, M.","4",,,,,,,"Advances In Cancer Biology Metastasis","1","Cancer Radiotherapy","41","Ferdowsi University of Mashhad","7","Ministry of Higher Education, Malaysia","1","Bahrain","1",,,,
,,,,"Hamblin, M.R.","4",,,,,,,"American Journal Of Physiology Endocrinology And Metabolism","1","Female","41","Hamadan University of Medical Sciences","7","Ministry of Science and Technology of the People's Republic of China","1","Bosnia and Herzegovina","1",,,,
,,,,"Hashemy, S.I.","4",,,,,,,"American Journal Of The Medical Sciences","1","Tumor Antigen","41","Zanjan University of Medical Sciences ZUMS","7","Ministry of Science and Technology, Taiwan","1","Bulgaria","1",,,,
,,,,"Hojjat-Farsangi, M.","4",,,,,,,"Andrology","1","Molecularly Targeted Therapy","40","Kashan University of Medical Sciences","7","Monash University Malaysia","1","Croatia","1",,,,
,,,,"Hosseinzadeh, R.","4",,,,,,,"Biocell","1","Programmed Cell Death 1 Receptor","40","School of Medicine","7","National Cancer Institute","1","Cyprus","1",,,,
,,,,"Jalil, A.T.","4",,,,,,,"Biofactors","1","Progression Free Survival","40","Ahvaz Jundishapur University of Medical Sciences","7","National Institute for Medical Research Development","1","French Polynesia","1",,,,
,,,,"Karimi-Shahri, M.","4",,,,,,,"Biological Procedures Online","1","Cancer Patient","39","Islamic Azad University, Tehran Medical Branch","7","National Institute of General Medical Sciences","1","Ghana","1",,,,
,,,,"Kooshkaki, O.","4",,,,,,,"Biosensors","1","Cancer Growth","38","Qazvin University of Medical Sciences","7","National Science Foundation","1","Iceland","1",,,,
,,,,"Mohsenzadegan, M.","4",,,,,,,"Biotechnology And Applied Biochemistry","1","Immunosuppressive Treatment","38","Massachusetts General Hospital","7","Neyshabur University of Medical Sciences","1","Kazakhstan","1",,,,
,,,,"Najafi, A.","4",,,,,,,"Brain Sciences","1","Gamma Interferon","37","Loghman Hakim Educational Hospital","7","Norges Forskningsråd","1","Kuwait","1",,,,
,,,,"O'Byrne, K.","4",,,,,,,"British Journal Of Neurosurgery","1","Phase 2 Clinical Trial (topic)","37","Prince Sattam Bin Abdulaziz University","7","Novartis","1","Mali","1",,,,
,,,,"Payandeh, Z.","4",,,,,,,"British Journal Of Pharmacology","1","Transforming Growth Factor Beta","37","Saveetha Institute of Medical and Technical Sciences","7","Pasteur Institute of Iran","1","Morocco","1",,,,
,,,,"Safarzadeh, E.","4",,,,,,,"Cancer","1","CD4+ T Lymphocyte","36","Cellular and Molecular Research Center, Birjand University of Medical Sciences","7","Prince Sattam bin Abdulaziz University","1","Panama","1",,,,
,,,,"Salari, S.","4",,,,,,,"Cancer Communications","1","Carcinogenesis","36","Medical Technology Research Center, Kermanshah University of Medical Sciences","7","Research Institute for Gastroenterology and Liver Diseases","1","Serbia","1",,,,
,,,,"Schuettfort, V.M.","4",,,,,,,"Cancer Gene Therapy","1","Liver Cell Carcinoma","36","Pharmaceutical Analysis Research Center","7","Royal Australasian College of Physicians","1","Singapore","1",,,,
,,,,"Soltani, A.","4",,,,,,,"Cancer Letters","1","Meta Analysis","36","Hormozgan University of Medical Sciences","6","Royal Society Te Apārangi","1","Slovenia","1",,,,
,,,,"Taefehshokr, S.","4",,,,,,,"Cancer Reports","1","Myeloid-derived Suppressor Cell","36","University of Tabriz","6","Russian Academy of Sciences","1","Sudan","1",,,,
,,,,"Yazdani, Y.","4",,,,,,,"Cancer Treatment Reviews","1","Cancer Resistance","35","School of Medicine GUMS","6","Servier","1","Tanzania","1",,,,
,,,,"Abolmaali, S.S.","3",,,,,,,"Cell Biochemistry And Function","1","Cancer Survival","35","Islamic Azad University, Mashhad Branch","6","Shiraz Institute for Cancer Research, Shiraz University of Medical Sciences","1","United Arab Emirates","1",,,,
,,,,"Adili, A.","3",,,,,,,"Cell Biology International","1","Drug Safety","35","Università degli Studi di Catania","6","Student Research Committee, Tabriz University of Medical Sciences","1","Uruguay","1",,,,
,,,,"Akbari, M.","3",,,,,,,"Cellular And Molecular Biology Letters","1","Cytokine","34","Queensland University of Technology","6","Susan G. Komen for the Cure","1","Venezuela","1",,,,
,,,,"Alsaikhan, F.","3",,,,,,,"Cellular And Molecular Life Sciences","1","Innate Immunity","34","Rafsanjan University of Medical Sciences","6","Terry Fox Research Institute","1","Zimbabwe","1",,,,
,,,,"Avan, A.","3",,,,,,,"Clinical And Experimental Metastasis","1","Immunomodulation","33","University of Technology Sydney","6","Umm Al-Qura University","1",,,,,,
,,,,"Behravan, J.","3",,,,,,,"Clinical And Experimental Pharmacology And Physiology","1","Priority Journal","33","Slaski Uniwersytet Medyczny w Katowicach","6","University of Pennsylvania","1",,,,,,
,,,,"Delbari, P.","3",,,,,,,"Clinical And Translational Immunology","1","Tumor Growth","33","Qom University of Medical Sciences and Health Services","6","Urmia University of Medical Sciences","1",,,,,,
,,,,"Faghfuri, E.","3",,,,,,,"Clinical Genitourinary Cancer","1","Bevacizumab","32","Al-Mustaqbal University","6","York University","1",,,,,,
,,,,"Farhangnia, P.","3",,,,,,,"Cochrane Database Of Systematic Reviews","1","Clinical Trial (topic)","32","Drug Applied Research Center, Tabriz University of Medical Sciences","6","Zhejiang Shuren University","1",,,,,,
,,,,"Ghaffari, S.H.","3",,,,,,,"Critical Pathways In Cardiology","1","Drug Effect","32","Imam Hossein Medical &amp; Educational Center","6","Undefined","251",,,,,,
,,,,"Ghasemian, A.","3",,,,,,,"Current Cancer Drug Targets","1","Immunological Antineoplastic Agent","32","School of Paramedical, Kermanshah University of Medical Sciences","6",,,,,,,,
,,,,"Ghorbaninezhad, F.","3",,,,,,,"Current Drug Metabolism","1","MicroRNA","32","School of Allied Medical Sciences IUMS","6",,,,,,,,
,,,,"Grossmann, N.C.","3",,,,,,,"Current Drug Targets","1","Oncolytic Virotherapy","32","Universal Scientific Education and Research Network USERN","5",,,,,,,,
,,,,"Habibi, M.A.","3",,,,,,,"Current Medicinal Chemistry","1","Angiogenesis","31","Universal Scientific Education and Research Network USERN","5",,,,,,,,
,,,,"Hassanian, S.M.","3",,,,,,,"Current Molecular Medicine","1","Hepatitis A Virus Cellular Receptor 2","31","School of Medicine, Zanjan University of Medical Sciences ZUMS","5",,,,,,,,
,,,,"Jabbarzadeh Kaboli, P.","3",,,,,,,"Current Opinion In Urology","1","Immune Checkpoint","31","Pasteur Institute of Iran","5",,,,,,,,
,,,,"Jafari, R.","3",,,,,,,"Current Therapeutic Research Clinical And Experimental","1","Interleukin 10","31","University of South Florida, Tampa","5",,,,,,,,
,,,,"Jalali, S.A.","3",,,,,,,"Current Treatment Options In Oncology","1","Treatment Outcome","31","University of Montreal","5",,,,,,,,
,,,,"Jalili-Nik, M.","3",,,,,,,"Diagnostics","1","Vasculotropin","31","University of Pittsburgh","5",,,,,,,,
,,,,"Kazemi, M.H.","3",,,,,,,"Drug Development Research","1","Cell Proliferation","30","Royan Institute","5",,,,,,,,
,,,,"Khalili, S.","3",,,,,,,"Endocrine Metabolic And Immune Disorders Drug Targets","1","Cytotoxic T Lymphocyte","30","The University of Queensland","5",,,,,,,,
,,,,"Manoochehri, H.","3",,,,,,,"Esophagus","1","Gene Expression","30","Kantonsspital Luzern","5",,,,,,,,
,,,,"Marofi, F.","3",,,,,,,"European Journal Of Cancer","1","Glioblastoma","30","Islamic Azad University, Science and Research Branch","5",,,,,,,,
,,,,"Mirzaei, H.R.","3",,,,,,,"European Journal Of Cancer Care","1","Paclitaxel","30","Saveetha Medical College and Hospital","5",,,,,,,,
,,,,"Moschini, M.","3",,,,,,,"European Journal Of Inflammation","1","T-Lymphocytes","30","School of Advanced Technologies in Medicine","5",,,,,,,,
,,,,"Negahdari, B.","3",,,,,,,"European Journal Of Nuclear Medicine And Molecular Imaging","1","Adverse Event","29","School of Pharmacy","5",,,,,,,,
,,,,"Oroojalian, F.","3",,,,,,,"European Urology","1","Cancer Inhibition","29","IUMS Skull Base Research Center","5",,,,,,,,
,,,,"Oryani, M.A.","3",,,,,,,"Expert Opinion On Pharmacotherapy","1","Chimeric Antigen Receptor","29","IUMS Colorectal Research Center","5",,,,,,,,
,,,,"Parkhideh, S.","3",,,,,,,"Frontiers In Medicine","1","Macrophage","29","Varastegan Institute for Medical Sciences","5",,,,,,,,
,,,,"Rahimi, A.","3",,,,,,,"Genes","1","Phase 1 Clinical Trial (topic)","29","Karl Landsteiner Institute of Urology and Andrology","4",,,,,,,,
,,,,"Rezaei, M.","3",,,,,,,"Health Science Reports","1","Ticilimumab","29","Karl Landsteiner Institute of Urology and Andrology","4",,,,,,,,
,,,,"Rezagholinejad, N.","3",,,,,,,"Hematology Oncology And Stem Cell Therapy","1","Adaptive Immunity","28","Universal Scientific Education and Research Network USERN","4",,,,,,,,
,,,,"Roozitalab, G.","3",,,,,,,"Hematology Transfusion And Cell Therapy","1","Biological Marker","28","Universal Scientific Education and Research Network USERN","4",,,,,,,,
,,,,"Roshandel, E.","3",,,,,,,"Human Gene","1","Pharmacology","28","University of Johannesburg","4",,,,,,,,
,,,,"Roudi, R.","3",,,,,,,"Human Immunology","1","Renal Cell Carcinoma","28","Moffitt Cancer Center","4",,,,,,,,
,,,,"Roviello, G.","3",,,,,,,"Immunobiology","1","Tumor Necrosis Factor","28","Lomonosov Moscow State University","4",,,,,,,,
,,,,"Sadeghipour, A.","3",,,,,,,"Immunogenetics","1","Cancer Vaccines","27","Baqiyatallah University of Medical Sciences","4",,,,,,,,
,,,,"Sadeghirad, H.","3",,,,,,,"Immunology And Cell Biology","1","Immune Checkpoint Protein","27","Università degli Studi di Torino","4",,,,,,,,
,,,,"Saeed, A.","3",,,,,,,"Immunopharmacology And Immunotoxicology","1","Oncolytic Virus","27","Dana-Farber Cancer Institute","4",,,,,,,,
,,,,"Safaei, S.","3",,,,,,,"Infectious Agents And Cancer","1","Tumor Marker","27","Bushehr University of Medical Sciences","4",,,,,,,,
,,,,"Sahebkar, A.","3",,,,,,,"Inflammopharmacology","1","Antigen Presenting Cell","26","Lorestan University of Medical Sciences","4",,,,,,,,
,,,,"Samadani, A.A.","3",,,,,,,"International Journal Of Biological Macromolecules","1","CD274 Protein, Human","26","Golestan University of Medical Sciences","4",,,,,,,,
,,,,"Sheykhhasan, M.","3",,,,,,,"International Journal Of Cancer Management","1","Exosome","26","German Cancer Research Center","4",,,,,,,,
,,,,"Soltani, M.","3",,,,,,,"International Journal Of Rheumatic Diseases","1","Immune Evasion","26","Syddansk Universitet","4",,,,,,,,
,,,,"Suksatan, W.","3",,,,,,,"International Wound Journal","1","Immunotherapy, Adoptive","26","National Institute for Genetic Engineering and Biotechnology Iran","4",,,,,,,,
,,,,"Taefehshokr, N.","3",,,,,,,"Iranian Journal Of Biotechnology","1","Inflammation","26","Dr. H. S. Gour Vishwavidyalaya Sagar","4",,,,,,,,
,,,,"Tamaddon, A.M.","3",,,,,,,"Iranian Journal Of Blood And Cancer","1","Interleukin 6","26","Semmelweis Egyetem","4",,,,,,,,
,,,,"Teoh, J.Y.C.","3",,,,,,,"Iranian Journal Of Immunology","1","Multimodality Cancer Therapy","26","Princess Alexandra Hospital","4",,,,,,,,
,,,,"Tojjari, A.","3",,,,,,,"JCO Oncology Practice","1","Combined Modality Therapy","25","Medical Biology Research Center, Kermanshah University of Medical Sciences","4",,,,,,,,
,,,,"Warkiani, M.E.","3",,,,,,,"Journal For Immunotherapy Of Cancer","1","Interleukin 2","25","UPMC Hillman Cancer Center","4",,,,,,,,
,,,,"Yousefi, B.","3",,,,,,,"Journal Of Biochemical And Molecular Toxicology","1","Solid Malignant Neoplasm","25","School of Medicine, Kermanshah University of Medical Sciences","4",,,,,,,,
,,,,"Yousefi, M.","3",,,,,,,"Journal Of Bone Oncology","1","Cancer Cell","24","Stanford University School of Medicine","4",,,,,,,,
,,,,"Zamyatnin, A.A.","3",,,,,,,"Journal Of Cancer Metastasis And Treatment","1","Cisplatin","24","Al-Ahliyya Amman University","4",,,,,,,,
,,,,"Abdelbasset, W.K.","2",,,,,,,"Journal Of Cellular Biochemistry","1","Cyclophosphamide","24","Shahroud University of Medical Sciences","4",,,,,,,,
,,,,"Abdulwahid, A.H.R.R.","2",,,,,,,"Journal Of Clinical And Experimental Hepatology","1","Hematologic Malignancy","24","Stem Cell Technology Research Center","4",,,,,,,,
,,,,"Abedi, B.","2",,,,,,,"Journal Of Drug Targeting","1","Metastasis","24","Ayatollah Taleghani Educational Hospital","4",,,,,,,,
,,,,"Abufaraj, M.","2",,,,,,,"Journal Of Hematology And Oncology","1","Monotherapy","24","School of Pharmacy","4",,,,,,,,
,,,,"Abyaneh, R.","2",,,,,,,"Journal Of Immunology Research","1","Personalized Medicine","24","Al-Farahidi University","4",,,,,,,,
,,,,"Aghbash, P.S.","2",,,,,,,"Journal Of Materials Chemistry B","1","Phase 3 Clinical Trial (topic)","24","School of Public Health","4",,,,,,,,
,,,,"Ahmadvand, M.H.","2",,,,,,,"Journal Of Medical And Biological Engineering","1","Tumor-associated Macrophage","24","Center for Nanotechnology in Drug Delivery SUMS","4",,,,,,,,
,,,,"Akbari, M.","2",,,,,,,"Journal Of Nanobiotechnology","1","Upregulation","24","School of Pharmacy","4",,,,,,,,
,,,,"Al Zein, M.","2",,,,,,,"Journal Of Neuroimmune Pharmacology","1","Adult","23","Faculty of Medicine, Kerman University of Medical Sciences","4",,,,,,,,
,,,,"Al-Haideri, M.","2",,,,,,,"Journal Of Neurovirology","1","Antineoplastic Agents","23","National University of Science and Technology","4",,,,,,,,
,,,,"Ala, M.","2",,,,,,,"Journal Of Ophthalmic And Vision Research","1","Cancer Combination Chemotherapy","23","European Association of Urology","4",,,,,,,,
,,,,"Alizadeh, M.","2",,,,,,,"Journal Of Receptors And Signal Transduction","1","Cetuximab","23","Universal Scientific Education and Research Network USERN","3",,,,,,,,
,,,,"Almasi, F.","2",,,,,,,"Journal Of The Egyptian National Cancer Institute","1","Chemotherapy","23","Universal Scientific Education and Research Network USERN","3",,,,,,,,
,,,,"Arab, A.","2",,,,,,,"Journal Of Translational Medicine","1","Combination Therapy","23","Universal Scientific Education and Research Network USERN","3",,,,,,,,
,,,,"Araki, M.","2",,,,,,,"Lancet Neurology","1","Immunoregulation","23","Universal Scientific Education and Research Network USERN","3",,,,,,,,
,,,,"Arashkia, A.","2",,,,,,,"Life","1","PD-1","23","Université Libre de Bruxelles","3",,,,,,,,
,,,,"Ardakani, M.T.","2",,,,,,,"Lung Cancer","1","PDCD1 Protein, Human","23","Emory University","3",,,,,,,,
,,,,"Asgarian-Omran, H.","2",,,,,,,"Medicinal Research Reviews","1","Protein Function","23","Broad Institute","3",,,,,,,,
,,,,"Aydh, A.","2",,,,,,,"Microbial Pathogenesis","1","Stomach Cancer","23","University of Pittsburgh School of Medicine","3",,,,,,,,
