Scopus refine results values

"Your query : (TITLE-ABS-KEY(""Tumor-infiltrating lymphocytes"") OR TITLE-ABS-KEY(""Lymphocytes, Tumor-Infiltrating"") AND AFFILCOUNTRY(Iran))"


Number of results : 138

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Khojasteh, M.","4",,,,,,,,,"Gene Expression Regulation","9","St Vincent's University Hospital","4",,,,,,,,
,,,,"Kim, R.S.","4",,,,,,,,,"Gene Expression Regulation, Neoplastic","9","Kyoto University","4",,,,,,,,
,,,,"Kok, M.","4",,,,,,,,,"Interleukin 10","9","Hospital Universitari de Bellvitge","4",,,,,,,,
,,,,"Kurkure, U.","4",,,,,,,,,"Ki 67 Antigen","9","Università degli Studi di Torino","4",,,,,,,,
,,,,"Lacroix-Triki, M.","4",,,,,,,,,"Metastasis","9","Cliniques Universitaires Saint-Luc","4",,,,,,,,
,,,,"Lakhani, S.R.","4",,,,,,,,,"Spleen","9","Universiteit Antwerpen","4",,,,,,,,
,,,,"Lang-Schwarz, C.","4",,,,,,,,,"Tumor Recurrence","9","Université Mohammed Premier Oujda","4",,,,,,,,
,,,,"Laudus, N.","4",,,,,,,,,"CD4 Antigen","8","Universitatea de Medicina si Farmacie Iuliu Hatieganu din Cluj-Napoca","4",,,,,,,,
,,,,"Lazar, A.J.","4",,,,,,,,,"Cancer Chemotherapy","8","Universitair Ziekenhuis Antwerpen","4",,,,,,,,
,,,,"Lefevre, A.","4",,,,,,,,,"Cancer Inhibition","8","Skånes Universitetssjukhus","4",,,,,,,,
,,,,"Lemonnier, J.","4",,,,,,,,,"Cancer Resistance","8","Faculteit Geneeskunde en Gezondheidswetenschappen","4",,,,,,,,
,,,,"Leon-Ferre, R.","4",,,,,,,,,"Cancer Size","8","Dana-Farber Cancer Institute","4",,,,,,,,
,,,,"Leung, S.","4",,,,,,,,,"Chimeric Antigen Receptor T-cell Immunotherapy","8","School of Medicine","4",,,,,,,,
,,,,"Lo, A.","4",,,,,,,,,"Clinical Feature","8","Akademiska Sjukhuset","4",,,,,,,,
,,,,"Loibl, S.","4",,,,,,,,,"Comparative Study","8","Providence Health System in Oregon","4",,,,,,,,
,,,,"Lotfinejad, P.","4",,,,,,,,,"Cyclophosphamide","8","University of Pittsburgh","4",,,,,,,,
,,,,"Lu, F.I.","4",,,,,,,,,"Dendritic Cells","8","Lifespan","4",,,,,,,,
,,,,"Luen, S.J.","4",,,,,,,,,"Disease Model","8","Cedars-Sinai Medical Center","4",,,,,,,,
,,,,"Mahdavi, M.","4",,,,,,,,,"Doxorubicin","8","Brigham and Women's Hospital","4",,,,,,,,
,,,,"Mathieu, M.C.","4",,,,,,,,,"Epithelial Mesenchymal Transition","8","University of Toronto","4",,,,,,,,
,,,,"McArthur, H.","4",,,,,,,,,"Forkhead Transcription Factors","8","Helsinki University Hospital","4",,,,,,,,
,,,,"Mehrotra, R.","4",,,,,,,,,"In Vivo Study","8","Mazandaran University of Medical Sciences","4",,,,,,,,
,,,,"Misialek, M.","4",,,,,,,,,"Interleukin 4","8","Rhode Island Hospital","4",,,,,,,,
,,,,"Naber, S.","4",,,,,,,,,"Lymph Node Metastasis","8","Louis Stokes Cleveland VA Medical Center","4",,,,,,,,
,,,,"Namdar, A.","4",,,,,,,,,"Lymphocyte Activation","8","Universitätsklinikum Halle und Medizinische Fakultät","4",,,,,,,,
,,,,"Nederlof, I.","4",,,,,,,,,"Outcome Assessment","8","Macquarie University","4",,,,,,,,
