Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""Monoclonal Antibod*"") OR TITLE-ABS-KEY(""Antibodies, Monoclonal"")))"


Number of results : 420401

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Tabernero, J.","144",,,,,,,"Bone Marrow Transplantation","632","Neoplasms","13270","University of California, Davis","1341","Teva Pharmaceutical Industries","444","North Macedonia","59",,,,
,,,,"Kalden, J.R.","142",,,,,,,"Annals Of Hematology","621","Apoptosis","13232","University of Colorado School of Medicine","1332","MedImmune","442","Sudan","59",,,,
,,,,"Robert, C.","142",,,,,,,"Journal Of The European Academy Of Dermatology And Venereology","618","Retrospective Study","13128","The Ohio State University","1309","National Institute on Drug Abuse","441","Cameroon","58",,,,
,,,,"Van Cutsem, E.","142",,,,,,,"Monoclonal Antibodies In Immunodiagnosis And Immunotherapy","618","Antibodies","12862","Sorbonne Université","1304","Natural Science Foundation of Jiangsu Province","437","Senegal","56",,,,
,,,,"Scheinberg, D.A.","140",,,,,,,"Experimental Hematology","614","Prednisone","12762","University of Toronto Faculty of Medicine","1303","Chugai Pharmaceutical","435","Tanzania","56",,,,
,,,,"Sondel, P.M.","139",,,,,,,"Federation Proceedings","611","Antineoplastic Activity","12456","University of Pittsburgh","1293","Guangdong Provincial Department of Science and Technology","426","Zimbabwe","52",,,,
,,,,"Colnaghi, M.I.","137",,,,,,,"Oncologist","611","Letter","12418","Tel Aviv University","1286","U.S. Department of Agriculture","422","Algeria","47",,,,
,,,,"Diehl, V.","136",,,,,,,"Oncotarget","609","Corticosteroid","12358","Erasmus MC","1285","Eisai","419","Malta","37",,,,
,,,,"Ueda, R.","136",,,,,,,"Journal Of Cell Science","602","Gamma Interferon","12318","UNC School of Medicine","1280","National Institute of Mental Health","415","Syrian Arab Republic","37",,,,
,,,,"DeNardo, S.J.","135",,,,,,,"Leukemia Research","594","Western Blotting","12261","F. Hoffmann-La Roche AG","1275","Association pour la Recherche sur le Cancer","404","Zambia","37",,,,
,,,,"Epenetos, A.A.","135",,,,,,,"Frontiers In Oncology","591","Histopathology","12245","KU Leuven– University Hospital Leuven","1272","Ministry of Science, ICT and Future Planning","404","Mali","35",,,,
,,,,"Isenberg, D.A.","135",,,,,,,"Immunotherapy","586","Immunoblotting","12223","University Medical Center Utrecht","1271","National Institute for Health Research","398","Bahrain","34",,,,
,,,,"Braun, J.","134",,,,,,,"American Journal Of Hematology","583","Phenotype","12187","Klinikum der Universität München","1261","Ministry of Finance","395","Panama","30",,,,
,,,,"Goldstein, G.","134",,,,,,,"American Journal Of Transplantation","574","Cancer Chemotherapy","12173","University of Alberta","1256","Chinese Academy of Sciences","390","Gambia","28",,,,
,,,,"Powles, T.","134",,,,,,,"Journal Of Pathology","573","Lymphocyte Activation","12056","Universidade de São Paulo","1250","Ministério da Educação e Ciência","388","Botswana","27",,,,
,,,,"Zinzani, P.L.","134",,,,,,,"European Journal Of Biochemistry","561","Diarrhea","11855","University of Colorado Anschutz Medical Campus","1244","Ministry of Science and Technology, Taiwan","385","Jamaica","27",,,,
,,,,"DeNardo, G.L.","133",,,,,,,"Viruses","558","Inflammation","11810","Oregon Health &amp; Science University","1240","Ministry of Education","376","Uzbekistan","27",,,,
,,,,"Tak, P.P.","133",,,,,,,"International Archives Of Allergy And Immunology","546","Progression Free Survival","11692","Lunds Universitet","1239","Ligue Contre le Cancer","373","Burkina Faso","26",,,,
,,,,"Zola, H.","133",,,,,,,"Laboratory Investigation","546","Placebo","11667","Monash University","1237","Ministero dell’Istruzione, dell’Università e della Ricerca","372","Guatemala","26",,,,
,,,,"Kremmer, E.","132",,,,,,,"Bioconjugate Chemistry","543","Retrospective Studies","11573","Università degli Studi di Napoli Federico II","1231","Biogen","366","Palestine","26",,,,
,,,,"Press, O.W.","132",,,,,,,"BMC Cancer","538","Drug Targeting","11555","Amsterdam UMC - Vrije Universiteit Amsterdam","1230","UCB","364","Albania","25",,,,
,,,,"Hodi, F.S.","131",,,,,,,"Molecular Cancer Therapeutics","528","Rheumatoid Arthritis","11504","King's College London","1224","Japan Science and Technology Agency","359","Democratic Republic Congo","25",,,,
,,,,"Mellstedt, H.","131",,,,,,,"Retina","528","Metastasis","11478","Hospital Clínic de Barcelona","1209","Cancerfonden","351","Gabon","25",,,,
,,,,"Ritz, J.","131",,,,,,,"Clinical Immunology And Immunopathology","526","Multiple Cycle Treatment","11443","Hannover Medical School","1208","Daiichi-Sankyo","350","Cambodia","24",,,,
,,,,"Shoyama, Y.","130",,,,,,,"Gastroenterology","522","Trastuzumab","11406","The University of Manchester","1199","Howard Hughes Medical Institute","346","Cote d'Ivoire","24",,,,
,,,,"Trojanowski, J.Q.","130",,,,,,,"Journal Of Dermatology","519","Doxorubicin","11309","Helsingin Yliopisto","1192","Jiangsu Provincial Department of Science and Technology","343","Madagascar","23",,,,
,,,,"Bazin, H.","129",,,,,,,"Seminars In Oncology","519","Conference Paper","11273","Technische Universität München","1179","National Institute of Biomedical Imaging and Bioengineering","342","Liberia","19",,,,
,,,,"Nadler, L.M.","129",,,,,,,"Endocrinology","516","Cytokine","11247","Hôpital Saint-Louis","1175","Natural Science Foundation of Guangdong Province","330","Malawi","19",,,,
,,,,"Salles, G.","128",,,,,,,"Biotechnology Progress","512","Protein Binding","11120","Keck School of Medicine of USC","1168","Australian Research Council","326","Moldova","19",,,,
,,,,"Catovsky, D.","127",,,,,,,"Drugs","511","Immunosuppressive Treatment","11111","Cornell University","1162","Horizon 2020","324","Mozambique","19",,,,
,,,,"Feldmann, M.","127",,,,,,,"International Immunopharmacology","511","Drug Mechanism","11093","Bristol-Myers Squibb","1160","Office of Science","322","Rwanda","19",,,,
,,,,"Kwong, P.D.","127",,,,,,,"Oncogene","509","Cell Line, Tumor","11003","University of Miami Leonard M. Miller School of Medicine","1159","Austrian Science Fund","318","Armenia","18",,,,
,,,,"Reisfeld, R.A.","127",,,,,,,"Journal Of Clinical Endocrinology And Metabolism","505","Melanoma","10953","Université McGill","1142","Department of Biotechnology, Ministry of Science and Technology, India","315","Congo","18",,,,
,,,,"Vitetta, E.S.","127",,,,,,,"Rheumatology","502","Antigen Binding","10908","University of Southern California","1141","Deutsche Krebshilfe","312","Paraguay","18",,,,
,,,,"Zalutsky, M.R.","127",,,,,,,"Journal Of Comparative Neurology","501","Drug Tolerability","10897","IRCCS San Martino Polyclinic Hospital","1138","Engineering and Physical Sciences Research Council","310","Bolivia","17",,,,
,,,,"Canonica, G.W.","126",,,,,,,"Journal Of Medical Virology","500","Cancer Staging","10732","NYU Grossman School of Medicine","1136","Nederlandse Organisatie voor Wetenschappelijk Onderzoek","309","French Guiana","17",,,,
,,,,"Mariette, X.","126",,,,,,,"Transfusion","497","Side Effect","10590","Rigshospitalet","1129","Novartis Pharma","307","Mongolia","17",,,,
,,,,"O'Brien, S.","126",,,,,,,"Alimentary Pharmacology And Therapeutics","496","Antigen Expression","10564","Food and Drug Administration","1112","Abbott Laboratories","305","Grenada","16",,,,
,,,,"Olive, D.","126",,,,,,,"Expert Opinion On Investigational Drugs","495","Physiology","10544","Northwestern University","1099","Consiglio Nazionale delle Ricerche","301","Libyan Arab Jamahiriya","16",,,,
,,,,"Oyen, W.J.G.","126",,,,,,,"Biosensors And Bioelectronics","488","In Vivo Study","10474","National and Kapodistrian University of Athens","1096","Department of Science and Technology, Ministry of Science and Technology, India","301","Nicaragua","16",,,,
,,,,"Janossy, G.","125",,,,,,,"Breast Cancer Research And Treatment","488","Fatigue","10410","Alma Mater Studiorum Università di Bologna","1091","Astellas Pharma","300","Papua New Guinea","16",,,,
,,,,"Blazar, B.R.","124",,,,,,,"Immunogenetics","487","Randomized Controlled Trial","10313","University of Oxford Medical Sciences Division","1087","National Science Council","297","Yemen","16",,,,
,,,,"Byrd, J.C.","124",,,,,,,"Circulation","484","Interleukin 2","10290","John Radcliffe Hospital","1083","U.S. Food and Drug Administration","297","Libya","15",,,,
