Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""Monoclonal Antibod*"") OR TITLE-ABS-KEY(""Antibodies, Monoclonal"")) AND AFFILCOUNTRY(Iran) AND DOCTYPE(ar))"


Number of results : 1531

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Mahmoudian, J.","11",,,,,,,"Journal Of Immunotoxicology","6","Breast Cancer","116","Medical Biology Research Center, Kermanshah University of Medical Sciences","20","Ardabil University of Medical Sciences","3","Poland","2",,,,
,,,,"Mansouri, K.","11",,,,,,,"Medical Hypotheses","6","Enzyme-Linked Immunosorbent Assay","116","Shahid Beheshti University","20","Azarbaijan Shahid Madani University","3","South Africa","2",,,,
,,,,"Mohammadnejad, J.","11",,,,,,,"Molecular Immunology","6","Recombinant Protein","116","Shahed University","19","Cancerfonden","3","United Arab Emirates","2",,,,
,,,,"Rajabi, H.","11",,,,,,,"Nuclear Medicine And Biology","6","Binding Affinity","114","SBUMS School of Pharmacy","19","Deutsche Forschungsgemeinschaft","3","Armenia","1",,,,
,,,,"Rezaei, A.","11",,,,,,,"Yakhteh","6","Iran","113","Golestan University of Medical Sciences","18","Golestan University of Medical Sciences","3","Azerbaijan","1",,,,
,,,,"Sankian, M.","11",,,,,,,"Analytical And Bioanalytical Chemistry","5","Immunization","109","Children's Medical Center TUMS","18","Institut National de la Santé et de la Recherche Médicale","3","Bahrain","1",,,,
,,,,"Vaziri, B.","11",,,,,,,"Analytical Biochemistry","5","Drug Efficacy","108","Hazrate Rasoole Akram Hospital","18","Liver and Gastrointestinal Diseases Research Center, Tabriz University of Medical Sciences","3","Bangladesh","1",,,,
,,,,"Alirezapour, B.","10",,,,,,,"Applied Immunohistochemistry And Molecular Morphology","5","Protein Purification","108","Shahid Labbafi Nedjad Educational Hospital","17","Medical Research Council","3","Cambodia","1",,,,
,,,,"Barar, J.","10",,,,,,,"BMC Biotechnology","5","Antibodies, Monoclonal, Humanized","104","Shiraz University","17","Ministry of Education, Culture, Sports, Science and Technology","3","Chile","1",,,,
,,,,"Hadavi, R.","10",,,,,,,"Human Vaccines And Immunotherapeutics","5","Mice, Inbred BALB C","102","Immunology Research Center","17","National Institute of Diabetes and Digestive and Kidney Diseases","3","El Salvador","1",,,,
,,,,"Hojjat-Farsangi, M.","10",,,,,,,"Iet Nanobiotechnology","5","Polymerase Chain Reaction","101","Shiraz Institute for Cancer Research SUMS","17","Natural Sciences and Engineering Research Council of Canada","3","Estonia","1",,,,
,,,,"Judaki, M.A.","10",,,,,,,"Immunology Letters","5","Molecular Cloning","99","Mashhad University of Medical Sciences, School of Medicine","15","Pharmaceutical Sciences Research Center, Tehran University of Medical Sciences","3","Finland","1",,,,
,,,,"Kashanian, S.","10",,,,,,,"Immunopharmacology And Immunotoxicology","5","Drug Effect","98","National Research Institute of Tuberculosis and Lung Disease Tehran","15","Research Center for Pharmaceutical Nanotechnology","3","Gambia","1",,,,
,,,,"Maleki, L.A.","10",,,,,,,"Indian Journal Of Pathology And Microbiology","5","Epidermal Growth Factor Receptor 2","98","Bushehr University of Medical Sciences","15","Royan Institute","3","Greece","1",,,,
,,,,"Soleimani, M.","10",,,,,,,"Iranian Journal Of Medical Sciences","5","Treatment Outcome","95","Shahid Chamran University of Ahvaz","15","Seventh Framework Programme","3","Guatemala","1",,,,
,,,,"Yaseri, M.","10",,,,,,,"Iranian Journal Of Nuclear Medicine","5","Bevacizumab","94","Islamic Azad University, Tehran Medical Branch","15","Shahid Bahonar University of Kerman","3","Indonesia","1",,,,
,,,,"Akhondi, M.M.","9",,,,,,,"Journal Of Cellular Physiology","5","Hybridoma","94","Zahedan University of Medical Sciences","15","University of Isfahan","3","Israel","1",,,,
,,,,"Alaeddini, M.","9",,,,,,,"Journal Of Labelled Compounds And Radiopharmaceuticals","5","Immunoglobulin G","93","Iranian Blood Transfusion Organization","15","University of Kurdistan","3","Kenya","1",,,,
,,,,"Amirghofran, Z.","9",,,,,,,"Journal Of Radioanalytical And Nuclear Chemistry","5","Antibody Specificity","92","Kurdistan University of Medical Sciences","15","University of Tabriz","3","Luxembourg","1",,,,
,,,,"Bandehpour, M.","9",,,,,,,"Molecular Biotechnology","5","Single Chain Fragment Variable Antibody","89","High Institute for Research and Education in Transfusion Medicine","15","Vetenskapsrådet","3","Madagascar","1",,,,
,,,,"Etemad-Moghadam, S.","9",,,,,,,"Pakistan Journal Of Biological Sciences","5","Bagg Albino Mouse","88","Immunology, Asthma and Allergy Research Institute","15","Academia Sinica","2","Mali","1",,,,
,,,,"Nejatollahi, F.","9",,,,,,,"Research In Pharmaceutical Sciences","5","Antineoplastic Agent","86","School of Medicine, Zanjan University of Medical Sciences ZUMS","14","Agence Nationale de Recherches sur le Sida et les Hépatites Virales","2","Malta","1",,,,
,,,,"Pourfathollah, A.A.","9",,,,,,,"Talanta","5","Trastuzumab","84","Immunology Research Center","14","Agence Nationale de la Recherche","2","Mexico","1",,,,
,,,,"Younesi, V.","9",,,,,,,"Toxicon","5","Cell Culture","83","Nanotechnology Research Center","14","Aja University of Medical Sciences","2","Mongolia","1",,,,
,,,,"Ahmadvand, D.","8",,,,,,,"Biomed Research International","4","Breast Neoplasms","82","Hamadan University of Medical Sciences","13","Austrian Science Fund","2","Morocco","1",,,,
,,,,"Cohan, R.A.","8",,,,,,,"European Journal Of Pharmaceutical Sciences","4","Apoptosis","81","Sina Hospital","13","Bill and Melinda Gates Foundation","2","Mozambique","1",,,,
,,,,"Farahmand, L.","8",,,,,,,"European Journal Of Pharmacology","4","Comparative Study","80","Kashan University of Medical Sciences","13","Bu-Ali Sina University","2","Nepal","1",,,,
,,,,"Hadjati, J.","8",,,,,,,"Immunological Investigations","4","Cytotoxicity","80","Birjand University of Medical Sciences","13","CLL Global Research Foundation","2","Nicaragua","1",,,,
,,,,"Khalaj, V.","8",,,,,,,"International Journal Of Pharmaceutics","4","Recombinant Proteins","80","Shahrekord University of Medical Sciences","13","Canadian Institutes of Health Research","2","Nigeria","1",,,,
,,,,"Khanahmad, H.","8",,,,,,,"Iranian Journal Of Parasitology","4","Follow Up","79","University of Alberta","13","Cancerföreningen i Stockholm","2","Panama","1",,,,
,,,,"Madjd, Z.","8",,,,,,,"Iranian Journal Of Public Health","4","Immunotherapy","79","Shahid Bahonar University of Kerman","13","CinnaGen","2","Paraguay","1",,,,
,,,,"Mirshahi, M.","8",,,,,,,"Iranian Red Crescent Medical Journal","4","Sensitivity And Specificity","78","Farabi Eye Hospital","13","Department of Health and Aged Care, Australian Government","2","Peru","1",,,,
,,,,"Moradian, S.","8",,,,,,,"Journal Of Biomolecular Structure And Dynamics","4","Affinity Chromatography","74","Research Center for Immunodeficiencies","13","Deputy for Research and Technology, Kermanshah University of Medical Sciences","2","Philippines","1",,,,
,,,,"Ramezani, A.","8",,,,,,,"Journal Of Kerman University Of Medical Sciences","4","Epitope","74","School of Advanced Medical Sciences and Technologies","13","European Research Council","2","Puerto Rico","1",,,,
,,,,"Roohi, A.","8",,,,,,,"Journal Of Ocular Pharmacology And Therapeutics","4","Adolescent","72","Razi University","12","Graduate University of Advanced Technology","2","Qatar","1",,,,
,,,,"Salouti, M.","8",,,,,,,"Journal Of Pharmacy And Pharmaceutical Sciences","4","Immunoreactivity","72","Babol University of Medical Sciences","12","Institute of Biotechnology and Bioengineering, Isfahan University of Technology","2","Romania","1",,,,
,,,,"Shojaeian, S.","8",,,,,,,"Journal Of Veterinary Research","4","Amino Acid Sequence","71","Isfahan University of Technology","12","Isfahan University of Technology","2","Slovenia","1",,,,
,,,,"Zeinoddini, M.","8",,,,,,,"Jundishapur Journal Of Microbiology","4","Antibody","69","SBUMS Medical Nano-Technology &amp; Tissue Engineering Research Center","12","Japan Society for the Promotion of Science","2","Togo","1",,,,
,,,,"Abdollahi, M.","7",,,,,,,"Microchemical Journal","4","Angiogenesis Inhibitors","68","SBUMS Cellular and Molecular Biology Research Center","12","Karolinska Institutet","2","Uruguay","1",,,,
,,,,"Atyabi, F.","7",,,,,,,"Multiple Sclerosis And Related Disorders","4","Biosynthesis","67","Urmia University","11","Kerman University of Medical Sciences","2","Venezuela","1",,,,
,,,,"Azadmanesh, K.","7",,,,,,,"Ocular Immunology And Inflammation","4","Cancer Immunotherapy","67","Guilan University of Medical Sciences","11","Malek-Ashtar University of Technology","2","Viet Nam","1",,,,
,,,,"Badiee, A.","7",,,,,,,"Preparative Biochemistry And Biotechnology","4","Real Time Polymerase Chain Reaction","67","Urmia University of Medical Sciences","11","Ministry of Agriculture of the People's Republic of China","2","Zambia","1",,,,
,,,,"Bahrami-Samani, A.","7",,,,,,,"Protein Journal","4","Case Report","66","Bu-Ali Sina University","11","Nanotechnology Initiative","2",,,,,,
,,,,"Golchin, M.","7",,,,,,,"Reports Of Biochemistry And Molecular Biology","4","Immunoassay","66","Sharif University of Technology","11","National Center for Advancing Translational Sciences","2",,,,,,
,,,,"Jalili, N.","7",,,,,,,"Shiraz E Medical Journal","4","MTT Assay","66","Poostchi Ophthalmology Research Center SUMS","11","National Center for Research Resources","2",,,,,,
,,,,"Kardar, G.A.","7",,,,,,,"Urology Journal","4","Vascular Endothelial Growth Factor A","65","Neuroscience Institute “Neurorehabilitation“","11","National Health and Medical Research Council","2",,,,,,
,,,,"Kashanian, S.","7",,,,,,,"Veterinary Research Forum","4","Antigen Binding","64","Shiraz HIV/AIDS Research Center SUMS","11","National Institute of Allergy and Infectious Diseases","2",,,,,,
,,,,"Larijani, B.","7",,,,,,,"Acta Tropica","3","Antineoplastic Agents","64","Breast Disease Research Center","11","National Institute of General Medical Sciences","2",,,,,,
,,,,"Madani, R.","7",,,,,,,"African Journal Of Biotechnology","3","Immune Response","64","Ferdowsi University of Mashhad","10","National Research Foundation of Korea","2",,,,,,
,,,,"Molavi, O.","7",,,,,,,"BMC Infectious Diseases","3","Histopathology","62","Malek Ashtar University of Technology","10","Roche","2",,,,,,
,,,,"Nematollahi, L.","7",,,,,,,"Biochemical And Biophysical Research Communications","3","Isolation And Purification","62","Atomic Energy Organization of Iran AEOI","10","Russian Foundation for Basic Research","2",,,,,,
,,,,"Pourmand, M.R.","7",,,,,,,"Bioimpacts","3","Polyclonal Antibody","61","University of Guilan","10","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","2",,,,,,
,,,,"Rashidi, M.R.","7",,,,,,,"Biomaterials","3","Receptor, ErbB-2","61","BuAli Research Institute","10","Shahed University","2",,,,,,
,,,,"Sadeghi, N.","7",,,,,,,"Cancer Biotherapy And Radiopharmaceuticals","3","Rituximab","61","Aja University of Medical Sciences","10","Shahrekord University of Medical Sciences","2",,,,,,
,,,,"Safarnejad, M.R.","7",,,,,,,"Chemical Biology And Drug Design","3","Signal Transduction","61","Cancer Research Institute","10","Special Fund for Agro-scientific Research in the Public Interest","2",,,,,,
,,,,"Sahebkar, A.","7",,,,,,,"Communications In Agricultural And Applied Biological Sciences","3","Immunoblotting","59","Faculty of Medicine MAZUMS","9","Stockholms Läns Landsting","2",,,,,,
,,,,"Sajedi, R.H.","7",,,,,,,"Comparative Clinical Pathology","3","Hybridomas","58","University of Pennsylvania","9","University of Guilan","2",,,,,,
,,,,"Salimi, A.","7",,,,,,,"Current Rheumatology Reviews","3","Phage Display","58","Amirkabir University of Technology","9","Urmia University of Medical Sciences","2",,,,,,
,,,,"Shahbazzadeh, D.","7",,,,,,,"Cytokine","3","Cell Viability","57","Islamic Azad University, North Tehran Branch","9","Vice-Chancellor for Research, Shiraz University of Medical Sciences","2",,,,,,
,,,,"Sharifzadeh, Z.","7",,,,,,,"Drug Design Development And Therapy","3","Young Adult","57","Multiple Sclerosis Research Center","9","Wellcome Trust","2",,,,,,
,,,,"Torkashvand, F.","7",,,,,,,"Frontiers In Immunology","3","Blood","56","Dental Research Center TUMS","9","Accident Research Centre, Monash University","1",,,,,,
,,,,"Zarkesh-Esfahani, S.H.","7",,,,,,,"Immunotherapy","3","Limit Of Detection","56","Transplant Research Center SUMS","9","Agricultural Biotechnology Research Institute of Iran","1",,,,,,
,,,,"Ahmadi, M.","6",,,,,,,"International Journal Of Molecular Sciences","3","Spleen Cell","56","IUMS Oncopathology Research Center","9","Akademie Věd České Republiky","1",,,,,,
,,,,"Ahmadi, S.","6",,,,,,,"International Journal Of Reproductive Biomedicine","3","T Lymphocyte","56","Faculty of Pharmacy","9","Alberta Cancer Foundation","1",,,,,,
,,,,"Ahmadzadeh, M.","6",,,,,,,"Investigational New Drugs","3","Antibodies","55","Iranian Ministry of Health and Medical Education","8","Alberta Innovates - Health Solutions","1",,,,,,
,,,,"Assmar, M.","6",,,,,,,"Iranian Journal Of Cancer Prevention","3","Drug Delivery System","55","Ardabil University of Medical Sciences","8","All-India Institute of Medical Sciences","1",,,,,,
,,,,"Azarmina, M.","6",,,,,,,"Iranian Journal Of Kidney Diseases","3","Nanoparticles","55","Payame Noor University","8","American Association for the Study of Liver Diseases","1",,,,,,
,,,,"Bahadori, M.","6",,,,,,,"Iranian Journal Of Medical Microbiology","3","Peripheral Blood Mononuclear Cell","55","Urmia University Faculty of Veterinary Medicine","8","American Heart Association","1",,,,,,
,,,,"Barkhordari, F.","6",,,,,,,"Iranian Journal Of Microbiology","3","Breast Tumor","54","Shahid Chamran University of Ahvaz, Faculty of Veterinary Medicine","8","Amirkabir University of Technology","1",,,,,,
,,,,"Barzegari, A.","6",,,,,,,"Iranian Journal Of Pharmaceutical Sciences","3","Antineoplastic Activity","53","Imam Hossein Medical &amp; Educational Center","8","Arak University of Medical Sciences","1",,,,,,
,,,,"Bayat, H.","6",,,,,,,"Iranian Journal Of Veterinary Research","3","Child","53","SBUMS Chronic Respiratory Disease Research Center","8","AstraZeneca","1",,,,,,
,,,,"Dinarvand, R.","6",,,,,,,"Journal Of Biotechnology","3","COVID-19","52","Stem Cell Research Center","8","Australian Research Council","1",,,,,,
,,,,"Ebadat, S.","6",,,,,,,"Journal Of Glaucoma","3","Protein Binding","52","Hematology and Oncology Research Center","8","Babol University of Medical Sciences","1",,,,,,
,,,,"Ebrahimizadeh, W.","6",,,,,,,"Journal Of Molecular Liquids","3","Single-Chain Antibodies","52","Avesina Research Center","7","Bacha Khan University","1",,,,,,
,,,,"Entezari, M.","6",,,,,,,"Journal Of Parasitic Diseases","3","Antibody Affinity","51","Yazd University","7","Basic Energy Sciences","1",,,,,,
,,,,"Ghaemimanesh, F.","6",,,,,,,"Life Sciences","3","B Lymphocyte","51","Ghaem Educational, Research and Treartment Center","7","Bay Area Lyme Foundation","1",,,,,,
,,,,"Ghafourian, M.","6",,,,,,,"Medical Oncology","3","Coronavirus Disease 2019","51","Imam Reza Hospital","7","Bayer","1",,,,,,
,,,,"Ghahremani, M.H.","6",,,,,,,"Microbial Pathogenesis","3","Nanoparticle","51","Azarbaijan Shahid Madani University","7","Biogen","1",,,,,,
,,,,"Ghannadi-Maragheh, M.","6",,,,,,,"Molecular And Cellular Biochemistry","3","Antibody Titer","50","The University of Sydney","7","Biological and Environmental Research","1",,,,,,
,,,,"Golkar, M.","6",,,,,,,"Nephro Urology Monthly","3","Rat","50","University of California, Los Angeles","7","Biotechnology and Biological Sciences Research Council","1",,,,,,
,,,,"Hassan, Z.M.","6",,,,,,,"Ophthalmic Research","3","Tumor Marker","50","Ilam University of Medical Sciences","7","Birjand University of Medical Sciences","1",,,,,,
,,,,"Jadidi-Niaragh, F.","6",,,,,,,"Parasitology Research","3","Cell Survival","49","Sabzevar University of Medical Sciences","7","Bu Ali Sina University","1",,,,,,
,,,,"Khalilzadeh, B.","6",,,,,,,"Pathology And Oncology Research","3","Cross Reaction","49","Islamic Azad University, Zanjan Branch","7","Bundesministerium für Bildung und Forschung","1",,,,,,
,,,,"Mahdavi, M.","6",,,,,,,"Pharmaceutical Sciences","3","CHO Cell Line","48","Rheumatology Research Center","7","Bushehr University of Medical Sciences","1",,,,,,
,,,,"Mellstedt, H.","6",,,,,,,"Plasmonics","3","Drug Safety","48","Pharmaceutical Sciences Research Center PSRC","7","Cancer Institute of the Islamic Republic of Iran","1",,,,,,
,,,,"Milani, S.","6",,,,,,,"Research Journal Of Pharmaceutical Biological And Chemical Sciences","3","Particle Size","48","Imam Reza Hospital, Kermanshah University of Medical Sciences","7","Cardiff University","1",,,,,,
,,,,"Moghadam, M.","6",,,,,,,"Rsc Advances","3","Cancer Cell","47","School of Advanced Technologies in Medicine IUMS","7","Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas","1",,,,,,
,,,,"Mohammadi, M.","6",,,,,,,"Scandinavian Journal Of Immunology","3","Cell Differentiation","47","IUMS Immunology Research Center","7","China Postdoctoral Science Foundation","1",,,,,,
,,,,"Mohammadian, O.","6",,,,,,,"Virology Journal","3","Diseases","47","Negah Eye Hospital","6","China Scholarship Council","1",,,,,,
,,,,"Mohebali, M.","6",,,,,,,"Acta Virologica","2","In Vivo Study","47","Johns Hopkins University School of Medicine","6","Chinese Academy of Medical Sciences","1",,,,,,
,,,,"Mostafaie, A.","6",,,,,,,"Agricultural Biotechnology Journal","2","Neoplasms","47","Harvard Medical School","6","Chung Hua University","1",,,,,,
,,,,"Movassaghpour, A.A.","6",,,,,,,"Allergologia Et Immunopathologia","2","Visual Acuity","46","University of Pennsylvania Perelman School of Medicine","6","Cognitive Sciences and Technologies Council","1",,,,,,
,,,,"Nematpour, F.","6",,,,,,,"American Journal Of Reproductive Immunology","2","Immunoglobulin G1","45","Johns Hopkins University","6","Connecticut Institute for the Brain and Cognitive Sciences","1",,,,,,
