Scopus refine results values

"Your query : (TITLE-ABS-KEY(macrophag*) AND AFFILCOUNTRY(Iran) AND DOCTYPE(ar))"


Number of results : 2408

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"1980","1","Folkerts, G.","14",,,,,,,"Advanced Biomedical Research","8","Cytokine","247","Rafsanjan University of Medical Sciences","39","Hamadan University of Medical Sciences","8","Nigeria","4",,,,
,,"1979","1","Keyhani, A.","14",,,,,,,"Frontiers In Immunology","8","Interleukin 6","246","Faculty of Medicine","39","Rafsanjan University of Medical Sciences","8","Singapore","4",,,,
,,"1978","3","Amini, A.","13",,,,,,,"Iranian Journal Of Pediatrics","8","Cytotoxicity","243","Hamadan University of Medical Sciences","38","Shahrekord University of Medical Sciences","8","Hong Kong","3",,,,
,,"1977","2","Bouzari, S.","13",,,,,,,"Journal Of Babol University Of Medical Sciences","8","Cell Viability","238","Shahid Sadoughi University of Medical Sciences","37","Horizon 2020","7","Morocco","3",,,,
,,"1976","1","Farahmand, M.","13",,,,,,,"Journal Of Cellular Physiology","8","Cell Culture","236","Ferdowsi University of Mashhad","36","Institut National de la Santé et de la Recherche Médicale","7","Oman","3",,,,
,,"1975","1","Goliaei, B.","13",,,,,,,"Journal Of Ethnopharmacology","8","Interleukin 10","235","School of Public Health","35","Kashan University of Medical Sciences","7","Romania","3",,,,
,,"1974","1","Hajjaran, H.","13",,,,,,,"Journal Of Veterinary Research","8","Rat","230","Shahid Bahonar University of Kerman","34","University of Tabriz","7","South Africa","3",,,,
,,"1972","1","Kavoosi, G.","13",,,,,,,"Jundishapur Journal Of Natural Pharmaceutical Products","8","Cell Proliferation","221","Immunology Research Center","33","Zanjan University of Medical Sciences","7","Syrian Arab Republic","3",,,,
,,,,"Kumar, P.V.","13",,,,,,,"Research In Pharmaceutical Sciences","8","Nitric Oxide","215","Kashan University of Medical Sciences","32","Aja University of Medical Sciences","6","United Arab Emirates","3",,,,
,,,,"Mahdavi, M.","13",,,,,,,"Annals Of Parasitology","7","Apoptosis","210","Nanotechnology Research Center","32","Arak University of Medical Sciences","6","Argentina","2",,,,
,,,,"Mahmoudi, M.","13",,,,,,,"Archives Of Iranian Medicine","7","Clinical Article","209","Endocrinology and Metabolism Research Institute TUMS","31","Deutsche Forschungsgemeinschaft","6","Azerbaijan","2",,,,
,,,,"Meshkani, R.","13",,,,,,,"Endocrine Metabolic And Immune Disorders Drug Targets","7","Immune Response","209","Center for Research and Training in Skin Disease and Leprosy TUMS","31","European Regional Development Fund","6","Botswana","2",,,,
,,,,"Nahrevanian, H.","13",,,,,,,"Gene Reports","7","Cytokines","205","School of Medicine, Zanjan University of Medical Sciences ZUMS","30","Lorestan University of Medical Sciences","6","Colombia","2",,,,
,,,,"Yaraee, R.","13",,,,,,,"Iranian Journal Of Pathology","7","Mice, Inbred BALB C","204","Shahid Chamran University of Ahvaz","30","Ministry of Health and Medical Education","6","Greece","2",,,,
,,,,"Asgari, Q.","12",,,,,,,"Iranian Journal Of Public Health","7","MTT Assay","200","Shariati Hospital","29","National Institute for Genetic Engineering and Biotechnology","6","Hungary","2",,,,
,,,,"Chien, S.","12",,,,,,,"Lasers In Medical Science","7","Promastigote","193","National Research Institute of Tuberculosis and Lung Disease Tehran","29","Neuroscience Research Center, Shahid Beheshti University of Medical Sciences","6","Indonesia","2",,,,
,,,,"Ebtekar, M.","12",,,,,,,"Pharmacologyonline","7","Interleukin 1beta","190","SBUMS Cellular and Molecular Biology Research Center","28","Wellcome Trust","6","Ireland","2",,,,
,,,,"Mirshafiey, A.","12",,,,,,,"Acta Parasitologica","6","Interleukin 4","189","Razi Herbal Medicines Research Center","28","Ardabil University of Medical Sciences","5","Kenya","2",,,,
,,,,"Mostafavi, M.","12",,,,,,,"Arya Atherosclerosis","6","Bagg Albino Mouse","183","Hormozgan University of Medical Sciences","27","Biotechnology Research Center, Tabriz University of Medical Sciences","5","Lebanon","2",,,,
,,,,"Motazedian, M.H.","12",,,,,,,"Asian Pacific Journal Of Cancer Prevention","6","Upregulation","183","Babol University of Medical Sciences","27","Drug Applied Research Center, Tabriz University of Medical Sciences","5","Mexico","2",,,,
,,,,"Najafi, M.","12",,,,,,,"Avicenna Journal Of Medical Biotechnology","6","Granulocyte Macrophage Colony Stimulating Factor","178","Islamic Azad University, Tehran Medical Branch","27","Hormozgan University of Medical Sciences","5","New Zealand","2",,,,
,,,,"Power, C.","12",,,,,,,"Bioimpacts","6","Iran","178","Alborz University of Medical Sciences","27","Medical Research Council","5","Serbia","2",,,,
,,,,"Sharififar, F.","12",,,,,,,"Cell Biology International","6","Amastigote","172","Razi Vaccine &amp; Serum Research Institute, Iran","26","Ministry of Education, Culture, Sports, Science and Technology","5","Thailand","2",,,,
,,,,"Siadat, S.D.","12",,,,,,,"Colloids And Surfaces B Biointerfaces","6","Monocyte","172","National Institute for Genetic Engineering and Biotechnology Iran","25","Ministério da Educação e Ciência","5","Armenia","1",,,,
,,,,"Zangeneh, A.","12",,,,,,,"Current Pharmaceutical Design","6","Cytokine Production","168","Shahid Beheshti University","25","National Cancer Institute","5","Bangladesh","1",,,,
,,,,"Zangeneh, M.M.","12",,,,,,,"Excli Journal","6","Human Tissue","165","Rheumatology Research Center","25","National Heart, Lung, and Blood Institute","5","Belarus","1",,,,
,,,,"Babaei, Z.","11",,,,,,,"Immunology Letters","6","Messenger RNA","163","University of Isfahan","24","Natural Sciences and Engineering Research Council of Canada","5","Bulgaria","1",,,,
,,,,"Badirzadeh, A.","11",,,,,,,"International Journal Of Pharmaceutics","6","Middle Aged","159","Payame Noor University","24","Ophthalmic Research Center, Shahid Beheshti University of Medical Sciences","5","Costa Rica","1",,,,
,,,,"Bashash, D.","11",,,,,,,"Journal Of Drug Delivery Science And Technology","6","IC50","156","Ilam University of Medical Sciences","24","Razi Vaccine and Serum Research Institute","5","Cuba","1",,,,
,,,,"Saberi, S.","11",,,,,,,"Journal Of Kerman University Of Medical Sciences","6","Major Clinical Study","154","Drug Applied Research Center, Tabriz University of Medical Sciences","24","School of Medicine, Shahid Beheshti University of Medical Sciences","5","Estonia","1",,,,
,,,,"Salarkia, E.","11",,,,,,,"Journal Of Vector Borne Diseases","6","Cell Differentiation","151","Universiteit Utrecht","23","Sigrid Juséliuksen Säätiö","5","Georgia","1",,,,
,,,,"Taslimi, Y.","11",,,,,,,"Korean Journal Of Parasitology","6","Antiinflammatory Activity","149","Gangneung-Wonju National University","23","Vice-Chancellor for Research, Shiraz University of Medical Sciences","5","Iceland","1",,,,
,,,,"Adcock, I.M.","10",,,,,,,"Pakistan Journal Of Biological Sciences","6","Dendritic Cell","144","Birjand University of Medical Sciences","23","Academic Center for Education, Culture and Research","4","Kuwait","1",,,,
,,,,"Amini, P.","10",,,,,,,"Plos Neglected Tropical Diseases","6","Polymerase Chain Reaction","144","Shahrekord University of Medical Sciences","23","Academy of Finland","4","Laos","1",,,,
,,,,"Dayer, M.S.","10",,,,,,,"Tissue And Cell","6","In Vivo Study","143","Research Center for Immunodeficiencies","23","Babol University of Medical Sciences","4","Libyan Arab Jamahiriya","1",,,,
,,,,"Kalantar, K.","10",,,,,,,"Anti Inflammatory And Anti Allergy Agents In Medicinal Chemistry","5","Lipopolysaccharide","143","Research Center of Tropical and Infectious Diseases, Kerman University of Medical Sciences","23","Birjand University of Medical Sciences","4","Montenegro","1",,,,
,,,,"Kazemi, B.","10",,,,,,,"Applied Organometallic Chemistry","5","Immunohistochemistry","141","School of Pharmacy","23","Bundesministerium für Bildung und Forschung","4","Peru","1",,,,
,,,,"Mostafavinia, A.","10",,,,,,,"Archives Of Razi Institute","5","Down Regulation","137","Pharmaceutics Research Center, Institute of Neuropharmacology, Kerman University of Medical Sciences","23","Comunidad de Madrid","4","Philippines","1",,,,
,,,,"Motevaseli, E.","10",,,,,,,"Asian Pacific Journal Of Tropical Medicine","5","Wound Healing","137","Faculty of Medicine MAZUMS","22","Deputy for Research and Technology, Kermanshah University of Medical Sciences","4","Saint Kitts and Nevis","1",,,,
,,,,"Musa, A.E.","10",,,,,,,"Biochemical And Biophysical Research Communications","5","Rats","135","Ardabil University of Medical Sciences","22","Fundação para a Ciência e a Tecnologia","4","Sri Lanka","1",,,,
,,,,"Rezaei, M.","10",,,,,,,"Biomaterials Advances","5","Leishmaniasis","133","Kurdistan University of Medical Sciences","22","H2020 Excellent Science","4","Tunisia","1",,,,
,,,,"Shabeeb, D.","10",,,,,,,"Biomaterials Science","5","Western Blotting","131","Urmia University of Medical Sciences","21","H2020 Marie Skłodowska-Curie Actions","4","Viet Nam","1",,,,
,,,,"Taheri, T.","10",,,,,,,"Clinical Rheumatology","5","Cell Line","127","Utrechts Instituut voor Farmaceutische Wetenschappen","21","Institut Pasteur","4",,,,,,
,,,,"Varshosaz, J.","10",,,,,,,"Fish And Shellfish Immunology","5","Cells, Cultured","125","Molecular and Cell Biology Research Center MAZUMS","21","Japan Society for the Promotion of Science","4",,,,,,
,,,,"Ziaee, V.","10",,,,,,,"Heliyon","5","Meglumine Antimonate","125","Imam Khomeini Hospital","20","Karolinska Institutet","4",,,,,,
,,,,"Akbari, V.","9",,,,,,,"Infectious Disorders Drug Targets","5","Plant Extract","124","Amirkabir University of Technology","20","Ministry of Science Research and Technology","4",,,,,,
,,,,"Akhtari, M.","9",,,,,,,"Iranian Journal Of Biotechnology","5","Cytokine Release","123","University of Alberta","20","National Institute of General Medical Sciences","4",,,,,,
,,,,"Bandehpour, M.","9",,,,,,,"Iranian Journal Of Kidney Diseases","5","Interleukin 12","122","Shahid Chamran University of Ahvaz, Faculty of Veterinary Medicine","20","National Key Research and Development Program of China","4",,,,,,
,,,,"Daneshmandi, S.","9",,,,,,,"Iranian Journal Of Veterinary Research","5","Drug Efficacy","118","University of Zabol","20","Qazvin University of Medical Sciences","4",,,,,,
,,,,"Delavari, M.","9",,,,,,,"Iranian Red Crescent Medical Journal","5","Neutrophil","118","Faculty of Medicine","20","Sabzevar University of Medical Sciences","4",,,,,,
,,,,"Farhood, B.","9",,,,,,,"Journal Of Materials Science Materials In Medicine","5","Cytology","117","Sharif University of Technology","19","Shahid Sadoughi University of Medical Sciences","4",,,,,,
,,,,"Faridnia, R.","9",,,,,,,"Journal Of Medicinal Plants","5","Inducible Nitric Oxide Synthase","117","North Khorasan University of Medical Sciences","19","Shiraz Institute for Cancer Research, Shiraz University of Medical Sciences","4",,,,,,
,,,,"Garssen, J.","9",,,,,,,"Journal Of Nephropathology","5","Signal Transduction","117","Pharmaceutical Sciences Research Center MAZUMS","19","Zahedan University of Medical Sciences","4",,,,,,
,,,,"Hashemi, M.","9",,,,,,,"Journal Of Research In Medical Sciences","5","Aged","116","Neurojenic Inflammation Research Center","19","Agence Nationale de la Recherche","3",,,,,,
,,,,"Jeddi-Tehrani, M.","9",,,,,,,"Medical Journal Of The Islamic Republic Of Iran","5","Immunomodulation","116","Zahedan University of Medical Sciences","18","Alborz University of Medical Sciences","3",,,,,,
,,,,"Khorramdelazad, H.","9",,,,,,,"Molecular And Cellular Biochemistry","5","Phenotype","114","SBUMS School of Pharmacy","18","Avicenna Research Institute","3",,,,,,
,,,,"Nemati, M.","9",,,,,,,"Parasites And Vectors","5","Cell Survival","113","Harvard Medical School","17","Bushehr University of Medical Sciences","3",,,,,,
,,,,"Oloomi, M.","9",,,,,,,"Phytotherapy Research","5","Comparative Study","113","Razi University","17","Cancerfonden","3",,,,,,
,,,,"Sharifi, Z.","9",,,,,,,"Scandinavian Journal Of Immunology","5","Phagocytosis","113","Fasa University of Medical Sciences","17","Comisión Nacional de Investigación Científica y Tecnológica","3",,,,,,
,,,,"Shokri, H.","9",,,,,,,"Veterinary Medicine And Science","5","Tumor Necrosis Factor Alpha","111","High Institute for Research and Education in Transfusion Medicine","17","Division of Intramural Research, National Institute of Allergy and Infectious Diseases","3",,,,,,
,,,,"Soleimani, M.","9",,,,,,,"ACS Applied Materials And Interfaces","4","Parasitology","109","Stem Cell Research Center","17","Fasa University of Medical Sciences","3",,,,,,
,,,,"Vojdanian, M.","9",,,,,,,"Archives Of Clinical Infectious Diseases","4","Peritoneum Macrophage","109","Namazi Hospital","16","Fonds Wetenschappelijk Onderzoek","3",,,,,,
,,,,"Aflatoonian, R.","8",,,,,,,"Archives Of Dermatological Research","4","Oxidative Stress","108","Karolinska Institutet","16","Iran's National Elites Foundation","3",,,,,,
,,,,"Ahmadi, H.","8",,,,,,,"Archives Of Medical Science","4","T Lymphocyte","107","Semnan University of Medical Sciences and Health Services","16","Khorramshahr University of Marine Science and Technology","3",,,,,,
,,,,"Ahmadi, K.","8",,,,,,,"BMC Microbiology","4","Nanoparticle","106","Qazvin University of Medical Sciences","16","Ministerio de Educación, Gobierno de Chile","3",,,,,,
,,,,"Amoli, M.M.","8",,,,,,,"Biotechnology And Applied Biochemistry","4","Cell Infiltration","104","Isfahan University of Technology","16","Multiple Sclerosis Society of Canada","3",,,,,,
,,,,"Daryani, A.","8",,,,,,,"Brazilian Journal Of Infectious Diseases","4","Gene","103","Isfahan Cardiovascular Research Center, Isfahan UMS","16","National Center for Advancing Translational Sciences","3",,,,,,
,,,,"Doosti, M.","8",,,,,,,"Cancer Immunology Immunotherapy","4","Leishmaniasis, Cutaneous","103","Aja University of Medical Sciences","16","National Center for Research Resources","3",,,,,,
,,,,"Esmaeil, N.","8",,,,,,,"Caspian Journal Of Internal Medicine","4","RNA Extraction","103","SBUMS Chronic Respiratory Disease Research Center","16","National Health and Medical Research Council","3",,,,,,
,,,,"Hassanshahi, G.","8",,,,,,,"Clinical Laboratory","4","Lymphocyte","102","Pharmaceutical Sciences Research Center PSRC","16","National Institute for Health Research","3",,,,,,
,,,,"Jahanian-Najafabadi, A.","8",,,,,,,"Comparative Immunology Microbiology And Infectious Diseases","4","Cutaneous Leishmaniasis","101","Autoimmune Diseases Research Center SUMS","16","National Institute of Neurological Disorders and Stroke","3",,,,,,
,,,,"Javanmard, S.H.","8",,,,,,,"Daru","4","Physiology","99","Hazrate Rasoole Akram Hospital","16","National Nutrition and Food Technology Research Institute","3",,,,,,
,,,,"Khatami, M.","8",,,,,,,"Drug And Chemical Toxicology","4","Procedures","99","Physiology Research Center, Institute of Neuropharmacology, Kerman University of Medical Sciences","16","National Science Foundation","3",,,,,,
,,,,"Khosravi, A.R.","8",,,,,,,"Environmental Toxicology And Pharmacology","4","Nanoparticles","98","School of Pharmacy","16","Office of Research Infrastructure Programs, National Institutes of Health","3",,,,,,
,,,,"Mellstedt, H.","8",,,,,,,"European Journal Of Medicinal Chemistry","4","Particle Size","98","Skin Diseases and Leishmaniasis RC, Isfahan UMS","16","Office of Vice Chancellor for Research and Technology, University of Isfahan","3",,,,,,
,,,,"Rastin, M.","8",,,,,,,"European Journal Of Obstetrics And Gynecology And Reproductive Biology","4","Enzyme Activity","95","University of Louisville","15","Osteology Foundation","3",,,,,,
,,,,"Rezaiemanesh, A.","8",,,,,,,"Frontiers In Oncology","4","Macrophage Activation","95","BuAli Research Institute","15","Programa Operacional Temático Factores de Competitividade","3",,,,,,
,,,,"Saffar, H.","8",,,,,,,"Immunobiology","4","Antiprotozoal Agents","94","Applied Physiology Research Center, Isfahan UMS","15","Rockefeller University","3",,,,,,
,,,,"Shokri, F.","8",,,,,,,"International Journal Of Cancer Management","4","Gene Expression Regulation","93","Herbal and Traditional Medicines Research Center, Kerman University of Medical Sciences","15","Seventh Framework Programme","3",,,,,,
,,,,"Tabatabaie, F.","8",,,,,,,"International Journal Of Fertility And Sterility","4","Transforming Growth Factor Beta","93","Pharmaceutical Research Center","15","Sorbonne Université","3",,,,,,
,,,,"Zali, M.R.","8",,,,,,,"International Journal Of Molecular And Cellular Medicine","4","Blood","92","Islamic Azad University, Mashhad Branch","14","Stockholms Läns Landsting","3",,,,,,
,,,,"Ahmadpour, E.","7",,,,,,,"International Journal Of Radiation Research","4","Case Report","92","Bu-Ali Sina University","14","The Research Council","3",,,,,,
,,,,"Alimoghaddam, K.","7",,,,,,,"International Journal Of Reproductive Biomedicine","4","Scanning Electron Microscopy","91","School of Medicine, Kermanshah University of Medical Sciences","14","University of Isfahan","3",,,,,,
,,,,"Amirfarhangi, A.","7",,,,,,,"International Journal Of Surgery Case Reports","4","Antileishmanial Activity","90","Toxoplasmosis Research Center MAZUMS","14","University of Social Welfare and Rehabilitation Sciences","3",,,,,,
,,,,"Arababadi, M.K.","7",,,,,,,"Iranian Journal Of Dermatology","4","Disease Models, Animal","90","Immunology Research Center","14","Università degli Studi di Napoli Federico II","3",,,,,,
,,,,"Askari, V.R.","7",,,,,,,"Iranian Journal Of Fisheries Sciences","4","Immunoglobulin Enhancer Binding Protein","89","School of Medical Sciences ZAUMS","13","Vetenskapsrådet","3",,,,,,
,,,,"Atyabi, F.","7",,,,,,,"Iranian Journal Of Medical Microbiology","4","Skin Leishmaniasis","89","Imperial College London","13","Vice Chancellor for Research and Technology, Hamadan University of Medical Sciences","3",,,,,,
,,,,"Azadmanesh, K.","7",,,,,,,"Journal Of Advances In Medical And Biomedical Research","4","Disease Model","87","Karolinska Universitetssjukhuset","13","Agence Nationale de Recherches sur le Sida et les Hépatites Virales","2",,,,,,
,,,,"Azarpira, N.","7",,,,,,,"Journal Of Biomaterials Applications","4","Drug Delivery System","87","University of Guilan","13","Alberta Cancer Board","2",,,,,,
,,,,"Azizi, S.","7",,,,,,,"Journal Of Cellular And Molecular Medicine","4","Histology","87","Islamic Azad University, Central Tehran Branch","13","Austrian Science Fund","2",,,,,,
,,,,"Badiee, A.","7",,,,,,,"Journal Of Controlled Release","4","Biological Marker","85","Avicenna Research Institute","13","Bu-Ali Sina University","2",,,,,,
,,,,"Bahrami, S.","7",,,,,,,"Journal Of Diabetes And Metabolic Disorders","4","RAW 264.7 Cell Line","85","Stem Cell Technology Research Center","13","Canada Foundation for Innovation","2",,,,,,
,,,,"Bolhassani, A.","7",,,,,,,"Journal Of Drug Targeting","4","Tumor Necrosis Factor-alpha","85","Massih Daneshvari Educational Hospital","13","Canadian Cancer Society","2",,,,,,
,,,,"Dehpour, A.R.","7",,,,,,,"Journal Of Herbmed Pharmacology","4","Antiinflammatory Agent","84","SBUMS Medical Nano-Technology &amp; Tissue Engineering Research Center","13","Department of Health and Aged Care, Australian Government","2",,,,,,
,,,,"Ebrahimi, M.","7",,,,,,,"Journal Of Microbiology Immunology And Infection","4","Antiprotozoal Agent","84","Immunogenetics Research Center MAZUMS","13","Environmental and Occupational Hazards Control Research Center, Shahid Beheshti University of Medical Sciences","2",,,,,,
,,,,"Esmaeili, S.A.","7",,,,,,,"Journal Of Neuroimmunology","4","Case Control Study","84","Transplant Research Center SUMS","13","Fondation Bettencourt Schueller","2",,,,,,
,,,,"Haghighi, A.","7",,,,,,,"Journal Of Translational Medicine","4","Dendritic Cells","84","Inserm","12","Gorgan University of Agricultural Sciences and Natural Resources","2",,,,,,
,,,,"Haji Molla Hoseini, M.","7",,,,,,,"Journal Of Wound Care","4","Peripheral Blood Mononuclear Cell","84","National Heart and Lung Institute","12","Grantová Agentura České Republiky","2",,,,,,
,,,,"Hamidpour, M.","7",,,,,,,"Medical Hypotheses","4","Cell Isolation","82","Shahrekord University","12","Guilan University of Medical Sciences","2",,,,,,
,,,,"Hatam, G.R.","7",,,,,,,"Medical Microbiology And Immunology","4","Mice, Inbred C57BL","81","Islamic Azad University, Shahrekord Branch","12","Higher Education Commision, Pakistan","2",,,,,,
