Scopus refine results values

"Your query : (TITLE-ABS-KEY (immunotherap*) OR TITLE-ABS-KEY (""immuno engineering"") OR TITLE-ABS-KEY (""immunoengineering"") AND AFFILCOUNTRY(Iran))"


Number of results : 3504

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"2012","59","Hojjat-Farsangi, M.","38","Physics and Astronomy","30",,,,,"Vaccines For Cancer Immunotherapy An Evidence Based Review On Current Status And Future Perspectives","27","Metabolism","744","Iranian Academic Center for Education, Culture and Research","183","UK Research and Innovation","28","Saudi Arabia","63",,,,
,,"2011","31","Rahbarizadeh, F.","38","Environmental Science","26",,,,,"Cancers","26","Procedures","691","Isfahan University of Medical Sciences","182","Shiraz Institute for Cancer Research, Shiraz University of Medical Sciences","25","France","62",,,,
,,"2010","31","Kazemi, T.","36","Veterinary","24",,,,,"Scientific Reports","26","Tumor Microenvironment","668","SBUMS School of Medicine","181","European Commission","24","Poland","58",,,,
,,"2009","22","Mirzaei, H.R.","36","Psychology","20",,,,,"Pathology Research And Practice","25","Immune Response","665","Immunology Research Center","178","Avicenna Research Institute","22","Netherlands","55",,,,
,,"2008","22","Aghebati-Maleki, L.","34","Health Professions","16",,,,,"Asian Pacific Journal Of Cancer Prevention","23","Neoplasms","659","School of Medicine IUMS","176","Baqiyatallah University of Medical Sciences","20","Austria","52",,,,
,,"2007","14","Sankian, M.","32","Nursing","12",,,,,"Expert Review Of Clinical Immunology","22","Neoplasm","627","University of Tehran","138","Mazandaran University of Medical Sciences","20","Spain","52",,,,
,,"2006","24","Silvestris, N.","30","Social Sciences","9",,,,,"Immunology Letters","22","Priority Journal","623","School of Advanced Technologies in Medicine","132","Ferdowsi University of Mashhad","19","Switzerland","46",,,,
,,"2005","6","Majidpoor, J.","29","Energy","5",,,,,"Tumor Biology","22","Genetics","597","Kermanshah University of Medical Sciences","124","National Cancer Institute","19","Japan","41",,,,
,,"2004","1","Amiri, M.M.","27","Dentistry","4",,,,,"Journal Of Drug Delivery Science And Technology","21","Protein Expression","514","School of Medicine","124","Ministry of Science and Technology of the People's Republic of China","18","Czech Republic","40",,,,
,,"2003","1","Baghbanzadeh, A.","27","Earth and Planetary Sciences","3",,,,,"Bioimpacts","20","Mouse","511","Mashhad University of Medical Sciences, School of Medicine","123","National Natural Science Foundation of China","18","Denmark","36",,,,
,,"2002","3","Esmaeilzadeh, A.","27","Economics, Econometrics and Finance","3",,,,,"Heliyon","20","Pathology","497","Mazandaran University of Medical Sciences","118","University of Kurdistan","18","South Africa","34",,,,
,,"2001","2","Ghafouri-Fard, S.","27","Arts and Humanities","2",,,,,"Immunopharmacology And Immunotoxicology","20","Male","483","School of Medicine, Isfahan UMS","104","Biotechnology Research Center, Tabriz University of Medical Sciences","16","Pakistan","33",,,,
,,"2000","3","Hamblin, M.R.","27","Business, Management and Accounting","1",,,,,"International Journal Of Biological Macromolecules","20","T Lymphocyte","451","Zanjan University of Medical Sciences ZUMS","101","Government of Canada","16","Egypt","31",,,,
,,"1998","2","Najafi, M.","27",,,,,,,"Current Pharmaceutical Design","19","Gamma Interferon","436","Baqiyatallah University of Medical Sciences","98","Drug Applied Research Center, Tabriz University of Medical Sciences","15","Belgium","28",,,,
,,"1997","3","Azizi, G.","26",,,,,,,"Critical Reviews In Oncology Hematology","18","Human Cell","431","Drug Applied Research Center, Tabriz University of Medical Sciences","95","Canadian Institutes of Health Research","14","Jordan","28",,,,
,,"1996","1","Omidi, Y.","26",,,,,,,"European Journal Of Pharmacology","18","Cancer Therapy","423","Karolinska Institutet","90","Horizon 2020 Framework Programme","14","Malaysia","27",,,,
,,"1993","1","Behdani, M.","24",,,,,,,"Journal Of Controlled Release","18","Antineoplastic Activity","421","Immunology Research Center","81","Islamic Azad University","14","Singapore","27",,,,
,,"1992","1","Bolhassani, A.","24",,,,,,,"Stem Cell Research And Therapy","18","Adult","419","Islamic Azad University, Science and Research Branch","80","National Health and Medical Research Council","12","Brazil","26",,,,
,,"1990","1","Jafarzadeh, A.","24",,,,,,,"Cancer Immunology Cancer Immunotherapy For Organ Specific Tumors","17","Signal Transduction","414","Kerman University of Medical Sciences","79","Royan Institute","12","South Korea","25",,,,
,,"1979","2","Shokrgozar, M.A.","24",,,,,,,"Microbial Pathogenesis","17","Breast Cancer","409","Alborz University of Medical Sciences","79","Deutsche Forschungsgemeinschaft","11","Finland","24",,,,
,,,,"Aghamohammadi, A.","23",,,,,,,"Cell Communication And Signaling","16","Animal Experiment","397","Hamadan University of Medical Sciences","78","Kermanshah University of Medical Sciences","11","Hungary","24",,,,
,,,,"Jalali, S.A.","23",,,,,,,"International Journal Of Cancer Management","16","Cell Proliferation","381","Royan Institute","77","National Institute for Genetic Engineering and Biotechnology","11","Portugal","23",,,,
,,,,"Aref, A.R.","22",,,,,,,"International Journal Of Peptide Research And Therapeutics","16","Apoptosis","369","Kurdistan University of Medical Sciences","77","Urmia University of Medical Sciences","11","Indonesia","22",,,,
,,,,"Avan, A.","22",,,,,,,"Cell Journal","15","Cancer","354","Semnan University of Medical Sciences and Health Services","76","Ahvaz Jundishapur University of Medical Sciences","10","Thailand","22",,,,
,,,,"Derakhshani, A.","22",,,,,,,"Human Vaccines And Immunotherapeutics","15","Antineoplastic Agent","353","Nanotechnology Research Center","76","European Association of Urology","10","United Arab Emirates","21",,,,
,,,,"Hashemi, M.","22",,,,,,,"International Reviews Of Immunology","15","Mice","348","Kashan University of Medical Sciences","75","Hamadan University of Medical Sciences","10","Norway","19",,,,
,,,,"Moazzeni, S.M.","22",,,,,,,"Cancer Immunology Immunotherapy","14","Natural Killer Cell","347","Urmia University of Medical Sciences","75","Kerman University of Medical Sciences","10","Romania","17",,,,
,,,,"Tahmasebi, S.","22",,,,,,,"Human Immunology","14","Animal Model","339","School of Public Health","75","National Institute of Allergy and Infectious Diseases","10","Ireland","16",,,,
,,,,"Zarnani, A.H.","22",,,,,,,"Iranian Biomedical Journal","14","Gene Expression","331","Harvard Medical School","74","Natural Sciences and Engineering Research Council of Canada","10","Chile","15",,,,
,,,,"Zarrabi, A.","22",,,,,,,"Advanced Pharmaceutical Bulletin","13","Regulatory T Lymphocyte","331","Avicenna Research Institute","73","Bushehr University of Medical Sciences","9","Bangladesh","14",,,,
,,,,"Badiee, A.","21",,,,,,,"Cancer Letters","13","Dendritic Cell","326","Stem Cell Research Center","73","Department of Health and Aged Care, Australian Government","9","Greece","14",,,,
,,,,"Mahdavi, M.","21",,,,,,,"Clinical And Translational Oncology","13","Cytokine","323","School of Pharmacy","70","Golestan University of Medical Sciences","9","Hong Kong","14",,,,
,,,,"Mirzaei, H.","21",,,,,,,"Frontiers In Pharmacology","13","Cancer Vaccine","320","Shiraz Institute for Cancer Research SUMS","68","Rafsanjan University of Medical Sciences","9","Mexico","14",,,,
,,,,"Razi, S.","21",,,,,,,"Immunological Investigations","13","Drug Efficacy","320","School of Medicine, Zanjan University of Medical Sciences ZUMS","66","Shahed University","9","Morocco","14",,,,
,,,,"Shabani, M.","21",,,,,,,"International Journal Of Molecular Sciences","13","CD8+ T Lymphocyte","318","School of Pharmacy","66","Babol University of Medical Sciences","8","Taiwan","14",,,,
,,,,"Shariat, S.F.","21",,,,,,,"Journal Of Cellular Biochemistry","13","Monoclonal Antibody","318","Sechenov First Moscow State Medical University","65","Kurdistan University Of Medical Sciences","8","Cyprus","13",,,,
,,,,"Shomali, N.","21",,,,,,,"Biomarker Research","12","Therapy","309","Guilan University of Medical Sciences","65","Medical Research Council","8","Israel","13",,,,
,,,,"Abolhassani, H.","20",,,,,,,"Cellular Immunology","12","Animal Cell","308","University of Tabriz","64","Ministerio de Economía y Competitividad","8","Lebanon","13",,,,
,,,,"Ashrafizadeh, M.","20",,,,,,,"Expert Opinion On Biological Therapy","12","Immune Checkpoint Inhibitor","308","Bushehr University of Medical Sciences","64","Ministry of Health and Medical Education","8","Kuwait","12",,,,
,,,,"Brunetti, O.","20",,,,,,,"Molecular Immunology","12","Programmed Death 1 Ligand 1","301","Ahvaz Jundishapur University of Medical Sciences","64","Academy of Finland","7","Ukraine","12",,,,
,,,,"Falak, R.","20",,,,,,,"Clinical And Experimental Medicine","11","Flow Cytometry","299","Universal Scientific Education and Research Network USERN","60","Alborz University of Medical Sciences","7","Nigeria","11",,,,
,,,,"Ghasemi, Y.","20",,,,,,,"Expert Opinion On Therapeutic Targets","11","Enzyme Linked Immunosorbent Assay","283","Shariati Hospital","60","Instituto de Salud Carlos III","7","Viet Nam","11",,,,
,,,,"Golsaz-Shirazi, F.","20",,,,,,,"IUBMB Life","11","Immunomodulation","282","Islamic Azad University, Tehran Medical Branch","59","Iran's National Elites Foundation","7","Argentina","10",,,,
,,,,"Hushmandi, K.","20",,,,,,,"International Journal Of Pharmaceutics","11","Cytotoxicity","275","School of Advanced Medical Sciences and Technologies","58","Ministry of Education - Singapore","7","Oman","10",,,,
,,,,"Khazaei, M.","20",,,,,,,"Iranian Journal Of Medical Sciences","11","Tumor Growth","269","Golestan University of Medical Sciences","57","Zanjan University of Medical Sciences","7","Peru","10",,,,
,,,,"Marofi, F.","20",,,,,,,"Journal Of Drug Targeting","11","Drug Delivery System","268","School of Pharmacy","57","Bundesministerium für Bildung und Forschung","6","Uzbekistan","10",,,,
,,,,"Modarressi, M.H.","20",,,,,,,"Journal Of Mazandaran University Of Medical Sciences","11","Drug Effect","261","Faculty of Medicine MAZUMS","53","European Research Council","6","Qatar","9",,,,
,,,,"Namdar, A.","20",,,,,,,"Journal Of Translational Medicine","11","Adoptive Immunotherapy","259","Karolinska Universitetssjukhuset","53","Fundação para a Ciência e a Tecnologia","6","Belarus","8",,,,
,,,,"Nezafat, N.","20",,,,,,,"Plos One","11","Immune System","259","Babol University of Medical Sciences","52","Guilan University of Medical Sciences","6","Colombia","8",,,,
,,,,"Nikpoor, A.R.","20",,,,,,,"Stem Cell Reviews And Reports","11","Drug Therapy","257","Shahid Sadoughi University of Medical Sciences","51","National University of Singapore","6","Tunisia","8",,,,
,,,,"Sharifzadeh, Z.","20",,,,,,,"Tehran University Medical Journal","11","Malignant Neoplasm","257","National Institute for Genetic Engineering and Biotechnology Iran","50","Research Center for Infectious Diseases and Tropical Medicine, Tabriz University of Medical Sciences","6","Algeria","7",,,,
,,,,"Ahmadi, M.","19",,,,,,,"Allergologia Et Immunopathologia","10","Programmed Death 1 Receptor","247","Ferdowsi University of Mashhad","48","Russian Science Foundation","6","New Zealand","7",,,,
,,,,"Bashash, D.","19",,,,,,,"Cellular Oncology","10","Cytokine Production","245","Pharmaceutical Sciences Research Center SUMS","48","Student Research Committee, Tabriz University of Medical Sciences","6","Philippines","7",,,,
,,,,"Mohammadi, H.","19",,,,,,,"Current Cancer Therapy Reviews","10","Cancer Chemotherapy","244","Rafsanjan University of Medical Sciences","47","Arak University of Medical Sciences","5","Georgia","6",,,,
,,,,"Shanehbandi, D.","19",,,,,,,"Current Molecular Medicine","10","Immunocompetent Cell","242","Shahid Beheshti University","47","Ardabil University of Medical Sciences","5","Kenya","6",,,,
,,,,"Barar, J.","18",,,,,,,"Cytokine","10","Treatment Outcome","241","Gonabad University of Medical Sciences","45","Fasa University of Medical Sciences","5","Serbia","6",,,,
,,,,"Ghalamfarsa, G.","18",,,,,,,"Discover Oncology","10","In Vitro Study","235","Digestive Diseases Research Institute","45","Karolinska Institutet","5","Azerbaijan","5",,,,
,,,,"Hashemi, S.M.","18",,,,,,,"Journal Of Reproductive Immunology","10","Cancer Inhibition","232","Birjand University of Medical Sciences","44","Kashan University of Medical Sciences","5","Bahrain","5",,,,
,,,,"Kardar, G.A.","18",,,,,,,"Medical Hypotheses","10","Melanoma","232","Immunology, Asthma and Allergy Research Institute","44","Ministry of Education, Culture, Sports, Science and Technology","5","Bulgaria","5",,,,
,,,,"Khorramdelazad, H.","18",,,,,,,"Naunyn Schmiedeberg S Archives Of Pharmacology","10","Tumor Antigen","228","Shahed University","43","Ministério da Educação e Ciência","5","Croatia","5",,,,
,,,,"Madjd, Z.","18",,,,,,,"Reports Of Biochemistry And Molecular Biology","10","Interleukin 4","227","Ardabil University of Medical Sciences","43","Shahrekord University of Medical Sciences","5","Ecuador","5",,,,
,,,,"Masoumi, J.","18",,,,,,,"Scandinavian Journal Of Immunology","10","Chemistry","223","Faculty of Medicine, Kerman University of Medical Sciences","42","Sigrid Juséliuksen Säätiö","5","Kazakhstan","5",,,,
,,,,"Mokhtarzadeh, A.","18",,,,,,,"Anti Cancer Agents In Medicinal Chemistry","9","Chimeric Antigen Receptor","219","Imam Khomeini Hospital","41","University of Tehran","5","Slovakia","5",,,,
,,,,"Nejatollahi, F.","18",,,,,,,"BMC Cancer","9","Tumor Immunity","218","University of Isfahan","41","Academic Center for Education, Culture and Research","4","Syrian Arab Republic","5",,,,
,,,,"Kesharwani, P.","17",,,,,,,"Cell Biochemistry And Function","9","Interleukin 10","215","Massachusetts General Hospital","41","Aja University of Medical Sciences","4","Latvia","4",,,,
,,,,"Mohsenzadegan, M.","17",,,,,,,"Frontiers In Medicine","9","Nanoparticle","215","Shahrekord University of Medical Sciences","40","AstraZeneca","4","Luxembourg","4",,,,
,,,,"Nabavi, M.","17",,,,,,,"Human Antibodies","9","Clinical Article","210","Research Center for Pharmaceutical Nanotechnology","40","Basic and Applied Basic Research Foundation of Guangdong Province","4","Paraguay","4",,,,
,,,,"Safarzadeh Kozani, P.","17",,,,,,,"Iranian Journal Of Blood And Cancer","9","T-Lymphocytes","210","Fasa University of Medical Sciences","39","Breast Cancer Research Foundation","4","Sudan","4",,,,
,,,,"Ahmadbeigi, N.","16",,,,,,,"Journal Of Cellular And Molecular Medicine","9","Immunotherapy, Adoptive","209","Cancer Research Institute","39","GlaxoSmithKline","4","French Polynesia","3",,,,
,,,,"Asgarian-Omran, H.","16",,,,,,,"Pharmacological Research","9","Animal Tissue","208","Yasuj University of Medical Sciences","38","Japan Society for the Promotion of Science","4","Ghana","3",,,,
,,,,"Erfani, N.","16",,,,,,,"Research In Pharmaceutical Sciences","9","Cell Line, Tumor","207","Qom University of Medical Sciences and Health Services","38","King Khalid University","4","Malta","3",,,,
,,,,"Ferns, G.A.","16",,,,,,,"Vaccines","9","Innate Immunity","207","Razi Vaccine &amp; Serum Research Institute, Iran","38","Merck KGaA","4","North Macedonia","3",,,,
,,,,"Hassannia, H.","16",,,,,,,"Advances In Experimental Medicine And Biology","8","Cancer Growth","204","Alborz University of Medical Sciences, Non-communicable Diseases Research Center","38","Ministerio de Ciencia e Innovación","4","Slovenia","3",,,,
,,,,"Khoshnoodi, J.","16",,,,,,,"Archives Of Iranian Medicine","8","Metastasis","204","Hormozgan University of Medical Sciences","37","Ministero dell’Istruzione, dell’Università e della Ricerca","4","Türkiye","3",,,,
,,,,"Negahdari, B.","16",,,,,,,"Avicenna Journal Of Medical Biotechnology","8","Chimeric Antigen Receptor T-cell Immunotherapy","203","Biotechnology Research Center,Tabriz","35","National Institute for Health and Care Research","4","Venezuela","3",,,,
,,,,"Payandeh, Z.","16",,,,,,,"Clinical Immunology","8","Inflammation","203","North Khorasan University of Medical Sciences","34","National Institute of Biomedical Imaging and Bioengineering","4","Zimbabwe","3",,,,
,,,,"Rafati, S.","16",,,,,,,"Computers In Biology And Medicine","8","Tumor Necrosis Factor","203","Hematology, Oncology and Stem Cell Transplantation Research Center","34","National Institute of General Medical Sciences","4","Brunei Darussalam","2",,,,
,,,,"Abolhassani, M.","15",,,,,,,"Dermatologic Therapy","8","CD4+ T Lymphocyte","197","Research Center for Molecular","34","National Key Research and Development Program of China","4","Costa Rica","2",,,,
,,,,"Ahmadvand, D.","15",,,,,,,"Expert Review Of Anticancer Therapy","8","Cytotoxic T Lymphocyte Antigen 4","196","Università degli studi di Bari Aldo Moro","33","National Science Foundation","4","Estonia","2",,,,
,,,,"Ahmadvand, M.","15",,,,,,,"Gene","8","Molecularly Targeted Therapy","196","SBUMS School of Pharmacy","33","Research Center for Pharmaceutical Nanotechnology","4","Kyrgyzstan","2",,,,
,,,,"Amani, J.","15",,,,,,,"Journal Of Experimental And Clinical Cancer Research","8","Colorectal Cancer","195","Lorestan University of Medical Sciences","32","Research Institute for Gastroenterology and Liver Diseases","4","Libya","2",,,,
,,,,"Arashkia, A.","15",,,,,,,"Ocular Immunology And Inflammation","8","Tumor Volume","195","Zahedan University of Medical Sciences","32","School of Medicine, Shahid Beheshti University of Medical Sciences","4","Lithuania","2",,,,
,,,,"Bemanian, M.H.","15",,,,,,,"Reviews In Medical Virology","8","Exosome","194","Breast Disease Research Center","32","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","4","Macao","2",,,,
,,,,"Dianat-Moghadam, H.","15",,,,,,,"Acta Medica Iranica","7","Interleukin 2","194","School of Medicine","32","Semnan University of Medical Sciences and Health Services","4","Sierra Leone","2",,,,
,,,,"Farhood, B.","15",,,,,,,"Biomedicines","7","Tumor Cell Line","193","Universal Scientific Education and Research Network USERN","31","Seventh Framework Programme","4","Zambia","2",,,,
,,,,"Ghaemi, A.","15",,,,,,,"Biotechnology And Applied Biochemistry","7","Cancer Vaccines","192","The University of British Columbia","31","Shiraz Transplant Research Center, Shiraz University of Medical Sciences","4","Afghanistan","1",,,,
,,,,"Ghods, R.","15",,,,,,,"Cancer Medicine","7","Cytokines","192","Saveetha Institute of Medical and Technical Sciences","31","Shiraz University","4","Albania","1",,,,
,,,,"Hassanian, S.M.","15",,,,,,,"Cancer Reports","7","Immunosuppressive Treatment","191","Immunogenetics Research Center MAZUMS","31","Agencia Estatal de Investigación","3","Armenia","1",,,,
,,,,"Khalili, S.","15",,,,,,,"Current Cancer Drug Targets","7","Cancer Cell","190","IUMS Immunology Research Center","31","Alexander von Humboldt-Stiftung","3","Burkina Faso","1",,,,
,,,,"Laukhtina, E.","15",,,,,,,"Current Drug Targets","7","Immunogenicity","189","School of Medicine GUMS","30","Biogen","3","Cameroon","1",,,,
,,,,"Mirzaei, S.","15",,,,,,,"Current Pharmaceutical Biotechnology","7","Vaccination","189","Medizinische Universität Wien","30","Cancer Research UK","3","Congo","1",,,,
,,,,"Mostafaei, H.","15",,,,,,,"Daru Journal Of Pharmaceutical Sciences","7","Carcinogenesis","187","Endocrinology and Metabolism Research Institute TUMS","30","Cancerfonden","3","Democratic Republic Congo","1",,,,
,,,,"Noorbakhsh, F.","15",,,,,,,"Future Oncology","7","MicroRNA","187","School of Medicine, Kermanshah University of Medical Sciences","30","Comisión Nacional de Investigación Científica y Tecnológica","3","Ethiopia","1",,,,
,,,,"Ramezani, M.","15",,,,,,,"Immunity Inflammation And Disease","7","Middle Aged","187","Weill Cornell Medicine","29","Deutscher Akademischer Austauschdienst","3","Gabon","1",,,,
,,,,"Arab, S.","14",,,,,,,"Immunobiology","7","Cancer Prognosis","186","Charles University","29","Deutsches Krebsforschungszentrum","3","Grenada","1",,,,
,,,,"Arshi, S.","14",,,,,,,"Immunologic Research","7","Transforming Growth Factor Beta","185","German Cancer Research Center","29","European Regional Development Fund","3","Haiti","1",,,,
,,,,"Basiri, M.","14",,,,,,,"International Archives Of Allergy And Immunology","7","Overall Survival","181","SBUMS Cellular and Molecular Biology Research Center","29","Guangdong Provincial Department of Science and Technology","3","Iceland","1",,,,
,,,,"Delirezh, N.","14",,,,,,,"Iranian Journal Of Biotechnology","7","Macrophage","180","Hazrate Rasoole Akram Hospital","29","Guangzhou Science, Technology and Innovation Commission","3","Jamaica","1",,,,
,,,,"Farajnia, S.","14",,,,,,,"Journal Of Cancer Research And Clinical Oncology","7","Adaptive Immunity","175","Infectious and Tropical Diseases Research Center","29","Ilam University of Medical Sciences","3","Mozambique","1",,,,
,,,,"Jafari, R.","14",,,,,,,"Journal Of Gastrointestinal Cancer","7","Nivolumab","172","Urmia University","28","Institute of Cancer Research","3","Nepal","1",,,,
,,,,"Majidi, J.","14",,,,,,,"Koomesh","7","Cancer Survival","170","Qazvin University of Medical Sciences","28","Lorestan University of Medical Sciences","3","Palestine","1",,,,
,,,,"Muhammadnejad, S.","14",,,,,,,"American Journal Of Reproductive Immunology","6","Cytotoxic T Lymphocyte","170","IRCCS Istituto Tumori Giovanni Paolo II","28","Ministerio de Educación, Gobierno de Chile","3","Tanzania","1",,,,
,,,,"Pradere, B.","14",,,,,,,"Applied Biochemistry And Biotechnology","6","Cytokine Release","169","Cellular and Molecular Research Center, Birjand University of Medical Sciences","27","Ministero della Salute","3","Uruguay","1",,,,
,,,,"Quhal, F.","14",,,,,,,"Archives Of Razi Institute","6","Breast Neoplasms","168","Faculty of Medicine","27","Ministry of Education of the People's Republic of China","3",,,,,,
,,,,"Safarpour, H.","14",,,,,,,"Artificial Cells Nanomedicine And Biotechnology","6","Major Clinical Study","168","School of Medicine","26","Ministry of Finance","3",,,,,,
,,,,"Safarzadeh Kozani, P.","14",,,,,,,"Biomolecules","6","Interleukin 6","167","Shahid Chamran University of Ahvaz","26","Ministry of Higher Education, Malaysia","3",,,,,,
,,,,"Safarzadeh, E.","14",,,,,,,"Cancer Gene Therapy","6","Pembrolizumab","167","Islamic Azad University, Tabriz Branch","26","National Institute of Diabetes and Digestive and Kidney Diseases","3",,,,,,
,,,,"Saghazadeh, A.","14",,,,,,,"Cancer Immunology Bench To Bedside Immunotherapy Of Cancers Second Edition","6","Mice, Inbred BALB C","166","UT Southwestern Medical Center","26","National Institute of Neurological Disorders and Stroke","3",,,,,,
,,,,"Shadbad, M.A.","14",,,,,,,"Cell Biology International","6","Upregulation","165","Stanford University School of Medicine","26","National Medical Research Council","3",,,,,,
,,,,"Soleimanjahi, H.","14",,,,,,,"Current Medicinal Chemistry","6","Bagg Albino Mouse","159","Prince Sattam Bin Abdulaziz University","26","Novartis","3",,,,,,
,,,,"Suksatan, W.","14",,,,,,,"Drug Delivery And Translational Research","6","Tumor Associated Leukocyte","159","Stem Cell Technology Research Center","26","Rijksuniversiteit Groningen","3",,,,,,
,,,,"Akbari, M.","13",,,,,,,"Drug Discovery Today","6","Real Time Polymerase Chain Reaction","158","Tabriz University of Medical Science, Aging Research Institute","26","Roche","3",,,,,,
,,,,"Asadzadeh, Z.","13",,,,,,,"Infectious Agents And Cancer","6","Angiogenesis","157","Cancer Gene Therapy Research Center, Zanjan University of Medical Sciences ZUMS","26","Science and Technology Commission of Shanghai Municipality","3",,,,,,
,,,,"Atyabi, F.","13",,,,,,,"Iranian Journal Of Parasitology","6","Antineoplastic Agents","157","Islamic Azad University, Mashhad Branch","25","Science and Technology Department of Sichuan Province","3",,,,,,
,,,,"Baghaei, K.","13",,,,,,,"Journal Of Cancer Research And Therapeutics","6","Cell Differentiation","157","University of Alberta","25","Technische Universität München","3",,,,,,
,,,,"Ebrahimi, M.","13",,,,,,,"Journal Of Clinical Immunology","6","Coronavirus Disease 2019","157","Neurojenic Inflammation Research Center","25","Terry Fox Research Institute","3",,,,,,
,,,,"Entezari, M.","13",,,,,,,"Journal Of Interferon And Cytokine Research","6","Treatment Response","156","School of Allied Medical Sciences IUMS","25","Türkiye Bilimsel ve Teknolojik Araştırma Kurumu","3",,,,,,
,,,,"Fallahpour, M.","13",,,,,,,"Journal Of Isfahan Medical School","6","Aged","155","National Research Institute of Tuberculosis and Lung Disease Tehran","24","Uehara Memorial Foundation","3",,,,,,
,,,,"Ghorbaninezhad, F.","13",,,,,,,"Journal Of Nanobiotechnology","6","Clinical Trial (topic)","155","Dana-Farber Cancer Institute","24","University of Tabriz","3",,,,,,
,,,,"Hajiasgharzadeh, K.","13",,,,,,,"Medicinal Research Reviews","6","In Vivo Study","154","BuAli Research Institute","24","Urmia University","3",,,,,,
,,,,"Moghadam, M.","13",,,,,,,"Molecular Cancer","6","Dendritic Cells","153","Hematology and Oncology Research Center","24","Vetenskapsrådet","3",,,,,,
,,,,"Molavi, O.","13",,,,,,,"Multiple Sclerosis And Related Disorders","6","Western Blotting","153","School of Paramedical, Kermanshah University of Medical Sciences","24","Vice-Chancellor for Research, Shiraz University of Medical Sciences","3",,,,,,
