Scopus refine results values

"Your query : (PUBYEAR > 1 AND DOCTYPE(re))"


Number of results : 5001564

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"2016","171920","Aronow, W.S.","445","Chemical Engineering","196521",,,,,"Nutrients","7387","Adult","293820","University of Washington","21856","National Heart, Lung, and Blood Institute","29416","Spain","144364",,,"Czech","12959"
,,"2015","150653","Rezaei, N.","444","Environmental Science","192029",,,,,"Tanpakushitsu Kakusan Koso Protein Nucleic Acid Enzyme","7344","Unclassified Drug","257300","University of Melbourne","21653","Deutsche Forschungsgemeinschaft","29105","Netherlands","115310",,,"Dutch","10934"
,,"2014","143743","Kroemer, G.","443","Neuroscience","181662",,,,,"Medicine United States","7160","Systematic Review","254800","National Institutes of Health NIH","21467","Horizon 2020 Framework Programme","28628","Switzerland","88278",,,"Croatian","7440"
,,"2013","134994","Mikhailidis, D.P.","443","Physics and Astronomy","168886",,,,,"Frontiers In Oncology","6607","Genetics","227520","The University of Sydney","21026","National Institute of General Medical Sciences","26551","Brazil","87814",,,"Hungarian","7096"
,,"2012","153158","Ferlito, A.","440","Nursing","150984",,,,,"Cells","6499","Physiology","225685","University of Pennsylvania","20561","Ministry of Education, Culture, Sports, Science and Technology","25806","Poland","73624",,,"Turkish","6872"
,,"2011","138564","Shariat, S.F.","438","Computer Science","146806",,,,,"Chemical And Engineering News","6373","Procedures","217123","Imperial College London","20448","National Institute of Allergy and Infectious Diseases","23716","Russian Federation","69869",,,"Finnish","4402"
,,"2010","131193","Dua, K.","424","Psychology","129753",,,,,"Frontiers In Pharmacology","6181","Pathophysiology","213562","Mayo Clinic","20241","Government of Canada","22911","Belgium","65628",,,"Danish","4293"
,,"2009","124558","Danese, S.","401","Business, Management and Accounting","125164",,,,,"Current Pharmaceutical Design","6176","Risk Factor","205252","University of Michigan, Ann Arbor","19864","National Institute of Diabetes and Digestive and Kidney Diseases","22039","South Korea","59338",,,"Romanian","3837"
,,"2008","122397","Reiter, R.J.","393","Energy","94505",,,,,"International Journal Of Environmental Research And Public Health","6174","Treatment Outcome","193701","University of California, Los Angeles","19726","Medical Research Council","21194","Sweden","57575",,,"Slovenian","3710"
,,"2007","134614","Esposito, S.","390","Health Professions","87895",,,,,"Nature","6025","Pathology","191516","King's College London","19461","Ministry of Education of the People's Republic of China","18647","Iran","52075",,,"Hebrew","3545"
,,"2006","163210","Scheen, A.J.","385","Earth and Planetary Sciences","83902",,,,,"Coordination Chemistry Reviews","5928","Signal Transduction","185330","Universidade de São Paulo","19074","Fundamental Research Funds for the Central Universities","18568","Denmark","43502",,,"Slovak","3436"
,,"2005","182505","Ronco, C.","384","Economics, Econometrics and Finance","70313",,,,,"Sustainability Switzerland","5899","Drug Efficacy","163719","The University of British Columbia","18845","National Research Foundation of Korea","17990","Austria","41272",,,"Bulgarian","2959"
,,"2004","164303","Tousoulis, D.","384","Mathematics","54216",,,,,"Ryikibetsu Shkgun Shirzu","5895","Child","163314","University of Cambridge","18794","National Institute of Neurological Disorders and Stroke","17724","Greece","38772",,,"Korean","2859"
,,"2003","155652","Sharifi-Rad, J.","380","Multidisciplinary","43861",,,,,"Economic And Political Weekly","5806","Clinical Trial","150595","Brigham and Women's Hospital","18774","Conselho Nacional de Desenvolvimento Científico e Tecnológico","17701","South Africa","37545",,,"Moldavian","2735"
,,"2002","107480","Rinaldo, A.","365","Veterinary","42693",,,,,"New England Journal Of Medicine","5635","Aged","149906","Johns Hopkins University School of Medicine","18210","Seventh Framework Programme","17310","Israel","36134",,,"Moldovan","2735"
,,"2001","75875","Berk, M.","364","Dentistry","36864",,,,,"Plos One","5086","Meta Analysis","141351","The University of Queensland","17536","National Institute of Mental Health","15483","Turkey","36094",,,"Swedish","2629"
,,"2000","71223","Franchini, M.","362","Decision Sciences","17479",,,,,"Neuroscience And Biobehavioral Reviews","4947","Methodology","134158","University of California, San Diego","17356","European Research Council","15322","Portugal","34389",,,"Ukrainian","2086"
,,"1999","61612","Diener, H.C.","356","Undefined","5327",,,,,"Economist","4853","Chemistry","129144","Sapienza Università di Roma","17350","European Regional Development Fund","15169","Malaysia","33126",,,"Norwegian","2070"
,,"1998","58063","Kesharwani, P.","356",,,,,,,"Applied Sciences Switzerland","4816","Prognosis","128390","Monash University","17085","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","15120","Mexico","31409",,,"Serbian","1854"
,,"1997","56974","McIntyre, R.S.","353",,,,,,,"Cochrane Database Of Systematic Reviews Online","4737","Controlled Study","127429","Stanford University","17025","National Health and Medical Research Council","14630","Saudi Arabia","31172",,,"Greek","1622"
,,"1996","54166","Banach, M.","350",,,,,,,"Current Medicinal Chemistry","4729","Risk Assessment","124966","Columbia University","16559","Canadian Institutes of Health Research","14141","Czech Republic","29681",,,"Persian","1512"
,,"1995","40198","Hamblin, M.R.","350",,,,,,,"Energies","4693","Inflammation","124474","Yale School of Medicine","16539","Fundação para a Ciência e a Tecnologia","13672","Ireland","28526",,,"Bosnian","1113"
,,"1994","37395","Api, A.M.","349",,,,,,,"Cellular And Molecular Life Sciences","4451","Drug Effect","117172","The University of North Carolina at Chapel Hill","16046","National Institute on Aging","13506","Norway","27818",,,"Lithuanian","1058"
,,"1993","35689","Ghafouri-Fard, S.","346",,,,,,,"Science Of The Total Environment","4395","Risk Factors","116937","Russian Academy of Sciences","15458","Natural Sciences and Engineering Research Council of Canada","13224","Singapore","27718",,,"catalan","922"
,,"1992","33387","Fuster, V.","344",,,,,,,"Journal Of Chemical Education","4345","Clinical Feature","115328","Università degli Studi di Milano","15376","Ministry of Finance","13163","New Zealand","27642",,,"Afrikaans","519"
,,"1991","30999","Larijani, B.","343",,,,,,,"Biomedicines","4258","Practice Guideline","115177","VA Medical Center","15273","China Postdoctoral Science Foundation","13077","Finland","27109",,,"Estonian","501"
,,"1990","29089","Peyrin-Biroulet, L.","339",,,,,,,"Nihon Naika Gakkai Zasshi The Journal Of The Japanese Society Of Internal Medicine","4144","Randomized Controlled Trial (topic)","113899","University of Minnesota Twin Cities","15140","Wellcome Trust","12934","Hong Kong","26438",,,"Arabic","319"
,,"1989","29264","Baker, D.E.","334",,,,,,,"Chemical Reviews","4102","Prevalence","113561","Université Paris Cité","15095","Australian Research Council","12720","Taiwan","25374",,,"Indonesian","225"
,,"1988","26264","Feldman, S.R.","325",,,,,,,"Trac Trends In Analytical Chemistry","4058","United States","112936","UCSF School of Medicine","14934","U.S. Department of Energy","12544","Pakistan","22231",,,"Latvian","107"
,,"1987","20946","Murad, M.H.","325",,,,,,,"BMJ Open","3982","Protein Expression","110686","Johns Hopkins University","14841","U.S. Department of Defense","12279","Hungary","19934",,,"Icelandic","101"
,,"1986","15632","Gupta, G.","322",,,,,,,"Frontiers In Endocrinology","3970","Quality Of Life","110494","The University of Texas MD Anderson Cancer Center","14817","Ministerio de Economía y Competitividad","11790","Egypt","19837",,,"Azerbaijani","86"
,,"1985","14222","Canonica, G.W.","314",,,,,,,"Frontiers In Microbiology","3963","Mortality","108603","The University of Manchester","14721","Ministério da Educação e Ciência","11674","Romania","18971",,,"Thai","80"
,,"1984","12943","Ortiz, A.","312",,,,,,,"Frontiers In Cell And Developmental Biology","3951","Middle Aged","107824","UNSW Sydney","14443","Department of Science and Technology, Ministry of Science and Technology, India","11162","Chile","18701",,,"Malay","64"
,,"1983","12542","Alavi, A.","310",,,,,,,"World Journal Of Gastroenterology","3948","Immunology","106807","University of Toronto Faculty of Medicine","14379","Department of Health and Aged Care, Australian Government","10399","Argentina","18311",,,"Irish Gaelic","46"
,,"1982","10855","Iqbal, H.M.N.","308",,,,,,,"Chemical Society Reviews","3838","Pathogenesis","106796","Université McGill","14316","Chinese Academy of Sciences","9830","Croatia","14670",,,"Macedonian","35"
,,"1981","10544","Bhutta, Z.A.","304",,,,,,,"Drug Discovery Today","3829","Adolescent","106356","University of Florida","14230","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","9483","Thailand","13425",,,"Latin","18"
,,"1980","10228","Dhama, K.","303",,,,,,,"Ugeskrift For Laeger","3823","Neoplasms","105948","KU Leuven","14092","Engineering and Physical Sciences Research Council","9334","Colombia","13381",,,"Basque","7"
,,"1979","9640","Fishman, E.K.","302",,,,,,,"Expert Opinion On Pharmacotherapy","3755","Drug Safety","103403","Stanford University School of Medicine","13989","Biotechnology and Biological Sciences Research Council","9207","Indonesia","13336",,,"Georgian","6"
,,"1978","8833","Gershwin, M.E.","301",,,,,,,"Viruses","3739","Nuclear Magnetic Resonance Imaging","103066","Cleveland Clinic Foundation","13901","Department of Education and Training","8807","Nigeria","12174",,,"Esperanto","5"
,,"1977","7634","Taheri, M.","297",,,,,,,"Advanced Drug Delivery Reviews","3734","Gene Expression","97982","University of Alberta","13751","Agence Nationale de la Recherche","8301","United Arab Emirates","10501",,,"Urdu","4"
,,"1976","7725","Mancia, G.","295",,,,,,,"Journal Of The Chemical Society Transactions","3728","Pregnancy","96926","Icahn School of Medicine at Mount Sinai","13641","Bundesministerium für Bildung und Forschung","8253","Slovenia","9680",,,"Albanian","3"
,,"1975","7558","Scott, R.","295",,,,,,,"Trends In Food Science And Technology","3713","Follow Up","93826","University of Wisconsin-Madison","13439","National Institute on Drug Abuse","8143","Slovakia","8986",,,"Tagalog","2"
,,"1974","7162","Ribatti, D.","294",,,,,,,"VDI Berichte","3659","Outcome Assessment","93704","University of California, Davis","13397","Eunice Kennedy Shriver National Institute of Child Health and Human Development","8096","Serbia","8231",,,"Belarusian","1"
,,"1973","7467","Scambia, G.","294",,,,,,,"Frontiers In Plant Science","3644","Antineoplastic Agent","91968","University of Chinese Academy of Sciences","13355","Fundação de Amparo à Pesquisa do Estado de São Paulo","7676","Ukraine","8187",,,"Hindi","1"
,,"1972","7948","Raoult, D.","292",,,,,,,"Education Training","3637","Disease Association","90323","McMaster University","13336","Pfizer","7560","Bangladesh","7407",,,"Pushto","1"
,,"1971","7142","Böhm, M.","291",,,,,,,"Drugs","3631","Hypertension","89918","University of California, Berkeley","13268","National Institute for Health Research","7349","Bulgaria","6263",,,"Sinhalese","1"
,,"1970","6528","Bousquet, J.","290",,,,,,,"Biomolecules","3611","Apoptosis","89687","The Ohio State University","13235","Ministry of Science, ICT and Future Planning","7318","Iraq","6015",,,"Welsh","1"
,,"1969","5948","Behl, T.","289",,,,,,,"Critical Reviews In Oncology Hematology","3586","Article","88991","Charité – Universitätsmedizin Berlin","13205","National Institute of Arthritis and Musculoskeletal and Skin Diseases","7269","Qatar","5992",,,"Undefined","175"
,,"1968","5752","Aschner, M.","288",,,,,,,"Heliyon","3565","Cardiovascular Disease","87693","University of Pittsburgh","13175","National Institute for Health and Care Research","7184","Ethiopia","5945",,,,
,,"1967","5885","Maibach, H.I.","288",,,,,,,"Cardiovascular Research","3564","Complication","87229","Baylor College of Medicine","13162","Horizon 2020","7091","Lebanon","5803",,,,
,,"1966","5790","Pawlik, T.M.","286",,,,,,,"Zootaxa","3503","Neoplasm","85724","Sichuan University","13018","Guangdong Provincial Department of Science and Technology","6682","Viet Nam","5308",,,,
,,"1965","5260","Letizia, C.S.","285",,,,,,,"Biomed Research International","3492","Disease Severity","83794","Karolinska Institutet","12908","Ministero dell’Istruzione, dell’Università e della Ricerca","6631","Jordan","5040",,,,
,,"1964","5283","Serruys, P.W.","284",,,,,,,"Harefuah","3452","Protein Function","81645","Ludwig-Maximilians-Universität München","12904","American Heart Association","6467","Morocco","4962",,,,
,,"1963","3576","Curigliano, G.","283",,,,,,,"Revue Du Praticien","3452","Obesity","80254","National University of Singapore","12842","Natural Science Foundation of Jiangsu Province","6459","Kenya","4826",,,,
,,"1962","1495","Lorenzo, J.M.","282",,,,,,,"Critical Reviews In Food Science And Nutrition","3403","Diabetes Mellitus","79313","Universiteit van Amsterdam","12584","National Institute of Child Health and Human Development","6318","Peru","4488",,,,
,,"1961","1466","Singh, S.K.","282",,,,,,,"Nederlands Tijdschrift Voor Geneeskunde","3395","Immune Response","78223","Københavns Universitet","12472","National Center for Advancing Translational Sciences","6240","Tunisia","4399",,,,
,,"1960","1384","Baradaran, B.","281",,,,,,,"Materials","3390","Oxidative Stress","77349","The University of Edinburgh","12359","Natural Science Foundation of Shandong Province","6162","Lithuania","4169",,,,
,,"1959","1059","Orekhov, A.N.","281",,,,,,,"Biomedicine And Pharmacotherapy","3384","Cell Proliferation","76886","Zhejiang University","12308","Instituto de Salud Carlos III","6134","Cyprus","3895",,,,
,,"1958","1084","Bhatt, D.L.","280",,,,,,,"Circulation","3374","Drug Mechanism","76782","Northwestern University Feinberg School of Medicine","12296","China Scholarship Council","6056","Philippines","3879",,,,
,,"1957","1167","Jafari, S.M.","280",,,,,,,"Current Opinion In Pediatrics","3358","Diagnostic Imaging","76519","David Geffen School of Medicine at UCLA","12258","National Institute of Environmental Health Sciences","6013","Cuba","3792",,,,
,,"1956","991","Montironi, R.","279",,,,,,,"Advances In Experimental Medicine And Biology","3348","Computer Assisted Tomography","75357","Washington University School of Medicine in St. Louis","12257","Ministerio de Ciencia e Innovación","5970","Ghana","3736",,,,
,,"1955","970","Sheikh, A.","279",,,,,,,"Frontiers In Physiology","3345","Phenotype","75111","Sorbonne Université","12236","National Eye Institute","5788","Ecuador","3577",,,,
,,"1954","940","McClements, D.J.","278",,,,,,,"Philosophical Transactions Of The Royal Society B Biological Sciences","3342","Incidence","74613","University of Michigan Medical School","12104","Science and Engineering Research Board","5740","Estonia","3188",,,,
,,"1953","778","Tubbs, R.S.","278",,,,,,,"Pharmacology And Therapeutics","3324","Therapy","74575","Yale University","12008","Jiangsu Provincial Department of Science and Technology","5608","Oman","2832",,,,
,,"1952","615","Bax, J.J.","272",,,,,,,"Diagnostics","3223","Case Report","74458","The University of Chicago","11878","Council of Scientific and Industrial Research, India","5559","Venezuela","2815",,,,
,,"1951","766","Barnes, P.J.","271",,,,,,,"Current Opinion In Biotechnology","3190","Gene Mutation","73795","Consiglio Nazionale delle Ricerche","11856","Russian Science Foundation","5536","Algeria","2792",,,,
,,"1950","698","Westby, C.","271",,,,,,,"Advanced Materials","3136","Diagnosis","73678","Northwestern University","11838","U.S. Department of Agriculture","5515","Sri Lanka","2733",,,,
,,"1949","769","Butler, J.","268",,,,,,,"Frontiers In Medicine","3136","Biological Marker","73467","Weill Cornell Medicine","11802","Vetenskapsrådet","5485","Kazakhstan","2644",,,,
,,"1948","635","Humbert, M.","268",,,,,,,"Progress In Clinical And Biological Research","3126","Depression","72014","Cornell University","11739","Science and Technology Commission of Shanghai Municipality","5444","Uganda","2569",,,,
,,"1947","464","Klimek, L.","267",,,,,,,"Orvosi Hetilap","3122","Major Clinical Study","70591","University of Birmingham","11402","Nederlandse Organisatie voor Wetenschappelijk Onderzoek","5440","Nepal","2545",,,,
,,"1946","501","Gupta, A.K.","266",,,,,,,"Annals Of Internal Medicine","3090","Placebo","70060","AP-HP Assistance Publique - Hopitaux de Paris","11266","Natural Science Foundation of Zhejiang Province","5384","Macao","2484",,,,
,,"1945","479","Dietrich, C.F.","265",,,,,,,"Current Opinion In Neurobiology","3035","Disease Course","68201","UT Southwestern Medical Center","11198","Centre National de la Recherche Scientifique","5375","Luxembourg","2338",,,,
,,"1944","480","Abdollahi, M.","262",,,,,,,"Duodecim Laaketieteellinen Aikakauskirja","3021","Clinical Practice","67823","University of Southern California","11195","Department of Science and Technology of Shandong Province","5321","Tanzania","2261",,,,
,,"1943","494","Hartung, H.P.","262",,,,,,,"Blood","3010","Cell Differentiation","67109","University of Pittsburgh School of Medicine","11181","Ministry of Education","5295","Kuwait","2249",,,,
,,"1942","427","Camilleri, M.","261",,,,,,,"Pharmaceutics","3001","Differential Diagnosis","66177","University of Calgary","11025","Russian Foundation for Basic Research","5075","Uruguay","2064",,,,
,,"1941","454","Kalra, S.","261",,,,,,,"Polymers","3000","Breast Cancer","66031","Università degli Studi di Napoli Federico II","11019","Novartis","5064","Cameroon","1835",,,,
,,"1940","435","Loukas, M.","261",,,,,,,"Frontiers In Psychology","2980","Brain","63592","Emory University School of Medicine","11007","AstraZeneca","5037","Iceland","1818",,,,
,,"1939","465","Vaccaro, A.R.","260",,,,,,,"Angewandte Chemie International Edition","2977","Mouse","63298","University of Pennsylvania Perelman School of Medicine","10946","U.S. Department of Veterans Affairs","4852","Latvia","1591",,,,
,,"1938","484","Kamal, M.A.","258",,,,,,,"Frontiers In Neurology","2972","Side Effect","59959","Harvard University","10815","Ministry of Higher Education, Malaysia","4790","Georgia","1518",,,,
,,"1937","427","Craig, J.C.","257",,,,,,,"Veterinary Clinics Of North America Small Animal Practice","2956","Drug Therapy","59936","Università degli Studi di Padova","10699","Science and Technology Department of Zhejiang Province","4785","Zimbabwe","1429",,,,
,,"1936","421","Keating, G.M.","257",,,,,,,"Trends In Biochemical Sciences","2925","Cancer","59507","National and Kapodistrian University of Athens","10630","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","4698","Costa Rica","1405",,,,
,,"1935","432","Cazzola, M.","255",,,,,,,"Current Opinion In Rheumatology","2923","Patient Care","59425","Alma Mater Studiorum Università di Bologna","10561","Office of Science","4595","Puerto Rico","1386",,,,
,,"1934","479","Moore, R.A.","255",,,,,,,"Anti Corrosion Methods And Materials","2918","Mice","59039","The University of Alabama at Birmingham","10454","Associazione Italiana per la Ricerca sul Cancro","4573","Bosnia and Herzegovina","1385",,,,
,,"1933","512","Bellomo, R.","253",,,,,,,"Expert Opinion On Investigational Drugs","2908","Comparative Study","59019","Amsterdam UMC - University of Amsterdam","10393","Consejo Nacional de Ciencia y Tecnología","4555","Belarus","1257",,,,
,,"1932","603","Stein, D.J.","253",,,,,,,"Earth Science Reviews","2900","Blood","58410","Erasmus MC","10202","National Aeronautics and Space Administration","4495","Sudan","1254",,,,
,,"1931","620","Agarwal, A.","252",,,,,,,"Current Opinion In Structural Biology","2896","Aging","57449","Memorial Sloan-Kettering Cancer Center","10169","National Center for Research Resources","4485","Malta","1246",,,,
,,"1930","664","Koren, G.","252",,,,,,,"International Journal Of Biological Macromolecules","2886","Corticosteroid","57067","Consejo Superior de Investigaciones Científicas","10084","Ministero della Salute","4402","Uzbekistan","1201",,,,
,,"1929","592","Kim, K.H.","250",,,,,,,"Otolaryngologic Clinics Of North America","2863","Infant","55821","Beth Israel Deaconess Medical Center","10083","Merck","4305","Bahrain","1135",,,,
,,"1928","231","Sethi, G.","250",,,,,,,"Trends In Neurosciences","2854","Morbidity","55262","Duke University Medical Center","10025","University Grants Commission","4259","Malawi","1009",,,,
,,"1927","337","Reginster, J.Y.","249",,,,,,,"Deutsche Medizinische Wochenschrift","2836","Unindexed Drug","54801","University of Washington School of Medicine","10018","Department of Biotechnology, Ministry of Science and Technology, India","4224","North Macedonia","985",,,,
,,"1926","216","Covic, A.","248",,,,,,,"Bioessays","2828","Gene Expression Regulation","54102","Emory University","9999","Fonds Wetenschappelijk Onderzoek","4141","Türkiye","961",,,,
,,"1925","252","Dimopoulos, M.A.","248",,,,,,,"Pediatrics","2822","Quality Control","53630","Pennsylvania State University","9918","Ministry of Science and Technology, Taiwan","4082","Zambia","946",,,,
,,"1924","229","Manchikanti, L.","245",,,,,,,"Current Opinion In Oncology","2801","In Vitro Study","53348","The University of Tokyo","9897","Natural Science Foundation of Guangdong Province","4074","Senegal","927",,,,
,,"1923","318","Mirzaei, H.","245",,,,,,,"Lancet","2798","Comorbidity","53108","Universitat de Barcelona","9809","Beijing Municipal Science and Technology Commission, Adminitrative Commission of Zhongguancun Science Park","4058","Azerbaijan","926",,,,
,,"1922","282","Remuzzi, G.","245",,,,,,,"Sensors","2760","Antibiotic Agent","52734","Tsinghua University","9751","Natural Science Foundation of Beijing Municipality","4054","Palestine","880",,,,
,,"1921","238","Vieta, E.","243",,,,,,,"Autoimmunity Reviews","2757","Cytokine","52249","University of Oxford Medical Sciences Division","9728","National Institute on Alcohol Abuse and Alcoholism","3970","Panama","878",,,,
,,"1920","331","Uversky, V.N.","242",,,,,,,"Methods In Molecular Biology Clifton N J","2757","Exercise","51590","Universiteit Gent","9606","Roche","3910","Botswana","869",,,,
,,"1919","242","Varma, R.S.","241",,,,,,,"Seminars In Cell And Developmental Biology","2754","Non Insulin Dependent Diabetes Mellitus","51136","Universität Heidelberg","9577","National Research Foundation","3856","Armenia","849",,,,
,,"1918","184","Volpe, M.","241",,,,,,,"Jane S Defence Weekly","2727","Cytology","50982","Duke University","9575","Natural Environment Research Council","3844","Brunei Darussalam","813",,,,
,,"1917","172","Brandi, M.L.","240",,,,,,,"Revue Medicale Suisse","2710","Carcinogenesis","50532","Technische Universität München","9566","U.S. Public Health Service","3809","Yemen","807",,,,
,,"1916","150","Talley, N.J.","240",,,,,,,"Current Opinion In Cardiology","2675","Alzheimer Disease","50521","Tehran University of Medical Sciences","9544","Science and Technology Department of Sichuan Province","3805","Syrian Arab Republic","803",,,,
,,"1915","241","Somani, B.K.","239",,,,,,,"Journal Of Cleaner Production","2669","Immunotherapy","50285","Shanghai Jiao Tong University","9526","Institut National de la Santé et de la Recherche Médicale","3799","Germany (Democratic Republic, DDR)","793",,,,
,,"1914","136","Stubbs, B.","239",,,,,,,"Current Opinion In Anaesthesiology","2658","Medline","49649","Massachusetts Institute of Technology","9475","Bill and Melinda Gates Foundation","3673","Jamaica","726",,,,
,,"1913","135","Perry, G.","238",,,,,,,"World Neurosurgery","2646","Enzyme Activity","49535","University of Illinois Urbana-Champaign","9454","Narodowe Centrum Nauki","3670","Rwanda","716",,,,
,,"1912","250","Darzi, A.","236",,,,,,,"American Journal Of Roentgenology","2621","Microbiology","49462","University of Colorado School of Medicine","9429","National Institute of Dental and Craniofacial Research","3662","Grenada","667",,,,
,,"1911","234","Bilal, M.","235",,,,,,,"Frontiers In Neuroscience","2615","Heart Failure","49397","University of Ottawa","9420","National Basic Research Program of China (973 Program)","3661","Albania","651",,,,
,,"1910","239","Büchler, M.W.","235",,,,,,,"Radiologic Clinics Of North America","2615","Drug Delivery System","49002","Università degli Studi di Torino","9366","Japan Science and Technology Agency","3622","Trinidad and Tobago","649",,,,
,,"1909","256","Jankovic, J.","235",,,,,,,"Current Opinion In Neurology","2590","Antineoplastic Agents","48873","The University of Arizona","9294","GlaxoSmithKline","3601","Burkina Faso","638",,,,
,,"1908","251","Cheng, L.","233",,,,,,,"Antioxidants","2586","Cancer Chemotherapy","48769","Western University","9249","Economic and Social Research Council","3559","Benin","571",,,,
,,"1907","345","Ginsberg, D.L.","233",,,,,,,"European Heart Journal","2582","Treatment Response","48631","Rijksuniversiteit Groningen","9242","Royal Society","3534","Mozambique","558",,,,
,,"1906","290","Ioannidis, J.P.A.","233",,,,,,,"Journal Of Clinical Investigation","2559","Psychology","48215","University of Nottingham","9226","Cancer Research UK","3511","Cambodia","497",,,,
,,"1905","194","Vincent, J.L.","233",,,,,,,"Antioxidants And Redox Signaling","2555","Cognition","48059","New York University","9146","Bristol-Myers Squibb","3455","Bolivia","485",,,,
,,"1904","290","Kausar, A.","232",,,,,,,"Current Opinion In Plant Biology","2553","Sensitivity And Specificity","47932","University of Glasgow","9119","British Heart Foundation","3327","Fiji","478",,,,
,,"1903","231","Lüscher, T.F.","232",,,,,,,"Rsc Advances","2551","Clinical Article","47870","Chinese Academy of Medical Sciences &amp; Peking Union Medical College","9114","Science, Technology and Innovation Commission of Shenzhen Municipality","3268","Moldova","478",,,,
,,"1902","243","Schwartz, R.A.","232",,,,,,,"Frontiers In Cardiovascular Medicine","2545","Meta-analysis","47851","Huazhong University of Science and Technology","9066","Austrian Science Fund","3247","Cote d'Ivoire","474",,,,
,,"1901","227","Kalantar-Zadeh, K.","231",,,,,,,"Current Opinion In Gastroenterology","2539","Cancer Survival","47771","Tel Aviv University","8999","H2020 Marie Skłodowska-Curie Actions","3247","Congo","460",,,,
,,"1900","237","Cooper, C.","230",,,,,,,"American Family Physician","2531","Histopathology","47764","University of Montreal","8983","Basic and Applied Basic Research Foundation of Guangdong Province","3216","Guatemala","457",,,,
,,"1899","206","Fanos, V.","230",,,,,,,"Current Opinion In Cell Biology","2528","Postoperative Complication","47588","Universität Zürich","8982","American Cancer Society","3206","Namibia","439",,,,
,,"1898","170","Montorsi, F.","230",,,,,,,"Immunological Reviews","2522","Epidemiology","47482","Charles University","8978","H2020 Excellent Science","3157","Libya","436",,,,
,,"1897","179","Calabrese, E.J.","229",,,,,,,"Sports Medicine","2520","Infant, Newborn","47366","INRAE","8945","Priority Academic Program Development of Jiangsu Higher Education Institutions","3118","Paraguay","424",,,,
,,"1896","176","Chiarelli, F.","229",,,,,,,"Current Opinion In Chemical Biology","2519","Metastasis","46925","University of Illinois at Chicago","8866","National Institute of Food and Agriculture","3022","Yugoslavia","413",,,,
