Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""NK therap*"") OR TITLE-ABS-KEY(""Natural Killer Cel*"") OR TITLE-ABS-KEY(""Killer Cells, Natural"")))"


Number of results : 105312

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"2015","2937","Ljunggren, H.G.","198","Engineering","1122","Book","10",,,"Cellular Immunology","828","Human Cell","28650","National Institute of Allergy and Infectious Diseases NIAID","872","National Heart, Lung, and Blood Institute","1356","Spain","2738",,,"Korean","56"
,,"2014","2914","Mingari, M.C.","198","Nursing","1031","Data Paper","5",,,"Cancer Research","766","Animals","28161","Massachusetts General Hospital","870","National Key Research and Development Program of China","1315","Sweden","2488",,,"Portuguese","49"
,,"2013","2875","Yokoyama, W.M.","198","Veterinary","884","Conference Review","1",,,"Proceedings Of The National Academy Of Sciences Of The United States Of America","756","Immunology","27432","Université Paris Cité","865","UK Research and Innovation","1207","South Korea","2386",,,"Hungarian","35"
,,"2012","2745","Ortaldo, J.R.","193","Environmental Science","796","Report","1",,,"Clinical And Experimental Immunology","645","Mouse","25057","Chinese Academy of Medical Sciences &amp; Peking Union Medical College","844","Medical Research Council","1126","Switzerland","2084",,,"Persian","28"
,,"2011","2634","Colonna, M.","174","Physics and Astronomy","771",,,,,"Immunology","635","T Lymphocyte","24570","University of Melbourne","829","Horizon 2020 Framework Programme","980","India","1693",,,"Turkish","28"
,,"2010","2481","Taniguchi, M.","171","Materials Science","761",,,,,"Oncoimmunology","583","Adult","22683","Washington University School of Medicine in St. Louis","818","National Institute of Diabetes and Digestive and Kidney Diseases","872","Poland","1345",,,"Bulgarian","27"
,,"2009","2297","Parham, P.","166","Health Professions","549",,,,,"Journal Of Leukocyte Biology","576","Animal","22521","UCSF School of Medicine","789","National Health and Medical Research Council","838","Belgium","1305",,,"Dutch","27"
,,"2008","2376","Wei, H.","166","Psychology","377",,,,,"International Immunopharmacology","557","Review","20659","Karolinska Universitetssjukhuset","787","National Research Foundation of Korea","831","Israel","1267",,,"Croatian","24"
,,"2007","2160","Santoni, A.","164","Arts and Humanities","259",,,,,"Journal For Immunotherapy Of Cancer","550","Unclassified Drug","19974","Dana-Farber Cancer Institute","781","Associazione Italiana per la Ricerca sul Cancro","796","Brazil","1230",,,"Ukrainian","24"
,,"2006","2122","Pende, D.","154","Mathematics","216",,,,,"Cells","539","Mice","19693","Brigham and Women's Hospital","778","National Institute of General Medical Sciences","767","Iran","1139",,,"Slovak","19"
,,"2005","2247","Bottino, C.","152","Dentistry","199",,,,,"International Journal Of Cancer","533","Gamma Interferon","19590","Chinese Academy of Sciences","776","Government of Canada","739","Austria","1088",,,"Danish","13"
,,"2004","2047","Whiteside, T.L.","144","Social Sciences","134",,,,,"Transplantation","503","Animal Experiment","19288","University of Pittsburgh School of Medicine","763","Wellcome Trust","721","Russian Federation","1043",,,"Serbian","13"
,,"2003","1970","Orange, J.S.","138","Energy","39",,,,,"American Journal Of Reproductive Immunology","489","Metabolism","19175","Università degli Studi di Genova","761","European Research Council","695","Denmark","1012",,,"Greek","11"
,,"2002","1800","Raulet, D.H.","137","Earth and Planetary Sciences","37",,,,,"Nature Immunology","483","Flow Cytometry","19136","Memorial Sloan-Kettering Cancer Center","760","Seventh Framework Programme","675","Taiwan","912",,,"Romanian","11"
,,"2001","1731","Locatelli, F.","133","Economics, Econometrics and Finance","24",,,,,"Scandinavian Journal Of Immunology","482","CD8+ T Lymphocyte","19133","David Geffen School of Medicine at UCLA","721","Canadian Institutes of Health Research","656","Norway","764",,,"Hebrew","10"
,,"2000","1686","Abo, T.","132","Business, Management and Accounting","22",,,,,"Clinical Cancer Research","474","Protein Expression","18739","Huazhong University of Science and Technology","702","Department of Health and Aged Care, Australian Government","629","Turkey","655",,,"Slovenian","8"
,,"1999","1534","Yagita, H.","132","Decision Sciences","11",,,,,"Nature Communications","458","Immune Response","18725","University of California, Los Angeles","694","Institut National de la Santé et de la Recherche Médicale","567","Singapore","594",,,"Finnish","7"
,,"1998","1397","Kronenberg, M.","128","Undefined","71",,,,,"Immunology Letters","445","Animal Cell","17355","IRCCS San Martino Polyclinic Hospital","686","U.S. Department of Defense","522","Finland","573",,,"Moldavian","7"
,,"1997","1323","Trapani, J.A.","128",,,,,,,"Journal Of Virology","438","CD4+ T Lymphocyte","15392","Fudan University","684","China Postdoctoral Science Foundation","515","Hong Kong","569",,,"Moldovan","7"
,,"1996","1480","Trinchieri, G.","126",,,,,,,"Immunity","425","Cytotoxicity","15305","German Cancer Research Center","682","Ministry of Education of the People's Republic of China","492","Greece","562",,,"Swedish","6"
,,"1995","1266","Kärre, K.","120",,,,,,,"Transplantation Proceedings","400","Animal Model","14492","University of Minnesota Twin Cities","670","European Regional Development Fund","488","Czech Republic","559",,,"Norwegian","5"
,,"1994","1241","Yu, J.","119",,,,,,,"British Journal Of Haematology","391","Genetics","14453","Tongji Medical College of Huazhong University of Science and Technology","668","Instituto de Salud Carlos III","488","Mexico","537",,,"Azerbaijani","4"
,,"1993","1208","Zitvogel, L.","119",,,,,,,"Scientific Reports","391","B Lymphocyte","14355","University of Pittsburgh","667","Ministerio de Economía y Competitividad","481","Ireland","502",,,"Arabic","2"
,,"1992","1188","Alter, G.","118",,,,,,,"Immunological Reviews","384","Dendritic Cell","12866","Sapienza Università di Roma","667","Guangdong Provincial Department of Science and Technology","473","Egypt","427",,,"Thai","2"
,,"1991","1078","Long, E.O.","118",,,,,,,"Journal Of Clinical Investigation","384","Gene Expression","12562","University of Oxford","666","Agence Nationale de la Recherche","459","Hungary","421",,,"Belarusian","1"
,,"1990","1221","Croy, B.A.","117",,,,,,,"Frontiers In Genetics","373","Macrophage","12398","Hannover Medical School","660","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","447","Saudi Arabia","417",,,"Bengali","1"
,,"1989","1192","Schmidt, R.E.","116",,,,,,,"Human Immunology","368","Signal Transduction","12244","University of Pennsylvania","657","American Cancer Society","445","Portugal","406",,,"catalan","1"
,,"1988","1103","Di Santo, J.P.","112",,,,,,,"Advances In Experimental Medicine And Biology","367","Clinical Article","12225","Charité – Universitätsmedizin Berlin","641","National Institute of Neurological Disorders and Stroke","432","Croatia","363",,,"Undefined","1"
,,"1987","1091","Handgretinger, R.","111",,,,,,,"Infection And Immunity","367","Innate Immunity","11897","Shanghai Jiao Tong University School of Medicine","638","Fundamental Research Funds for the Central Universities","430","Thailand","361",,,,
,,"1986","1157","López-Botet, M.","111",,,,,,,"Journal Of Clinical Immunology","360","Interleukin 2","11768","Howard Hughes Medical Institute","633","Vetenskapsrådet","416","Argentina","352",,,,
,,"1985","1171","Malmberg, K.J.","111",,,,,,,"Journal Of Immunological Methods","353","Immunotherapy","11642","National Cancer Institute at Frederick","628","Ministero della Salute","414","South Africa","291",,,,
,,"1984","983","Blazar, B.R.","110",,,,,,,"Current Opinion In Immunology","348","Pathology","11471","AP-HP Assistance Publique - Hopitaux de Paris","624","Bundesministerium für Bildung und Forschung","413","Malaysia","252",,,,
,,"1983","841","Van Kaer, L.","110",,,,,,,"Leukemia And Lymphoma","348","Cytokine","11119","Imperial College London","595","Science and Technology Commission of Shanghai Municipality","395","New Zealand","230",,,,
,,"1982","574","Bennett, M.","109",,,,,,,"Nature Reviews Immunology","348","Immunocompetent Cell","10916","Stanford University","590","National Science Foundation","387","Romania","209",,,,
,,"1981","407","Bryceson, Y.T.","109",,,,,,,"Journal Of Allergy And Clinical Immunology","338","Cytokine Production","10611","University of Toronto","586","National Institute of Arthritis and Musculoskeletal and Skin Diseases","381","Pakistan","185",,,,
,,"1980","219","Kiessling, R.","108",,,,,,,"Bone Marrow Transplantation","331","Tumor Microenvironment","10474","Leids Universitair Medisch Centrum","584","National Center for Research Resources","369","Serbia","176",,,,
,,"1979","148","Murphy, W.J.","108",,,,,,,"Journal Of Reproductive Immunology","330","Cell Proliferation","10343","The Ohio State University","575","National Center for Advancing Translational Sciences","363","Indonesia","170",,,,
,,"1978","42","Mantovani, A.","106",,,,,,,"Leukemia","324","Aged","10338","UPMC Hillman Cancer Center","556","National Institute on Aging","354","Chile","159",,,,
,,"1977","14","Olive, D.","106",,,,,,,"Oncotarget","312","Regulatory T Lymphocyte","10295","Ludwig-Maximilians-Universität München","553","Eunice Kennedy Shriver National Institute of Child Health and Human Development","329","Ukraine","144",,,,
,,"1976","3","Marcenaro, E.","105",,,,,,,"Clinical Immunology","308","Middle Aged","10115","Zhejiang University School of Medicine","548","Ligue Contre le Cancer","326","Colombia","143",,,,
,,"1975","1","Phillips, J.H.","104",,,,,,,"International Immunology","308","Phenotype","10089","Aix Marseille Université","532","Natural Science Foundation of Guangdong Province","325","Luxembourg","134",,,,
,,"1974","1","Altfeld, M.","103",,,,,,,"Journal Of Infectious Diseases","303","Cancer Immunotherapy","9769","Capital Medical University","531","Cancerfonden","323","Iraq","116",,,,
,,"1973","2","Sun, J.C.","103",,,,,,,"Plos Pathogens","297","Animal Tissue","9744","University of Washington","526","Conselho Nacional de Desenvolvimento Científico e Tecnológico","321","Qatar","113",,,,
,,,,"Takeda, K.","103",,,,,,,"Molecular Immunology","293","Lymphocyte Activation","9372","Monash University","524","Ministry of Finance","320","United Arab Emirates","111",,,,
,,,,"Watzl, C.","103",,,,,,,"Journal Of Biological Chemistry","289","Cytotoxicity, Immunologic","9240","Mayo Clinic","523","National Institute of Mental Health","318","Slovakia","110",,,,
,,,,"Fehniger, T.A.","101",,,,,,,"Brain Behavior And Immunity","287","In Vitro Study","9163","University of Cambridge","522","Japan Agency for Medical Research and Development","283","Bulgaria","108",,,,
,,,,"Lee, D.A.","100",,,,,,,"Anticancer Research","285","T-Lymphocytes","9123","Zhejiang University","508","Ministry of Science, ICT and Future Planning","283","Slovenia","103",,,,
,,,,"Pedersen, B.K.","100",,,,,,,"Immunobiology","285","Apoptosis","8683","Yale School of Medicine","505","Bristol-Myers Squibb","279","Tunisia","81",,,,
,,,,"Biassoni, R.","99",,,,,,,"Haematologica","276","Major Clinical Study","8546","Sun Yat-Sen University","503","National Institute of Environmental Health Sciences","279","Lebanon","80",,,,
,,,,"Kumar, V.","99",,,,,,,"Viruses","274","Upregulation","8524","Sichuan University","501","U.S. Public Health Service","279","Macao","77",,,,
,,,,"Sivori, S.","99",,,,,,,"Journal Of Neuroimmunology","268","Human Tissue","8497","Institut Pasteur, Paris","497","Ministero dell’Istruzione, dell’Università e della Ricerca","273","Kenya","72",,,,
,,,,"Vitale, M.","98",,,,,,,"Nature","263","Inflammation","8173","Southern Medical University","494","Deutsche Krebshilfe","261","Bangladesh","67",,,,
,,,,"Carrington, M.","97",,,,,,,"Hepatology","261","Monocyte","8125","University College London","493","Leukemia and Lymphoma Society","259","Viet Nam","65",,,,
,,,,"Davis, D.M.","97",,,,,,,"Immunogenetics","261","Tumor Necrosis Factor","7936","Weill Cornell Medicine","491","Ministry of Health and Welfare","258","Venezuela","62",,,,
,,,,"Jewett, A.","96",,,,,,,"Biology Of Blood And Marrow Transplantation","259","Cytotoxic T Lymphocyte","7896","Central South University","488","Ministry of Health, Labour and Welfare","257","Jordan","59",,,,
,,,,"Okumura, K.","96",,,,,,,"Vaccines","253","Cytokines","7823","University of California, San Diego","481","Centre National de la Recherche Scientifique","254","Kuwait","57",,,,
,,,,"Sondel, P.M.","95",,,,,,,"Federation Proceedings","244","Interleukin 6","7712","Baylor College of Medicine","471","Natural Science Foundation of Shandong Province","254","Cuba","55",,,,
,,,,"Poggi, A.","94",,,,,,,"Cancer Immunology Research","240","Cellular Immunity","7610","Fred Hutchinson Cancer Center","469","Biotechnology and Biological Sciences Research Council","253","Kazakhstan","49",,,,
,,,,"Welsh, R.M.","93",,,,,,,"Journal Of Translational Medicine","238","Cell Differentiation","7412","Johns Hopkins University School of Medicine","464","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","253","Morocco","48",,,,
,,,,"Cantoni, C.","92",,,,,,,"Cell Reports","235","Antineoplastic Activity","7314","Icahn School of Medicine at Mount Sinai","464","Department of Science and Technology of Shandong Province","242","Nigeria","45",,,,
,,,,"Huntington, N.D.","92",,,,,,,"Journal Of Immunotherapy","233","Immune System","7289","VA Medical Center","460","Karolinska Institutet","242","Uganda","45",,,,
,,,,"Cerwenka, A.","91",,,,,,,"Immunology And Cell Biology","231","Adaptive Immunity","7254","Istituto Giannina Gaslini","460","Cancer Research Institute","241","Ethiopia","43",,,,
,,,,"Ritz, J.","91",,,,,,,"International Journal Of Immunopharmacology","229","Interleukin 10","7191","University of Minnesota Medical School","457","Science and Technology Department of Zhejiang Province","239","Belarus","42",,,,
,,,,"Godfrey, D.I.","90",,,,,,,"Frontiers In Pharmacology","222","Immunomodulation","7004","Beth Israel Deaconess Medical Center","446","Merck","235","Cyprus","41",,,,
,,,,"Nakayama, T.","90",,,,,,,"Cancer Letters","218","Neoplasms","6971","University of Pennsylvania Perelman School of Medicine","445","Natural Science Foundation of Zhejiang Province","234","Lithuania","38",,,,
,,,,"Sentman, C.L.","90",,,,,,,"Cellular And Molecular Immunology","218","CD8 Antigen","6912","UT Southwestern Medical Center","443","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","232","Peru","33",,,,
,,,,"Bonavida, B.","89",,,,,,,"Biochemical And Biophysical Research Communications","217","Mice, Inbred C57BL","6737","Università degli Studi di Milano","441","National Institute on Drug Abuse","230","Russia","32",,,,
,,,,"Carosella, E.D.","89",,,,,,,"Annals Of The New York Academy Of Sciences","215","Immunohistochemistry","6691","Emory University School of Medicine","439","Roche","230","Ghana","31",,,,
,,,,"Perussia, B.","89",,,,,,,"Cytotherapy","215","CD4 Antigen","6652","Massachusetts Institute of Technology","439","Chinese Academy of Sciences","228","Iceland","29",,,,
,,,,"Rezvani, K.","89",,,,,,,"Journal Of Immunology Research","209","CD56 Antigen","6579","Université McGill","435","Cancer Research UK","227","Gambia","28",,,,
,,,,"Spits, H.","89",,,,,,,"Methods In Molecular Biology","209","Peripheral Blood Mononuclear Cell","6509","Institut de Cancerologie Gustave Roussy","430","Fondation pour la Recherche Médicale","227","Türkiye","28",,,,
,,,,"Chouaib, S.","88",,,,,,,"Tissue Antigens","208","Neutrophil","6422","The University of Alabama at Birmingham","428","Jiangsu Provincial Department of Science and Technology","225","Estonia","27",,,,
,,,,"Fischer, A.","87",,,,,,,"British Journal Of Cancer","207","Monoclonal Antibody","6345","Eberhard Karls Universität Tübingen","424","Beijing Municipal Science and Technology Commission, Adminitrative Commission of Zhongguancun Science Park","222","Gabon","24",,,,
,,,,"Mace, E.M.","87",,,,,,,"Trends In Immunology","202","Drug Effect","6320","West China School of Medicine/West China Hospital of Sichuan University","411","Howard Hughes Medical Institute","222","Latvia","23",,,,
,,,,"Multhoff, G.","87",,,,,,,"Cancer","201","Interleukin 12","6232","Universidade de São Paulo","405","Natural Sciences and Engineering Research Council of Canada","220","Uruguay","23",,,,
,,,,"Trowsdale, J.","87",,,,,,,"Science","196","T Lymphocyte Activation","6221","Universität Heidelberg","405","Fundação para a Ciência e a Tecnologia","217","Bosnia and Herzegovina","22",,,,
,,,,"Colucci, F.","86",,,,,,,"Experimental Hematology","190","Natural Killer Cells","6055","Peter Maccallum Cancer Centre","405","Natural Science Foundation of Beijing Municipality","217","Georgia","22",,,,
,,,,"Biron, C.A.","85",,,,,,,"Clinical Immunology And Immunopathology","189","Procedures","5951","University of Science and Technology of China","401","Bill and Melinda Gates Foundation","216","Yugoslavia","20",,,,
,,,,"Falco, M.","84",,,,,,,"Frontiers In Cellular And Infection Microbiology","189","Lymphocyte","5825","Hôpital Necker Enfants Malades","399","Natural Science Foundation of Jiangsu Province","216","Tanzania","19",,,,
,,,,"Ashkar, A.A.","82",,,,,,,"Frontiers In Cell And Developmental Biology","181","Tumor Immunity","5743","Erasmus MC","397","National Institute for Health and Care Research","212","Uzbekistan","18",,,,
,,,,"Djeu, J.Y.","82",,,,,,,"International Journal Of Hematology","180","Cytokine Release","5711","The University of Queensland","395","Pfizer","212","Azerbaijan","17",,,,
,,,,"Hellstrand, K.","82",,,,,,,"Leukemia Research","171","Cell Culture","5593","Sorbonne Université","394","Basic and Applied Basic Research Foundation of Guangdong Province","211","Oman","17",,,,
,,,,"Höglund, P.","82",,,,,,,"Medicine United States","170","Immunosuppressive Treatment","5589","University of Wisconsin-Madison","391","National Institute of Child Health and Human Development","210","Sudan","17",,,,
,,,,"Ben-Eliyahu, S.","81",,,,,,,"Immunologic Research","168","CD3 Antigen","5563","Shanghai Jiao Tong University","387","U.S. Department of Veterans Affairs","209","Algeria","16",,,,
,,,,"Carson, W.E.","81",,,,,,,"Veterinary Immunology And Immunopathology","167","Cell Infiltration","5549","Centre d’Immunologie de Marseille-Luminy","387","Ministry of Education","206","Malawi","16",,,,
,,,,"Strominger, J.L.","81",,,,,,,"Journal Of Hepatology","165","Cytology","5543","Hôpital Saint-Louis","386","Fundação de Amparo à Pesquisa do Estado de São Paulo","204","Mali","16",,,,
,,,,"Velardi, A.","81",,,,,,,"American Journal Of Pathology","164","Immunophenotyping","5503","Duke University Medical Center","386","National Institute of Dental and Craniofacial Research","202","Philippines","16",,,,
,,,,"Walzer, T.","80",,,,,,,"American Journal Of Transplantation","162","Neoplasm","5353","Shandong University","384","Association pour la Recherche sur le Cancer","201","Armenia","15",,,,
,,,,"Anderson, S.K.","79",,,,,,,"Journal Of Cellular And Molecular Medicine","162","Physiology","5336","Technische Universität München","381","Ministério da Educação e Ciência","200","Ecuador","15",,,,
,,,,"Kroemer, G.","79",,,,,,,"BMC Cancer","160","Overall Survival","5216","The University of Chicago","381","Horizon 2020","196","Palestine","15",,,,
,,,,"Münz, C.","79",,,,,,,"Cytokine","159","Interleukin 4","5185","Kyoto University","378","AstraZeneca","195","Sri Lanka","14",,,,
,,,,"Kent, S.J.","77",,,,,,,"Molecular Therapy","159","Down Regulation","5058","The University of North Carolina at Chapel Hill","374","Novartis","194","Benin","13",,,,
,,,,"Riccardi, C.","77",,,,,,,"Cancer Science","156","Enzyme Linked Immunosorbent Assay","5020","Emory University","372","Gilead Sciences","190","Bahrain","12",,,,
,,,,"Solana, R.","77",,,,,,,"Blood Advances","155","Immunity","4962","Nanjing Medical University","371","Ministry of Science and Technology, Taiwan","185","Monaco","12",,,,
,,,,"Young, H.A.","77",,,,,,,"Immunopharmacology And Immunotoxicology","155","In Vivo Study","4931","Universitetet i Oslo","370","American Heart Association","180","Nepal","12",,,,
,,,,"Björkström, N.K.","76",,,,,,,"Oncology Letters","155","Tumor Growth","4924","The University of Tokyo","370","Fonds Wetenschappelijk Onderzoek","179","Puerto Rico","12",,,,
,,,,"Kabelitz, D.","76",,,,,,,"Biotherapy","154","NK Cells","4898","Université Paris-Saclay","370","National Institute on Alcohol Abuse and Alcoholism","178","Zambia","12",,,,
,,,,"Melero, I.","76",,,,,,,"Frontiers In Endocrinology","154","Cell Line, Tumor","4873","University of Michigan Medical School","367","Science, Technology and Innovation Commission of Shenzhen Municipality","176","Costa Rica","11",,,,
,,,,"Steinle, A.","76",,,,,,,"Journal Of The National Cancer Institute","154","Prognosis","4853","Medizinische Universität Wien","363","Australian Research Council","175","Malta","11",,,,
,,,,"Casanova, J.L.","75",,,,,,,"Vaccine","152","Drug Efficacy","4810","University of Colorado School of Medicine","360","Israel Science Foundation","175","Senegal","11",,,,
,,,,"Sun, R.","75",,,,,,,"Journal Of Investigative Dermatology","150","Lymphocytes","4799","Università degli Studi di Torino","357","Ministerio de Ciencia e Innovación","173","Syrian Arab Republic","11",,,,
,,,,"Klein, E.","74",,,,,,,"Natural Immunity And Cell Growth Regulation","150","Support, Non-U.S. Gov't","4789","UT Southwestern Medical School","357","Institut National Du Cancer","171","Burkina Faso","10",,,,
,,,,"Pawelec, G.","74",,,,,,,"World Journal Of Gastroenterology","149","Lymphocyte Count","4700","Boston Children's Hospital","357","Nederlandse Organisatie voor Wetenschappelijk Onderzoek","170","Cameroon","10",,,,
,,,,"Norman, P.J.","73",,,,,,,"Biomedicine And Pharmacotherapy","148","Blood","4694","The University of British Columbia","352","Burroughs Wellcome Fund","165","Panama","10",,,,
,,,,"Santoni, A.","73",,,,,,,"Seminars In Immunology","147","Spleen","4693","University of Toronto Faculty of Medicine","350","National Eye Institute","163","Zimbabwe","10",,,,
,,,,"Ullrich, E.","73",,,,,,,"Life Sciences","144","T Lymphocyte Subpopulation","4680","University of Colorado Anschutz Medical Campus","347","Austrian Science Fund","162","Czechoslovakia","9",,,,
,,,,"Vieillard, V.","73",,,,,,,"FASEB Journal","143","CD8-Positive T-Lymphocytes","4672","Radboud University Medical Center","344","Consejo Nacional de Ciencia y Tecnología","160","Germany (Democratic Republic, DDR)","9",,,,
,,,,"Campbell, K.S.","72",,,,,,,"Current Topics In Microbiology And Immunology","142","Cells, Cultured","4658","China Medical University Shenyang","343","University of California","159","Cambodia","8",,,,
,,,,"Ferlazzo, G.","72",,,,,,,"American Journal Of Hematology","141","Cell Function","4629","Tianjin Medical University","337","Federación Española de Enfermedades Raras","156","North Macedonia","8",,,,
,,,,"Porgador, A.","72",,,,,,,"Biomolecules","141","Tumor Associated Leukocyte","4608","Klinikum der Universität München","336","Cancer Prevention and Research Institute of Texas","152","Trinidad and Tobago","8",,,,
,,,,"Sun, R.","72",,,,,,,"Cell","138","T Lymphocyte Receptor","4576","Anhui Medical University","334","Guangzhou Science, Technology and Innovation Commission","150","Bolivia","7",,,,
,,,,"Brooks, A.G.","71",,,,,,,"Immunological Investigations","138","Lymphocyte Subpopulation","4555","Universitätsklinikum Hamburg-Eppendorf","333","National Major Science and Technology Projects of China","145","Mongolia","7",,,,
,,,,"Loughran, T.P.","71",,,,,,,"Immunotherapy","138","Tumor Necrosis Factor Alpha","4500","University of Texas Health Science Center at Houston","333","GlaxoSmithKline","142","Papua New Guinea","7",,,,
,,,,"Mavilio, D.","71",,,,,,,"Biomed Research International","137","Cell Activation","4479","University Medical Center Utrecht","333","Norges Forskningsråd","142","Cote d'Ivoire","6",,,,
,,,,"Semenzato, G.","71",,,,,,,"British Journal Of Dermatology","137","Antigen Expression","4402","Amsterdam UMC - University of Amsterdam","332","China Scholarship Council","140","Guatemala","6",,,,
,,,,"Bensussan, A.","70",,,,,,,"Journal Of Clinical Medicine","137","Adolescent","4396","The Ohio State University Comprehensive Cancer Center","332","Chinese Academy of Meteorological Sciences","140","Guinea","6",,,,
,,,,"Nagler, A.","70",,,,,,,"Jci Insight","134","Interleukin 15","4382","The University of Sydney","331","Science and Technology Department of Sichuan Province","139","Jamaica","5",,,,
,,,,"Hayakawa, Y.","69",,,,,,,"AIDS","133","Interleukin-2","4343","University of Michigan, Ann Arbor","331","Department of Science and Technology of Hunan Province","134","Saint Kitts and Nevis","5",,,,
,,,,"Seki, S.","69",,,,,,,"Annals Of Hematology","131","Messenger RNA","4317","University of Chinese Academy of Sciences","330","Fonds de Recherche du Québec - Santé","127","Democratic Republic Congo","4",,,,
,,,,"Vacca, P.","69",,,,,,,"International Journal Of Biological Macromolecules","131","Programmed Death 1 Ligand 1","4314","Tehran University of Medical Sciences","330","National Institute for Health Research","126","Guinea-Bissau","4",,,,
,,,,"Borrego, F.","68",,,,,,,"Nature Medicine","131","Child","4300","University of Washington School of Medicine","328","H2020 Excellent Science","125","Afghanistan","3",,,,
,,,,"Chaouat, G.","68",,,,,,,"Frontiers In Microbiology","130","Natural Killer Cell Receptor NKG2D","4285","National University of Singapore","327","Department of Education and Training","123","Albania","3",,,,
,,,,"Okamura, H.","68",,,,,,,"Gastroenterology","129","Biological Marker","4265","Guangzhou Medical University","326","Korea Health Industry Development Institute","123","Barbados","3",,,,
,,,,"Rolstad, B.","68",,,,,,,"Journal Of Experimental And Clinical Cancer Research","128","Th1 Cell","4212","Universität Freiburg","323","NIH Office of the Director","123","Botswana","3",,,,
,,,,"Verneris, M.R.","68",,,,,,,"Mediators Of Inflammation","128","Cancer Survival","4180","Universität Zürich","321","Russian Science Foundation","122","Congo","3",,,,
,,,,"Leibson, P.J.","67",,,,,,,"Journal Of Cancer Research And Clinical Oncology","127","Immunoregulation","4178","KU Leuven","320","Stiftelsen för Strategisk Forskning","122","Dominican Republic","3",,,,
,,,,"Netea, M.G.","67",,,,,,,"Journal Of Medical Virology","127","CD16 Antigen","4169","Tel Aviv University","318","U.S. Department of Agriculture","122","Laos","3",,,,
,,,,"Whalen, M.M.","67",,,,,,,"Science Translational Medicine","127","Antineoplastic Agent","4163","University of Montreal","318","Ministry of Education, Science and Technology","121","Libya","3",,,,
