Scopus refine results values

"Your query : (TITLE-ABS-KEY(""Cancer Vaccin*"") AND DOCTYPE(re))"


Number of results : 9165

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Banchereau, J.","15",,,,,,,"Journal Of Controlled Release","30","Cancer Therapy","1025","Huazhong University of Science and Technology","47","Science and Technology Department of Zhejiang Province","29","United Arab Emirates","15",,,,
,,,,"Dranoff, G.","15",,,,,,,"World Journal Of Gastroenterology","30","Antigen Presenting Cell","1022","University of Oxford","47","Chinese Academy of Sciences","28","Slovenia","13",,,,
,,,,"Durrant, L.G.","15",,,,,,,"Biotherapy","29","Dendritic Cells","1006","UCSF School of Medicine","47","Ministério da Educação e Ciência","28","Bangladesh","12",,,,
,,,,"Figdor, C.G.","15",,,,,,,"Clinical And Developmental Immunology","29","Drug Safety","1000","Stanford University School of Medicine","47","Natural Science Foundation of Zhejiang Province","28","Ukraine","12",,,,
,,,,"Forni, G.","15",,,,,,,"Bulletin Du Cancer","27","Treatment Outcome","973","Université Paris Cité","47","Amgen","27","Macao","11",,,,
,,,,"Mittendorf, E.A.","15",,,,,,,"Cancer Treatment And Research","27","Cancer Radiotherapy","954","University of Toronto","46","Institut National Du Cancer","26","Nigeria","11",,,,
,,,,"Oka, Y.","15",,,,,,,"Nippon Rinsho Japanese Journal Of Clinical Medicine","27","Adoptive Immunotherapy","939","Charité – Universitätsmedizin Berlin","46","Melanoma Research Alliance","26","Chile","10",,,,
,,,,"Okada, H.","15",,,,,,,"Journal Of Translational Medicine","26","Drug Targeting","938","Radboud University Medical Center","45","Department of Health and Aged Care, Australian Government","25","Cyprus","10",,,,
,,,,"Tagliamonte, M.","15",,,,,,,"Medical Oncology","26","Genetics","931","Zhejiang University","45","Leukemia and Lymphoma Society","25","Slovakia","10",,,,
,,,,"Tornesello, M.L.","15",,,,,,,"Journal Of Immunology Research","25","Drug Delivery System","918","Central South University","45","Science and Technology Department of Sichuan Province","25","Bulgaria","9",,,,
,,,,"Dalgleish, A.","14",,,,,,,"Trends In Immunology","25","Immunomodulation","895","Istituto Nazionale Tumori IRCCS - Fondazione G Pascale, Napoli","45","Natural Sciences and Engineering Research Council of Canada","24","Croatia","9",,,,
,,,,"Knutson, K.L.","14",,,,,,,"Archivum Immunologiae Et Therapiae Experimentalis","24","Cyclophosphamide","884","Emory University","44","Genentech","23","Indonesia","9",,,,
,,,,"Lollini, P.L.","14",,,,,,,"Cancer Research","24","Immune System","881","Fudan University","44","Institut National de la Santé et de la Recherche Médicale","23","Lithuania","9",,,,
,,,,"Rivoltini, L.","14",,,,,,,"Pharmacology And Therapeutics","24","Signal Transduction","880","National and Kapodistrian University of Athens","44","Fonds Wetenschappelijk Onderzoek","22","Morocco","8",,,,
,,,,"Sahin, U.","14",,,,,,,"Current Gene Therapy","23","Metabolism","878","Northwestern University Feinberg School of Medicine","43","Japan Agency for Medical Research and Development","22","Colombia","5",,,,
,,,,"Wang, E.","14",,,,,,,"International Journal Of Oncology","23","Phase 2 Clinical Trial (topic)","877","Thomas Jefferson University","43","GlaxoSmithKline","21","Ecuador","5",,,,
,,,,"van der Burg, S.H.","14",,,,,,,"Anticancer Research","22","Cytokine","876","Washington University School of Medicine in St. Louis","42","Science and Technology Commission of Shanghai Municipality","21","Uzbekistan","5",,,,
,,,,"Avigan, D.","13",,,,,,,"Biodrugs","22","Pathology","874","The University of Queensland","42","Tabriz University of Medical Sciences","21","Latvia","4",,,,
,,,,"Baxevanis, C.N.","13",,,,,,,"Cancer","22","Cytotoxic T Lymphocyte Antigen 4","865","Duke University School of Medicine","41","Congressionally Directed Medical Research Programs","20","Serbia","4",,,,
,,,,"Berzofsky, J.A.","13",,,,,,,"Immunology Letters","22","Vaccines","865","Penn Medicine","41","Guangdong Provincial Department of Science and Technology","20","Uruguay","4",,,,
,,,,"Brossart, P.","13",,,,,,,"Leukemia And Lymphoma","22","Protein Expression","864","Beth Israel Deaconess Medical Center","41","Ministero dell’Istruzione, dell’Università e della Ricerca","20","Ethiopia","3",,,,
,,,,"Dalgleish, A.G.","13",,,,,,,"Biomed Research International","21","Regulatory T Lymphocyte","858","AP-HP Assistance Publique - Hopitaux de Paris","40","Department of Science and Technology of Hunan Province","19","Georgia","3",,,,
,,,,"Fox, B.A.","13",,,,,,,"Lancet Oncology","21","DNA Vaccine","855","Sidney Kimmel Medical College","40","Department of Science and Technology, Ministry of Science and Technology, India","19","Ghana","3",,,,
,,,,"Gajewski, T.F.","13",,,,,,,"Nature Reviews Drug Discovery","21","Metastasis","848","Université de Lausanne UNIL","39","Fondation pour la Recherche Médicale","19","Kazakhstan","3",,,,
,,,,"Knuth, A.","13",,,,,,,"Nature Reviews Immunology","21","Gamma Interferon","824","Tongji Medical College of Huazhong University of Science and Technology","39","Ministry of Science and Technology, Taiwan","19","Kenya","3",,,,
,,,,"Koido, S.","13",,,,,,,"Oncogene","21","Bevacizumab","805","Karolinska Institutet","39","National Center for Research Resources","19","Nepal","3",,,,
,,,,"Kwak, L.W.","13",,,,,,,"Oncoimmunology","21","CD4+ T Lymphocyte","805","University of Melbourne","39","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","19","Peru","3",,,,
,,,,"Nemunaitis, J.","13",,,,,,,"Trends In Cancer","21","Natural Killer Cell","804","Duke Cancer Institute","38","Breast Cancer Research Foundation","18","Uganda","3",,,,
,,,,"Rosenberg, S.A.","13",,,,,,,"Cancer Journal United States","20","Phase 1 Clinical Trial (topic)","795","University of Chinese Academy of Sciences","38","Bundesministerium für Bildung und Forschung","18","Belarus","2",,,,
,,,,"Sonpavde, G.","13",,,,,,,"Cellular And Molecular Life Sciences","20","Female","786","Università degli Studi di Milano","38","Cancer Prevention and Research Institute of Texas","18","Bosnia and Herzegovina","2",,,,
,,,,"Tsuboi, A.","13",,,,,,,"Expert Opinion On Therapeutic Patents","20","Programmed Death 1 Ligand 1","785","Fred Hutchinson Cancer Center","38","Department of Science and Technology of Shandong Province","18","Brunei Darussalam","2",,,,
,,,,"Wu, C.J.","13",,,,,,,"International Reviews Of Immunology","20","Peptide Vaccine","782","Medizinische Universität Wien","37","Deutsche Krebshilfe","18","Costa Rica","2",,,,
,,,,"Antonarakis, E.S.","12",,,,,,,"Journal Of Biomedicine And Biotechnology","20","Paclitaxel","778","Cleveland Clinic Foundation","37","Eli Lilly and Company","18","Iceland","2",,,,
,,,,"Baradaran, B.","12",,,,,,,"Journal Of Clinical Investigation","20","Clinical Trial (topic)","771","University of Southern California","37","Ministry of Science, ICT and Future Planning","18","Kuwait","2",,,,
,,,,"Doehn, C.","12",,,,,,,"Journal Of Neuro Oncology","20","Molecularly Targeted Therapy","770","Università degli Studi di Padova","36","U.S. Army","18","Panama","2",,,,
,,,,"Hung, C.F.","12",,,,,,,"Onkologe","20","Innate Immunity","766","Duke University","36","U.S. Army Medical Command","18","Rwanda","2",,,,
,,,,"Morton, D.L.","12",,,,,,,"Theranostics","20","Colorectal Cancer","751","Ludwig Institute for Cancer Research Lausanne","36","Association pour la Recherche sur le Cancer","17","Viet Nam","2",,,,
,,,,"Palucka, A.K.","12",,,,,,,"Advanced Healthcare Materials","19","Unindexed Drug","749","Istituto Europeo di Oncologia","36","National Institute of Biomedical Imaging and Bioengineering","17","Zimbabwe","2",,,,
,,,,"Papamichail, M.","12",,,,,,,"Current Opinion In Urology","19","Tumor Associated Leukocyte","748","Emory University School of Medicine","35","Natural Science Foundation of Guangdong Province","17","Afghanistan","1",,,,
,,,,"Reardon, D.A.","12",,,,,,,"Expert Review Of Clinical Immunology","19","Adaptive Immunity","747","CNRS Centre National de la Recherche Scientifique","35","Wellcome Trust","17","Albania","1",,,,
,,,,"Restifo, N.P.","12",,,,,,,"Journal Of Experimental And Clinical Cancer Research","19","Immunosuppressive Treatment","731","University of Michigan Medical School","35","Chinese Academy of Meteorological Sciences","16","Algeria","1",,,,
,,,,"Rosenblatt, J.","12",,,,,,,"Pharmaceuticals","19","Malignant Neoplasm","730","Mashhad University of Medical Sciences","34","National Institute of Dental and Craniofacial Research","16","Bhutan","1",,,,
,,,,"Svane, I.M.","12",,,,,,,"Urologic Oncology Seminars And Original Investigations","19","Cisplatin","722","The Ohio State University","34","National Institute of Diabetes and Digestive and Kidney Diseases","16","Botswana","1",,,,
,,,,"Vonderheide, R.H.","12",,,,,,,"Wiley Interdisciplinary Reviews Nanomedicine And Nanobiotechnology","19","Antigen Presentation","721","Northwestern University","34","Natural Science Foundation of Shandong Province","16","Cote d'Ivoire","1",,,,
,,,,"Amato, R.J.","11",,,,,,,"Anti Cancer Agents In Medicinal Chemistry","18","Antineoplastic Agents","719","Ludwig-Maximilians-Universität München","34","Bayer","15","Estonia","1",,,,
,,,,"Berneman, Z.N.","11",,,,,,,"Cancer Science","18","Gene Therapy","697","Amsterdam UMC - Vrije Universiteit Amsterdam","33","China Scholarship Council","15","Kyrgyzstan","1",,,,
,,,,"Chaput, N.","11",,,,,,,"Cytotherapy","18","Phase 3 Clinical Trial (topic)","697","Princess Margaret Cancer Centre","33","Generalitat de Catalunya","15","Libya","1",,,,
,,,,"Clay, T.M.","11",,,,,,,"Neurosurgery Clinics Of North America","18","T-Lymphocytes","690","Alma Mater Studiorum Università di Bologna","33","Natural Science Foundation of Beijing Municipality","15","Luxembourg","1",,,,
,,,,"Czerniecki, B.J.","11",,,,,,,"Cancer Gene Therapy","17","Doxorubicin","676","Shanghai Jiao Tong University School of Medicine","33","Natural Science Foundation of Jiangsu Province","15","Macedonia","1",,,,
,,,,"Dhodapkar, M.V.","11",,,,,,,"Drugs Of The Future","17","Apoptosis","675","The Ohio State University Comprehensive Cancer Center","32","Sanofi","15","Monaco","1",,,,
,,,,"Galluzzi, L.","11",,,,,,,"Expert Opinion On Pharmacotherapy","17","Programmed Death 1 Receptor","672","Cornell University","32","Conselho Nacional de Desenvolvimento Científico e Tecnológico","14","Mozambique","1",,,,
,,,,"Greten, T.F.","11",,,,,,,"Immunology","17","Clinical Trials As Topic","658","University of Miami Leonard M. Miller School of Medicine","32","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","14","Philippines","1",,,,
,,,,"Jocham, D.","11",,,,,,,"Journal Of Cancer","17","Glioblastoma","654","The University of North Carolina at Chapel Hill","32","Department of Biotechnology, Ministry of Science and Technology, India","14","Sri Lanka","1",,,,
,,,,"Lundstrom, K.","11",,,,,,,"Journal Of Immunotherapy","17","Carcinogenesis","637","Hôpital Européen Georges-Pompidou","32","Johnson and Johnson","14","Sudan","1",,,,
,,,,"Oji, Y.","11",,,,,,,"Journal Of Leukocyte Biology","17","T Lymphocyte Activation","631","Sorbonne Université","31","Ludwig Institute for Cancer Research","14","Tunisia","1",,,,
,,,,"Ott, P.A.","11",,,,,,,"Oncology","17","Progression Free Survival","629","Albert Einstein College of Medicine","31","National Major Science and Technology Projects of China","14","Venezuela","1",,,,
,,,,"Overwijk, W.W.","11",,,,,,,"Viruses","17","Treatment Response","625","Universitätsklinikum Heidelberg","31","Science, Technology and Innovation Commission of Shenzhen Municipality","14","Yugoslavia","1",,,,
,,,,"Perez, S.A.","11",,,,,,,"Biomedicines","16","Immunological Tolerance","620","Imperial College London","31","Beijing Municipal Science and Technology Commission, Adminitrative Commission of Zhongguancun Science Park","13","Undefined","164",,,,
,,,,"Rammensee, H.G.","11",,,,,,,"Cancer Chemotherapy And Biological Response Modifiers","16","Cancer Growth","609","National University of Singapore","31","Fundação de Amparo à Pesquisa do Estado de São Paulo","13",,,,,,
,,,,"Rezaei, N.","11",,,,,,,"Current Molecular Medicine","16","Advanced Cancer","597","University College London","31","Jiangsu Provincial Department of Science and Technology","13",,,,,,
,,,,"Wolchok, J.D.","11",,,,,,,"Expert Opinion On Drug Delivery","16","Cancer Combination Chemotherapy","592","St George’s, University of London","31","Natural Science Foundation of Hunan Province","13",,,,,,
,,,,"Anderson, K.C.","10",,,,,,,"Journal Of Cancer Research And Clinical Oncology","16","Gemcitabine","592","Zhengzhou University","30","Parker Institute for Cancer Immunotherapy","13",,,,,,
,,,,"Apetoh, L.","10",,,,,,,"Journal Of Nanobiotechnology","16","Male","587","UniversitatsSpital Zurich","30","Prostate Cancer Foundation","13",,,,,,
,,,,"Batra, S.K.","10",,,,,,,"Leukemia","16","Docetaxel","586","The University of Alabama at Birmingham","30","AbbVie","12",,,,,,
,,,,"Ciliberto, G.","10",,,,,,,"Molecular Therapy","16","Tumor Growth","586","Johannes Gutenberg-Universität Mainz","30","Auris Health","12",,,,,,
,,,,"Clifton, G.T.","10",,,,,,,"Signal Transduction And Targeted Therapy","16","Cancer Patient","585","McMaster University","30","Boehringer Ingelheim","12",,,,,,
,,,,"Coulie, P.G.","10",,,,,,,"Cancer And Metastasis Reviews","15","Trastuzumab","582","Kurume University School of Medicine","29","Cancer Council Australia","12",,,,,,
,,,,"De Vries, I.J.M.","10",,,,,,,"Current Topics In Medicinal Chemistry","15","Fluorouracil","578","University of South Florida, Tampa","29","Cancéropôle Ile de France","12",,,,,,
,,,,"Galon, J.","10",,,,,,,"Frontiers In Pharmacology","15","Interleukin 12","576","University of Washington School of Medicine","29","Celgene","12",,,,,,
,,,,"Ghiringhelli, F.","10",,,,,,,"Life Sciences","15","Alpha Interferon","575","Columbia University","29","Department of Science and Technology of Sichuan Province","12",,,,,,
,,,,"Kalinski, P.","10",,,,,,,"Nanomedicine","15","Pancreas Cancer","575","Peter Maccallum Cancer Centre","29","Eisai","12",,,,,,
,,,,"Lotze, M.T.","10",,,,,,,"Nihon Rinsho Japanese Journal Of Clinical Medicine","15","Immunocompetent Cell","560","Broad Institute","28","Fondation de France","12",,,,,,
,,,,"Marabelle, A.","10",,,,,,,"Oncologist","15","Combined Modality Therapy","552","University of Pittsburgh Medical Center","28","MedImmune","12",,,,,,
,,,,"Nanni, P.","10",,,,,,,"Trends In Molecular Medicine","15","Cancer Staging","550","UT Southwestern Medical Center","28","Ministry of Health and Welfare","12",,,,,,
,,,,"Nitti, D.","10",,,,,,,"Cancer Cell","14","Atezolizumab","548","Southern Medical University","27","Shanghai Municipal Education Commission","12",,,,,,
,,,,"Paterson, Y.","10",,,,,,,"Cancer Cell International","14","Drug Mechanism","545","University of Oxford Medical Sciences Division","27","University of Texas MD Anderson Cancer Center","12",,,,,,
,,,,"Petrizzo, A.","10",,,,,,,"Cancer Investigation","14","Cell Therapy","535","Cancer Research UK","27","West China Hospital, Sichuan University","12",,,,,,
,,,,"Raez, L.E.","10",,,,,,,"Current Cancer Therapy Reviews","14","Tumor Cell","529","The Ohio State University Wexner Medical Center","27","Chinese Academy of Medical Sciences","11",,,,,,
,,,,"Sondak, V.K.","10",,,,,,,"European Journal Of Cancer","14","Adoptive Transfer","528","Providence Health System in Oregon","27","Foundation for the National Institutes of Health","11",,,,,,
,,,,"Srivastava, P.K.","10",,,,,,,"Frontiers In Bioscience","14","Durvalumab","528","Università degli Studi di Napoli Federico II","27","Fundación Científica Asociación Española Contra el Cáncer","11",,,,,,
,,,,"Tarhini, A.A.","10",,,,,,,"Frontiers In Cell And Developmental Biology","14","Ovary Cancer","528","Mayo Clinic Graduate School of Biomedical Sciences","27","Kræftens Bekæmpelse","11",,,,,,
,,,,"Wang, X.Y.","10",,,,,,,"Human Vaccines","14","Lung Cancer","522","Monash University","27","Labex Immuno-Oncology","11",,,,,,
,,,,"Adema, G.J.","9",,,,,,,"Immunologic Research","14","Clinical Trials","521","Barts and The London School of Medicine and Dentistry","27","Merck KGaA","11",,,,,,
,,,,"Agarwala, S.S.","9",,,,,,,"Nano Today","14","Cancer Cell","520","Iran University of Medical Sciences","27","Merck Sharp and Dohme","11",,,,,,
,,,,"Belardelli, F.","9",,,,,,,"Pathology Research And Practice","14","Cell Proliferation","514","University of Michigan, Ann Arbor","27","Natural Science Foundation of Hunan Province","11",,,,,,
,,,,"Bilusic, M.","9",,,,,,,"Urologic Clinics Of North America","14","Prognosis","514","Sapienza Università di Roma","27","Russian Science Foundation","11",,,,,,
,,,,"Castro, M.G.","9",,,,,,,"Acta Pharmaceutica Sinica B","13","Oncolytic Virus","512","Xiangya Hospital Central South University","27","Sichuan Province Science and Technology Support Program","11",,,,,,
,,,,"Celis, E.","9",,,,,,,"British Journal Of Cancer","13","Nanoparticle","509","China Medical University Shenyang","26","Takeda Pharmaceutical Company","11",,,,,,
,,,,"Eggermont, A.M.M.","9",,,,,,,"Chinese Clinical Oncology","13","Multimodality Cancer Therapy","507","University of Nebraska Medical Center","26","University of Texas System","11",,,,,,
,,,,"Fong, L.","9",,,,,,,"Drugs","13","Placebo","507","Technische Universität München","26","V Foundation for Cancer Research","11",,,,,,
,,,,"Gridelli, C.","9",,,,,,,"European Journal Of Immunology","13","Immunotherapy, Adoptive","496","NYU Grossman School of Medicine","26","Wilhelm Sander-Stiftung","11",,,,,,
,,,,"Hodi, F.S.","9",,,,,,,"Expert Opinion On Emerging Drugs","13","T Lymphocyte Receptor","492","School of Medicine","26","American Association for Cancer Research","10",,,,,,
