Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""NK therap*"") OR TITLE-ABS-KEY(""Natural Killer Cel*"") OR TITLE-ABS-KEY(""Killer Cells, Natural"")) AND AFFILCOUNTRY(Iran) AND DOCTYPE(ar))"


Number of results : 503

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"2015","22","Hamidieh, A.A.","10","Veterinary","7",,,,,"Iranian Biomedical Journal","5","Killer Cells, Natural","172","Pasteur Institute of Iran","28","Shiraz Institute for Cancer Research, Shiraz University of Medical Sciences","11","Belgium","9",,,,
,,"2014","14","Aghebati-Maleki, L.","9","Materials Science","6",,,,,"Iranian Journal Of Kidney Diseases","5","Immunology","153","Iranian Academic Center for Education, Culture and Research","28","Tarbiat Modares University","11","Turkey","9",,,,
,,"2013","18","Mahmoudi, M.","9","Mathematics","6",,,,,"Tehran University Medical Journal","5","Metabolism","133","Shiraz Institute for Cancer Research SUMS","28","Iran University of Medical Sciences","9","India","8",,,,
,,"2012","8","Aghamohammadi, A.","8","Chemistry","5",,,,,"Experimental And Clinical Transplantation","4","Genetics","118","Mashhad University of Medical Sciences","26","National Institute of Allergy and Infectious Diseases","9","Netherlands","7",,,,
,,"2011","16","Ahmadvand, M.","8","Dentistry","3",,,,,"Iranian Journal Of Basic Medical Sciences","4","Nonhuman","114","School of Medicine, Isfahan UMS","26","Mashhad University of Medical Sciences","8","Japan","6",,,,
,,"2010","10","Ashouri, E.","8","Economics, Econometrics and Finance","3",,,,,"Journal Of Cellular Biochemistry","4","Protein Expression","111","Karolinska Institutet","24","Mazandaran University of Medical Sciences","8","Qatar","6",,,,
,,"2009","8","Azizi, G.","8","Environmental Science","3",,,,,"Journal Of Cellular Physiology","4","Clinical Article","106","Stem Cell Research Center","23","Ahvaz Jundishapur University of Medical Sciences","7","South Korea","6",,,,
,,"2008","6","Erfani, N.","8","Energy","2",,,,,"Journal Of Clinical Immunology","4","Unclassified Drug","106","Research Center for Immunodeficiencies","22","Bundesministerium für Bildung und Forschung","7","Austria","5",,,,
,,"2007","9","Hadjati, J.","8","Nursing","2",,,,,"Journal Of Mazandaran University Of Medical Sciences","4","Priority Journal","98","National Research Institute of Tuberculosis and Lung Disease Tehran","21","Drug Applied Research Center, Tabriz University of Medical Sciences","6","Poland","5",,,,
,,"2006","7","Hassan, Z.M.","8","Social Sciences","2",,,,,"Plos One","4","Gamma Interferon","95","University of Tehran","21","Horizon 2020 Framework Programme","6","Switzerland","5",,,,
,,"2005","2","Mahdaviani, S.A.","8","Health Professions","1",,,,,"Tissue Antigens","4","Major Clinical Study","93","Karolinska Universitetssjukhuset","20","Institut National de la Santé et de la Recherche Médicale","6","Norway","4",,,,
,,"2004","2","Mahmoudi, M.","8","Physics and Astronomy","1",,,,,"Transplant Immunology","4","Cytotoxicity","86","Mazandaran University of Medical Sciences","19","Kerman University of Medical Sciences","6","Colombia","3",,,,
,,"2003","3","Parvaneh, N.","8","Psychology","1",,,,,"Advanced Pharmaceutical Bulletin","3","CD56 Antigen","81","Ahvaz Jundishapur University of Medical Sciences","19","Ministry of Education","6","Egypt","3",,,,
,,"2002","5","Tajik, N.","8",,,,,,,"American Journal Of Reproductive Immunology","3","Middle Aged","78","Faculty of Medicine","19","National Center for Advancing Translational Sciences","6","Russian Federation","3",,,,
,,,,"Abel, L.","7",,,,,,,"Asian Pacific Journal Of Cancer Prevention","3","Immune Response","77","Alborz University of Medical Sciences","19","National Research Foundation of Korea","6","Saudi Arabia","3",,,,
,,,,"Asgarian-Omran, H.","7",,,,,,,"BMC Cancer","3","T Lymphocyte","76","Zanjan University of Medical Sciences ZUMS","16","Agence Nationale de la Recherche","5","Tunisia","3",,,,
,,,,"Barani, S.","7",,,,,,,"Bratislava Medical Journal","3","Gene Expression","75","Hematology, Oncology and Stem Cell Transplantation Research Center","16","Canadian Institutes of Health Research","5","Iraq","2",,,,
,,,,"Behfar, M.","7",,,,,,,"Cytokine","3","Enzyme Linked Immunosorbent Assay","72","School of Advanced Technologies in Medicine","16","Deutsche Forschungsgemeinschaft","5","Israel","2",,,,
,,,,"Farjadian, S.","7",,,,,,,"Daru Journal Of Pharmaceutical Sciences","3","Animals","70","University of Tabriz","15","National Cancer Institute","5","Jordan","2",,,,
,,,,"Ghafourian, M.","7",,,,,,,"Immunological Investigations","3","Peripheral Blood Mononuclear Cell","70","School of Medicine IUMS","14","National Health and Medical Research Council","5","Spain","2",,,,
,,,,"Jamee, M.","7",,,,,,,"Immunology Letters","3","CD8+ T Lymphocyte","68","Lorestan University of Medical Sciences","14","Pasteur Institute of Iran","5","Thailand","2",,,,
,,,,"Mansouri, D.","7",,,,,,,"Immunopharmacology And Immunotoxicology","3","Iran","67","School of Medicine, Zanjan University of Medical Sciences ZUMS","13","Rockefeller University","5","United Arab Emirates","2",,,,
,,,,"Valipour, B.","7",,,,,,,"Inflammation","3","CD4+ T Lymphocyte","63","Mofid Children's Hospital, Tehran","13","Alborz University of Medical Sciences","4","Algeria","1",,,,
,,,,"Abediankenari, S.","6",,,,,,,"International Archives Of Allergy And Immunology","3","Cytokine","63","Drug Applied Research Center, Tabriz University of Medical Sciences","13","Department of Health and Aged Care, Australian Government","4","Argentina","1",,,,
,,,,"Ahmadi, M.","6",,,,,,,"Iranian Journal Of Biotechnology","3","Mouse","62","SBUMS School of Medicine","13","Glenn Foundation for Medical Research","4","Armenia","1",,,,
,,,,"Ai, J.","6",,,,,,,"Journal Of Cancer Research And Therapeutics","3","Animal","61","l'Institut des Maladies Génétiques Imagine","13","Golestan University of Medical Sciences","4","Azerbaijan","1",,,,
,,,,"Bustamante, J.","6",,,,,,,"Journal Of Experimental Medicine","3","B Lymphocyte","61","Rheumatology Research Center","13","Government of Canada","4","Bangladesh","1",,,,
,,,,"Charoudeh, H.N.","6",,,,,,,"Journal Of Immunotoxicology","3","Pathology","60","School of Public Health","13","Ministry of Health and Medical Education","4","Brazil","1",,,,
,,,,"Dizaji Asl, K.","6",,,,,,,"Journal Of Isfahan Medical School","3","Real Time Polymerase Chain Reaction","59","Semnan University of Medical Sciences and Health Services","12","National Center for Research Resources","4","Czech Republic","1",,,,
,,,,"Dolati, S.","6",,,,,,,"Koomesh","3","Natural Killer Cells","58","Rockefeller University","12","St. Giles Foundation","4","Denmark","1",,,,
,,,,"Ebrahimi, M.","6",,,,,,,"Pakistan Journal Of Biological Sciences","3","Interleukin 2","57","Hôpital Necker Enfants Malades","12","Avicenna Research Institute","3","Finland","1",,,,
,,,,"Ghavamzadeh, A.","6",,,,,,,"Stem Cell Reviews And Reports","3","Animal Experiment","56","Hematology and Oncology Research Center","12","European Research Council","3","Georgia","1",,,,
,,,,"Ghazanfari, T.","6",,,,,,,"Tanaffos","3","Genotype","56","Shariati Hospital","11","Fondation Bettencourt Schueller","3","Hong Kong","1",,,,
,,,,"Hammarström, L.","6",,,,,,,"Anesthesiology And Pain Medicine","2","Immunotherapy","55","Royan Institute","11","Fondation pour la Recherche Médicale","3","Indonesia","1",,,,
,,,,"Jadidi-Niaragh, F.","6",,,,,,,"Animals","2","Cell Proliferation","54","Kashan University of Medical Sciences","11","Hamadan University of Medical Sciences","3","Kuwait","1",,,,
,,,,"Kariminia, A.","6",,,,,,,"Archives Of Iranian Medicine","2","CD16 Antigen","52","Immunology Research Center","11","UK Research and Innovation","3","Laos","1",,,,
,,,,"Khodadadi, A.","6",,,,,,,"Artificial Cells Nanomedicine And Biotechnology","2","Apoptosis","51","Kerman University of Medical Sciences","10","Vetenskapsrådet","3","Malaysia","1",,,,
,,,,"Kokhaei, P.","6",,,,,,,"Bioimpacts","2","Cytokines","50","Babol University of Medical Sciences","10","Zanjan University of Medical Sciences","3","Mexico","1",,,,
,,,,"Mahdavi, M.","6",,,,,,,"Biomed Research International","2","Regulatory T Lymphocyte","50","High Institute for Research and Education in Transfusion Medicine","10","Agence Nationale de Recherches sur le Sida et les Hépatites Virales","2","Morocco","1",,,,
,,,,"Mesdaghi, M.","6",,,,,,,"Cancer Cell International","2","CD3 Antigen","49","Breast Disease Research Center","10","Arak University of Medical Sciences","2","Oman","1",,,,
,,,,"Mohseni, R.","6",,,,,,,"Cancer Research","2","Animal Cell","46","Immunology Research Center","10","Biotechnology Research Center, Tabriz University of Medical Sciences","2","Portugal","1",,,,
,,,,"Mortaz, E.","6",,,,,,,"Carbohydrate Polymers","2","Mice","46","Mashhad University of Medical Sciences, School of Medicine","9","Bushehr University of Medical Sciences","2","Singapore","1",,,,
,,,,"Nouri, M.","6",,,,,,,"Clinical And Experimental Immunology","2","Aged","45","Kermanshah University of Medical Sciences","9","Cancerfonden","2","Türkiye","1",,,,
,,,,"Nozad Charoudeh, H.","6",,,,,,,"Clinical And Translational Oncology","2","Gene Frequency","45","Howard Hughes Medical Institute","9","Fakultet Medicinskih Nauka, Univerziteta U Kragujevcu","2",,,,,,
,,,,"Tabarsa, M.","6",,,,,,,"Clinical Immunology","2","Human Tissue","45","Baqiyatallah University of Medical Sciences","9","Fundação para a Ciência e a Tecnologia","2",,,,,,
,,,,"Verdi, J.","6",,,,,,,"Current Molecular Medicine","2","Killer Cell Immunoglobulin Like Receptor","45","AP-HP Assistance Publique - Hopitaux de Paris","9","Honjo International Scholarship Foundation","2",,,,,,
,,,,"You, S.G.","6",,,,,,,"Current Pharmaceutical Biotechnology","2","NK Cells","45","Islamic Azad University","9","Howard Hughes Medical Institute","2",,,,,,
,,,,"Ahmadi, S.A.Y.","5",,,,,,,"Current Pharmaceutical Design","2","Case Control Study","44","Avicenna Research Institute","9","Immune Deficiency Foundation","2",,,,,,
,,,,"Amirzargar, A.","5",,,,,,,"Discover Oncology","2","Immune System","44","Dezful University of Medical Sciences","9","Institut National Du Cancer","2",,,,,,
,,,,"Amirzargar, A.A.","5",,,,,,,"Endocrine Metabolic And Immune Disorders Drug Targets","2","Immunocompetent Cell","43","Alborz University of Medical Sciences, Non-communicable Diseases Research Center","9","Islamic Azad University","2",,,,,,
,,,,"Boisson, B.","5",,,,,,,"European Journal Of Pharmacology","2","Macrophage","43","Université Paris Cité","9","Japan Society for the Promotion of Science","2",,,,,,
,,,,"Boisson-Dupuis, S.","5",,,,,,,"Frontiers In Oncology","2","Tumor Microenvironment","43","Faculty of Medicine MAZUMS","8","Lorestan University of Medical Sciences","2",,,,,,
,,,,"Danaii, S.","5",,,,,,,"Galen Medical Journal","2","Animal Model","42","Rafsanjan University of Medical Sciences","8","Ministry of Education, Culture, Sports, Science and Technology","2",,,,,,
,,,,"Eskandari, N.","5",,,,,,,"Gene Reports","2","Immunophenotyping","42","Endocrinology and Metabolism Research Institute TUMS","8","Ministério da Educação e Ciência","2",,,,,,
,,,,"Ghasemzadeh, M.","5",,,,,,,"Genomics Data","2","Polymerase Chain Reaction","42","SBUMS Clinical Tuberculosis and Epidemiology Research Center","8","National Heart, Lung, and Blood Institute","2",,,,,,
,,,,"Hosseini, E.","5",,,,,,,"Human Antibodies","2","Cytokine Production","41","Imam Khomeini Hospital","7","National Human Genome Research Institute","2",,,,,,
,,,,"Marjani, M.","5",,,,,,,"Immunity Inflammation And Disease","2","Tumor Necrosis Factor","41","Shahed University","7","National Natural Science Foundation of China","2",,,,,,
,,,,"Momenilandi, M.","5",,,,,,,"Immunobiology","2","Upregulation","41","National Institute for Genetic Engineering and Biotechnology Iran","7","Natural Sciences and Engineering Research Council of Canada","2",,,,,,
,,,,"Movassaghpour, A.","5",,,,,,,"Immunogenetics","2","Immunomodulation","40","Urmia University of Medical Sciences","7","Royan Institute","2",,,,,,
,,,,"Muhammadnejad, S.","5",,,,,,,"Immunologic Research","2","Lymphocyte Count","40","KU Leuven","7","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","2",,,,,,
,,,,"Pourfathollah, A.A.","5",,,,,,,"International Journal Of Immunogenetics","2","Cell Differentiation","39","Digestive Diseases Research Institute","7","Semnan University","2",,,,,,
,,,,"Rafat, A.","5",,,,,,,"International Journal Of Immunopathology And Pharmacology","2","Phenotype","39","Immunogenetics Research Center MAZUMS","7","Seventh Framework Programme","2",,,,,,
,,,,"Ramezani, A.","5",,,,,,,"International Journal Of Women S Health And Reproduction Sciences","2","Cytology","38","School of Pharmacy","7","Shahid Sadoughi University of Medical Sciences","2",,,,,,
,,,,"Rezaei, M.","5",,,,,,,"Iranian Journal Of Parasitology","2","Cancer Immunotherapy","37","Allergy Research Center SUMS","7","Société Française de Dermatologie et de Pathologie Sexuellement Transmissible","2",,,,,,
,,,,"Rezaeifard, S.","5",,,,,,,"Journal Of Allergy And Clinical Immunology","2","Child","37","Inserm","6","University of Tehran","2",,,,,,
,,,,"Shahrooei, M.","5",,,,,,,"Journal Of Biomolecular Structure And Dynamics","2","In Vitro Study","37","Shahid Sadoughi University of Medical Sciences","6","Albert-Ludwigs-Universität Freiburg","1",,,,,,
,,,,"Soltani-Zangbar, M.S.","5",,,,,,,"Journal Of Immunology Research","2","Receptors, KIR","37","Golestan University of Medical Sciences","6","Alexander von Humboldt-Stiftung","1",,,,,,
,,,,"Tangye, S.G.","5",,,,,,,"Journal Of Medical Virology","2","Breast Cancer","36","Gangneung-Wonju National University","6","American Association of Immunologists","1",,,,,,
,,,,"Yazdani, R.","5",,,,,,,"Journal Of Theoretical Biology","2","Cell Culture","36","Shahid Chamran University of Ahvaz","6","American Philosophical Society","1",,,,,,
,,,,"Abdolahi, S.","4",,,,,,,"Leukemia Research","2","Innate Immunity","36","Islamic Azad University, Tabriz Branch","6","Assistance Publique - Hôpitaux de Paris","1",,,,,,
,,,,"Ahmadpoor, P.","4",,,,,,,"Medical Hypotheses","2","Case-Control Studies","35","Shahrekord University of Medical Sciences","6","Atlantic Salmon Federation","1",,,,,,
,,,,"Ahmadzadeh, N.","4",,,,,,,"Neuroimmunomodulation","2","Cell Line, Tumor","35","University of California, Los Angeles","6","BC Children's Hospital","1",,,,,,
,,,,"Ajami, A.","4",,,,,,,"Pediatric Allergy And Immunology","2","Interleukin 10","35","Iranian Blood Transfusion Organization","6","Babol University of Medical Sciences","1",,,,,,
,,,,"Ajdary, S.","4",,,,,,,"Science Immunology","2","Procedures","35","Islamic Azad University, Science and Research Branch","6","Baylor-Hopkins Center for Mendelian Genomics","1",,,,,,
,,,,"Andalib, A.","4",,,,,,,"Stem Cell Research And Therapy","2","Antineoplastic Activity","34","Sidra Medicine","6","Biotechnology and Biological Sciences Research Council","1",,,,,,
,,,,"Arababadi, M.K.","4",,,,,,,"Vaccines","2","Blood Sampling","34","Transplant Research Center SUMS","6","Birjand University of Medical Sciences","1",,,,,,
,,,,"Azadmanesh, K.","4",,,,,,,"Viral Immunology","2","Down Regulation","34","Breast Diseases Research Center SUMS","6","Canadian Blood Services","1",,,,,,
,,,,"Barough, M.S.","4",,,,,,,"AMB Express","1","Blood","33","Garvan Institute of Medical Research","5","Canadian Cancer Society","1",,,,,,
,,,,"Boroujerdnia, M.G.","4",,,,,,,"APMIS","1","Western Blotting","33","David Geffen School of Medicine at UCLA","5","Canadian Cancer Society Research Institute","1",,,,,,
,,,,"Ebrahimi-Barough, S.","4",,,,,,,"Acta Medica Iranica","1","Tumor Cell Line","32","The University of British Columbia","5","Cancer Research UK","1",,,,,,
,,,,"Faghih, Z.","4",,,,,,,"Advanced Science","1","Tumor Growth","32","Shahrekord University","5","Care-for-Rare Foundation","1",,,,,,
,,,,"Forooshani, R.S.","4",,,,,,,"Advances In Medical Sciences","1","Case Report","31","German Cancer Research Center","5","Center for Mendelian Genomics, University of Washington","1",,,,,,
,,,,"Geramizadeh, B.","4",,,,,,,"African Journal Of Biotechnology","1","Dendritic Cell","31","Guilan University of Medical Sciences","5","Charles H. Revson Foundation","1",,,,,,
,,,,"Ghanavatinejad, A.","4",,,,,,,"American Journal Of Human Genetics","1","Gene","31","UNSW Sydney","5","Chiang Mai University","1",,,,,,
,,,,"Hashemi, Z.S.","4",,,,,,,"American Journal Of Translational Research","1","Mononuclear Cell","31","Stanford University School of Medicine","5","Chinese Society of Clinical Oncology","1",,,,,,
,,,,"Jafari, D.","4",,,,,,,"Anti Cancer Agents In Medicinal Chemistry","1","Pregnancy","31","Kurdistan University of Medical Sciences","5","Core Research for Evolutional Science and Technology","1",,,,,,
,,,,"Jafarzadeh, A.","4",,,,,,,"Anti Inflammatory And Anti Allergy Agents In Medicinal Chemistry","1","Animal Tissue","30","Tabriz University of Medical Science, Aging Research Institute","5","Deanship of Scientific Research, King Faisal University","1",,,,,,
,,,,"Jouanguy, E.","4",,,,,,,"Applied Biochemistry And Biotechnology","1","Cell Isolation","30","Departement Microbiologie, Immunologie en Transplantatie","5","Department of Health, Australian Government","1",,,,,,
,,,,"Kamrani, A.","4",,,,,,,"Archives Of Clinical Infectious Diseases","1","Cytokine Release","30","Gastrointestinal Cancer Research Center MAZUMS","5","Department of Science and Technology, Ministry of Science and Technology, India","1",,,,,,
,,,,"Karami, J.","4",,,,,,,"Archives Of Dermatological Research","1","Interleukin 6","30","School of Allied Medical Sciences","5","Deputy for Research and Technology, Kermanshah University of Medical Sciences","1",,,,,,
,,,,"Karimi, M.H.","4",,,,,,,"Archives Of Pediatric Infectious Diseases","1","Natural Killer Cell Receptor NKG2D","30","Faculty of Medicine, Kerman University of Medical Sciences","5","Deutsche Kinderkrebsstiftung","1",,,,,,
,,,,"Keramatipour, M.","4",,,,,,,"Archivos Venezolanos De Farmacologia Y Terapeutica","1","Cytotoxicity, Immunologic","29","School of Advanced Medical Sciences and Technologies","5","Deutsches Zentrum für Infektionsforschung","1",,,,,,
,,,,"Khan, T.","4",,,,,,,"Arthritis And Rheumatology","1","Genetic Association","29","Eastern Azerbaijan ACECR ART Center","4","Directorate for Geosciences","1",,,,,,
,,,,"Ma, C.S.","4",,,,,,,"Arzneimittel Forschung Drug Research","1","Immunoglobulin G","29","Sarab Faculty of Medical Sciences","4","Division of Intramural Research","1",,,,,,
,,,,"Marr, N.","4",,,,,,,"Avian Pathology","1","Lymphocyte Subpopulation","29","Hôpital Saint-Louis","4","Division of Intramural Research, National Institute of Allergy and Infectious Diseases","1",,,,,,
,,,,"Mazloumi, Z.","4",,,,,,,"Avicenna Journal Of Medical Biotechnology","1","Genetic Predisposition To Disease","28","National Institutes of Health NIH","4","E-Rare","1",,,,,,
,,,,"Momen, T.","4",,,,,,,"BMC Immunology","1","Immunoglobulin","28","Hamadan University of Medical Sciences","4","Else Kröner-Fresenius-Stiftung","1",,,,,,
,,,,"Mousavi, T.","4",,,,,,,"BMC Infectious Diseases","1","Immunohistochemistry","28","Shahid Labbafi Nedjad Educational Hospital","4","European Cooperation in Science and Technology","1",,,,,,
,,,,"Nafar, M.","4",,,,,,,"BMC Pediatrics","1","Messenger RNA","28","Sina Hospital","4","European Molecular Biology Organization","1",,,,,,
,,,,"Puel, A.","4",,,,,,,"Bioactive Materials","1","Biological Marker","27","Food and Drug Administration","4","European Regional Development Fund","1",,,,,,
,,,,"Radjabzadeh, M.F.","4",,,,,,,"Biochemical And Biophysical Research Communications","1","Cytotoxic T Lymphocyte","27","Universität Ulm","4","Fisher Center for Alzheimer's Research Foundation","1",,,,,,
,,,,"Rajalingam, R.","4",,,,,,,"Biochemistry And Biophysics Reports","1","Genetic Predisposition","27","Medizinische Universität Wien","4","Fondation Meyer pour le Développement Culturel et Artistique","1",,,,,,
,,,,"Roozbeh, J.","4",,,,,,,"Bioconjugate Chemistry","1","Hematopoietic Stem Cell Transplantation","27","Thomas Jefferson University","4","Fondation Schlumberger pour l’Education et la Recherche","1",,,,,,
,,,,"Roshangar, L.","4",,,,,,,"Biology Of Blood And Marrow Transplantation","1","T-Lymphocytes","27","Università degli Studi di Brescia","4","Fondazione Telethon","1",,,,,,
,,,,"Sahebkar, A.","4",,,,,,,"Biomedicine And Pharmacotherapy","1","Young Adult","27","Bushehr University of Medical Sciences","4","Fondazione Umberto Veronesi","1",,,,,,
,,,,"Salehi, E.","4",,,,,,,"Biomolecules","1","COVID-19","26","Queen’s University","4","Fonds Wetenschappelijk Onderzoek","1",,,,,,
,,,,"Seeleuthner, Y.","4",,,,,,,"Biotechnology And Bioengineering","1","Coronavirus Disease 2019","26","Monash University","4","Fonds de Recherche du Québec - Santé","1",,,,,,
,,,,"Seyhoun, I.","4",,,,,,,"Blood","1","Drug Effect","26","Birjand University of Medical Sciences","4","Fonds de dotation CSL Behring pour la recherche","1",,,,,,
,,,,"Sherkat, R.","4",,,,,,,"Bulletin Of Mathematical Biology","1","Signal Transduction","26","Fasa University of Medical Sciences","4","Fonds de recherche du Québec","1",,,,,,
,,,,"Shirian, S.","4",,,,,,,"Cancer Biotherapy And Radiopharmaceuticals","1","Adolescent","25","Universitätsklinikum Freiburg","4","Fundación Caja Navarra","1",,,,,,
,,,,"Shoae-Hassani, A.","4",,,,,,,"Cancer Immunity","1","Coculture","25","University of Washington School of Medicine","4","Garron Family Cancer Centre","1",,,,,,
,,,,"Shokri, F.","4",,,,,,,"Cancer Immunology Immunotherapy","1","Inflammation","25","Ludwig-Maximilians-Universität München","4","Gorgan University of Agricultural Sciences and Natural Resources","1",,,,,,
,,,,"Soleimanian, S.","4",,,,,,,"Cancer Reports","1","CD4 Antigen","24","Zahedan University of Medical Sciences","4","Göran Gustafssons Stiftelse för Naturvetenskaplig och Medicinsk Forskning","1",,,,,,
,,,,"Talebi, M.","4",,,,,,,"Cancers","1","Clinical Feature","24","Arak University of Medical Sciences","4","H2020 European Research Council","1",,,,,,
,,,,"Yaghobi, R.","4",,,,,,,"Case Reports In Dentistry","1","Interleukin 4","24","Sidney Kimmel Medical College","4","Helmut Horten Stiftung","1",,,,,,
,,,,"Yazdi, M.H.","4",,,,,,,"Case Reports In Medicine","1","Leukocytes, Mononuclear","24","SBUMS Pediatric Congenital Hematologic Disorders Research Center","4","Higher Education Discipline Innovation Project","1",,,,,,
,,,,"Zarnani, A.H.","4",,,,,,,"Cell","1","Lymphocyte","24","SBUMS Chronic Respiratory Disease Research Center","4","Horizon 2020","1",,,,,,
,,,,"Abdolmohammadi-Vahid, S.","3",,,,,,,"Cell And Tissue Banking","1","Allele","23","Halal Research Center of the Islamic Republic of Iran","4","Hospital for Sick Children","1",,,,,,
,,,,"Abdossamadi, S.","3",,,,,,,"Cell Communication And Signaling","1","Gene Mutation","23","Immunology, Asthma and Allergy Research Institute","4","Ilam University","1",,,,,,
,,,,"Akbari, M.E.","3",,,,,,,"Cells","1","Genetic Variability","23","Hazrate Rasoole Akram Hospital","4","Institut Pasteur","1",,,,,,
,,,,"Akbari, S.","3",,,,,,,"Cellular And Molecular Biology Letters","1","Immune Deficiency","23","Acquired Immunodeficiency RC, Isfahan UMS","4","Institut des maladies génétiques Imagine","1",,,,,,
,,,,"Akhtari, M.","3",,,,,,,"Chinese Journal Of Traumatology English Edition","1","Interleukin 12","23","Endocrinology and Metabolism Research Center SUMS","4","Institute for Research in Fundamental Sciences","1",,,,,,
,,,,"Aliyari, Z.","3",,,,,,,"Clinical And Experimental Dental Research","1","Monocyte","23","Nephro Urology Research Center SUMS","4","Institute of Cancer Research","1",,,,,,
,,,,"Ammann, S.","3",,,,,,,"Clinical And Experimental Reproductive Medicine","1","Neoplasms","23","School of Pharmacy","4","Iranian Council of Stem Cell Research and Technology","1",,,,,,
,,,,"Arab, S.","3",,,,,,,"Clinical Cancer Research","1","Lactate Dehydrogenase","22","Child Growth and Development Research Center, Isfahan UMS","4","JPB Foundation","1",,,,,,
,,,,"Arashkia, A.","3",,,,,,,"Clinical Case Reports","1","Lymphocyte Activation","22","School of Allied Medical Sciences IUMS","4","Japan Science and Technology Agency","1",,,,,,
,,,,"Asadifar, B.","3",,,,,,,"Clinical Laboratory","1","Lysosome Associated Membrane Protein 1","22","Shiraz Molecular Pathology Research Center","3","Japan Society for the Promotion of Science London","1",,,,,,
,,,,"Aslani, S.","3",,,,,,,"Clinical Neurology And Neurosurgery","1","Mutation","22","Dr. Shahrooei Laboratory","3","Jeffrey Modell Foundation","1",,,,,,
,,,,"Babaloo, Z.","3",,,,,,,"Clinical Nutrition Espen","1","Neoplasm","22","Klinikum der Universität München","3","Jinan University","1",,,,,,
,,,,"Bamdad, T.","3",,,,,,,"Clinical Rheumatology","1","Spontaneous Abortion","22","Institute for Studies in Theoretical Physics and Mathematics, Tehran","3","KU Leuven","1",,,,,,
,,,,"Baris, S.","3",,,,,,,"Complexity","1","CD19 Antigen","21","Ghaem Educational, Research and Treartment Center","3","Kashan University of Medical Sciences","1",,,,,,
,,,,"Barkhordar, M.","3",,,,,,,"Computer Methods And Programs In Biomedicine","1","CD8 Antigen","21","Université McGill","3","Kermanshah University of Medical Sciences","1",,,,,,
,,,,"Behdani, M.","3",,,,,,,"Computers In Biology And Medicine","1","Comparative Study","21","Harvard Medical School","3","Leona M. and Harry B. Helmsley Charitable Trust","1",,,,,,
