Scopus refine results values

"Your query : (TITLE-ABS-KEY(""checkpoint inhibit*""))"


Number of results : 61125

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"2016","1002","Wang, Y.","121","Materials Science","920","Retracted","25",,,"Oncoimmunology","417","Adult","16566","Weill Cornell Medicine","878","Merck","1363","Netherlands","1600",,,"Korean","20"
,,"2015","438","Cortellini, A.","118","Physics and Astronomy","853","Data Paper","6",,,"Nature Communications","397","Nivolumab","16431","AP-HP Assistance Publique - Hopitaux de Paris","875","Pfizer","1221","Switzerland","1526",,,"Danish","15"
,,"2014","142","Hassel, J.C.","117","Nursing","510","Conference Review","4",,,"Cancer Medicine","396","Programmed Death 1 Ligand 1","16168","Fudan University","829","National Key Research and Development Program of China","1171","South Korea","1504",,,"Dutch","15"
,,"2013","43","Zimmer, L.","116","Agricultural and Biological Sciences","379",,,,,"International Immunopharmacology","392","Pembrolizumab","16071","Brigham and Women's Hospital","817","European Commission","1123","India","1006",,,"Polish","13"
,,"2012","19","Buti, S.","115","Health Professions","325",,,,,"Frontiers In Pharmacology","354","Overall Survival","15874","Université Paris-Saclay","763","Novartis","999","Belgium","985",,,"Portuguese","11"
,,"2011","20","Dummer, R.","115","Dentistry","208",,,,,"Scientific Reports","349","Controlled Study","15390","Sichuan University","719","Deutsche Forschungsgemeinschaft","656","Austria","852",,,"Slovak","8"
,,"2010","11","Rizzo, A.","115","Mathematics","152",,,,,"Translational Lung Cancer Research","347","Tumor Microenvironment","14510","West China School of Medicine/West China Hospital of Sichuan University","707","National Research Foundation of Korea","615","Taiwan","798",,,"Ukrainian","7"
,,"2009","10","Reynolds, K.L.","112","Environmental Science","150",,,,,"Oncologist","337","Aged","14161","Huazhong University of Science and Technology","703","China Postdoctoral Science Foundation","612","Greece","673",,,"Swedish","4"
,,"2008","13","Gutzmer, R.","110","Social Sciences","97",,,,,"Thoracic Cancer","335","Pathology","14139","Shanghai Jiao Tong University School of Medicine","671","Horizon 2020 Framework Programme","603","Russian Federation","607",,,"Turkish","4"
,,"2007","13","Menzies, A.M.","109","Veterinary","59",,,,,"Lung Cancer","313","Nonhuman","13223","Mayo Clinic","670","Guangdong Provincial Department of Science and Technology","587","Poland","606",,,"Croatian","3"
,,"2006","14","Ugurel, S.","106","Earth and Planetary Sciences","51",,,,,"Future Oncology","295","Programmed Death 1 Receptor","12861","Tongji Medical College of Huazhong University of Science and Technology","650","U.S. Department of Defense","573","Iran","552",,,"Bulgarian","2"
,,"2005","6","Larkin, J.","104","Psychology","29",,,,,"Journal Of Cancer Research And Clinical Oncology","292","Unclassified Drug","11847","Sun Yat-Sen University Cancer Center","648","Eli Lilly and Company","527","Israel","547",,,"Serbian","2"
,,"2004","15","Marabelle, A.","104","Business, Management and Accounting","23",,,,,"Journal Of Clinical Medicine","285","Immunology","11341","Yale School of Medicine","646","Boehringer Ingelheim","518","Brazil","546",,,"Slovenian","2"
,,"2003","9","Grivas, P.","98","Economics, Econometrics and Finance","21",,,,,"ESMO Open","274","Progression Free Survival","11199","National Cancer Institute NCI","639","Amgen","510","Sweden","539",,,"Finnish","1"
,,"2002","5","Blank, C.U.","95","Decision Sciences","16",,,,,"Critical Reviews In Oncology Hematology","265","Antineoplastic Agent","10922","Johns Hopkins University School of Medicine","631","Meso Scale Diagnostics","493","Denmark","464",,,"Greek","1"
,,"2001","8","Carlino, M.S.","95","Energy","10",,,,,"Journal Of Thoracic Oncology","258","Major Clinical Study","10485","Zhejiang University School of Medicine","619","Associazione Italiana per la Ricerca sul Cancro","486","Turkey","464",,,"Persian","1"
,,"2000","4","Johnson, D.B.","95","Arts and Humanities","9",,,,,"Medicine United States","253","Middle Aged","10394","Université Paris Cité","617","Science and Technology Commission of Shanghai Municipality","476","Singapore","434",,,"catalan","1"
,,"1999","2","Naidoo, J.","93",,,,,,,"Current Oncology","251","Non Small Cell Lung Cancer","10327","Sun Yat-Sen University","605","Ministry of Education of the People's Republic of China","468","Hong Kong","403",,,,
,,"1998","5","Hodi, F.S.","92",,,,,,,"Therapeutic Advances In Medical Oncology","246","Ipilimumab","10162","Chinese Academy of Sciences","599","Genentech","455","Czech Republic","346",,,,
,,"1997","4","Johnson, D.B.","92",,,,,,,"Clinical Lung Cancer","245","Genetics","9833","University of California, San Francisco","575","Fundamental Research Funds for the Central Universities","448","Portugal","294",,,,
,,"1996","3","Santoni, M.","92",,,,,,,"Annals Of Oncology","238","Drug Efficacy","9514","Central South University","566","UK Research and Innovation","438","Saudi Arabia","264",,,,
,,"1995","2","Curigliano, G.","89",,,,,,,"Frontiers In Genetics","238","Metabolism","9218","Moffitt Cancer Center","560","GlaxoSmithKline","429","Ireland","260",,,,
,,,,"Kudo, M.","89",,,,,,,"JAMA Oncology","236","Procedures","9178","The Sidney Kimmel Comprehensive Cancer Center","559","Merck Sharp and Dohme","412","Hungary","256",,,,
,,,,"Necchi, A.","87",,,,,,,"Cells","234","Melanoma","9170","National Institutes of Health NIH","558","National Health and Medical Research Council","411","Norway","254",,,,
,,,,"Mollica, V.","86",,,,,,,"Anticancer Research","230","Treatment Response","9013","Southern Medical University","538","Bayer","381","Egypt","238",,,,
,,,,"Peters, S.","86",,,,,,,"Journal Of Clinical Oncology","225","Cancer Survival","8815","Sorbonne Université","513","Sanofi","380","Lebanon","207",,,,
,,,,"Pal, S.K.","84",,,,,,,"Cancer Treatment Reviews","224","Neoplasms","8665","Fondazione IRCCS Istituto Nazionale dei Tumori, Milan","506","AbbVie","376","Romania","207",,,,
,,,,"Kurzrock, R.","83",,,,,,,"Cancer Immunology Research","223","Human Tissue","8663","Cleveland Clinic Foundation","505","Ministry of Finance","362","Mexico","189",,,,
,,,,"Meier, F.","83",,,,,,,"Lancet Oncology","212","Atezolizumab","8613","Capital Medical University","504","Natural Science Foundation of Guangdong Province","362","Finland","167",,,,
,,,,"Albiges, L.","82",,,,,,,"Cancer Letters","211","Neoplasm","8596","The Netherlands Cancer Institute","484","National Center for Advancing Translational Sciences","349","Thailand","153",,,,
,,,,"Gulley, J.L.","81",,,,,,,"Cancer Discovery","209","CD8+ T Lymphocyte","8559","UT Southwestern Medical Center","484","Department of Science and Technology of Shandong Province","348","Argentina","142",,,,
,,,,"Livingstone, E.","81",,,,,,,"Journal Of Translational Medicine","208","Clinical Article","8493","Fudan University Shanghai Cancer Center","477","Natural Science Foundation of Shandong Province","344","Pakistan","126",,,,
,,,,"Reck, M.","81",,,,,,,"Cancer","206","Cancer Prognosis","8412","CNRS Centre National de la Recherche Scientifique","475","Eisai","338","Qatar","119",,,,
,,,,"Heinzerling, L.","80",,,,,,,"Expert Review Of Anticancer Therapy","204","Cancer Patient","8384","Universitätsklinikum Essen","473","Ministero della Salute","338","Jordan","114",,,,
,,,,"Svane, I.M.","79",,,,,,,"British Journal Of Cancer","199","Protein Expression","8315","University of Toronto","470","Department of Health and Aged Care, Australian Government","336","New Zealand","114",,,,
,,,,"Agarwal, N.","78",,,,,,,"Biomedicines","198","Immune Response","8228","Nanjing Medical University","461","Japan Agency for Medical Research and Development","335","South Africa","108",,,,
,,,,"Atkins, M.B.","77",,,,,,,"Current Treatment Options In Oncology","198","Retrospective Study","8070","Zhejiang University","460","European Research Council","328","Chile","104",,,,
,,,,"Bersanelli, M.","77",,,,,,,"Journal Of Immunotherapy","198","Animals","7698","Universitätsklinikum Heidelberg","458","Merck KGaA","325","United Arab Emirates","103",,,,
,,,,"Haanen, J.B.A.G.","74",,,,,,,"Cancer Cell","193","Animal","7653","University of Washington","458","American Cancer Society","322","Malaysia","94",,,,
,,,,"Luke, J.J.","74",,,,,,,"Frontiers In Cell And Developmental Biology","188","Priority Journal","7646","University of Pennsylvania","455","Cancer Research UK","322","Macao","86",,,,
,,,,"Postow, M.A.","74",,,,,,,"Cancer Research","187","Cancer Staging","7468","Shandong First Medical University &amp; Shandong Academy of Medical Sciences","455","Ministerio de Economía y Competitividad","318","Croatia","82",,,,
,,,,"Scolyer, R.A.","74",,,,,,,"Current Oncology Reports","185","Cancer Chemotherapy","7449","The University of Sydney","454","University of Texas MD Anderson Cancer Center","315","Slovenia","82",,,,
,,,,"Santini, D.","73",,,,,,,"Journal Of Thoracic Disease","185","Lung Neoplasms","7208","Icahn School of Medicine at Mount Sinai","447","Instituto de Salud Carlos III","313","Colombia","77",,,,
,,,,"Shen, L.","73",,,,,,,"Nature Reviews Clinical Oncology","177","Lung Tumor","7027","Zhengzhou University","445","Basic and Applied Basic Research Foundation of Guangdong Province","296","Cyprus","74",,,,
,,,,"Zhang, L.","72",,,,,,,"Oncotarget","173","Cohort Analysis","7019","Medizinische Universität Wien","438","Takeda Pharmaceutical Company","294","Serbia","70",,,,
,,,,"Awad, M.M.","71",,,,,,,"Journal Of Oncology Pharmacy Practice","172","Drug Therapy","6939","Princess Margaret Cancer Centre","433","Natural Science Foundation of Zhejiang Province","291","Iraq","59",,,,
,,,,"Porta, C.","71",,,,,,,"Current Opinion In Oncology","168","Human Cell","6849","Vanderbilt University Medical Center","431","National Institute of Allergy and Infectious Diseases","288","Indonesia","55",,,,
,,,,"Addeo, A.","70",,,,,,,"Translational Cancer Research","168","Treatment Outcome","6740","Peking Union Medical College Hospital","427","Johnson and Johnson","285","Morocco","53",,,,
,,,,"Hellmann, M.D.","70",,,,,,,"Oncology Letters","167","Monoclonal Antibody","6707","City of Hope National Med Center","425","National Institute of General Medical Sciences","282","Peru","46",,,,
,,,,"Kroemer, G.","70",,,,,,,"Clinical Genitourinary Cancer","161","Immunohistochemistry","6601","Shanghai Jiao Tong University","424","Science and Technology Department of Zhejiang Province","279","Ukraine","46",,,,
,,,,"Ricciuti, B.","70",,,,,,,"Discover Oncology","154","Cytotoxic T Lymphocyte Antigen 4","6570","University of California, San Diego","417","Government of Canada","276","Luxembourg","38",,,,
,,,,"Rini, B.I.","70",,,,,,,"Frontiers In Medicine","152","Mouse","6462","Johns Hopkins University","410","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","275","Bangladesh","36",,,,
,,,,"Shariat, S.F.","70",,,,,,,"International Journal Of Cancer","152","Follow Up","6298","Zhongshan Hospital","408","Gilead Sciences","274","Georgia","36",,,,
,,,,"Wang, M.","70",,,,,,,"Cancer Science","151","Drug Safety","6076","Ludwig-Maximilians-Universität München","405","European Regional Development Fund","263","Slovakia","35",,,,
,,,,"Suijkerbuijk, K.P.M.","69",,,,,,,"Clinical And Translational Oncology","150","Advanced Cancer","6075","University of Texas Health Science Center at Houston","404","Auris Health","261","Bulgaria","29",,,,
,,,,"Bilen, M.A.","68",,,,,,,"Plos One","150","Durvalumab","6069","David Geffen School of Medicine at UCLA","401","National Science Foundation","254","Lithuania","27",,,,
,,,,"Remon, J.","68",,,,,,,"Expert Opinion On Biological Therapy","149","Prognosis","6059","Charité – Universitätsmedizin Berlin","400","Sichuan University","253","Philippines","27",,,,
,,,,"Tortora, G.","68",,,,,,,"Journal Of Hematology And Oncology","147","Antineoplastic Activity","6043","Klinikum der Universität München","398","National Heart, Lung, and Blood Institute","251","Oman","26",,,,
,,,,"Banna, G.L.","67",,,,,,,"Case Reports In Oncology","143","T Lymphocyte","5840","University of California, Los Angeles","398","Celgene","249","Viet Nam","26",,,,
,,,,"Marchetti, P.","67",,,,,,,"European Urology","142","Gene Expression","5501","Fujian Medical University","396","Ministry of Health and Welfare","249","Nigeria","23",,,,
,,,,"Diab, A.","66",,,,,,,"Human Vaccines And Immunotherapeutics","142","Programmed Cell Death 1 Receptor","5322","China Medical University Shenyang","394","Canadian Institutes of Health Research","246","Iceland","22",,,,
,,,,"Grünwald, V.","66",,,,,,,"Melanoma Research","141","Case Report","5290","National and Kapodistrian University of Athens","393","Cancer Prevention and Research Institute of Texas","245","Türkiye","20",,,,
,,,,"Roviello, G.","66",,,,,,,"Biomedicine And Pharmacotherapy","132","Tumor Marker","5219","Stanford University School of Medicine","393","National Institute for Health and Care Research","241","Tunisia","18",,,,
,,,,"Barlesi, F.","65",,,,,,,"Vaccines","132","B7-H1 Antigen","5207","Fred Hutchinson Cancer Center","389","Chinese Academy of Meteorological Sciences","237","Kazakhstan","16",,,,
,,,,"Garbe, C.","65",,,,,,,"Chinese Journal Of Lung Cancer","131","Animal Experiment","5112","National Cancer Center Hospital","384","Ministry of Science, ICT and Future Planning","237","Puerto Rico","16",,,,
,,,,"Loquai, C.","65",,,,,,,"International Journal Of Clinical Oncology","131","Tumor Associated Leukocyte","5075","University of Melbourne","383","Jiangsu Provincial Department of Science and Technology","236","Uzbekistan","16",,,,
,,,,"Puzanov, I.","65",,,,,,,"Journal Of Experimental And Clinical Cancer Research","129","Tumor Immunity","5064","Università degli Studi di Milano","380","Astellas Pharma US","234","Costa Rica","15",,,,
,,,,"Wolchok, J.D.","65",,,,,,,"Journal Of Clinical Investigation","128","Gene Mutation","5021","UniversitatsSpital Zurich","372","University of Texas System","234","Ecuador","15",,,,
,,,,"Galsky, M.D.","64",,,,,,,"Japanese Journal Of Clinical Oncology","127","Biological Marker","5010","UCSF School of Medicine","371","Beijing Municipal Science and Technology Commission, Adminitrative Commission of Zhongguancun Science Park","230","Bosnia and Herzegovina","14",,,,
,,,,"Ghiringhelli, F.","64",,,,,,,"Japanese Journal Of Lung Cancer","126","Retrospective Studies","4936","Istituto Europeo di Oncologia","370","National Institute of Diabetes and Digestive and Kidney Diseases","230","Algeria","13",,,,
,,,,"Motzer, R.J.","64",,,,,,,"Molecular Cancer","126","Immunological Antineoplastic Agent","4926","Istituto Nazionale Tumori IRCCS - Fondazione G Pascale, Napoli","368","Melanoma Research Alliance","226","Belarus","13",,,,
,,,,"Rimassa, L.","64",,,,,,,"Seminars In Cancer Biology","126","Molecularly Targeted Therapy","4908","Emory University","367","Science and Technology Department of Sichuan Province","222","Cuba","13",,,,
,,,,"Garassino, M.C.","63",,,,,,,"Journal Of Cancer","125","Carcinoma, Non-Small-Cell Lung","4906","Imperial College London","363","Natural Science Foundation of Jiangsu Province","220","Estonia","13",,,,
,,,,"Lambotte, O.","63",,,,,,,"Cancer Management And Research","124","Monotherapy","4881","Tongji University School of Medicine","361","Janssen Pharmaceuticals","218","Uruguay","12",,,,
,,,,"Naing, A.","63",,,,,,,"Journal Of The American Academy Of Dermatology","121","Animal Model","4846","Northwestern University Feinberg School of Medicine","360","Wellcome Trust","215","Kenya","11",,,,
,,,,"Brahmer, J.R.","62",,,,,,,"Journal Of Controlled Release","118","Immunocompetent Cell","4839","Shandong University","359","Daiichi-Sankyo","214","Paraguay","11",,,,
,,,,"Neilan, T.G.","62",,,,,,,"Oncotargets And Therapy","116","Metastasis","4618","Washington University School of Medicine in St. Louis","355","Ligue Contre le Cancer","213","Syrian Arab Republic","11",,,,
,,,,"Santoro, A.","62",,,,,,,"Oral Oncology","114","Signal Transduction","4608","Università degli Studi di Torino","353","Guangzhou Science, Technology and Innovation Commission","212","Yemen","11",,,,
,,,,"Champiat, S.","61",,,,,,,"Nature Medicine","112","Cisplatin","4542","University of Michigan, Ann Arbor","349","EMD Serono","211","Ethiopia","10",,,,
,,,,"Grossi, F.","61",,,,,,,"Annals Of Surgical Oncology","110","Cancer Radiotherapy","4517","UT Southwestern Medical School","348","Ono Pharmaceutical","209","Kuwait","10",,,,
,,,,"Italiano, A.","61",,,,,,,"Nature Cancer","110","Paclitaxel","4489","Emory University School of Medicine","346","Chugai Pharmaceutical","208","Nepal","10",,,,
,,,,"Michot, J.M.","61",,,,,,,"Heliyon","109","Clinical Outcome","4473","Peter Maccallum Cancer Centre","345","Exelixis","208","Palestine","10",,,,
,,,,"Rutkowski, P.","61",,,,,,,"Medical Oncology","109","Mice","4465","University of Chinese Academy of Sciences","343","Ministry of Science and Technology, Taiwan","201","Armenia","9",,,,
,,,,"Saeed, A.","61",,,,,,,"Chinese Journal Of Clinical Oncology","108","Drug Effect","4418","Sapienza Università di Roma","341","Medical Research Council","200","Malta","9",,,,
,,,,"Tiseo, M.","61",,,,,,,"Urologic Oncology Seminars And Original Investigations","108","CD4+ T Lymphocyte","4380","IRCCS Azienda Ospedaliero-Universitaria di Bologna","339","Deutsche Krebshilfe","198","Monaco","8",,,,
,,,,"Ardizzoni, A.","60",,,,,,,"BMJ Case Reports","107","Lung Cancer","4371","General Hospital of People's Liberation Army","338","Ipsen","198","North Macedonia","8",,,,
,,,,"Forde, P.M.","60",,,,,,,"Investigational New Drugs","107","Liver Cell Carcinoma","4266","Guangzhou Medical University","334","Department of Science and Technology of Hunan Province","196","Venezuela","8",,,,
,,,,"Forschner, A.","60",,,,,,,"Proceedings Of The National Academy Of Sciences Of The United States Of America","107","Adverse Event","4257","Baylor College of Medicine","333","Natural Science Foundation of Beijing Municipality","196","Moldova","7",,,,
,,,,"Routy, B.","60",,,,,,,"World Journal Of Gastroenterology","107","Tumor Volume","4213","Fondazione Policlinico Universitario Agostino Gemelli IRCCS","330","Agence Nationale de la Recherche","190","Sudan","7",,,,
,,,,"Wang, J.","60",,,,,,,"Internal Medicine","106","Tumor Growth","4192","The Ohio State University","325","Bundesministerium für Bildung und Forschung","174","Libya","6",,,,
,,,,"Zhou, C.","60",,,,,,,"Theranostics","106","Bevacizumab","4120","The University of Chicago","325","F. Hoffmann-La Roche","173","Sri Lanka","6",,,,
,,,,"Ahn, M.J.","59",,,,,,,"Bulletin Du Cancer","105","Multiple Cycle Treatment","4117","Beijing Cancer Hospital","321","Institut National Du Cancer","171","Cameroon","5",,,,
,,,,"Ferrara, R.","59",,,,,,,"Advances In Experimental Medicine And Biology","104","Carboplatin","4041","Harbin Medical University","320","Parker Institute for Cancer Immunotherapy","169","Ghana","5",,,,
,,,,"Hamid, O.","59",,,,,,,"JAMA Network Open","104","Cell Infiltration","4020","UPMC Hillman Cancer Center","319","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","168","Kyrgyzstan","5",,,,
,,,,"Hospers, G.A.P.","59",,,,,,,"Jnccn Journal Of The National Comprehensive Cancer Network","104","Computer Assisted Tomography","3985","Centre Hospitalier Universitaire Vaudois","317","Breast Cancer Research Foundation","167","Panama","5",,,,
,,,,"Kapiteijn, E.","59",,,,,,,"Pharmaceutics","104","Cancer Therapy","3968","Humanitas Research Hospital","317","Les Laboratories Pierre Fabre","161","Tanzania","5",,,,
,,,,"Naqash, A.R.","59",,,,,,,"Cancer Cell International","103","Renal Cell Carcinoma","3945","Shandong Cancer Hospital","316","Astellas Pharma","152","Albania","4",,,,
,,,,"Su, C.","59",,,,,,,"Japanese Journal Of Cancer And Chemotherapy","103","Avelumab","3922","University of Pittsburgh School of Medicine","315","Science, Technology and Innovation Commission of Shenzhen Municipality","151","Azerbaijan","4",,,,
,,,,"Xu, Y.","59",,,,,,,"Cell Reports Medicine","102","Gamma Interferon","3917","NYU Langone Health","313","U.S. Department of Veterans Affairs","144","Bahrain","4",,,,
,,,,"Berking, C.","58",,,,,,,"Expert Opinion On Investigational Drugs","102","Flow Cytometry","3905","University of Pittsburgh","309","Ministero dell’Istruzione, dell’Università e della Ricerca","141","Latvia","4",,,,
,,,,"Dalle, S.","58",,,,,,,"Translational Oncology","102","Regulatory T Lymphocyte","3874","The First Affiliated Hospital, Zhejiang University School of Medicine","305","Chinese Academy of Medical Sciences","140","North Korea","4",,,,
,,,,"Genova, C.","58",,,,,,,"International Journal Of Radiation Oncology Biology Physics","99","Biomarkers, Tumor","3862","First Affiliated Hospital of Zhengzhou University","303","Chinese Academy of Sciences","139","Brunei Darussalam","3",,,,
,,,,"Stenzinger, A.","58",,,,,,,"Journal Of Oncology","99","Immunosuppressive Treatment","3840","Aix Marseille Université","302","Korea Health Industry Development Institute","139","Democratic Republic Congo","3",,,,
,,,,"Wargo, J.A.","58",,,,,,,"Pharmaceuticals","97","Very Elderly","3780","Bristol-Myers Squibb","301","West China Hospital, Sichuan University","135","Guatemala","3",,,,
,,,,"Altan, M.","57",,,,,,,"Targeted Oncology","97","Cancer Combination Chemotherapy","3757","University of Pennsylvania Perelman School of Medicine","298","National Institute of Arthritis and Musculoskeletal and Skin Diseases","134","Liechtenstein","3",,,,
,,,,"Chu, Q.","57",,,,,,,"Trends In Cancer","97","Mortality","3721","Alma Mater Studiorum Università di Bologna","298","Natural Science Foundation of Fujian Province","134","Namibia","3",,,,
,,,,"Flatz, L.","57",,,,,,,"Diagnostics","96","Antineoplastic Agents, Immunological","3623","The Ohio State University Comprehensive Cancer Center","297","Bayer Fund","133","New Caledonia","3",,,,
,,,,"Kaira, K.","57",,,,,,,"JCO Precision Oncology","96","Cancer Growth","3617","Centro de Investigación Biomédica en Red de Cáncer","297","Fundação para a Ciência e a Tecnologia","133","Trinidad and Tobago","3",,,,
,,,,"Kourie, H.R.","57",,,,,,,"Journal Of Gastrointestinal Oncology","96","Fatigue","3574","Tianjin Medical University Cancer Institute &amp; Hospital","296","Guangzhou Municipal Science and Technology Project","132","Uganda","3",,,,
,,,,"Lebbé, C.","57",,,,,,,"Molecular Cancer Therapeutics","96","Antineoplastic Combined Chemotherapy Protocols","3572","Stanford University","295","Institut National de la Santé et de la Recherche Médicale","132","Congo","2",,,,
,,,,"Leiter, U.","57",,,,,,,"Journal Of Hepatology","95","Therapy","3572","Leids Universitair Medisch Centrum","291","Conquer Cancer Foundation","129","Dominican Republic","2",,,,
,,,,"McKay, R.R.","57",,,,,,,"Jto Clinical And Research Reports","93","Animal Cell","3535","Xiangya Hospital Central South University","290","Entertainment Industry Foundation","129","French Polynesia","2",,,,
,,,,"Michielin, O.","57",,,,,,,"Biochimica Et Biophysica Acta Reviews On Cancer","92","Malignant Neoplasm","3533","Columbia University Irving Medical Center","288","National Cancer Center","128","Guadeloupe","2",,,,
,,,,"Ohe, Y.","57",,,,,,,"Aging","91","Drug Withdrawal","3530","IRCCS San Martino Polyclinic Hospital","288","Natural Science Foundation of Hunan Province","128","Laos","2",,,,
,,,,"Sharma, P.","57",,,,,,,"Npj Precision Oncology","91","Diarrhea","3479","Hospital Universitari Vall d'Hebron","286","Wu Jieping Medical Foundation","127","Mozambique","2",,,,
,,,,"Sonpavde, G.","57",,,,,,,"Memo Magazine Of European Medical Oncology","90","Upregulation","3463","The University of North Carolina at Chapel Hill","285","Cancer Research Institute","125","Rwanda","2",,,,
,,,,"Terheyden, P.","57",,,,,,,"Signal Transduction And Targeted Therapy","90","Breast Cancer","3416","Hospital Clínic de Barcelona","285","Leukemia and Lymphoma Society","125","Zambia","2",,,,
,,,,"Zitvogel, L.","57",,,,,,,"JCO Oncology Practice","89","Cell Proliferation","3375","University Health Network","284","Ministério da Educação e Ciência","124","Zimbabwe","2",,,,
,,,,"De Giorgi, U.","56",,,,,,,"Advanced Science","88","Pneumonia","3374","Universität Heidelberg","283","American Society of Clinical Oncology","123","Antigua and Barbuda","1",,,,
,,,,"Felip, E.","56",,,,,,,"Cell Reports","86","Animal Tissue","3298","Istituto Oncologico Veneto IOV - IRCCS","281","Fondation pour la Recherche Médicale","123","Aruba","1",,,,
,,,,"Galluzzi, L.","56",,,,,,,"Gynecologic Oncology","85","Clinical Feature","3227","University College London","279","V Foundation for Cancer Research","122","Bahamas","1",,,,
,,,,"Loriot, Y.","56",,,,,,,"Biomaterials","84","Risk Factor","3219","Zhejiang Cancer Hospital","279","Beijing Xisike Clinical Oncology Research Foundation","121","Bolivia","1",,,,
,,,,"McDermott, D.F.","56",,,,,,,"Anti Cancer Drugs","83","Natural Killer Cell","3160","Karolinska Institutet","276","Taiho Pharmaceutical","121","Burkina Faso","1",,,,
,,,,"Ott, P.A.","56",,,,,,,"Frontiers In Endocrinology","83","Antineoplastic Agents","3134","Hôpital Européen Georges-Pompidou","274","Sun Yat-sen University","119","Chad","1",,,,
,,,,"Becker, J.C.","55",,,,,,,"Gan To Kagaku Ryoho Cancer Chemotherapy","82","Nuclear Magnetic Resonance Imaging","3120","Northwestern University","273","Clovis Oncology","118","European Union","1",,,,
,,,,"Dougan, M.","55",,,,,,,"Supportive Care In Cancer","81","Antibodies, Monoclonal, Humanized","3101","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","273","Stand Up To Cancer","118","Gabon","1",,,,
,,,,"Grob, J.J.","55",,,,,,,"Journal Of Neuro Oncology","80","Colorectal Cancer","3095","National Cancer Center Hospital East","272","Shanghai Municipal Health Commission","117","Greenland","1",,,,
,,,,"Schlom, J.","55",,,,,,,"Hepatology","79","Clinical Trial","3053","Le Centre Régional de Lutte Contre le Cancer Léon Bérard","272","Ministry of Health of the People's Republic of China","116","Grenada","1",,,,
,,,,"Botticelli, A.","54",,,,,,,"Journal Of Personalized Medicine","79","Apoptosis","3041","Technische Universität München","272","National Institute of Neurological Disorders and Stroke","116","Jamaica","1",,,,
