Scopus refine results values

"Your query : (TITLE-ABS-KEY (immunotherap*) OR TITLE-ABS-KEY (""immuno engineering"") OR TITLE-ABS-KEY (""immunoengineering"") AND AFFILCOUNTRY(Iran) AND DOCTYPE(re))"


Number of results : 1709

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Habibi, M.A.","9",,,,,,,"Tehran University Medical Journal","5","Angiogenesis","126","School of Medicine GUMS","21","Bundesministerium für Bildung und Forschung","2","Kyrgyzstan","2",,,,
,,,,"Khan, H.","9",,,,,,,"Translational Oncology","5","T-Lymphocytes","123","School of Medicine","21","Cancer Australia","2","Lithuania","2",,,,
,,,,"Rahdar, A.","9",,,,,,,"Advanced Drug Delivery Reviews","4","Gene Expression","122","School of Medicine, Kermanshah University of Medical Sciences","21","Cancer Research UK","2","Macao","2",,,,
,,,,"Safarzadeh, E.","9",,,,,,,"Archives Of Razi Institute","4","Overall Survival","122","Zahedan University of Medical Sciences","21","Deanship of Scientific Research, King Khalid University","2","North Macedonia","2",,,,
,,,,"Samarghandian, S.","9",,,,,,,"Artificial Cells Nanomedicine And Biotechnology","4","CD4+ T Lymphocyte","120","IRCCS Istituto Tumori Giovanni Paolo II","21","Deutsche Krebshilfe","2","Paraguay","2",,,,
,,,,"Vosough, M.","9",,,,,,,"Biochimica Et Biophysica Acta Reviews On Cancer","4","Cytotoxicity","120","Prince Sattam Bin Abdulaziz University","21","Deutscher Akademischer Austauschdienst","2","Sudan","2",,,,
,,,,"Yousefi, B.","9",,,,,,,"Biofactors","4","Macrophage","120","Pharmaceutical Sciences Research Center SUMS","21","Deutsches Krebsforschungszentrum","2","Zimbabwe","2",,,,
,,,,"Alizadeh, N.","8",,,,,,,"Cancer Immunology Immunotherapy","4","Tumor Necrosis Factor","119","Faculty of Medicine","21","Engineering and Physical Sciences Research Council","2","Armenia","1",,,,
,,,,"Amoozgar, Z.","8",,,,,,,"Cellular And Molecular Life Sciences","4","Cell Therapy","117","Biotechnology Research Center,Tabriz","21","Garnett Passe and Rodney Williams Memorial Foundation","2","Burkina Faso","1",,,,
,,,,"Ebrahimi, N.","8",,,,,,,"Clinical Reviews In Allergy And Immunology","4","Cancer Inhibition","116","Research Center for Pharmaceutical Nanotechnology","21","Gonabad University of Medical Sciences","2","Cameroon","1",,,,
,,,,"Falak, R.","8",,,,,,,"Current Opinion In Urology","4","Glioblastoma","116","University of Johannesburg","20","Guangzhou Science, Technology and Innovation Commission","2","Congo","1",,,,
,,,,"Goradel, N.H.","8",,,,,,,"Current Pharmaceutical Biotechnology","4","Immune Checkpoint Inhibitors","115","Ferdowsi University of Mashhad","20","Ilam University of Medical Sciences","2","Costa Rica","1",,,,
,,,,"Hajifathali, A.","8",,,,,,,"Cytokine","4","Cancer Radiotherapy","114","Saveetha Dental College And Hospitals","20","Instituto de Salud Carlos III","2","Democratic Republic Congo","1",,,,
,,,,"Hemmat, N.","8",,,,,,,"Cytotherapy","4","Liver Cell Carcinoma","111","SBUMS Cellular and Molecular Biology Research Center","20","Islamic Azad University","2","Estonia","1",,,,
,,,,"Karampoor, S.","8",,,,,,,"Drug Delivery And Translational Research","4","Ipilimumab","110","Cancer Gene Therapy Research Center, Zanjan University of Medical Sciences ZUMS","20","KWF Kankerbestrijding","2","Ethiopia","1",,,,
,,,,"Laukhtina, E.","8",,,,,,,"Environmental Research","4","Immunogenicity","109","Infectious and Tropical Diseases Research Center","20","Kashan University of Medical Sciences","2","French Polynesia","1",,,,
,,,,"Mirzaei, R.","8",,,,,,,"Frontiers In Genetics","4","Non Small Cell Lung Cancer","109","The University of British Columbia","19","Melanoma Research Alliance","2","Gabon","1",,,,
,,,,"Rafati, S.","8",,,,,,,"Gene","4","Receptors, Chimeric Antigen","109","IUMS Immunology Research Center","19","Ministerio de Educación, Gobierno de Chile","2","Ghana","1",,,,
,,,,"Ramezani, M.","8",,,,,,,"Immunity Inflammation And Disease","4","Drug Targeting","106","Medizinische Universität Wien","18","Ministero della Salute","2","Iceland","1",,,,
,,,,"Roshandel, E.","8",,,,,,,"Immunological Investigations","4","Tumor Associated Leukocyte","102","Lorestan University of Medical Sciences","18","Ministry of Health -Singapore","2","Luxembourg","1",,,,
,,,,"Saghazadeh, A.","8",,,,,,,"Infectious Agents And Cancer","4","Coronavirus Disease 2019","101","Faculty of Medicine, Kerman University of Medical Sciences","18","Mitacs","2","Malta","1",,,,
,,,,"Sheykhhasan, M.","8",,,,,,,"International Archives Of Allergy And Immunology","4","Interleukin 6","101","Weill Cornell Medicine","17","National Blood Foundation","2","Mozambique","1",,,,
,,,,"Tajbakhsh, A.","8",,,,,,,"Journal Of Cellular And Molecular Medicine","4","Transforming Growth Factor Beta","100","Dana-Farber Cancer Institute","17","National Institute of General Medical Sciences","2","Nepal","1",,,,
,,,,"Yazdanifar, M.","8",,,,,,,"Journal Of Cosmetic Dermatology","4","Vaccination","100","German Cancer Research Center","17","National Research Foundation Singapore","2","Tunisia","1",,,,
,,,,"Yumashev, A.V.","8",,,,,,,"Journal Of Interferon And Cytokine Research","4","Gene Therapy","97","Stanford University School of Medicine","17","Novartis","2","Türkiye","1",,,,
,,,,"Abdelbasset, W.K.","7",,,,,,,"Journal Of Mazandaran University Of Medical Sciences","4","Cell Differentiation","94","Shahroud University of Medical Sciences","17","Prince Sattam bin Abdulaziz University","2","Uruguay","1",,,,
,,,,"Ahmadbeigi, N.","7",,,,,,,"Neurosurgical Review","4","Prostate Cancer","94","Alborz University of Medical Sciences, Non-communicable Diseases Research Center","17","Rafsanjan University of Medical Sciences","2",,,,,,
,,,,"Akbari, B.","7",,,,,,,"Virology Journal","4","COVID-19","93","Digestive Diseases Research Institute","17","Roche","2",,,,,,
,,,,"Asemi, Z.","7",,,,,,,"ACS Biomaterials Science And Engineering","3","Chemistry","93","Neurojenic Inflammation Research Center","17","School of Medicine, Shahid Beheshti University of Medical Sciences","2",,,,,,
,,,,"Chupradit, S.","7",,,,,,,"Acta Pharmaceutica Sinica B","3","Chemotherapy","93","Sabancı Üniversitesi","16","Semnan University of Medical Sciences and Health Services","2",,,,,,
,,,,"Elahi, R.","7",,,,,,,"Advanced Pharmaceutical Bulletin","3","Drug Safety","93","Charles University","16","Servier","2",,,,,,
,,,,"Fadaee, M.","7",,,,,,,"Advanced Science","3","Phase 2 Clinical Trial (topic)","92","National University of Singapore","16","Southwest Medical University","2",,,,,,
,,,,"Farajnia, S.","7",,,,,,,"American Journal Of Reproductive Immunology","3","Treatment Response","92","Karolinska Universitetssjukhuset","16","St. Baldrick's Foundation","2",,,,,,
,,,,"Ghaderi, A.","7",,,,,,,"Archives Of Pediatric Infectious Diseases","3","Tumor Marker","92","Shahid Chamran University of Ahvaz","16","Uehara Memorial Foundation","2",,,,,,
,,,,"Ghalamfarsa, G.","7",,,,,,,"Biological Procedures Online","3","Drug Resistance","91","Razi Vaccine &amp; Serum Research Institute, Iran","16","Umm Al-Qura University","2",,,,,,
,,,,"Ghasemian, A.","7",,,,,,,"Bionanoscience","3","Lung Cancer","91","Cellular and Molecular Research Center, Birjand University of Medical Sciences","16","Universiti Kebangsaan Malaysia","2",,,,,,
,,,,"Gheibihayat, S.M.","7",,,,,,,"Cancer And Metastasis Reviews","3","Vasculotropin","91","Hematology, Oncology and Stem Cell Transplantation Research Center","16","University of Georgia","2",,,,,,
,,,,"Goleij, P.","7",,,,,,,"Cancer Communications","3","Antineoplastic Agents","90","Breast Disease Research Center","16","University of Queensland","2",,,,,,
,,,,"Hashemi, F.","7",,,,,,,"Cancer Reports","3","Cancer Vaccines","90","Immunology Research Center","16","University of Tabriz","2",,,,,,
,,,,"Jafarzadeh, A.","7",,,,,,,"Cells","3","Nanoparticles","90","Shiraz Institute for Cancer Research SUMS","16","Vice-Chancellor for Research, Shiraz University of Medical Sciences","2",,,,,,
,,,,"Kazemi, M.H.","7",,,,,,,"Cellular And Molecular Biology Letters","3","Interleukin 2","89","Hormozgan University of Medical Sciences","15","Zahedan University of Medical Sciences","2",,,,,,
,,,,"Keshavarz, M.","7",,,,,,,"Clinica Chimica Acta","3","Paclitaxel","89","Shahed University","15","Zanjan University of Medical Sciences","2",,,,,,
,,,,"Lotfinejad, P.","7",,,,,,,"Colloids And Surfaces B Biointerfaces","3","Cancer Stem Cell","88","UT Southwestern Medical Center","15","Zhejiang Shuren University","2",,,,,,
,,,,"Maali, A.","7",,,,,,,"Critical Reviews In Biotechnology","3","Cell Migration","88","Stem Cell Technology Research Center","15","Agence Nationale de Recherches sur le Sida et les Hépatites Virales","1",,,,,,
,,,,"Makvandi, P.","7",,,,,,,"Current Oncology","3","Doxorubicin","87","Tabriz University of Medical Science, Aging Research Institute","15","Agence Nationale de la Recherche","1",,,,,,
,,,,"Mansoori, B.","7",,,,,,,"Current Stem Cell Research And Therapy","3","Cancer Resistance","86","Cancer Research Institute","15","Agencia Estatal de Investigación","1",,,,,,
,,,,"Masoumi, J.","7",,,,,,,"European Journal Of Clinical Pharmacology","3","Vaccine","86","Iranian Center for Evidence-Based Medicine","15","Ahvaz Jundishapur University of Medical Sciences","1",,,,,,
,,,,"Mohsenzadegan, M.","7",,,,,,,"European Urology Focus","3","Antigen Presenting Cell","85","Medical Biology Research Center, Kermanshah University of Medical Sciences","14","Aimmune Therapeutics","1",,,,,,
,,,,"Mori, K.","7",,,,,,,"Expert Review Of Anti Infective Therapy","3","Solid Malignant Neoplasm","85","NUS Yong Loo Lin School of Medicine","14","Aja University of Medical Sciences","1",,,,,,
,,,,"Mostafaei, H.","7",,,,,,,"Expert Review Of Clinical Pharmacology","3","Interleukin 10","84","Neyshabur University of Medical Sciences","14","Alabama Farmers Federation","1",,,,,,
,,,,"Motallebnezhad, M.","7",,,,,,,"Expert Review Of Vaccines","3","Upregulation","84","Bam University of Medical Sciences","14","Alberta Health Services","1",,,,,,
,,,,"Pradere, B.","7",,,,,,,"Frontiers In Cell And Developmental Biology","3","Cancer Patient","83","Islamic Azad University, Mashhad Branch","13","Alexion Pharmaceuticals","1",,,,,,
,,,,"Quhal, F.","7",,,,,,,"Frontiers In Cellular And Infection Microbiology","3","Cancer Survival","83","Macquarie University","13","Allergopharma","1",,,,,,
,,,,"Rahman, H.S.","7",,,,,,,"Frontiers In Medicine","3","Cytotoxic T Lymphocyte","83","School of Pharmacy, Zanjan University of Medical Sciences ZUMS","13","Alzahra University","1",,,,,,
,,,,"Rostamzadeh, D.","7",,,,,,,"Gene Reports","3","Pancreas Cancer","83","Ilam University of Medical Sciences","13","American Cancer Society","1",,,,,,
,,,,"Roudi, R.","7",,,,,,,"Health Science Reports","3","Atezolizumab","82","Jiroft University of Medical Sciences","13","American Heart Association","1",,,,,,
,,,,"Safarpour, H.","7",,,,,,,"Immunology","3","Biological Marker","82","Al-Mustaqbal University","13","Ankara Universitesi","1",,,,,,
,,,,"Salmaninejad, A.","7",,,,,,,"Immunology And Cell Biology","3","Myeloid-derived Suppressor Cell","82","University of Science and Culture, Tehran","13","Associazione Italiana per la Ricerca sul Cancro","1",,,,,,
,,,,"Samadani, A.A.","7",,,,,,,"International Journal Of Hematology Oncology And Stem Cell Research","3","Protein Function","82","İstinye Üniversitesi","13","Astellas Pharma US","1",,,,,,
,,,,"Samadi, P.","7",,,,,,,"International Journal Of Peptide Research And Therapeutics","3","Cytokine Production","80","School of Medicine","13","Athabasca University","1",,,,,,
