Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""Antibody-drug conjugat*"") OR TITLE-ABS-KEY(""Antibody drug conjugat*"")) AND DOCTYPE(ar))"


Number of results : 5709

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"2005","4","Mendelsohn, B.A.","24","Energy","4",,,,,"Journal Of Pharmaceutical Sciences","40","Male","1204","Bristol-Myers Squibb","71","Deutsche Forschungsgemeinschaft","71","Israel","46",,,,
,,"2004","6","Sapra, P.","24","Dentistry","3",,,,,"Journal Of Controlled Release","39","Drug Efficacy","1202","CNRS Centre National de la Recherche Scientifique","70","Novartis","70","Russian Federation","46",,,,
,,"2003","4","Yasunaga, M.","24","Earth and Planetary Sciences","2",,,,,"Pharmaceutics","39","Pathology","1189","Fudan University","70","Merck","67","Czech Republic","45",,,,
,,"2000","2","Bartlett, N.L.","23","Psychology","2",,,,,"AAPS Journal","37","Adult","1124","Sarah Cannon Research Institute","69","National Science Foundation","66","Brazil","44",,,,
,,"1999","1","Li, C.","23","Veterinary","2",,,,,"Bioanalysis","36","Priority Journal","1120","National Institutes of Health NIH","68","U.S. Department of Defense","57","Iran","35",,,,
,,"1998","4","Polakis, P.","23","Arts and Humanities","1",,,,,"Blood","36","Antineoplastic Activity","1113","City of Hope National Med Center","66","National Research Foundation of Korea","56","Ireland","33",,,,
,,"1995","5","Rader, C.","23","Undefined","1",,,,,"European Journal Of Cancer","36","Cell Line, Tumor","1101","Merck &amp; Co., Inc.","64","GlaxoSmithKline","54","Portugal","32",,,,
,,"1994","2","Sharkey, R.M.","23",,,,,,,"Cancer Discovery","31","Mice","1059","Institut de Cancerologie Gustave Roussy","63","Amgen","52","Turkey","31",,,,
,,"1993","3","Cianférani, S.","22",,,,,,,"Clinical Lymphoma Myeloma And Leukemia","31","Tumor Cell Line","1057","Yale School of Medicine","62","National Institute of Allergy and Infectious Diseases","52","Finland","30",,,,
,,"1992","4","Bellone, S.","21",,,,,,,"Bioorganic And Medicinal Chemistry Letters","30","In Vitro Study","1016","Stanford University School of Medicine","62","Cancer Prevention and Research Institute of Texas","47","Greece","30",,,,
,,"1991","8","Curigliano, G.","21",,,,,,,"Antibodies","29","Epidermal Growth Factor Receptor 2","1009","Daiichi Sankyo Company, Limited","60","Japan Agency for Medical Research and Development","47","New Zealand","28",,,,
,,"1990","3","Dragovich, P.S.","21",,,,,,,"Journal Of Chromatography A","29","Antibody-drug Conjugates","988","UCSF Helen Diller Family Comprehensive Cancer Center","60","Government of Canada","46","Hungary","22",,,,
,,"1989","5","Fang, J.","21",,,,,,,"Journal Of Chromatography B Analytical Technologies In The Biomedical And Life Sciences","29","Antineoplastic Agents","970","National Cancer Center Hospital East","58","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","45","Norway","22",,,,
,,"1988","5","Kalinsky, K.","21",,,,,,,"Frontiers In Pharmacology","28","Trastuzumab","924","University of Chinese Academy of Sciences","58","European Regional Development Fund","42","Egypt","19",,,,
,,"1987","7","Kaur, S.","21",,,,,,,"Annals Of Oncology","27","Protein Expression","913","University of Pennsylvania","57","Eli Lilly and Company","41","Saudi Arabia","17",,,,
,,"1986","1","Neri, D.","21",,,,,,,"Chemical Communications","27","Antibodies, Monoclonal","860","Fudan University Shanghai Cancer Center","57","Eisai","40","Singapore","17",,,,
,,"1985","2","Thurber, G.M.","21",,,,,,,"Lancet Oncology","27","Aged","840","Inserm","55","National Heart, Lung, and Blood Institute","39","Hong Kong","16",,,,
,,"1984","1","Gao, C.","20",,,,,,,"Investigational New Drugs","26","Antibody-drug Conjugate","790","Emory University","55","Associazione Italiana per la Ricerca sul Cancro","37","South Africa","14",,,,
,,"1983","1","Govindan, S.V.","20",,,,,,,"Oncologist","26","In Vivo Study","764","University of Texas Health Science Center at Houston","54","Sanofi","37","United Arab Emirates","10",,,,
,,"1980","1","Modi, S.","20",,,,,,,"ACS Medicinal Chemistry Letters","25","Drug Safety","755","National Cancer Center Hospital","53","Medical Research Council","36","Jordan","8",,,,
,,,,"Moore, K.N.","20",,,,,,,"Blood Advances","25","Animal Tissue","750","UCSF School of Medicine","53","Welch Foundation","36","Pakistan","8",,,,
,,,,"Raab, H.","20",,,,,,,"Cancer Chemotherapy And Pharmacology","25","Middle Aged","723","Mayo Clinic","52","Celgene","35","Serbia","8",,,,
,,,,"Dimasi, N.","19",,,,,,,"Chembiochem","25","Drug Conjugation","699","Università degli Studi di Milano","52","Science and Technology Commission of Shanghai Municipality","35","Lebanon","7",,,,
,,,,"Jeffrey, S.C.","19",,,,,,,"Gynecologic Oncology","25","Procedures","696","West China School of Medicine/West China Hospital of Sichuan University","52","Engineering and Physical Sciences Research Council","34","Bangladesh","6",,,,
,,,,"Kolmar, H.","19",,,,,,,"Hematology United States","25","Drug Screening","694","The University of Alabama at Birmingham","51","European Research Council","34","Mexico","6",,,,
,,,,"Nicolaou, K.C.","19",,,,,,,"Future Oncology","24","Immunology","693","Vall d‘Hebron Institut de Oncologia","51","National Health and Medical Research Council","33","Romania","6",,,,
,,,,"Rabuka, D.","19",,,,,,,"Journal For Immunotherapy Of Cancer","24","Cytotoxicity","682","Sichuan University","50","Chinese Academy of Sciences","32","Croatia","5",,,,
,,,,"Shen, B.Q.","19",,,,,,,"BMC Cancer","23","Genetics","680","University of California, Los Angeles","50","Ministerio de Economía y Competitividad","32","Macao","5",,,,
,,,,"Strop, P.","19",,,,,,,"Organic Process Research And Development","23","Immunohistochemistry","676","Massachusetts General Hospital Cancer Center","49","Astellas Pharma US","31","Malaysia","5",,,,
,,,,"Gerber, H.P.","18",,,,,,,"Proceedings Of The National Academy Of Sciences Of The United States Of America","23","Breast Cancer","673","Sanofi S.A.","49","MedImmune","31","Slovakia","5",,,,
,,,,"Harper, J.","18",,,,,,,"Cancer","22","Overall Survival","671","The Ohio State University","48","China Postdoctoral Science Foundation","30","Thailand","5",,,,
,,,,"Lyon, R.P.","18",,,,,,,"European Journal Of Medicinal Chemistry","22","Human Tissue","636","Hospital Universitari Vall d'Hebron","48","Bayer","29","Georgia","4",,,,
,,,,"Matsumura, Y.","18",,,,,,,"Clinical Advances In Hematology And Oncology","21","Major Clinical Study","632","David Geffen School of Medicine at UCLA","47","Breast Cancer Research Foundation","29","Qatar","4",,,,
,,,,"Schwartz, P.E.","18",,,,,,,"Expert Opinion On Biological Therapy","21","Receptor, ErbB-2","612","Cleveland Clinic Foundation","47","Canadian Institutes of Health Research","29","Syrian Arab Republic","4",,,,
,,,,"Barfield, R.M.","17",,,,,,,"Cancer Medicine","20","Antibodies","607","MedImmune, Inc.","45","Centre National de la Recherche Scientifique","29","Argentina","3",,,,
,,,,"Bernardes, G.J.L.","17",,,,,,,"Drug Delivery System","20","Antibodies, Monoclonal, Humanized","593","University College London","45","F. Hoffmann-La Roche","29","Colombia","3",,,,
,,,,"Capone, E.","17",,,,,,,"Drug Metabolism And Disposition","20","Tumor Xenograft","584","University of Michigan, Ann Arbor","45","U.S. Department of Energy","29","Cuba","3",,,,
,,,,"Cardillo, T.M.","17",,,,,,,"Pharmaceutical Research","20","Xenograft Model Antitumor Assays","577","Shanghai Institute of Materia Medica, Chinese Academy of Sciences","45","Agence Nationale de la Recherche","28","Iraq","3",,,,
,,,,"Kamath, A.V.","17",,,,,,,"Chemical Science","19","Flow Cytometry","574","Stanford University","44","Auris Health","28","Morocco","3",,,,
,,,,"Loganzo, F.","17",,,,,,,"Clinical Pharmacology And Therapeutics","19","Trastuzumab Emtansine","574","Daiichi Sankyo, Inc.","44","Johnson and Johnson","28","Türkiye","3",,,,
,,,,"Manabe, S.","17",,,,,,,"Methods In Molecular Biology","19","Progression Free Survival","572","The University of North Carolina at Chapel Hill","44","National Center for Advancing Translational Sciences","28","Ukraine","3",,,,
,,,,"Mao, S.","17",,,,,,,"Biochemical And Biophysical Research Communications","18","Animal Cell","569","ETH Zürich","43","American Cancer Society","27","Bosnia and Herzegovina","2",,,,
,,,,"Ng, C.","17",,,,,,,"Bioorganic And Medicinal Chemistry","18","Drug Effect","556","GlaxoSmithKline, USA","43","Cancer Research UK","27","Ecuador","2",,,,
,,,,"Sala, G.","17",,,,,,,"Journal Of Nuclear Medicine","18","Breast Neoplasms","522","Zhejiang Cancer Hospital","42","Ministry of Education of the People's Republic of China","26","Iceland","2",,,,
,,,,"Vandlen, R.","17",,,,,,,"Pharmaceuticals","18","Neoplasms","490","Amgen Incorporated","41","Takeda Pharmaceuticals U.S.A.","26","Indonesia","2",,,,
,,,,"Wang, B.","17",,,,,,,"Advanced Science","17","Cancer Chemotherapy","471","Moffitt Cancer Center","41","Biotechnology and Biological Sciences Research Council","25","Latvia","2",,,,
,,,,"Zheng, B.","17",,,,,,,"British Journal Of Cancer","17","Drug Therapy","470","German Cancer Research Center","41","Chinese Academy of Meteorological Sciences","25","Liberia","2",,,,
,,,,"Buza, N.","16",,,,,,,"Cancer Science","17","Clinical Article","462","Istituto Europeo di Oncologia","41","Fundamental Research Funds for the Central Universities","25","Oman","2",,,,
,,,,"Chari, R.V.J.","16",,,,,,,"China Oncology","17","Tumor Volume","452","University of Cambridge","41","Seagen","25","Peru","2",,,,
,,,,"Dimitrov, D.S.","16",,,,,,,"ACS Omega","16","Breast Tumor","450","Gilead Sciences Incorporated","40","Daiichi Sankyo Company","24","Slovenia","2",,,,
,,,,"Hamadani, M.","16",,,,,,,"Analytica Chimica Acta","16","Cell Proliferation","450","Sun Yat-Sen University","40","Instituto de Salud Carlos III","24","Tunisia","2",,,,
,,,,"Huang, W.","16",,,,,,,"British Journal Of Haematology","16","Neoplasm","450","Central South University","39","Department of Health and Aged Care, Australian Government","23","Armenia","1",,,,
,,,,"Hurvitz, S.A.","16",,,,,,,"Haematologica","16","Antibody","447","Princess Margaret Cancer Centre","39","Janssen Pharmaceuticals","23","Cyprus","1",,,,
,,,,"Li, G.","16",,,,,,,"International Journal Of Biological Macromolecules","16","Drug Targeting","447","University of Washington School of Medicine","39","Bundesministerium für Bildung und Forschung","22","Estonia","1",,,,
,,,,"Rajpal, A.","16",,,,,,,"Biopharm International","15","Cancer Immunotherapy","436","University of Pennsylvania Perelman School of Medicine","38","Ministry of Science, ICT and Future Planning","22","Grenada","1",,,,
,,,,"Tang, F.","16",,,,,,,"Cancer Letters","15","Mass Spectrometry","432","Zhejiang University","37","National Major Science and Technology Projects of China","22","Guatemala","1",,,,
,,,,"Tibbitts, J.","16",,,,,,,"Cpt Pharmacometrics And Systems Pharmacology","15","Clinical Trial","431","University at Buffalo, The State University of New York","37","Boehringer Ingelheim","21","Moldova","1",,,,
,,,,"Tsurutani, J.","16",,,,,,,"Current Treatment Options In Oncology","15","Treatment Outcome","430","F. Hoffmann-La Roche AG","36","Merck KGaA","21","Nigeria","1",,,,
,,,,"Alley, S.C.","15",,,,,,,"ESMO Open","15","Fatigue","427","Novartis International AG","36","Vetenskapsrådet","21","Puerto Rico","1",,,,
,,,,"Caimi, P.F.","15",,,,,,,"Journal Of Clinical Pharmacology","15","Molecularly Targeted Therapy","424","Merck KGaA","36","Fundação para a Ciência e a Tecnologia","20","Togo","1",,,,
,,,,"Carrasco-Triguero, M.","15",,,,,,,"Npj Breast Cancer","15","Multiple Cycle Treatment","422","University of Melbourne","36","Guangdong Provincial Department of Science and Technology","20","Trinidad and Tobago","1",,,,
,,,,"Chen, J.","15",,,,,,,"Targeted Oncology","15","Cancer Inhibition","419","KU Leuven– University Hospital Leuven","36","Jiangsu Provincial Department of Science and Technology","20","Uruguay","1",,,,
,,,,"Erickson, H.K.","15",,,,,,,"Yaoxue Xuebao","15","Brentuximab Vedotin","417","Barbara Ann Karmanos Cancer Institute","36","Ministério da Educação e Ciência","20","Uzbekistan","1",,,,
,,,,"Gavrilyuk, J.","15",,,,,,,"Biomaterials","14","Drug Delivery System","417","Université de Genève","35","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","20","Undefined","93",,,,
,,,,"Hui, P.","15",,,,,,,"Journal Of Pharmacokinetics And Pharmacodynamics","14","Cancer Survival","416","The University of British Columbia","35","Science and Technology Department of Zhejiang Province","20",,,,,,
,,,,"Iacobelli, S.","15",,,,,,,"Molecular Therapy","14","Treatment Response","411","Institut Curie","35","Seattle Genetics","20",,,,,,
,,,,"Junutula, J.R.","15",,,,,,,"Therapeutic Advances In Medical Oncology","14","Apoptosis","394","Sun Yat-Sen University Cancer Center","35","Leukemia and Lymphoma Society","19",,,,,,
,,,,"Krop, I.E.","15",,,,,,,"Anti Cancer Drugs","13","Cohort Analysis","394","Scripps Research Institute","34","Ministry of Finance","19",,,,,,
,,,,"Lambert, J.M.","15",,,,,,,"Breast Cancer Research And Treatment","13","Vedotin","390","Washington University in St. Louis","34","University of Texas System","19",,,,,,
,,,,"Leal, M.","15",,,,,,,"Chinese Journal Of New Drugs","13","Neutropenia","386","Brigham and Women's Hospital","34","Astellas Pharma","18",,,,,,
,,,,"Liu, L.","15",,,,,,,"Expert Review Of Anticancer Therapy","13","Drug Tolerability","383","Samsung Medical Center, Sungkyunkwan university","34","Beijing Municipal Science and Technology Commission, Adminitrative Commission of Zhongguancun Science Park","18",,,,,,
,,,,"Lucas, J.","15",,,,,,,"International Journal Of Cancer","13","Binding Affinity","380","Zhejiang University School of Medicine","34","Fondazione Guido Berlucchi","18",,,,,,
,,,,"Ohri, R.","15",,,,,,,"New England Journal Of Medicine","13","IC50","380","University of California, San Diego","34","Natural Science Foundation of Jiangsu Province","18",,,,,,
,,,,"Petrylak, D.P.","15",,,,,,,"Organic And Biomolecular Chemistry","13","Immunotherapy","378","Université de Strasbourg","34","Natural Science Foundation of Zhejiang Province","18",,,,,,
,,,,"Pinkas, J.","15",,,,,,,"Regulatory Toxicology And Pharmacology","13","Anemia","371","Universitätsklinikum Heidelberg","33","Stand Up To Cancer","18",,,,,,
,,,,"Ratner, E.","15",,,,,,,"ACS Chemical Biology","12","Nausea","369","University of Ulsan College of Medicine","33","Cancerfonden","17",,,,,,
,,,,"Saad, O.","15",,,,,,,"American Pharmaceutical Review","12","Diarrhea","360","Cornell University","33","Ligue Contre le Cancer","17",,,,,,
,,,,"Su, D.","15",,,,,,,"Breast","12","ERBB2 Protein, Human","359","University Hospitals Case Medical Center","33","Ministry of Health and Welfare","17",,,,,,
,,,,"Ab, O.","14",,,,,,,"Breast Cancer Research","12","Drug Potency","356","Penn Medicine","33","Office of Science","17",,,,,,
,,,,"Advani, R.","14",,,,,,,"Cancer Research On Prevention And Treatment","12","Thrombocytopenia","349","UT Southwestern Medical Center","33","Takeda Pharmaceutical Company","17",,,,,,
,,,,"Aujay, M.","14",,,,,,,"Chemmedchem","12","Follow Up","347","British Columbia Cancer Agency","33","Université de Strasbourg","17",,,,,,
,,,,"Azodi, M.","14",,,,,,,"Drugs","12","Trastuzumab Deruxtecan","344","University of Toronto","32","Japan Science and Technology Agency","16",,,,,,
,,,,"Chu, Y.W.","14",,,,,,,"Drugs Of The Future","12","Cancer Patient","341","Regeneron Pharmaceuticals, Inc.","32","National Institute for Health and Care Research","16",,,,,,
,,,,"Cortés, J.","14",,,,,,,"Journal Of Immunological Methods","12","Immunological Antineoplastic Agent","337","The University of Utah","32","National Institute of Biomedical Imaging and Bioengineering","16",,,,,,
,,,,"Dere, R.C.","14",,,,,,,"Journal Of Oncology Pharmacy Practice","12","Maytansine","337","Eli Lilly and Company","32","Sichuan University","16",,,,,,
,,,,"Drake, P.M.","14",,,,,,,"Lung Cancer","12","Cancer Therapy","335","Columbia University Irving Medical Center","32","Central South University","15",,,,,,
,,,,"Fleming, R.","14",,,,,,,"Science Translational Medicine","12","Doxorubicin","333","The University of Chicago","32","Department of Science and Technology of Shandong Province","15",,,,,,
,,,,"Gangwar, S.","14",,,,,,,"Bioorganic Chemistry","11","Enzyme Linked Immunosorbent Assay","324","Cancer Institute Hospital of Japan Foundation for Cancer Research","32","Department of Science and Technology, Ministry of Science and Technology, India","15",,,,,,
,,,,"Hartley, J.A.","14",,,,,,,"Cancer Cell","11","Cell Viability","318","Shanghai Jiao Tong University School of Medicine","32","Entertainment Industry Foundation","15",,,,,,
,,,,"Leipold, D.","14",,,,,,,"Cancer Research Communications","11","Oligopeptides","318","Université de Lausanne UNIL","31","Ministry of Education","15",,,,,,
,,,,"Masterson, L.","14",,,,,,,"International Journal Of Clinical Oncology","11","High Performance Liquid Chromatography","313","Hospital Universitario 12 de Octubre","31","Schweizerischer Nationalfonds zur F&#x00F6;rderung der Wissenschaftlichen Forschung","15",,,,,,
,,,,"Meric-Bernstam, F.","14",,,,,,,"International Journal Of Pharmaceutics","11","Multicenter Study","312","Food and Drug Administration","31","Takeda Science Foundation","15",,,,,,
,,,,"Rosenbaum, A.I.","14",,,,,,,"Jnccn Journal Of The National Comprehensive Cancer Network","11","Drug Synthesis","311","The Sidney Kimmel Comprehensive Cancer Center","31","U.S. Food and Drug Administration","15",,,,,,
,,,,"Saura, C.","14",,,,,,,"Nature Biotechnology","11","Monoclonal Antibodies","311","Roswell Park Cancer Institute","31","University of Texas MD Anderson Cancer Center","15",,,,,,
,,,,"Scott, A.M.","14",,,,,,,"Neuro Oncology","11","Very Elderly","310","Asan Medical Center","31","Alex's Lemonade Stand Foundation for Childhood Cancer","14",,,,,,
,,,,"Zhang, J.","14",,,,,,,"Revisiones En Cancer","11","Retrospective Study","309","Université Paris-Saclay","31","Daiichi Sankyo Europe","14",,,,,,
,,,,"Barletta, F.","13",,,,,,,"Theranostics","11","Drug Stability","300","Centro de Investigación Biomédica en Red de Cáncer","31","Exelixis","14",,,,,,
,,,,"Burris, H.A.","13",,,,,,,"Analytical Biochemistry","10","Immunoglobulin G","299","Klinikum der Universität München","30","Horizon 2020","14",,,,,,
,,,,"Chen, R.","13",,,,,,,"Antibody Therapeutics","10","Gene Expression","296","Johns Hopkins University School of Medicine","30","Meso Scale Diagnostics","14",,,,,,
,,,,"Christie, R.J.","13",,,,,,,"Anticancer Research","10","Antineoplastic Agents, Immunological","295","The Ohio State University Comprehensive Cancer Center","30","Natural Science Foundation of Guangdong Province","14",,,,,,
,,,,"Duan, Y.","13",,,,,,,"Blood Cancer Journal","10","Oligopeptide","291","Beijing Cancer Hospital","30","Natural Sciences and Engineering Research Council of Canada","14",,,,,,
,,,,"Firestein, R.","13",,,,,,,"British Journal Of Clinical Pharmacology","10","Drug Cytotoxicity","285","Medical College of Wisconsin","30","American Society of Clinical Oncology","13",,,,,,
,,,,"Grivas, P.","13",,,,,,,"Cancer Immunology Immunotherapy","10","Dose Response","283","Northwestern University Feinberg School of Medicine","30","China Scholarship Council","13",,,,,,
,,,,"Harbeck, N.","13",,,,,,,"Chemistry A European Journal","10","Drug Design","282","Charité – Universitätsmedizin Berlin","30","Eidgenössische Technische Hochschule Zürich","13",,,,,,
,,,,"Hernandez-Alba, O.","13",,,,,,,"Drugs Of Today","10","Tumor Growth","280","Ludwig-Maximilians-Universität München","30","Ministero della Salute","13",,,,,,
,,,,"Ito, Y.","13",,,,,,,"Expert Opinion On Investigational Drugs","10","Human Epidermal Growth Factor Receptor 2 Positive Breast Cancer","278","NYU Langone Health","30","Ministry of Science and Technology, Taiwan","13",,,,,,
,,,,"Jin, J.Y.","13",,,,,,,"Journal Of Experimental And Clinical Cancer Research","10","Triple Negative Breast Cancer","276","University of Wisconsin-Madison","30","National Cancer Center","13",,,,,,
,,,,"Keating, T.A.","13",,,,,,,"Journal Of The American Society For Mass Spectrometry","10","Mice, Nude","274","Tongji University","30","Prostate Cancer Foundation","13",,,,,,
,,,,"Kitamura, K.","13",,,,,,,"Journal Of Visualized Experiments","10","Aged, 80 And Over","272","Friedrich-Alexander-Universität Erlangen-Nürnberg","29","Science and Technology Department of Sichuan Province","13",,,,,,
,,,,"Lanieri, L.","13",,,,,,,"Leukemia","10","Phase 1 Clinical Trial","272","Northwestern University","29","American Society of Hematology","12",,,,,,
,,,,"Leipold, D.D.","13",,,,,,,"Oncoimmunology","10","Paclitaxel","271","National Cancer Institute at Frederick","29","Chugai Pharmaceutical","12",,,,,,
,,,,"Lin, K.","13",,,,,,,"Oncotargets And Therapy","10","Cancer Staging","270","The Christie NHS Foundation Trust","29","Clovis Oncology","12",,,,,,
,,,,"Maloney, E.K.","13",,,,,,,"Recenti Progressi In Medicina","10","Liquid Chromatography-mass Spectrometry","268","University of Colorado Cancer Center","28","Conquer Cancer Foundation","12",,,,,,
,,,,"Meyer, D.L.","13",,,,,,,"Tetrahedron Letters","10","Cancer Recurrence","264","The University of Manchester","28","Ministero dell’Istruzione, dell’Università e della Ricerca","12",,,,,,
,,,,"Punie, K.","13",,,,,,,"AAPS Advances In The Pharmaceutical Sciences Series","9","Antineoplastic Combined Chemotherapy Protocols","263","Uppsala Universitet","28","Natural Science Foundation of Shandong Province","12",,,,,,
,,,,"Sadowsky, J.D.","13",,,,,,,"Biomedicines","9","Amino Acids","262","AP-HP Assistance Publique - Hopitaux de Paris","28","Novo Nordisk Fonden","12",,,,,,
,,,,"Samineni, D.","13",,,,,,,"Breast Cancer","9","Metastasis","262","McGovern Medical School","28","Royal Society","12",,,,,,
,,,,"Spring, D.R.","13",,,,,,,"Cell Death And Disease","9","Nude Mouse","259","Shanghai Jiao Tong University","28","Wellcome Trust","12",,,,,,
,,,,"Takahashi, T.","13",,,,,,,"Cell Reports Medicine","9","Tumor Microenvironment","258","Leuvens Kankerinstituut","28","Association Nationale de la Recherche et de la Technologie","11",,,,,,
,,,,"Wai, J.","13",,,,,,,"Cells","9","Drug Withdrawal","257","Huntsman Cancer Institute","28","Bayer Fund","11",,,,,,
,,,,"Wang, X.","13",,,,,,,"Clinical Genitourinary Cancer","9","Sacituzumab Govitecan","256","Case Western Reserve University","27","H2020 Excellent Science","11",,,,,,
,,,,"Wu, H.","13",,,,,,,"Current Oncology","9","Vomiting","252","Seoul National University College of Medicine","27","H2020 Marie Skłodowska-Curie Actions","11",,,,,,
,,,,"Yamaguchi, T.","13",,,,,,,"Drug Development And Delivery","9","Camptothecin","251","Medizinische Universität Wien","27","ImmunoGen","11",,,,,,
,,,,"Yang, J.","13",,,,,,,"Expert Opinion On Drug Safety","9","Cancer Prognosis","244","Peking University","27","Korea Health Industry Development Institute","11",,,,,,
,,,,"Younes, A.","13",,,,,,,"Heliyon","9","Single Drug Dose","244","SKKU School of Medicine","27","Merck Sharp and Dohme","11",,,,,,
,,,,"Zhong, H.","13",,,,,,,"JCO Precision Oncology","9","Conjugation","239","Yonsei University College of Medicine","27","NIH Office of the Director","11",,,,,,
,,,,"Zhou, X.","13",,,,,,,"Journal Of Cancer Research And Clinical Oncology","9","Side Effect","237","Tianjin Medical University Cancer Institute &amp; Hospital","27","Nederlandse Organisatie voor Wetenschappelijk Onderzoek","11",,,,,,
