Scopus refine results values

"Your query : (TITLE-ABS-KEY(macrophag*) AND DOCTYPE(re))"


Number of results : 65839

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"1999","652","Serhan, C.N.","34","Decision Sciences","1",,,,,"Seminars In Immunology","194","Tumor Microenvironment","7293","Ludwig-Maximilians-Universität München","337","Conselho Nacional de Desenvolvimento Científico e Tecnológico","385","Taiwan","420",,,"Hebrew","12"
,,"1998","592","Tabas, I.","34","Undefined","135",,,,,"Blood","191","Immunocompetent Cell","7189","University of Pennsylvania","336","Department of Health and Aged Care, Australian Government","378","Portugal","379",,,"Swedish","9"
,,"1997","547","Goronzy, J.J.","33",,,,,,,"Frontiers In Microbiology","187","Pathogenesis","6976","Washington University School of Medicine in St. Louis","336","Associazione Italiana per la Ricerca sul Cancro","374","Saudi Arabia","356",,,"Norwegian","8"
,,"1996","624","Akira, S.","32",,,,,,,"Frontiers In Physiology","185","Neutrophil","6810","Università degli Studi di Milano","335","American Heart Association","372","Singapore","352",,,"Slovenian","6"
,,"1995","542","Jirillo, E.","32",,,,,,,"Journal Of Clinical Investigation","184","Monocyte","6748","Zhejiang University School of Medicine","334","U.S. Department of Defense","362","Hong Kong","347",,,"Finnish","5"
,,"1994","529","Kalergis, A.M.","32",,,,,,,"Expert Opinion On Biological Therapy","183","Cell Proliferation","6745","Monash University","330","China Postdoctoral Science Foundation","342","Turkey","335",,,"Lithuanian","4"
,,"1993","448","Virmani, R.","32",,,,,,,"Journal Of Clinical Medicine","182","Physiology","6502","University of Pittsburgh School of Medicine","328","European Regional Development Fund","317","Czech Republic","334",,,,
,,"1992","392","Weiss, G.","32",,,,,,,"Seminars In Immunopathology","178","Interleukin 10","6500","Central South University","327","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","298","Romania","327",,,,
,,"1991","328","Joosten, L.A.B.","31",,,,,,,"Current Medicinal Chemistry","171","Natural Killer Cell","6319","University of Washington","325","Ministry of Education of the People's Republic of China","291","Finland","292",,,,
,,"1990","314","O'Neill, L.A.J.","30",,,,,,,"Life Sciences","167","Cell Differentiation","6310","University of Michigan Medical School","322","National Institute on Aging","291","Hungary","288",,,,
,,"1989","296","Das, U.N.","29",,,,,,,"Pharmaceutics","160","Cytokine Production","6260","Stanford University School of Medicine","320","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","289","South Africa","279",,,,
,,"1988","227","Ganz, T.","29",,,,,,,"Frontiers In Cardiovascular Medicine","159","Cytokines","6194","West China School of Medicine/West China Hospital of Sichuan University","313","Ministerio de Economía y Competitividad","272","Argentina","260",,,,
,,"1987","158","Garlanda, C.","29",,,,,,,"Pharmacological Research","156","Interleukin 1beta","6188","Zhejiang University","311","Instituto de Salud Carlos III","267","Egypt","245",,,,
,,"1986","156","Swirski, F.K.","29",,,,,,,"Expert Opinion On Therapeutic Targets","154","Immunotherapy","6164","Icahn School of Medicine at Mount Sinai","307","Fundamental Research Funds for the Central Universities","257","Malaysia","243",,,,
,,"1985","151","Fisher, E.A.","28",,,,,,,"Immunotherapy","149","Pathophysiology","5975","University College London","307","Agence Nationale de la Recherche","251","Norway","226",,,,
,,"1984","150","Glass, C.K.","28",,,,,,,"Annual Review Of Immunology","148","Adaptive Immunity","5796","National Cancer Institute NCI","298","U.S. Department of Veterans Affairs","251","Chile","217",,,,
,,"1983","124","Gulley, J.L.","28",,,,,,,"Current Opinion In Hematology","148","Genetics","5708","The University of Edinburgh","297","Institut National de la Santé et de la Recherche Médicale","233","Pakistan","180",,,,
,,"1982","101","Ley, K.","28",,,,,,,"Current Opinion In Rheumatology","145","Gene Expression","5442","UCSF School of Medicine","297","Bundesministerium für Bildung und Forschung","232","New Zealand","164",,,,
,,"1981","89","Mortezaee, K.","28",,,,,,,"Seminars In Cancer Biology","143","Phagocytosis","5404","Mayo Clinic","296","Natural Science Foundation of Shandong Province","218","Thailand","156",,,,
,,"1980","110","Adcock, I.M.","27",,,,,,,"Vaccines","143","Immunomodulation","5382","Chinese Academy of Sciences","294","National Science Foundation","217","Serbia","122",,,,
,,"1979","94","Cutolo, M.","27",,,,,,,"Circulation Research","139","Neoplasms","5318","Fudan University","292","Guangdong Provincial Department of Science and Technology","212","Croatia","116",,,,
,,"1978","94","Staels, B.","27",,,,,,,"World Journal Of Gastroenterology","139","Regulatory T Lymphocyte","5244","University of Pittsburgh","284","Ministero dell’Istruzione, dell’Università e della Ricerca","205","Indonesia","116",,,,
,,"1977","62","Agrawal, D.K.","26",,,,,,,"Current Drug Targets","135","Immune System","5239","Amsterdam UMC - University of Amsterdam","283","Ministry of Finance","195","United Arab Emirates","115",,,,
,,"1976","68","Bernhagen, J.","26",,,,,,,"Cancer Letters","134","Tumor Necrosis Factor Alpha","5210","Universidade de São Paulo","282","Department of Science and Technology of Shandong Province","191","Iraq","110",,,,
,,"1975","70","Conti, P.","26",,,,,,,"Antioxidants And Redox Signaling","133","CD4+ T Lymphocyte","5184","Weill Cornell Medicine","274","Department of Science and Technology, Ministry of Science and Technology, India","191","Colombia","109",,,,
,,"1974","64","Fayad, Z.A.","26",,,,,,,"Immunologic Research","133","B Lymphocyte","5154","Tehran University of Medical Sciences","274","Natural Science Foundation of Zhejiang Province","191","Slovakia","87",,,,
,,"1973","48","Fridman, W.H.","26",,,,,,,"Cytokine And Growth Factor Reviews","132","Atherosclerosis","5116","The University of Queensland","274","Fundação de Amparo à Pesquisa do Estado de São Paulo","188","Bulgaria","82",,,,
,,"1972","50","Hansbro, P.M.","26",,,,,,,"Biomedicines","130","Phenotype","5061","The University of Sydney","270","National Institute of Environmental Health Sciences","185","Qatar","79",,,,
,,"1971","48","Kaufmann, S.H.E.","26",,,,,,,"Frontiers In Cellular Neuroscience","129","CD8+ T Lymphocyte","5055","AP-HP Assistance Publique - Hopitaux de Paris","268","Science and Technology Commission of Shanghai Municipality","183","Lebanon","76",,,,
,,"1970","41","Kovacs, E.J.","26",,,,,,,"Critical Reviews In Oncology Hematology","127","Transforming Growth Factor Beta","4990","King's College London","266","Fundação para a Ciência e a Tecnologia","181","Macao","76",,,,
,,"1969","24","Lambrecht, B.N.","26",,,,,,,"Expert Review Of Clinical Immunology","127","Mouse","4795","Sapienza Università di Roma","266","Science and Technology Department of Zhejiang Province","181","Slovenia","66",,,,
,,"1968","15","Locati, M.","26",,,,,,,"Arteriosclerosis Thrombosis And Vascular Biology","125","Cancer Immunotherapy","4790","Klinikum der Universität München","265","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","179","Ukraine","63",,,,
,,"1967","14","Wynn, T.A.","26",,,,,,,"Nutrients","125","Protein Function","4749","Shanghai Jiao Tong University School of Medicine","265","Ministero della Salute","175","Nigeria","62",,,,
,,"1966","10","Fuchs, D.","25",,,,,,,"Current Opinion In Pharmacology","124","Oxidative Stress","4690","Emory University School of Medicine","263","National Institute of Dental and Craniofacial Research","175","Jordan","54",,,,
,,"1965","4","Grinstein, S.","25",,,,,,,"Immunology","123","Angiogenesis","4563","Northwestern University Feinberg School of Medicine","255","Fonds Wetenschappelijk Onderzoek","166","Bangladesh","53",,,,
,,"1964","3","Jafarzadeh, A.","25",,,,,,,"Cardiovascular Research","120","Interleukin 8","4560","Radboud University Medical Center","254","Science and Technology Department of Sichuan Province","166","Ethiopia","40",,,,
,,"1963","4","Kzhyshkowska, J.","25",,,,,,,"Immunology And Cell Biology","119","Interleukin 4","4559","Memorial Sloan-Kettering Cancer Center","254","National Center for Advancing Translational Sciences","165","Venezuela","40",,,,
,,"1945","1","Marone, G.","25",,,,,,,"Cytokine","118","Reactive Oxygen Metabolite","4456","The University of British Columbia","250","Ministry of Science, ICT and Future Planning","164","Ghana","37",,,,
,,,,"Nemunaitis, J.","25",,,,,,,"Expert Review Of Vaccines","117","Immunoglobulin Enhancer Binding Protein","4437","Beth Israel Deaconess Medical Center","249","British Heart Foundation","157","Luxembourg","36",,,,
,,,,"Neurath, M.F.","25",,,,,,,"Journal Of Immunology Research","117","Interleukin 2","4417","Sorbonne Université","247","Japan Agency for Medical Research and Development","152","Cyprus","33",,,,
,,,,"Rossi, A.G.","25",,,,,,,"Biomed Research International","115","Mice","4414","University of Toronto Faculty of Medicine","247","Nederlandse Organisatie voor Wetenschappelijk Onderzoek","151","Kenya","31",,,,
,,,,"Van Ginderachter, J.A.","25",,,,,,,"Current Topics In Microbiology And Immunology","115","Neoplasm","4319","University of Pennsylvania Perelman School of Medicine","245","Russian Science Foundation","151","Uruguay","30",,,,
,,,,"Varricchi, G.","25",,,,,,,"Pathogens","113","Monocyte Chemotactic Protein 1","4239","University of Michigan, Ann Arbor","245","Biotechnology and Biological Sciences Research Council","148","Cuba","28",,,,
,,,,"Anders, H.J.","24",,,,,,,"Biochimica Et Biophysica Acta Reviews On Cancer","112","Interleukin 12","4234","Humanitas Research Hospital","241","National Institute of Mental Health","148","Morocco","28",,,,
,,,,"Dinarello, C.A.","24",,,,,,,"Cancer Immunology Immunotherapy","111","Drug Efficacy","4117","National Institute of Allergy and Infectious Diseases NIAID","235","Natural Sciences and Engineering Research Council of Canada","147","Tunisia","28",,,,
,,,,"Dua, K.","24",,,,,,,"British Journal Of Pharmacology","109","Female","3988","University of Colorado School of Medicine","235","Fondation pour la Recherche Médicale","146","Kazakhstan","26",,,,
,,,,"Ganser, A.","24",,,,,,,"Immunology Letters","105","Cytokine Release","3938","Universiteit van Amsterdam","234","Ministério da Educação e Ciência","146","Uganda","25",,,,
,,,,"Goodman, S.B.","24",,,,,,,"Archivum Immunologiae Et Therapiae Experimentalis","104","Endothelium Cell","3933","Université McGill","233","Department of Biotechnology, Ministry of Science and Technology, India","144","Lithuania","24",,,,
,,,,"Kunkel, S.L.","24",,,,,,,"Journal Of Molecular Medicine","104","Upregulation","3874","Hannover Medical School","230","Vetenskapsrådet","140","Viet Nam","24",,,,
,,,,"Saha, B.","24",,,,,,,"Trends In Microbiology","103","Cell Migration","3845","University of Texas Health Science Center at Houston","228","Natural Science Foundation of Guangdong Province","139","Ecuador","22",,,,
,,,,"Cavaillon, J.M.","23",,,,,,,"Hematology Oncology Clinics Of North America","102","Clinical Trial","3762","Albert Einstein College of Medicine","227","Natural Science Foundation of Jiangsu Province","138","Peru","22",,,,
,,,,"Crowe, S.M.","23",,,,,,,"Journal Of Cellular Physiology","102","Interleukin 1","3755","The University of Alabama at Birmingham","226","Pfizer","136","Kuwait","21",,,,
,,,,"Feldmann, M.","23",,,,,,,"Expert Opinion On Investigational Drugs","101","Macrophage Activation","3734","KU Leuven","225","Jiangsu Provincial Department of Science and Technology","135","Oman","21",,,,
,,,,"Hamilton, J.A.","23",,,,,,,"Frontiers In Medicine","101","Drug Effect","3634","Baylor College of Medicine","224","Cancer Research UK","133","Belarus","19",,,,
,,,,"Madan, R.A.","23",,,,,,,"Immunity","100","Vasculotropin","3628","University of Cambridge","223","Department of Science and Technology of Hunan Province","132","Philippines","16",,,,
,,,,"Mosser, D.M.","23",,,,,,,"Nature Reviews Rheumatology","100","Cellular Immunity","3576","China Medical University Shenyang","221","Sichuan University","131","Puerto Rico","15",,,,
,,,,"Najafi, M.","23",,,,,,,"Pharmaceuticals","100","Homeostasis","3564","Karolinska Universitetssjukhuset","221","Australian Research Council","130","Sudan","15",,,,
,,,,"Nemati, M.","23",,,,,,,"Advances In Experimental Medicine And Biology","97","Extracellular Matrix","3369","Capital Medical University","219","National Eye Institute","129","Iceland","14",,,,
,,,,"Venketaraman, V.","23",,,,,,,"Immunobiology","97","Unindexed Drug","3352","University of Colorado Anschutz Medical Campus","219","Eunice Kennedy Shriver National Institute of Child Health and Human Development","128","Nepal","14",,,,
,,,,"Xu, S.","23",,,,,,,"Clinical And Developmental Immunology","95","Cell Function","3300","Medizinische Universität Wien","218","Ministerio de Ciencia e Innovación","126","Georgia","12",,,,
,,,,"Yong, V.W.","23",,,,,,,"Inflammation Research","95","Chemokine","3249","Duke University Medical Center","215","American Cancer Society","125","Tanzania","12",,,,
,,,,"Baradaran, B.","22",,,,,,,"Trends In Molecular Medicine","95","Immunosuppressive Treatment","3243","Universität Heidelberg","213","Beijing Municipal Science and Technology Commission, Adminitrative Commission of Zhongguancun Science Park","123","Bahrain","11",,,,
,,,,"Calder, P.C.","22",,,,,,,"Atherosclerosis","93","Interleukin 17","3231","Cleveland Clinic Foundation","213","Natural Science Foundation of Beijing Municipality","122","Cameroon","11",,,,
,,,,"Chistiakov, D.A.","22",,,,,,,"Current Opinion In Microbiology","93","Immunity","3218","Johns Hopkins University","211","National Institute for Health and Care Research","121","Estonia","11",,,,
,,,,"Herrmann, M.","22",,,,,,,"European Journal Of Immunology","93","Biological Marker","3175","Erasmus MC","210","Horizon 2020","118","Gambia","11",,,,
,,,,"Kovanen, P.T.","22",,,,,,,"Journal Of Immunology","92","Microglia","3170","Dana-Farber Cancer Institute","209","Indian Council of Medical Research","117","Germany (Democratic Republic, DDR)","11",,,,
,,,,"Randolph, G.J.","22",,,,,,,"Neural Regeneration Research","92","Antigen Presenting Cell","3149","The Ohio State University","204","National Institute on Drug Abuse","117","Latvia","11",,,,
,,,,"Soehnlein, O.","22",,,,,,,"Biochemical Pharmacology","91","Immunity, Innate","3047","UT Southwestern Medical Center","203","China Scholarship Council","116","Türkiye","11",,,,
,,,,"Ward, P.A.","22",,,,,,,"Expert Review Of Anticancer Therapy","91","Antineoplastic Agent","3006","Consiglio Nazionale delle Ricerche","200","Consejo Nacional de Ciencia y Tecnología","113","Malta","10",,,,
,,,,"Apostolopoulos, V.","21",,,,,,,"International Reviews Of Immunology","91","Rheumatoid Arthritis","2992","Emory University","199","National Institute on Alcohol Abuse and Alcoholism","113","Sri Lanka","10",,,,
,,,,"Bobryshev, Y.V.","21",,,,,,,"Journal Of Inflammation Research","91","Antineoplastic Activity","2990","Barts and The London School of Medicine and Dentistry","199","Novartis","112","Uzbekistan","10",,,,
,,,,"Drake, C.G.","21",,,,,,,"New England Journal Of Medicine","91","Toll Like Receptor 4","2990","Stanford University","198","Centre National de la Recherche Scientifique","111","Malawi","9",,,,
,,,,"Fuster, V.","21",,,,,,,"Leukemia And Lymphoma","88","Risk Factor","2929","Anhui Medical University","196","Ministry of Education","111","Bosnia and Herzegovina","8",,,,
,,,,"Gershwin, M.E.","21",,,,,,,"Clinical Reviews In Allergy And Immunology","87","Toll Like Receptor","2900","Institut Pasteur, Paris","194","Bristol-Myers Squibb","110","Panama","8",,,,
,,,,"Hansson, G.K.","21",,,,,,,"Critical Reviews In Immunology","87","Immunoregulation","2875","National Heart and Lung Institute","194","Ministry of Science and Technology, Taiwan","109","Armenia","7",,,,
,,,,"Jung, S.","21",,,,,,,"Clinica Chimica Acta","86","Tumor Growth","2865","Università degli Studi di Napoli Federico II","193","National Center for Research Resources","107","Grenada","7",,,,
,,,,"Melero, I.","21",,,,,,,"Current Molecular Medicine","86","Autoimmune Disease","2854","University of Washington School of Medicine","191","Austrian Science Fund","106","Jamaica","7",,,,
,,,,"Metcalf, D.","21",,,,,,,"Journal Of Innate Immunity","86","Antiinflammatory Activity","2835","NYU Grossman School of Medicine","190","Natural Science Foundation of Hunan Province","105","Palestine","7",,,,
,,,,"Pollard, J.W.","21",,,,,,,"FEBS Journal","85","Carcinogenesis","2793","Università degli Studi di Padova","188","AstraZeneca","102","Reunion","7",,,,
,,,,"Schwartz, M.","21",,,,,,,"Free Radical Biology And Medicine","85","Male","2787","Sun Yat-Sen University","188","Council of Scientific and Industrial Research, India","102","North Macedonia","6",,,,
,,,,"Sobenin, I.A.","21",,,,,,,"Clinical Science","84","Procedures","2778","Universitair Medisch Centrum Groningen","187","Science and Engineering Research Board","102","Yemen","6",,,,
,,,,"Tajbakhsh, A.","21",,,,,,,"Current Atherosclerosis Reports","83","Disease Course","2765","University of Oxford Medical Sciences Division","185","Takeda Science Foundation","102","Zambia","6",,,,
,,,,"Aikawa, E.","20",,,,,,,"Drug Discovery Today","83","Metastasis","2727","Trinity College Dublin","185","Basic and Applied Basic Research Foundation of Guangdong Province","101","Botswana","5",,,,
,,,,"Chavakis, T.","20",,,,,,,"European Respiratory Journal","82","Interleukin 13","2724","National University of Singapore","185","Ligue Contre le Cancer","100","Brunei Darussalam","5",,,,
,,,,"Fadeel, B.","20",,,,,,,"Journal Of Neuroimmune Pharmacology","82","Cardiovascular Disease","2715","Leids Universitair Medisch Centrum","184","National Institute for Health Research","100","Costa Rica","5",,,,
,,,,"Haslett, C.","20",,,,,,,"Nature Immunology","82","Cytology","2675","Southern Medical University","182","Science Foundation Ireland","99","Gabon","5",,,,
,,,,"Lewis, C.E.","20",,,,,,,"British Journal Of Haematology","81","MicroRNA","2670","Università degli Studi di Roma Tor Vergata","182","National Institute of Child Health and Human Development","96","Libya","5",,,,
,,,,"Maes, M.","20",,,,,,,"Clinical And Experimental Immunology","81","Obesity","2670","National and Kapodistrian University of Athens","182","Roche","95","Monaco","5",,,,
,,,,"Miyazaki, A.","20",,,,,,,"Current Opinion In Oncology","81","T-Lymphocytes","2665","University of Virginia School of Medicine","182","GlaxoSmithKline","90","Albania","4",,,,
,,,,"Porta, C.","20",,,,,,,"Journal Of Controlled Release","81","Drug Targeting","2658","Case Western Reserve University","180","U.S. Public Health Service","90","Barbados","4",,,,
,,,,"Rader, D.J.","20",,,,,,,"Journal Of Translational Medicine","81","Th1 Cell","2633","University of Calgary","180","Chinese Academy of Sciences","89","Congo","4",,,,
,,,,"Salminen, A.","20",,,,,,,"International Journal Of Nanomedicine","80","In Vitro Study","2607","Vanderbilt University School of Medicine","180","Ministry of Health and Welfare","89","Madagascar","4",,,,
,,,,"Sautès-Fridman, C.","20",,,,,,,"Molecular Cancer","80","Lymphocyte","2567","UniversitatsSpital Zurich","180","Chinese Academy of Meteorological Sciences","88","Moldova","4",,,,
,,,,"Schett, G.","20",,,,,,,"Seminars In Cell And Developmental Biology","79","Disease Association","2553","Department of Medicine","179","Department of Education and Training","88","Syrian Arab Republic","4",,,,
,,,,"Tall, A.R.","20",,,,,,,"American Journal Of Reproductive Immunology","78","Tumor Associated Leukocyte","2542","Northwestern University","177","Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro","88","Yugoslavia","4",,,,
,,,,"Thomson, A.W.","20",,,,,,,"Microbes And Infection","78","Cytotoxicity","2536","Howard Hughes Medical Institute","176","Ministry of Health, Labour and Welfare","86","Aruba","3",,,,
,,,,"Wang, S.","20",,,,,,,"Molecules","78","Cancer","2520","Universität Zürich","176","National Institute of Biomedical Imaging and Bioengineering","86","Kyrgyzstan","3",,,,
,,,,"Banach, M.","19",,,,,,,"Trends In Endocrinology And Metabolism","77","Human Cell","2502","University of Birmingham","176","Office of Extramural Research, National Institutes of Health","86","Mozambique","3",,,,
,,,,"Danese, S.","19",,,,,,,"European Journal Of Pharmacology","76","Fibroblast","2497","Friedrich-Alexander-Universität Erlangen-Nürnberg","175","Sichuan Province Science and Technology Support Program","86","Paraguay","3",,,,
,,,,"Gabrilovich, D.I.","19",,,,,,,"International Journal Of Biological Macromolecules","76","Drug Mechanism","2470","University of California, Davis","175","Fondo Nacional de Desarrollo Científico y Tecnológico","84","Saint Kitts and Nevis","3",,,,
,,,,"Hajishengallis, G.","19",,,,,,,"Trends In Cardiovascular Medicine","75","Prognosis","2463","UNSW Sydney","175","Howard Hughes Medical Institute","84","Trinidad and Tobago","3",,,,
,,,,"Heimberger, A.B.","19",,,,,,,"Biochimica Et Biophysica Acta Molecular And Cell Biology Of Lipids","74","Nitric Oxide","2461","Universität Freiburg","173","Office of Research Infrastructure Programs, National Institutes of Health","83","Zimbabwe","3",,,,
,,,,"Herbein, G.","19",,,,,,,"Molecular Aspects Of Medicine","74","Dendritic Cells","2421","Boston Children's Hospital","172","Science, Technology and Innovation Commission of Shenzhen Municipality","82","Afghanistan","2",,,,
,,,,"Kaufman, H.L.","19",,,,,,,"Cell Communication And Signaling","73","Infection","2416","Tabriz University of Medical Sciences","172","University Grants Commission","81","Algeria","2",,,,
,,,,"Kubes, P.","19",,,,,,,"Clinical Immunology","73","Cell Infiltration","2408","CASE School of Medicine","171","Burroughs Wellcome Fund","80","Angola","2",,,,
,,,,"Lip, G.Y.H.","19",,,,,,,"Oxidative Medicine And Cellular Longevity","73","Cancer Growth","2407","University of Nebraska Medical Center","171","H2020 Excellent Science","80","Benin","2",,,,
,,,,"Mulder, W.J.M.","19",,,,,,,"Current Opinion In Investigational Drugs","72","Granulocyte Colony Stimulating Factor","2400","The University of North Carolina at Chapel Hill","171","Israel Science Foundation","80","Burkina Faso","2",,,,
,,,,"Murphy, A.J.","19",,,,,,,"Histology And Histopathology","72","Breast Cancer","2396","Université Paris-Saclay","170","Gilead Sciences","79","Czechoslovakia","2",,,,
,,,,"Sweet, M.J.","19",,,,,,,"Scandinavian Journal Of Immunology","72","Mast Cell","2394","The University of Manchester","169","Comisión Nacional de Investigación Científica y Tecnológica","78","Dominican Republic","2",,,,
,,,,"Teixeira, M.M.","19",,,,,,,"Signal Transduction And Targeted Therapy","72","Macrophage Inflammatory Protein 1alpha","2379","University of Maryland School of Medicine","169","Merck","78","Guatemala","2",,,,
,,,,"Theoharides, T.C.","19",,,,,,,"Cancer Treatment Reviews","71","Th17 Cell","2355","Vanderbilt University Medical Center","168","Narodowe Centrum Nauki","78","Guyana","2",,,,
