Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""Antibody-drug conjugat*"") OR TITLE-ABS-KEY(""Antibody drug conjugat*"")) AND DOCTYPE(re))"


Number of results : 3740

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"2001","3","Lüftner, D.","10",,,,,,,"Nature Reviews Clinical Oncology","26","Drug Therapy","565","Massachusetts General Hospital","29","Daiichi-Sankyo","25","Portugal","29",,,,
,,"2000","2","Marra, A.","10",,,,,,,"Molecules","25","Antineoplastic Activity","561","Université Paris-Saclay","29","Eli Lilly and Company","25","Taiwan","27",,,,
,,"1999","1","Yao, H.P.","10",,,,,,,"Drug Discovery Today","23","Neoplasms","556","Université Libre de Bruxelles","28","Ministerio de Economía y Competitividad","23","Hong Kong","25",,,,
,,"1998","1","de Azambuja, E.","10",,,,,,,"European Journal Of Medicinal Chemistry","22","Antibody-drug Conjugates","555","Icahn School of Medicine at Mount Sinai","28","Associazione Italiana per la Ricerca sul Cancro","22","Ireland","25",,,,
,,"1997","1","Cortes, J.","9",,,,,,,"Expert Review Of Hematology","22","Cancer Chemotherapy","540","University of Washington","28","Janssen Pharmaceuticals","22","Saudi Arabia","23",,,,
,,"1992","1","Gan, H.K.","9",,,,,,,"Future Oncology","22","Trastuzumab","540","University of Texas Health Science Center at Houston","28","Science and Technology Department of Sichuan Province","22","Turkey","21",,,,
,,"1988","1","Giugliano, F.","9",,,,,,,"Clinical Cancer Research","21","Pembrolizumab","525","Institut Jules Bordet","28","U.S. Department of Defense","22","Pakistan","20",,,,
,,,,"Liu, D.","9",,,,,,,"Journal Of Clinical Medicine","21","Cancer Therapy","524","University of Pennsylvania","27","China Postdoctoral Science Foundation","21","Denmark","18",,,,
,,,,"Nicolò, E.","9",,,,,,,"Frontiers In Pharmacology","20","Animal","520","City of Hope National Med Center","27","GlaxoSmithKline","21","Russian Federation","18",,,,
,,,,"Pandiella, A.","9",,,,,,,"Blood Reviews","19","Priority Journal","515","Washington University School of Medicine in St. Louis","27","National Health and Medical Research Council","21","Sweden","18",,,,
,,,,"Robak, T.","9",,,,,,,"Journal Of Medicinal Chemistry","19","Female","514","Huazhong University of Science and Technology","27","European Regional Development Fund","20","Czech Republic","17",,,,
,,,,"Santoro, A.","9",,,,,,,"Biochimica Et Biophysica Acta Reviews On Cancer","18","Progression Free Survival","514","Princess Margaret Cancer Centre","27","Instituto de Salud Carlos III","20","Egypt","17",,,,
,,,,"Scott, A.M.","9",,,,,,,"Current Oncology","18","Phase 2 Clinical Trial (topic)","508","Zhejiang University School of Medicine","27","Takeda Pharmaceutical Company","20","Romania","16",,,,
,,,,"Senter, P.D.","9",,,,,,,"Oncotargets And Therapy","18","Tumor Microenvironment","506","Tongji Medical College of Huazhong University of Science and Technology","26","Bayer","19","Lebanon","14",,,,
,,,,"Short, N.J.","9",,,,,,,"Antibody Therapeutics","17","Brentuximab Vedotin","500","Moffitt Cancer Center","26","Deutsche Forschungsgemeinschaft","19","New Zealand","14",,,,
,,,,"Wang, M.H.","9",,,,,,,"Biodrugs","17","Drug Safety","494","Cleveland Clinic Foundation","26","Eisai","19","Mexico","12",,,,
,,,,"Agostinetto, E.","8",,,,,,,"Cells","17","Neoplasm","477","Fred Hutchinson Cancer Center","26","Japan Society for the Promotion of Science","19","Malaysia","11",,,,
,,,,"Anderson, K.C.","8",,,,,,,"Hematology Oncology Clinics Of North America","17","Trastuzumab Deruxtecan","468","University of Pennsylvania Perelman School of Medicine","25","Johnson and Johnson","19","Slovenia","11",,,,
,,,,"Ditsch, N.","8",,,,,,,"Pharmacology And Therapeutics","17","Drug Targeting","464","University of Toronto","25","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","19","Iraq","10",,,,
,,,,"Fasching, P.A.","8",,,,,,,"Advanced Drug Delivery Reviews","16","Immune Checkpoint Inhibitor","462","University of Melbourne","25","National Research Foundation","19","Finland","9",,,,
,,,,"Janni, W.","8",,,,,,,"Bioconjugate Chemistry","16","Antibodies, Monoclonal","453","Bristol-Myers Squibb","24","Science and Technology Department of Zhejiang Province","19","Hungary","8",,,,
,,,,"Modi, S.","8",,,,,,,"Leukemia And Lymphoma","16","Phase 3 Clinical Trial (topic)","448","China Medical University Shenyang","24","Boehringer Ingelheim","18","Jordan","8",,,,
,,,,"Morganti, S.","8",,,,,,,"Biomedicine And Pharmacotherapy","15","Therapy","444","German Cancer Research Center","24","National Center for Advancing Translational Sciences","18","Qatar","8",,,,
,,,,"Müller, V.","8",,,,,,,"Blood","15","Bispecific Antibody","441","Sapienza Università di Roma","24","Auris Health","17","Argentina","7",,,,
,,,,"Ocaña, A.","8",,,,,,,"Current Opinion In Obstetrics And Gynecology","15","Antibody-drug Conjugate","438","Johns Hopkins University School of Medicine","23","Department of Science and Technology, Ministry of Science and Technology, India","17","Bangladesh","7",,,,
,,,,"Rosenberg, J.E.","8",,,,,,,"Drugs","15","Drug Delivery System","427","Università degli Studi di Torino","23","Horizon 2020 Framework Programme","17","Macao","6",,,,
,,,,"Stickeler, E.","8",,,,,,,"ESMO Open","15","Sacituzumab Govitecan","426","The Sidney Kimmel Comprehensive Cancer Center","23","Natural Science Foundation of Zhejiang Province","17","Serbia","6",,,,
,,,,"Tai, Y.T.","8",,,,,,,"Vaccines","15","Phase 1 Clinical Trial (topic)","425","University of California, Los Angeles","23","Breast Cancer Research Foundation","16","Bulgaria","5",,,,
,,,,"Untch, M.","8",,,,,,,"Journal Of Controlled Release","14","Doxorubicin","406","National and Kapodistrian University of Athens","23","Fundamental Research Funds for the Central Universities","15","Croatia","5",,,,
,,,,"Wang, Y.","8",,,,,,,"Therapeutic Advances In Hematology","14","Signal Transduction","391","Stanford University School of Medicine","22","Ministry of Education of the People's Republic of China","15","Nigeria","5",,,,
,,,,"Alhalabi, O.","7",,,,,,,"Yaoxue Xuebao","14","Molecular Targeted Therapy","384","IRCCS San Martino Polyclinic Hospital","22","Conquer Cancer Foundation","14","Norway","5",,,,
,,,,"Bagheri, N.","7",,,,,,,"Breast Cancer Targets And Therapy","13","Clinical Trial (topic)","378","Centro de Investigación Biomédica en Red de Cáncer","22","Fundação para a Ciência e a Tecnologia","14","United Arab Emirates","5",,,,
,,,,"Belleville, E.","7",,,,,,,"British Journal Of Haematology","13","Nivolumab","377","Brigham and Women's Hospital","21","Ministry of Education, Culture, Sports, Science and Technology","14","Thailand","4",,,,
,,,,"Cortés, J.","7",,,,,,,"Clinical Breast Cancer","13","Immunology","374","AP-HP Assistance Publique - Hopitaux de Paris","21","U.S. Food and Drug Administration","14","Ukraine","4",,,,
,,,,"Fedele, P.","7",,,,,,,"Clinical Lymphoma Myeloma And Leukemia","13","Genetics","367","University College London","21","University of Texas MD Anderson Cancer Center","14","Ecuador","3",,,,
,,,,"Gerber, H.P.","7",,,,,,,"Exploration Of Targeted Anti Tumor Therapy","13","Cytotoxicity","358","Fondazione Policlinico Universitario Agostino Gemelli IRCCS","21","American Society of Clinical Oncology","13","Indonesia","3",,,,
,,,,"Grivas, P.","7",,,,,,,"Healthbook Times Oncology Hematology","13","Paclitaxel","355","Zhejiang University","20","Medical Research Council","13","Morocco","3",,,,
,,,,"Hartkopf, A.D.","7",,,,,,,"Pharmaceutical Research","13","Chemistry","345","AstraZeneca","20","Meso Scale Diagnostics","13","Peru","3",,,,
,,,,"Hsu, R.","7",,,,,,,"Targeted Oncology","13","Targeted Therapy","341","Universitätsklinikum Hamburg-Eppendorf","20","Ministry of Science, ICT and Future Planning","13","Bosnia and Herzegovina","2",,,,
,,,,"Hurvitz, S.A.","7",,,,,,,"Translational Breast Cancer Research","13","Protein Expression","332","Uniklinik Köln","20","Ministério da Educação e Ciência","13","Colombia","2",,,,
,,,,"Kolberg, H.C.","7",,,,,,,"Cancer Drug Resistance","12","Triple Negative Breast Cancer","328","The University of British Columbia","20","National Institute for Health and Care Research","13","Cyprus","2",,,,
,,,,"Lambert, J.M.","7",,,,,,,"Current Medicinal Chemistry","12","Treatment Response","323","Imperial College London","20","National Science Foundation","13","Estonia","2",,,,
,,,,"Lux, M.P.","7",,,,,,,"Current Opinion In Chemical Biology","12","Treatment Outcome","318","Zhengzhou University","20","Astellas Pharma US","12","Kazakhstan","2",,,,
,,,,"Matsuda, Y.","7",,,,,,,"Drug Discovery Today Technologies","12","Chimeric Antigen Receptor T-cell Immunotherapy","313","IRCCS Azienda Ospedaliero-Universitaria di Bologna","20","Cancer Prevention and Research Institute of Texas","12","Kenya","2",,,,
,,,,"Puglisi, F.","7",,,,,,,"Expert Opinion On Pharmacotherapy","12","Inotuzumab Ozogamicin","310","The University of Alabama at Birmingham","20","Government of Canada","12","Nepal","2",,,,
,,,,"Rizzo, A.","7",,,,,,,"Expert Opinion On Therapeutic Targets","12","Cancer Prognosis","307","UCSF School of Medicine","20","Ministry of Finance","12","Slovakia","2",,,,
,,,,"Santoro, A.N.","7",,,,,,,"Journal Of Personalized Medicine","12","Neutropenia","306","Taussig Cancer Center","20","Natural Science Foundation of Shandong Province","12","Sri Lanka","2",,,,
,,,,"Schneeweiss, A.","7",,,,,,,"Journal Of Pharmaceutical Sciences","12","Cancer Survival","299","Vall d‘Hebron Institut de Oncologia","20","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","12","Uzbekistan","2",,,,
,,,,"Schütz, F.","7",,,,,,,"Signal Transduction And Targeted Therapy","12","Fatigue","291","Emory University","19","Astellas Pharma","11","Venezuela","2",,,,
,,,,"Sonpavde, G.","7",,,,,,,"Acta Pharmaceutica Sinica B","11","Rituximab","291","David Geffen School of Medicine at UCLA","19","Department of Health and Aged Care, Australian Government","11","Albania","1",,,,
,,,,"Thill, M.","7",,,,,,,"Biomarker Research","11","Atezolizumab","289","Johns Hopkins University","19","Guangdong Provincial Department of Science and Technology","11","Belarus","1",,,,
,,,,"Thomssen, C.","7",,,,,,,"Biomolecules","11","Breast Neoplasms","288","China Pharmaceutical University","19","Ministero dell’Istruzione, dell’Università e della Ricerca","11","Brunei Darussalam","1",,,,
,,,,"Welslau, M.","7",,,,,,,"Cancer Management And Research","11","Gemtuzumab Ozogamicin","288","Humanitas Research Hospital","19","Seattle Genetics","11","Chile","1",,,,
,,,,"Wöckel, A.","7",,,,,,,"Expert Opinion On Emerging Drugs","11","Multiple Myeloma","283","Columbia University Irving Medical Center","19","Sichuan University","11","Cuba","1",,,,
,,,,"Zambelli, A.","7",,,,,,,"European Journal Of Cancer","10","Thrombocytopenia","280","School of Medicine","19","University of Texas System","11","Ethiopia","1",,,,
,,,,"Aktas, B.","6",,,,,,,"Expert Opinion On Drug Discovery","10","Drug Mechanism","273","Zhejiang Cancer Hospital","19","Basic and Applied Basic Research Foundation of Guangdong Province","10","Georgia","1",,,,
,,,,"Anwer, F.","6",,,,,,,"Medical Oncology","10","Metastasis","272","The First Affiliated Hospital, Zhejiang University School of Medicine","19","Cancer Research UK","10","Ghana","1",,,,
,,,,"Arpino, G.","6",,,,,,,"Biochemical Pharmacology","9","Programmed Death 1 Ligand 1","272","Klinikum der Universität München","18","Conselho Nacional de Desenvolvimento Científico e Tecnológico","10","Grenada","1",,,,
,,,,"Balthasar, J.P.","6",,,,,,,"Bulletin Du Cancer","9","Randomized Controlled Trial (topic)","271","National Cancer Center Hospital East","18","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","10","Kuwait","1",,,,
,,,,"Banys-Paluchowski, M.","6",,,,,,,"Cancer","9","Pertuzumab","270","Yale School of Medicine","18","Department of Science and Technology of Shandong Province","10","Latvia","1",,,,
,,,,"Bartlett, N.L.","6",,,,,,,"Cancer Research","9","Cancer Patient","268","Sun Yat-Sen University","18","Jiangsu Provincial Department of Science and Technology","10","Libya","1",,,,
,,,,"Bellmunt, J.","6",,,,,,,"Chinese Journal Of Clinical Oncology","9","Cisplatin","266","The University of North Carolina at Chapel Hill","18","Medizinische Universität Wien","10","Lithuania","1",,,,
,,,,"Boscolo Bielo, L.","6",,,,,,,"Clinical And Translational Oncology","9","Diarrhea","264","Università degli Studi di Genova","18","National Institute of Allergy and Infectious Diseases","10","Mauritius","1",,,,
,,,,"Bröckelmann, P.J.","6",,,,,,,"Current Breast Cancer Reports","9","Non Small Cell Lung Cancer","264","University of California, San Diego","18","Natural Science Foundation of Sichuan Province","10","Palestine","1",,,,
,,,,"Catalano, M.","6",,,,,,,"Current Cancer Drug Targets","9","Side Effect","261","The Ohio State University Comprehensive Cancer Center","17","Science and Engineering Research Board","10","Panama","1",,,,
,,,,"Del Mastro, L.","6",,,,,,,"Expert Opinion On Drug Delivery","9","Drug Development","260","The Ohio State University","17","Agence Nationale de la Recherche","9","Puerto Rico","1",,,,
,,,,"Eichenauer, D.A.","6",,,,,,,"Journal Of Oncology Pharmacy Practice","9","Apoptosis","259","Food and Drug Administration","17","Canadian Institutes of Health Research","9","Saint Martin (Dutch Part)","1",,,,
,,,,"Fehm, T.N.","6",,,,,,,"Marine Drugs","9","Enfortumab Vedotin","257","University of Chinese Academy of Sciences","17","Department of Biotechnology, Ministry of Science and Technology, India","9","Syrian Arab Republic","1",,,,
,,,,"Goldenberg, D.M.","6",,,,,,,"Molecular Pharmaceutics","9","Breast Tumor","256","British Columbia Cancer Agency","17","Engineering and Physical Sciences Research Council","9","Trinidad and Tobago","1",,,,
,,,,"Kalinsky, K.","6",,,,,,,"Therapeutic Delivery","9","Cyclophosphamide","255","Ludwig-Maximilians-Universität München","17","Inyuvesi Yakwazulu-Natali","9","Uganda","1",,,,
,,,,"Kong, F.","6",,,,,,,"Best Practice And Research Clinical Haematology","8","Human Epidermal Growth Factor Receptor 2 Positive Breast Cancer","254","UCSF Helen Diller Family Comprehensive Cancer Center","17","Leukemia and Lymphoma Society","9","Undefined","22",,,,
,,,,"Meric-Bernstam, F.","6",,,,,,,"Bioorganic Chemistry","8","Biological Marker","253","Hospital Clínic de Barcelona","17","Natural Science Foundation of Jiangsu Province","9",,,,,,
,,,,"Moore, K.N.","6",,,,,,,"Chinese Journal Of New Drugs","8","Anemia","250","Università Cattolica del Sacro Cuore, Campus di Roma","17","Sichuan Province Science and Technology Support Program","9",,,,,,
,,,,"Mungra, N.","6",,,,,,,"Drug Design Development And Therapy","8","Drug Resistance","250","Peter Maccallum Cancer Centre","17","Beijing Municipal Science and Technology Commission, Adminitrative Commission of Zhongguancun Science Park","8",,,,,,
,,,,"Newman, D.J.","6",,,,,,,"Experimental Hematology And Oncology","8","Cancer Recurrence","247","First Affiliated Hospital of Zhengzhou University","17","Dana-Farber Cancer Institute","8",,,,,,
,,,,"Ravandi, F.","6",,,,,,,"Frontiers In Microbiology","8","Drug Conjugation","246","Emory University School of Medicine","16","Department of Science and Technology of Hunan Province","8",,,,,,
,,,,"Roviello, G.","6",,,,,,,"Geburtshilfe Und Frauenheilkunde","8","Immune Response","244","Wayne State University","16","EMD Serono","8",,,,,,
,,,,"Santin, A.D.","6",,,,,,,"International Journal Of Pharmaceutics","8","Nausea","244","Fudan University","16","Federación Española de Enfermedades Raras","8",,,,,,
,,,,"Schlam, I.","6",,,,,,,"JCO Oncology Practice","8","Gemcitabine","242","The Institute of Cancer Research","16","Japan Agency for Medical Research and Development","8",,,,,,
,,,,"Tagawa, S.T.","6",,,,,,,"Journal Of Clinical Oncology","8","Personalized Medicine","241","Universitätsklinikum Ulm","16","Merck Sharp and Dohme","8",,,,,,
,,,,"Teicher, B.A.","6",,,,,,,"Lung Cancer","8","Drug Approval","239","Stanford University","16","National Heart, Lung, and Blood Institute","8",,,,,,
,,,,"Tesch, H.","6",,,,,,,"Medicinal Research Reviews","8","Antibody","236","Università degli Studi di Firenze","16","American Cancer Society","7",,,,,,
,,,,"Theocharopoulos, C.","6",,,,,,,"Oncotarget","8","Epidermal Growth Factor Receptor","235","IRCCS Ospedale San Raffaele","16","American Society of Hematology","7",,,,,,
,,,,"Vergote, I.","6",,,,,,,"Pharmacological Research","8","T Lymphocyte","231","University of Washington School of Medicine","16","Beijing Xisike Clinical Oncology Research Foundation","7",,,,,,
,,,,"Ziogas, D.C.","6",,,,,,,"Trends In Pharmacological Sciences","8","Cancer Combination Chemotherapy","230","Institut Curie","16","Chinese Academy of Sciences","7",,,,,,
,,,,"Abdollahpour-Alitappeh, M.","5",,,,,,,"Urologic Oncology Seminars And Original Investigations","8","Immunogenicity","229","Tabriz University of Medical Sciences","16","Council of Scientific and Industrial Research, India","7",,,,,,
,,,,"Abramson, H.N.","5",,,,,,,"Xenobiotica","8","Lapatinib","229","National Cancer Centre, Singapore","16","European Research Council","7",,,,,,
,,,,"Ascione, L.","5",,,,,,,"Anti Cancer Agents In Medicinal Chemistry","7","Carboplatin","227","Humanitas University","16","Fundação de Amparo à Pesquisa do Estado de São Paulo","7",,,,,,
,,,,"Awada, A.","5",,,,,,,"Breast Care","7","Durvalumab","227","Case Western Reserve University","15","Janssen Biotech","7",,,,,,
,,,,"Chetty, S.","5",,,,,,,"Chemical Society Reviews","7","Cell Proliferation","226","Friedrich-Alexander-Universität Erlangen-Nürnberg","15","Merck KGaA","7",,,,,,
,,,,"Chudasama, V.","5",,,,,,,"Current Opinion In Urology","7","Hodgkin Disease","225","Sorbonne Université","15","National Cancer Center","7",,,,,,
,,,,"Coleman, R.L.","5",,,,,,,"European Oncology And Haematology","7","Immunological Antineoplastic Agent","225","Amgen Incorporated","15","Natural Science Foundation of Hubei Province","7",,,,,,
,,,,"Daver, N.G.","5",,,,,,,"Expert Opinion On Therapeutic Patents","7","Cancer Resistance","223","Universitätsklinikum Heidelberg","15","Natural Science Foundation of Hunan Province","7",,,,,,
,,,,"De Laurentiis, M.","5",,,,,,,"Expert Review Of Clinical Pharmacology","7","Acute Myeloid Leukemia","222","Tel Aviv University","15","Takeda Pharmaceuticals U.S.A.","7",,,,,,
,,,,"Deonarain, M.P.","5",,,,,,,"Immunotherapy","7","Chimeric Antigen Receptor","222","Università Vita-Salute San Raffaele","15","Uniwersytet Medyczny w Lodzi","7",,,,,,
,,,,"Dumontet, C.","5",,,,,,,"International Immunopharmacology","7","Transitional Cell Carcinoma","220","Institut d'Investigacions Biomèdiques August Pi i Sunyer - IDIBAPS","15","West China Hospital, Sichuan University","7",,,,,,
,,,,"Fathi, A.T.","5",,,,,,,"International Journal Of Gynecological Cancer","7","Ipilimumab","217","Keck School of Medicine of USC","15","Bayer Fund","6",,,,,,
,,,,"Fekete, S.","5",,,,,,,"Journal Of Cancer Metastasis And Treatment","7","Capecitabine","215","Institute Catala Oncologia","15","Bundesministerium für Bildung und Forschung","6",,,,,,
,,,,"Fusco, N.","5",,,,,,,"Journal Of Cellular Physiology","7","Monotherapy","213","National University of Singapore","15","Cancer Institute NSW","6",,,,,,
,,,,"Gadaleta-Caldarola, G.","5",,,,,,,"Journal Of Pharmaceutical And Biomedical Analysis","7","Gene Mutation","212","USC Norris Comprehensive Cancer Center","15","Chinese Academy of Medical Sciences","6",,,,,,
,,,,"Gao, J.","5",,,,,,,"Medcomm","7","Protein Tyrosine Kinase Inhibitor","212","Tehran University of Medical Sciences","15","European Society for Medical Oncology","6",,,,,,
,,,,"Generali, D.","5",,,,,,,"Nature Reviews Drug Discovery","7","Malignant Neoplasm","210","Alma Mater Studiorum Università di Bologna","15","Exelixis","6",,,,,,
,,,,"Gogas, H.","5",,,,,,,"Oncologist","7","Receptor, ErbB-2","209","AbbVie","15","Generalitat de Catalunya","6",,,,,,
,,,,"Graff, S.L.","5",,,,,,,"Translational Lung Cancer Research","7","Drug Design","207","Chinese University of Hong Kong","14","Indian Council of Medical Research","6",,,,,,
,,,,"Guarini, C.","5",,,,,,,"Yakugaku Zasshi","7","Food And Drug Administration","207","ImmunoGen, Inc.","14","Institute of Cancer Research","6",,,,,,
,,,,"Guidi, L.","5",,,,,,,"American Journal Of Health System Pharmacy","6","Acute Lymphoblastic Leukemia","206","Sanofi S.A.","14","Ligue Contre le Cancer","6",,,,,,
,,,,"Guillarme, D.","5",,,,,,,"Annals Of Pharmacotherapy","6","Advanced Cancer","206","Nanjing Medical University","14","Ministry of Education","6",,,,,,
,,,,"Hamilton, E.","5",,,,,,,"Archives Of Pharmacal Research","6","Cancer","206","National Cancer Center Hospital","14","Narodowe Centrum Nauki","6",,,,,,
,,,,"Hudson, R.","5",,,,,,,"Biologics Targets And Therapy","6","Docetaxel","205","McGovern Medical School","14","Novartis Pharmaceuticals Corporation","6",,,,,,
,,,,"Jhaveri, K.","5",,,,,,,"Blood Cancer Journal","6","Immune Checkpoint Inhibitors","205","Shanghai Jiao Tong University","14","Pfizer Canada","6",,,,,,
,,,,"Jänne, P.A.","5",,,,,,,"Breast","6","Bevacizumab","201","The University of Sydney","14","TG Therapeutics","6",,,,,,
,,,,"Kolberg-Liedtke, C.","5",,,,,,,"CA Cancer Journal For Clinicians","6","Metastatic Breast Cancer","200","Charité – Universitätsmedizin Berlin","14","Tabriz University of Medical Sciences","6",,,,,,
,,,,"Kurzrock, R.","5",,,,,,,"Cancer Biology And Medicine","6","Drug Effect","196","UT Southwestern Medical Center","14","Welch Foundation","6",,,,,,
,,,,"Kwon, W.A.","5",,,,,,,"Current Opinion In Hematology","6","Polatuzumab Vedotin","195","Universidad Europea de Madrid","14","American-Italian Cancer Foundation","5",,,,,,
,,,,"Lanotte, L.","5",,,,,,,"Current Topics In Medicinal Chemistry","6","Antineoplastic Combined Chemotherapy Protocols","194","University of Colorado School of Medicine","14","Biotechnology and Biological Sciences Research Council","5",,,,,,
,,,,"Le Rhun, E.","5",,,,,,,"Expert Opinion On Drug Safety","6","Antibody Dependent Cellular Cytotoxicity","193","University of Southern California","14","Chinese Academy of Meteorological Sciences","5",,,,,,
,,,,"Liu, X.","5",,,,,,,"Gastric Cancer","6","Programmed Death 1 Receptor","192","New York Medical College","14","Chinese Medicine Research Program of Zhejiang Province","5",,,,,,
,,,,"Lou, Y.","5",,,,,,,"International Journal Of Biological Macromolecules","6","Chemotherapy","189","Vanderbilt University Medical Center","14","Clovis Oncology","5",,,,,,
,,,,"Lu, A.","5",,,,,,,"JAMA Oncology","6","Antibodies, Monoclonal, Humanized","186","University of Cambridge","14","Daiichi Sankyo Company","5",,,,,,
,,,,"Mehta, A.","5",,,,,,,"Journal Of Drug Delivery Science And Technology","6","Antineoplastic Agents, Immunological","186","University at Buffalo, The State University of New York","14","Department of Health of Zhejiang Province","5",,,,,,
