Scopus refine results values

"Your query : (TITLE-ABS-KEY(""checkpoint inhibit*"") AND DOCTYPE(ar))"


Number of results : 35776

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Ardizzoni, A.","41",,,,,,,"Diagnostics","54","Signal Transduction","2269","Asan Medical Center","196","Conquer Cancer Foundation","95","French Polynesia","1",,,,
,,,,"Banna, G.L.","41",,,,,,,"Science Advances","54","Cancer Radiotherapy","2233","Melanoma Institute Australia","195","Natural Science Foundation of Hunan Province","93","Greenland","1",,,,
,,,,"Italiano, A.","41",,,,,,,"Current Treatment Options In Oncology","53","Clinical Feature","2188","Hospital Universitari Vall d'Hebron","194","Agence Nationale de la Recherche","91","Liberia","1",,,,
,,,,"Lorigan, P.","41",,,,,,,"Journal Of Neuro Oncology","52","Renal Cell Carcinoma","2165","Anhui Medical University","194","Ministry of Health of the People's Republic of China","90","Malawi","1",,,,
,,,,"Luo, P.","41",,,,,,,"Oral Oncology","52","Survival Rate","2138","University of Pittsburgh","193","National Institute of Arthritis and Musculoskeletal and Skin Diseases","89","Mauritius","1",,,,
,,,,"Okamoto, I.","41",,,,,,,"Ebiomedicine","51","Cancer Growth","2130","Le Centre Régional de Lutte Contre le Cancer Léon Bérard","193","Cancer Research Institute","88","Mongolia","1",,,,
,,,,"Owen, D.H.","41",,,,,,,"Jnccn Journal Of The National Comprehensive Cancer Network","51","Cell Proliferation","2120","Istituto Europeo di Oncologia","193","Fujian Provincial Department of Science and Technology","88","Montenegro","1",,,,
,,,,"Pietrantonio, F.","41",,,,,,,"Journal Of Hepatocellular Carcinoma","51","Histopathology","2086","Universitätsklinikum Erlangen","192","Institut National Du Cancer","88","Mozambique","1",,,,
,,,,"Rimassa, L.","41",,,,,,,"Molecular Therapy","51","In Vitro Study","2058","University of Ulsan College of Medicine","191","V Foundation for Cancer Research","87","Panama","1",,,,
,,,,"Rutkowski, P.","41",,,,,,,"Oncology Switzerland","51","Multicenter Study","2048","Universität Duisburg-Essen","191","West China Hospital, Sichuan University","86","Rwanda","1",,,,
,,,,"Schlom, J.","41",,,,,,,"Cancer Reports","50","Cancer Combination Chemotherapy","2019","Universität Heidelberg","190","Kyowa Hakko Kirin","85","San Marino","1",,,,
,,,,"Boers-Sonderen, M.J.","40",,,,,,,"Cell","50","Disease Exacerbation","2005","Universitätsklinikum und Medizinische Fakultät Tübingen","190","Takeda Science Foundation","85","Senegal","1",,,,
,,,,"Grossi, F.","40",,,,,,,"Respirology Case Reports","50","Regulatory T Lymphocyte","1971","National and Kapodistrian University of Athens","190","American Association for Cancer Research","84","Trinidad and Tobago","1",,,,
,,,,"Lebbé, C.","40",,,,,,,"European Urology","49","Checkpoint Inhibitor Therapy","1968","University of Pittsburgh School of Medicine","189","Prostate Cancer Foundation","84","Uganda","1",,,,
,,,,"Mohr, P.","40",,,,,,,"Science Immunology","49","Hypothyroidism","1951","Friedrich-Alexander-Universität Erlangen-Nürnberg","187","Science and Technology Planning Project of Guangdong Province","84","Zimbabwe","1",,,,
,,,,"Ribas, A.","40",,,,,,,"Advanced Healthcare Materials","48","Lung Adenocarcinoma","1931","Istituto Oncologico Veneto IOV - IRCCS","186","Entertainment Industry Foundation","83","Undefined","369",,,,
,,,,"Santoni, M.","40",,,,,,,"Clinical Journal Of Gastroenterology","48","CD274 Protein, Human","1924","University of Pennsylvania Perelman School of Medicine","183","Fudan University","83",,,,,,
,,,,"Takagi, T.","40",,,,,,,"Vaccines","48","Rash","1914","Centro de Investigación Biomédica en Red de Cáncer","183","University of California","83",,,,,,
,,,,"Wu, Y.L.","40",,,,,,,"Frontiers In Endocrinology","47","Risk Factor","1902","Merck &amp; Co., Inc.","182","Shanghai Jiao Tong University","82",,,,,,
,,,,"Yamamoto, N.","40",,,,,,,"Modern Pathology","47","Cancer Recurrence","1840","University of Michigan Medical School","181","Cancerfonden","80",,,,,,
,,,,"De Giorgi, U.","39",,,,,,,"Nano Today","47","Outcome Assessment","1814","Nanfang Hospital","180","Clovis Oncology","79",,,,,,
