Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""oncolytic virus*"") OR TITLE-ABS-KEY(""Oncolytic Virotherap*"") OR TITLE-ABS-KEY(""Oncolytic Adenovirus*"") OR TITLE-ABS-KEY(virotherapy)) AND DOCTYPE(re))"


Number of results : 3731

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"1996","1","Kirn, D.H.","13",,,,,,,"Future Virology","19","Drug Efficacy","642","Institut de Cancerologie Gustave Roussy","29","Ligue Contre le Cancer","22","Malaysia","20",,,,
,,"1993","1","Yun, C.O.","13",,,,,,,"Gene Therapy","19","Immune Checkpoint Inhibitor","614","Central South University","28","Ministry of Finance","22","Romania","20",,,,
,,"1991","1","Peng, K.W.","12",,,,,,,"Oncogene","19","Pembrolizumab","612","Barts and The London School of Medicine and Dentistry","28","National Research Foundation of Korea","22","Mexico","18",,,,
,,"1989","1","Thorne, S.H.","12",,,,,,,"World Journal Of Gastroenterology","19","Nivolumab","560","Chinese Academy of Medical Sciences &amp; Peking Union Medical College","28","Ministerio de Economía y Competitividad","21","Singapore","18",,,,
,,"1964","2","Bartlett, D.L.","11",,,,,,,"Current Opinion In Virology","17","Cancer Radiotherapy","511","Sorbonne Université","27","Natural Science Foundation of Zhejiang Province","21","Taiwan","17",,,,
,,,,"Galluzzi, L.","11",,,,,,,"Current Treatment Options In Oncology","17","Cancer Chemotherapy","501","Baylor College of Medicine","26","Agence Nationale de la Recherche","20","Iraq","14",,,,
,,,,"Lowenstein, P.R.","11",,,,,,,"Expert Opinion On Drug Delivery","17","Ipilimumab","501","City of Hope National Med Center","26","Amgen","20","Czech Republic","13",,,,
,,,,"Lundstrom, K.","11",,,,,,,"Journal Of Hematology And Oncology","17","Pathology","496","Icahn School of Medicine at Mount Sinai","26","Fondation pour la Recherche Médicale","20","Egypt","13",,,,
,,,,"Nemunaitis, J.","11",,,,,,,"Biomedicine And Pharmacotherapy","16","Glioma","481","National Cancer Institute NCI","26","AstraZeneca","19","Portugal","13",,,,
,,,,"Wakimoto, H.","11",,,,,,,"Medical Oncology","16","Virotherapy","465","Zhengzhou University","26","National Center for Advancing Translational Sciences","19","Denmark","12",,,,
,,,,"Fisher, K.D.","10",,,,,,,"Seminars In Cancer Biology","16","Signal Transduction","463","Huazhong University of Science and Technology","26","Novartis","19","Hong Kong","12",,,,
,,,,"Jiang, H.","10",,,,,,,"Cancer Treatment Reviews","15","Apoptosis","457","Duke University Medical Center","26","Roche","19","South Africa","12",,,,
,,,,"Kirn, D.","10",,,,,,,"International Immunopharmacology","15","Overall Survival","448","Johns Hopkins University School of Medicine","25","American Cancer Society","18","Argentina","9",,,,
,,,,"Lemoine, N.R.","10",,,,,,,"Molecular Cancer","15","T Lymphocyte","448","Zhejiang University","25","Deutsche Krebshilfe","18","Lebanon","9",,,,
,,,,"Vile, R.G.","10",,,,,,,"Trends In Molecular Medicine","15","Tumor Immunity","448","Northwestern University Feinberg School of Medicine","25","Pfizer","18","Luxembourg","8",,,,
,,,,"Wang, Y.","10",,,,,,,"Clinical Cancer Research","14","Drug Safety","446","Leids Universitair Medisch Centrum","25","Science and Technology Department of Zhejiang Province","18","Cyprus","7",,,,
,,,,"Ahmed, A.U.","9",,,,,,,"Oncoimmunology","14","Adenoviridae","431","Iran University of Medical Sciences","25","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","17","New Zealand","7",,,,
,,,,"Alonso, M.M.","9",,,,,,,"Trends In Cancer","14","Oncolytic Adenovirus","416","The University of Chicago","25","Ontario Institute for Cancer Research","17","Nigeria","7",,,,
,,,,"Breitbach, C.J.","9",,,,,,,"Drug Discovery Today","13","Cancer","414","Tongji Medical College of Huazhong University of Science and Technology","24","Science and Technology Commission of Shanghai Municipality","17","Bulgaria","6",,,,
,,,,"Candolfi, M.","9",,,,,,,"Expert Opinion On Investigational Drugs","13","Clinical Trial","412","Shahid Beheshti University of Medical Sciences","24","Bundesministerium für Bildung und Forschung","14","Hungary","6",,,,
,,,,"Cassady, K.A.","9",,,,,,,"Human Gene Therapy","13","Metabolism","409","Technische Universität München","24","Canadian Cancer Society Research Institute","14","Slovenia","6",,,,
,,,,"Chaurasiya, S.","9",,,,,,,"Human Vaccines And Immunotherapeutics","13","Clinical Trial (topic)","407","Queen Mary University of London","24","Institut National Du Cancer","14","United Arab Emirates","6",,,,
,,,,"Chekhonin, V.P.","9",,,,,,,"Journal Of Controlled Release","13","Molecularly Targeted Therapy","406","University of Texas Health Science Center at Houston","24","Instituto de Salud Carlos III","14","Croatia","5",,,,
,,,,"Gromeier, M.","9",,,,,,,"Pharmacology And Therapeutics","13","Phase 2 Clinical Trial (topic)","405","Stanford University School of Medicine","24","Jiangsu Provincial Department of Science and Technology","14","Indonesia","5",,,,
,,,,"Guo, Z.S.","9",,,,,,,"Signal Transduction And Targeted Therapy","13","Gene Expression","403","University of Toronto","23","National Institute of Diabetes and Digestive and Kidney Diseases","14","Thailand","5",,,,
,,,,"Hoeben, R.C.","9",,,,,,,"Frontiers In Bioscience","12","Phase 1 Clinical Trial (topic)","394","Chinese Academy of Sciences","22","Association pour la Recherche sur le Cancer","13","Uzbekistan","5",,,,
,,,,"Saha, D.","9",,,,,,,"Frontiers In Cell And Developmental Biology","12","Breast Cancer","383","UCSF School of Medicine","22","Conselho Nacional de Desenvolvimento Científico e Tecnológico","13","Jordan","4",,,,
,,,,"Todo, T.","9",,,,,,,"Clinical And Translational Oncology","11","Cisplatin","378","Université Paris Cité","22","National Health and Medical Research Council","13","Macao","4",,,,
,,,,"Zitvogel, L.","9",,,,,,,"Oncotarget","11","Programmed Death 1 Ligand 1","377","David Geffen School of Medicine at UCLA","21","National Institute of Biomedical Imaging and Bioengineering","13","Qatar","4",,,,
,,,,"Kasuya, H.","8",,,,,,,"Oncotargets And Therapy","11","Talimogene Laherparepvec","359","Stanford University","21","Natural Science Foundation of Jiangsu Province","13","Serbia","4",,,,
,,,,"Lang, F.F.","8",,,,,,,"Cancer Cell International","10","Paclitaxel","358","Cancer Research UK","21","Natural Sciences and Engineering Research Council of Canada","13","Tanzania","4",,,,
,,,,"Lauer, U.M.","8",,,,,,,"Current Pharmaceutical Design","10","Protein Expression","357","Clínica Universidad de Navarra","21","Sichuan University","13","Libya","3",,,,
,,,,"Lichty, B.D.","8",,,,,,,"Drugs Of The Future","10","Bevacizumab","354","Cleveland Clinic Foundation","21","Terry Fox Foundation","13","Morocco","3",,,,
,,,,"Lim, M.","8",,,,,,,"Expert Review Of Neurotherapeutics","10","Fluorouracil","352","AP-HP Assistance Publique - Hopitaux de Paris","21","Terry Fox Research Institute","13","Nepal","3",,,,
,,,,"Marchini, A.","8",,,,,,,"Pharmaceuticals","10","Immunosuppressive Treatment","349","University of California, Los Angeles","21","University of Michigan","13","Norway","3",,,,
,,,,"Rahman, M.M.","8",,,,,,,"Anti Cancer Agents In Medicinal Chemistry","9","Innate Immunity","349","McMaster University","21","Wilhelm Sander-Stiftung","13","Türkiye","3",,,,
,,,,"Shah, K.","8",,,,,,,"Cancer Immunology Immunotherapy","9","Liver Cell Carcinoma","349","Zhejiang Provincial People's Hospital","21","Cancer Prevention and Research Institute of Texas","12","Ukraine","3",,,,
,,,,"Sinkovics, J.G.","8",,,,,,,"Cancer Medicine","9","Genetic Vectors","339","University of Calgary","20","Cancer Research Society","12","Viet Nam","3",,,,
,,,,"Stojdl, D.F.","8",,,,,,,"Current Oncology","9","Natural Killer Cell","337","Helsingin Yliopisto","20","Labex Immuno-Oncology","12","Bangladesh","2",,,,
,,,,"Arashkia, A.","7",,,,,,,"Expert Opinion On Therapeutic Targets","9","Drug Delivery System","335","Duke University School of Medicine","20","National Heart, Lung, and Blood Institute","12","Belarus","2",,,,
,,,,"Ascierto, P.A.","7",,,,,,,"Expert Review Of Vaccines","9","Cytotoxic T Lymphocyte Antigen 4","333","Russian Academy of Sciences","20","National Science Foundation","12","Bosnia and Herzegovina","2",,,,
,,,,"Bommareddy, P.K.","7",,,,,,,"Frontiers In Microbiology","9","Immunomodulation","333","Heersink School of Medicine","20","Russian Science Foundation","12","Colombia","2",,,,
,,,,"Diallo, J.S.","7",,,,,,,"Journal Of Clinical Medicine","9","Treatment Outcome","330","Hangzhou Medical College","20","Seventh Framework Programme","12","Ethiopia","2",,,,
,,,,"Galon, J.","7",,,,,,,"Nature Reviews Cancer","9","Cancer Cell","327","The Ohio State University","19","Cancéropôle Ile de France","11","Kazakhstan","2",,,,
,,,,"Gillespie, G.Y.","7",,,,,,,"Nature Reviews Clinical Oncology","9","Tumor Antigen","326","Pasteur Institute of Iran","19","European Regional Development Fund","11","Peru","2",,,,
,,,,"Goradel, N.H.","7",,,,,,,"Reviews In Medical Virology","9","Drug Targeting","322","University of Minnesota Medical School","19","Guangdong Provincial Department of Science and Technology","11","Puerto Rico","2",,,,
,,,,"Gujar, S.","7",,,,,,,"Surgical Oncology Clinics Of North America","9","Malignant Neoplasm","319","Universitätsklinikum und Medizinische Fakultät Tübingen","19","Japan Agency for Medical Research and Development","11","Saint Kitts and Nevis","2",,,,
,,,,"Marabelle, A.","7",,,,,,,"Biodrugs","8","CD8+ T Lymphocyte","316","University of Minnesota Twin Cities","19","Ministero della Salute","11","Syrian Arab Republic","2",,,,
,,,,"Melcher, A.A.","7",,,,,,,"Current Pharmaceutical Biotechnology","8","Cyclophosphamide","315","Tabriz University of Medical Sciences","19","Pediatric Brain Tumor Foundation","11","Algeria","1",,,,
,,,,"Melero, I.","7",,,,,,,"Discover Oncology","8","Programmed Death 1 Receptor","315","Universidad de Navarra","19","Science and Technology Department of Sichuan Province","11","Antigua and Barbuda","1",,,,
,,,,"Nakao, A.","7",,,,,,,"Frontiers In Molecular Biosciences","8","Adenovirus","314","Universitätsklinikum Heidelberg","18","ChadTough Foundation","10","Bahrain","1",,,,
,,,,"Nettelbeck, D.M.","7",,,,,,,"Journal Of General Virology","8","Genetic Engineering","314","Johns Hopkins University","18","Department of Health and Aged Care, Australian Government","10","Benin","1",,,,
,,,,"Prieto, J.","7",,,,,,,"Journal Of Translational Medicine","8","Interleukin 2","312","Northwestern University","18","Department of Science and Technology of Hunan Province","10","Chile","1",,,,
,,,,"Reid, T.R.","7",,,,,,,"Nature Reviews Drug Discovery","8","Tumor Growth","311","Duke University","18","Fundação para a Ciência e a Tecnologia","10","Cuba","1",,,,
,,,,"Sangro, B.","7",,,,,,,"Nature Reviews Urology","8","Dendritic Cell","310","University of Florida","18","Mayo Clinic","10","Ecuador","1",,,,
,,,,"Suzuki, M.","7",,,,,,,"Neuro Oncology","8","Granulocyte Macrophage Colony Stimulating Factor","309","The Ohio State University Wexner Medical Center","18","Russian Foundation for Basic Research","10","Georgia","1",,,,
,,,,"Ulasov, I.V.","7",,,,,,,"Nippon Rinsho Japanese Journal Of Clinical Medicine","8","Atezolizumab","307","Mayo Clinic Graduate School of Biomedical Sciences","18","Department of Science and Technology, Ministry of Science and Technology, India","9","Kenya","1",,,,
,,,,"Warner, S.G.","7",,,,,,,"American Journal Of Clinical Dermatology","7","Brain Tumor","305","University of Leeds, School of Medicine","18","Hyundai Hope On Wheels","9","Latvia","1",,,,
,,,,"Yamamoto, M.","7",,,,,,,"Biomed Research International","7","Carcinogenesis","299","Centre de Recherche des Cordeliers","18","Institut National de la Santé et de la Recherche Médicale","9","Lithuania","1",,,,
,,,,"Yoo, S.Y.","7",,,,,,,"British Journal Of Cancer","7","Protein P53","296","University of California, San Diego","18","Ministry of Education and Science of the Russian Federation","9","Moldova","1",,,,
,,,,"Young, J.S.","7",,,,,,,"Cell Communication And Signaling","7","Cytotoxicity","295","The Cima Universidad de Navarra","18","Ministry of Science, ICT and Future Planning","9","Oman","1",,,,
,,,,"Zhong, L.","7",,,,,,,"Cell Death And Disease","7","Chimeric Antigen Receptor T-cell Immunotherapy","293","Université Paris-Saclay","18","American Brain Tumor Association","8","Philippines","1",,,,
,,,,"Alghamri, M.S.","6",,,,,,,"Cellular And Molecular Life Sciences","7","Pancreas Cancer","293","UAB Department of Neurosurgery","18","Andrew McDonough B+ Foundation","8","Rwanda","1",,,,
,,,,"Borad, M.J.","6",,,,,,,"Clinical And Experimental Medicine","7","Cancer Survival","291","Emory University School of Medicine","17","Basic and Applied Basic Research Foundation of Guangdong Province","8","Slovakia","1",,,,
,,,,"Cattaneo, R.","6",,,,,,,"Current Cancer Therapy Reviews","7","Temozolomide","290","University of Pennsylvania Perelman School of Medicine","17","Department of Science and Technology of Hubei Province","8","Somalia","1",,,,
,,,,"Cerullo, V.","6",,,,,,,"Current Medicinal Chemistry","7","Colorectal Cancer","289","China Medical University Shenyang","17","Fundação de Amparo à Pesquisa do Estado de São Paulo","8","Sri Lanka","1",,,,
,,,,"Dummer, R.","6",,,,,,,"Current Opinion In Oncology","7","Cell Proliferation","287","The University of British Columbia","17","Helsingin Yliopisto","8","Sudan","1",,,,
,,,,"Farzanehpour, M.","6",,,,,,,"Journal Of Experimental And Clinical Cancer Research","7","Vaccinia Virus","287","Morsani College of Medicine","17","Hyundai Motor America","8","Swaziland","1",,,,
,,,,"Fukuhara, H.","6",,,,,,,"Journal Of Gene Medicine","7","Adaptive Immunity","286","Università degli Studi di Napoli Federico II","17","Hyundai Motor Group","8","Trinidad and Tobago","1",,,,
,,,,"Hiscott, J.","6",,,,,,,"Oncology Letters","7","Herpes Simplex Virus","285","Dalhousie University, Faculty of Medicine","17","Institut Universitaire de France","8","Tunisia","1",,,,
,,,,"Kreppel, F.","6",,,,,,,"Pathogens","7","Cytokine","283","National and Kapodistrian University of Athens","17","Ministry of Health, Labour and Welfare","8","Uganda","1",,,,
,,,,"Lamfers, M.L.M.","6",,,,,,,"Stem Cell Reviews And Reports","7","Prostate Cancer","283","Erasmus MC","17","Natural Science Foundation of Hunan Province","8","Uruguay","1",,,,
,,,,"Liang, T.","6",,,,,,,"Theranostics","7","Adenovirus Vector","282","The First Affiliated Hospital, Zhejiang University School of Medicine","17","Office of Extramural Research, National Institutes of Health","8","Venezuela","1",,,,
,,,,"Liu, T.C.","6",,,,,,,"Therapeutic Advances In Medical Oncology","7","Multimodality Cancer Therapy","281","Graduate School of Medicine, Dentistry and Pharmaceutical Sciences","17","Office of Research Infrastructure Programs, National Institutes of Health","8","Yemen","1",,,,
,,,,"Moehler, M.","6",,,,,,,"Virus Research","7","Phase 3 Clinical Trial (topic)","280","Mashhad University of Medical Sciences","16","Rally Foundation","8","Undefined","26",,,,
,,,,"Mossman, K.L.","6",,,,,,,"Anticancer Research","6","Cancer Gene Therapy","279","The Ohio State University Comprehensive Cancer Center","16","Sanofi","8",,,,,,
,,,,"Mou, X.Z.","6",,,,,,,"Biomarker Research","6","Antineoplastic Agents","277","CNRS Centre National de la Recherche Scientifique","16","U.S. Food and Drug Administration","8",,,,,,
,,,,"Msaouel, P.","6",,,,,,,"Brain Sciences","6","Immunogenicity","277","Sechenov First Moscow State Medical University","16","Bayer","7",,,,,,
,,,,"Negahdari, B.","6",,,,,,,"Chinese Medical Journal","6","Therapy","277","Karolinska Institutet","16","Center for Information Technology","7",,,,,,
,,,,"Netesov, S.V.","6",,,,,,,"Current Issues In Molecular Biology","6","Interleukin 12","276","Dalhousie University","16","Center for Scientific Review","7",,,,,,
,,,,"Ogris, M.","6",,,,,,,"Current Opinion In Biotechnology","6","Tumor Associated Leukocyte","276","Xuzhou Medical University","16","Chinese Academy of Medical Sciences","7",,,,,,
,,,,"Oronsky, B.","6",,,,,,,"Current Opinion In Investigational Drugs","6","Brain Neoplasms","275","Centre Hospitalier Universitaire Vaudois","16","Chinese Academy of Sciences","7",,,,,,
,,,,"Parker, A.L.","6",,,,,,,"Current Opinion In Neurology","6","Durvalumab","275","Hôpital Européen Georges-Pompidou","16","Department of Biotechnology, Ministry of Science and Technology, India","7",,,,,,
,,,,"Shay, J.W.","6",,,,,,,"Current Topics In Microbiology And Immunology","6","Combined Modality Therapy","274","Shanghai Jiao Tong University School of Medicine","16","Department of Science and Technology of Shandong Province","7",,,,,,
,,,,"Sonabend, A.M.","6",,,,,,,"European Journal Of Cancer","6","Metastasis","274","Xiangya Hospital Central South University","16","Engineering and Physical Sciences Research Council","7",,,,,,
,,,,"Stepanenko, A.A.","6",,,,,,,"Expert Review Of Gastroenterology And Hepatology","6","Progression Free Survival","274","Klinikum Rechts der Isar","16","Fondation Leducq","7",,,,,,
,,,,"Ungerechts, G.","6",,,,,,,"Frontiers In Medicine","6","Viral Gene Delivery System","274","University of Pennsylvania","15","Israel Science Foundation","7",,,,,,
,,,,"Van Meir, E.G.","6",,,,,,,"Hematology Oncology Clinics Of North America","6","Doxorubicin","273","Medizinische Universität Wien","15","Ministério da Educação e Ciência","7",,,,,,
,,,,"Vassaux, G.","6",,,,,,,"International Journal Of Nanomedicine","6","Virus Vector","269","Universität Heidelberg","15","National Institute for Health and Care Research","7",,,,,,
,,,,"Wang, S.B.","6",,,,,,,"International Journal Of Oncology","6","Cancer Vaccines","268","University of Miami Leonard M. Miller School of Medicine","15","Natural Science Foundation of Hubei Province","7",,,,,,
,,,,"Wright, W.E.","6",,,,,,,"Journal Of Cancer","6","Gemcitabine","266","University of Michigan, Ann Arbor","15","Pediatric Cancer Research Foundation","7",,,,,,
,,,,"Yoon, A.R.","6",,,,,,,"Journal Of Cellular Physiology","6","Adoptive Immunotherapy","264","Charité – Universitätsmedizin Berlin","15","University of Texas MD Anderson Cancer Center","7",,,,,,
,,,,"Zamarin, D.","6",,,,,,,"Life Sciences","6","Gamma Interferon","263","Engelhardt Institute of Molecular Biology, Russian Academy of Sciences","15","V Foundation for Cancer Research","7",,,,,,
,,,,"Alkayyal, A.A.","5",,,,,,,"Molecular Therapy Methods And Clinical Development","6","Ovary Cancer","263","Capital Medical University","15","Alliance for Cancer Gene Therapy","6",,,,,,
,,,,"Altomonte, J.","5",,,,,,,"Pathology Research And Practice","6","Cancer Combination Chemotherapy","257","University of Michigan Medical School","15","China Scholarship Council","6",,,,,,
,,,,"Asad, A.S.","5",,,,,,,"Recent Patents On Anti Cancer Drug Discovery","6","Physiology","256","The First Bethune Hospital of Jilin University","15","CureSearch for Children's Cancer","6",,,,,,
,,,,"Baradaran, B.","5",,,,,,,"Therapeutic Delivery","6","Cancer Inhibition","255","McMaster Immunology Research Centre","15","Federación Española de Enfermedades Raras","6",,,,,,
,,,,"Barber, G.N.","5",,,,,,,"Tumor","6","Monoclonal Antibody","255","Dalian Medical University","14","Fonds Wetenschappelijk Onderzoek","6",,,,,,
,,,,"Barry, M.A.","5",,,,,,,"Advances In Virology","5","Monotherapy","253","Rutgers Cancer Institute of New Jersey","14","GlaxoSmithKline","6",,,,,,
,,,,"Bridle, B.W.","5",,,,,,,"Annual Review Of Cancer Biology","5","Regulatory T Lymphocyte","252","University of Leeds","14","Indian Council of Medical Research","6",,,,,,
,,,,"Burke, J.","5",,,,,,,"CNS Oncology","5","Treatment Response","250","University of Maryland School of Medicine","14","Institute of Cancer Research","6",,,,,,
,,,,"Chen, N.G.","5",,,,,,,"Cancer","5","Unindexed Drug","249","Istituto Nazionale Tumori IRCCS - Fondazione G Pascale, Napoli","14","Leukemia and Lymphoma Society","6",,,,,,
,,,,"Dianat-Moghadam, H.","5",,,,,,,"Cancer Cell","5","Immune System","246","Roswell Park Cancer Institute","14","Liaoning Revitalization Talents Program","6",,,,,,
,,,,"Dorostkar, R.","5",,,,,,,"Cancer Journal United States","5","Immunocompetent Cell","240","Washington University School of Medicine in St. Louis","14","Medical Science and Technology Project of Zhejiang Province","6",,,,,,
,,,,"Eggermont, A.","5",,,,,,,"Chinese Journal Of New Drugs","5","Immune Checkpoint Inhibitors","238","Nationwide Children’s Hospital","14","Melanoma Research Alliance","6",,,,,,
,,,,"Ehrhardt, A.","5",,,,,,,"Current Drug Delivery","5","Tumor Cell","238","Zhejiang Sci-Tech University","14","Merck KGaA","6",,,,,,
,,,,"Essani, K.","5",,,,,,,"Current Opinion In HIV And AIDS","5","Cell Therapy","234","Emory University","13","Ministero dell’Istruzione, dell’Università e della Ricerca","6",,,,,,
,,,,"Faisal, S.M.","5",,,,,,,"Current Opinion In Immunology","5","Head And Neck Cancer","233","UAB Department of Medicine","13","National Institute of Dental and Craniofacial Research","6",,,,,,
,,,,"Fulci, G.","5",,,,,,,"European Journal Of Pharmacology","5","Ganciclovir","226","University of Florida College of Medicine","13","National Major Science and Technology Projects of China","6",,,,,,
,,,,"Gessler, F.A.","5",,,,,,,"Expert Opinion On Emerging Drugs","5","Clinical Trials As Topic","224","Guangzhou Medical University","13","Natural Science Foundation of Liaoning Province","6",,,,,,
,,,,"Grdzelishvili, V.Z.","5",,,,,,,"Genes And Diseases","5","Gene Mutation","223","Institute Catala Oncologia","13","Sichuan Province Science and Technology Support Program","6",,,,,,
,,,,"Halldén, G.","5",,,,,,,"Journal Of Clinical Investigation","5","Gene Vector","223","Helsinki University Hospital","13","Wellcome Trust","6",,,,,,
,,,,"Harrington, K.","5",,,,,,,"Journal Of Drug Delivery Science And Technology","5","Angiogenesis","220","The Sidney Kimmel Comprehensive Cancer Center","13","Alex's Lemonade Stand Foundation for Childhood Cancer","5",,,,,,
