Scopus refine results values

"Your query : (TITLE-ABS-KEY(macrophag*) AND DOCTYPE(ar))"


Number of results : 427488

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"1988","4261","Kaufmann, S.H.E.","165",,,,,,,"Cells","1022","Interleukin 1beta","41199","Charité – Universitätsmedizin Berlin","2068","Science and Technology Commission of Shanghai Municipality","1872","Hungary","1571",,,"Icelandic","1"
,,"1987","3618","Nishihira, J.","165",,,,,,,"Journal Of Neuroimmunology","1021","Cytokines","41148","Zhejiang University School of Medicine","2060","Department of Health and Aged Care, Australian Government","1832","Saudi Arabia","1537",,,"Indonesian","1"
,,"1986","3586","Ward, P.A.","164",,,,,,,"Molecular Immunology","985","Cell Culture","40404","National Cancer Institute NCI","2051","European Research Council","1791","South Africa","1456",,,"Latvian","1"
,,"1985","3757","Bernhagen, J.","160",,,,,,,"Frontiers In Oncology","980","Flow Cytometry","40308","Zhejiang University","2047","Natural Science Foundation of Guangdong Province","1777","New Zealand","1144",,,"Undefined","33"
,,"1984","3248","Ginhoux, F.","160",,,,,,,"Frontiers In Pharmacology","980","Gamma Interferon","39718","University of Pittsburgh","2029","Ministry of Science, ICT and Future Planning","1745","Indonesia","946",,,,
,,"1983","3003","Weissleder, R.","154",,,,,,,"Cell Reports","971","Cells, Cultured","38236","The University of Texas MD Anderson Cancer Center","2028","National Center for Research Resources","1705","Romania","911",,,,
,,"1982","2991","Cunha, F.Q.","152",,,,,,,"Inflammation","940","Human Tissue","37445","Sichuan University","2028","National Institute on Aging","1704","Malaysia","877",,,,
,,"1981","2542","Feldmann, M.","148",,,,,,,"European Journal Of Pharmacology","935","Monocyte","36560","National Institute of Allergy and Infectious Diseases NIAID","2024","Ministerio de Economía y Competitividad","1697","Chile","837",,,,
,,"1980","2514","Cohn, Z.A.","145",,,,,,,"Biomedicine And Pharmacotherapy","930","Upregulation","35440","Central South University","2005","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","1669","Pakistan","688",,,,
,,"1979","2356","Lan, H.Y.","145",,,,,,,"Journal Of Neuroinflammation","913","Messenger RNA","34555","Capital Medical University","1994","U.S. Department of Defense","1628","Colombia","679",,,,
,,"1978","2091","Mukaida, N.","143",,,,,,,"Journal Of Allergy And Clinical Immunology","911","Lipopolysaccharide","33819","University of Michigan, Ann Arbor","1982","Natural Science Foundation of Jiangsu Province","1624","Serbia","589",,,,
,,"1977","1933","Laskin, D.L.","142",,,,,,,"Journal Of Cellular Physiology","905","Tumor Necrosis Factor Alpha","33018","University of Oxford","1928","U.S. Department of Veterans Affairs","1610","Ukraine","548",,,,
,,"1976","1770","Tracey, K.J.","142",,,,,,,"Transplantation","903","Immune Response","32951","University of Melbourne","1906","Ministry of Education","1556","Slovakia","524",,,,
,,"1975","1823","Joosten, L.A.B.","141",,,,,,,"Antimicrobial Agents And Chemotherapy","886","Enzyme Linked Immunosorbent Assay","32588","Nanjing Medical University","1890","Bundesministerium für Bildung und Forschung","1511","Viet Nam","516",,,,
,,"1974","1573","Aukrust, P.","140",,,,,,,"Life Sciences","884","Cytokine Production","32439","The Ohio State University","1874","Jiangsu Provincial Department of Science and Technology","1477","Croatia","490",,,,
,,"1973","1396","Grinstein, S.","138",,,,,,,"Laboratory Investigation","877","Clinical Article","32393","Kyoto University","1813","National Eye Institute","1447","Bulgaria","488",,,,
,,"1972","977","Liang, G.","137",,,,,,,"Scandinavian Journal Of Immunology","877","Cell Proliferation","32217","Fundacao Oswaldo Cruz","1768","National Institute of Dental and Craniofacial Research","1439","Iraq","488",,,,
,,"1971","844","Perretti, M.","137",,,,,,,"Veterinary Immunology And Immunopathology","876","Cell Line","31458","Howard Hughes Medical Institute","1767","U.S. Public Health Service","1416","Macao","467",,,,
,,"1970","639","Tabas, I.","137",,,,,,,"Molecules","863","Phagocytosis","31395","University of Chinese Academy of Sciences","1760","Natural Science Foundation of Zhejiang Province","1405","Venezuela","378",,,,
,,"1969","573","Henson, P.M.","136",,,,,,,"Bulletin Of Experimental Biology And Medicine","855","Physiology","31113","The University of Alabama at Birmingham","1747","Ministry of Science and Technology, Taiwan","1388","Slovenia","343",,,,
,,"1968","386","Nikolic-Paterson, D.J.","134",,,,,,,"British Journal Of Haematology","853","Rats","30996","Albert Einstein College of Medicine","1740","National Center for Advancing Translational Sciences","1351","Tunisia","343",,,,
,,"1967","295","Ryffel, B.","133",,,,,,,"International Journal Of Cancer","853","Cytology","30878","The University of North Carolina at Chapel Hill","1717","Fundação para a Ciência e a Tecnologia","1318","United Arab Emirates","313",,,,
,,"1966","212","Friedman, H.","132",,,,,,,"Journal Of Controlled Release","851","Interleukin 10","30636","Weill Cornell Medicine","1678","Biotechnology and Biological Sciences Research Council","1309","Kenya","292",,,,
,,"1965","203","Lassmann, H.","132",,,,,,,"Investigative Ophthalmology And Visual Science","850","Granulocyte Macrophage Colony Stimulating Factor","30332","Amsterdam UMC - University of Amsterdam","1671","Vetenskapsrådet","1290","Bangladesh","285",,,,
,,"1964","182","Chaudry, I.H.","131",,,,,,,"Immunology Letters","827","Cell Differentiation","29918","Karolinska Universitetssjukhuset","1661","Eunice Kennedy Shriver National Institute of Child Health and Human Development","1287","Nigeria","282",,,,
,,"1963","125","Serhan, C.N.","131",,,,,,,"Circulation","826","Aged","29797","Monash University","1658","Chinese Academy of Sciences","1262","Uruguay","267",,,,
,,"1962","53","Standiford, T.J.","131",,,,,,,"American Journal Of Respiratory And Critical Care Medicine","822","T Lymphocyte","29767","Université McGill","1610","Natural Sciences and Engineering Research Council of Canada","1247","Cuba","259",,,,
,,"1961","51","Takaku, F.","131",,,,,,,"FEBS Letters","810","Middle Aged","29625","Seoul National University","1594","Science and Technology Department of Zhejiang Province","1243","Lebanon","216",,,,
,,"1960","46","Møller, H.J.","130",,,,,,,"Oncotarget","807","C57BL Mouse","29556","Hannover Medical School","1579","Institut National de la Santé et de la Recherche Médicale","1226","Jordan","213",,,,
,,"1959","29","Yagita, H.","130",,,,,,,"Journal Of Investigative Dermatology","805","Western Blotting","29486","University College London","1578","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","1222","Peru","209",,,,
,,"1958","28","Fisher, E.A.","129",,,,,,,"Frontiers In Cellular And Infection Microbiology","798","In Vivo Study","28860","University of Pennsylvania Perelman School of Medicine","1576","Natural Science Foundation of Shandong Province","1214","Morocco","192",,,,
,,"1957","29","Sorg, C.","129",,,,,,,"Biochemical Pharmacology","786","Apoptosis","28248","Leids Universitair Medisch Centrum","1572","Ministério da Educação e Ciência","1189","Luxembourg","191",,,,
,,"1956","20","Glass, C.K.","128",,,,,,,"Clinical Cancer Research","783","Disease Models, Animal","27295","The University of Osaka","1569","Instituto de Salud Carlos III","1178","Germany (Democratic Republic, DDR)","175",,,,
,,"1955","27","Meltzer, M.S.","128",,,,,,,"Mediators Of Inflammation","782","Chemistry","27104","University of Colorado School of Medicine","1569","Ministry of Health and Welfare","1169","Kuwait","169",,,,
,,"1954","24","Kodama, T.","127",,,,,,,"Kidney International","780","Real Time Polymerase Chain Reaction","26872","Icahn School of Medicine at Mount Sinai","1562","Agence Nationale de la Recherche","1139","Lithuania","160",,,,
,,"1953","16","Schlesinger, L.S.","127",,,,,,,"Fish And Shellfish Immunology","774","Macrophage Activation","26508","Institut Pasteur, Paris","1557","Japan Agency for Medical Research and Development","1125","Ethiopia","153",,,,
,,"1952","20","Sher, A.","127",,,,,,,"Journal Of Lipid Research","770","Phenotype","26257","The University of British Columbia","1545","Priority Academic Program Development of Jiangsu Higher Education Institutions","1115","Qatar","150",,,,
,,"1951","18","Atkins, R.C.","126",,,,,,,"Journal Of Immunological Methods","765","Neutrophil","25545","University of Washington School of Medicine","1534","Department of Science and Technology of Shandong Province","1097","Uganda","145",,,,
,,"1950","11","Oppenheim, J.J.","126",,,,,,,"Frontiers In Microbiology","764","Gene Expression Regulation","24831","Baylor College of Medicine","1525","Department of Science and Technology, Ministry of Science and Technology, India","1042","Costa Rica","140",,,,
,,"1949","9","Peters-Golden, M.","126",,,,,,,"Cell Death And Disease","757","Lipopolysaccharides","23659","Duke University Medical Center","1515","China Scholarship Council","1033","Cameroon","139",,,,
,,"1948","3","van Rooijen, N.","126",,,,,,,"Toxicology And Applied Pharmacology","738","Immunoglobulin Enhancer Binding Protein","23574","Emory University School of Medicine","1512","Basic and Applied Basic Research Foundation of Guangdong Province","1013","Estonia","138",,,,
,,"1947","4","Bermudez, L.E.","123",,,,,,,"Journal Of Pathology","726","Cell Infiltration","23335","Cleveland Clinic Foundation","1501","National Institute of Mental Health","1011","Russia","133",,,,
,,"1946","9","Golde, D.W.","123",,,,,,,"Cancers","719","Histopathology","23074","Memorial Sloan-Kettering Cancer Center","1499","Ministry of Education, Science and Technology","1004","Puerto Rico","132",,,,
,,"1945","9","Dijkstra, C.D.","122",,,,,,,"Immunity","716","Major Clinical Study","22808","Universität Heidelberg","1495","Council of Scientific and Industrial Research, India","980","Philippines","125",,,,
,,"1944","3","Secombes, C.J.","122",,,,,,,"Microbial Pathogenesis","710","Monocyte Chemotactic Protein 1","22777","Shandong University","1492","Ministry of Health, Labour and Welfare","974","Ghana","119",,,,
,,"1943","3","Liew, F.Y.","121",,,,,,,"Res Journal Of The Reticuloendothelial Society","703","Down Regulation","22041","Dana-Farber Cancer Institute","1486","Department of Biotechnology, Ministry of Science and Technology, India","915","Sri Lanka","119",,,,
,,"1942","4","Ohno, N.","121",,,,,,,"Experimental Cell Research","694","Disease Model","21610","University of California, Davis","1466","Beijing Municipal Science and Technology Commission, Adminitrative Commission of Zhongguancun Science Park","867","Sudan","119",,,,
,,"1941","3","Gemsa, D.","120",,,,,,,"Acta Biomaterialia","685","Nitric Oxide","21152","University of Cambridge","1464","American Cancer Society","861","Belarus","111",,,,
,,"1940","5","Tak, P.P.","120",,,,,,,"Free Radical Biology And Medicine","683","Dendritic Cell","20949","Stanford University","1463","National Institute on Drug Abuse","848","Iceland","110",,,,
,,"1939","1","Kovanen, P.T.","119",,,,,,,"Vaccine","677","Cytokine Release","20551","The University of Edinburgh","1454","National Science Council","843","Algeria","108",,,,
,,"1938","5","Brain, J.D.","117",,,,,,,"Journal For Immunotherapy Of Cancer","673","Interleukin 4","20460","The University of Queensland","1447","Indian Council of Medical Research","827","Latvia","102",,,,
,,"1937","3","Goodman, S.B.","117",,,,,,,"American Review Of Respiratory Disease","671","Mice, Inbred BALB C","19893","Università degli Studi di Milano","1444","Natural Science Foundation of Beijing Municipality","824","Czechoslovakia","95",,,,
,,"1936","1","Mack, M.","117",,,,,,,"British Journal Of Pharmacology","670","Support, Non-U.S. Gov't","19636","Johns Hopkins University","1432","Associazione Italiana per la Ricerca sul Cancro","821","Ecuador","93",,,,
,,"1935","5","Curi, R.","116",,,,,,,"Oncoimmunology","647","Monocytes","19133","Mayo Clinic","1429","National Basic Research Program of China (973 Program)","789","Georgia","93",,,,
,,"1933","4","Kobzik, L.","116",,,,,,,"Biochemical Journal","639","Antiinflammatory Activity","19115","University of Colorado Anschutz Medical Campus","1420","Fundação de Amparo à Pesquisa do Estado de Minas Gerais","785","Malawi","91",,,,
,,"1932","5","Pollard, J.W.","116",,,,,,,"Frontiers In Genetics","639","Mice, Knockout","18974","Universidade Federal do Rio de Janeiro","1411","National Institute on Alcohol Abuse and Alcoholism","785","Kazakhstan","90",,,,
,,"1931","3","Capron, A.","115",,,,,,,"Annals Of The New York Academy Of Sciences","631","Enzyme Activity","18822","Beth Israel Deaconess Medical Center","1410","Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro","770","Oman","80",,,,
,,"1930","3","Holdsworth, S.R.","115",,,,,,,"Journal Of Cellular And Molecular Medicine","631","Tumor Necrosis Factor-alpha","18642","UT Southwestern Medical Center","1409","Australian Research Council","766","Cyprus","76",,,,
,,"1929","1","Russell, D.G.","115",,,,,,,"Hepatology","630","Histology","18633","Klinikum der Universität München","1407","Guangzhou Science, Technology and Innovation Commission","763","Türkiye","76",,,,
,,"1928","4","Varesio, L.","115",,,,,,,"Molecular Medicine Reports","628","Cytotoxicity","18307","Naval Medical University","1402","U.S. Department of Agriculture","742","Nepal","70",,,,
,,"1927","2","Andreesen, R.","114",,,,,,,"Virology","628","Comparative Study","18017","Consejo Superior de Investigaciones Científicas","1395","Science and Technology Department of Sichuan Province","736","Gambia","64",,,,
,,"1926","3","Colonna, M.","114",,,,,,,"Leukemia","622","Innate Immunity","17861","Northwestern University Feinberg School of Medicine","1393","Consejo Nacional de Ciencia y Tecnología","733","Tanzania","63",,,,
,,"1925","4","Donaldson, K.","114",,,,,,,"Developmental And Comparative Immunology","606","Protein Function","17827","Universiteit van Amsterdam","1372","National Institute of Child Health and Human Development","733","Yugoslavia","62",,,,
,,"1924","1","Holian, A.","114",,,,,,,"Advances In Experimental Medicine And Biology","603","Animalia","17824","University of Toronto Faculty of Medicine","1371","Centre National de la Recherche Scientifique","691","Bosnia and Herzegovina","61",,,,
,,"1923","2","Kim, D.H.","114",,,,,,,"Jci Insight","600","Lung","17796","University of Minnesota Twin Cities","1357","Ministerio de Ciencia e Innovación","689","Armenia","58",,,,
,,"1921","1","Naito, M.","114",,,,,,,"Science","597","Lung Alveolus Macrophage","17729","Chongqing Medical University","1352","Science, Technology and Innovation Commission of Shenzhen Municipality","687","Mongolia","54",,,,
,,"1920","1","Douglas, S.D.","113",,,,,,,"Circulation Research","593","Tumor Microenvironment","17620","The University of Sydney","1341","Japan Science and Technology Agency","674","Zimbabwe","52",,,,
,,"1914","1","Witztum, J.L.","113",,,,,,,"Federation Proceedings","592","CD8+ T Lymphocyte","17221","UNC School of Medicine","1340","Nederlandse Organisatie voor Wetenschappelijk Onderzoek","661","Syrian Arab Republic","51",,,,
,,"1912","1","Hamilton, T.A.","112",,,,,,,"Nature Immunology","592","Interleukin 8","17180","Anhui Medical University","1337","National Institute of Biomedical Imaging and Bioengineering","646","Uzbekistan","47",,,,
,,,,"Kanneganti, T.D.","112",,,,,,,"British Journal Of Cancer","586","Cell Viability","17149","University of Wisconsin-Madison","1334","Takeda Science Foundation","640","Bahrain","45",,,,
,,,,"Motoyoshi, K.","112",,,,,,,"Inflammation Research","579","CD4+ T Lymphocyte","17071","Case Western Reserve University","1333","Fondation pour la Recherche Médicale","635","Mali","44",,,,
,,,,"Yamate, J.","112",,,,,,,"ACS Applied Materials And Interfaces","577","Blood","16803","Universität Zürich","1324","Ministero dell’Istruzione, dell’Università e della Ricerca","633","Panama","41",,,,
,,,,"Adams, D.O.","111",,,,,,,"Journal Of Translational Medicine","577","RAW 264.7 Cell Line","16360","Columbia University","1307","University Grants Commission","624","Zambia","38",,,,
,,,,"Florquin, S.","111",,,,,,,"European Respiratory Journal","570","Spleen","16331","West China School of Medicine/West China Hospital of Sichuan University","1298","Austrian Science Fund","620","Bolivia","36",,,,
,,,,"Weiss, G.","111",,,,,,,"Phytomedicine","570","Immunocompetent Cell","16119","Københavns Universitet","1292","Cancer Research UK","603","Paraguay","36",,,,
,,,,"Ayala, A.","110",,,,,,,"Arthritis And Rheumatism","567","Reverse Transcription Polymerase Chain Reaction","16100","University of Florida","1282","Fonds Wetenschappelijk Onderzoek","603","North Macedonia","35",,,,
,,,,"Fitzgerald, K.A.","110",,,,,,,"International Immunology","565","RNA, Messenger","15941","CASE School of Medicine","1280","Horizon 2020","603","Palestine","34",,,,
,,,,"Christman, J.W.","109",,,,,,,"Shock","563","Peritoneum Macrophage","15682","Peking University","1257","Department of Science and Technology of Hunan Province","593","Senegal","33",,,,
,,,,"Sone, S.","109",,,,,,,"Veterinary Pathology","562","Cell Survival","15329","Helsingin Yliopisto","1244","University of California","593","Gabon","29",,,,
,,,,"Weigert, A.","109",,,,,,,"Journal Of Cellular Biochemistry","557","Bone Marrow Cell","15096","Boston Children's Hospital","1242","Howard Hughes Medical Institute","590","Azerbaijan","28",,,,
,,,,"Chung, H.T.","108",,,,,,,"Journal Of Surgical Research","553","Interleukin 2","14991","Medizinische Universität Wien","1226","Ministero della Salute","584","Benin","28",,,,
,,,,"Fujiwara, Y.","108",,,,,,,"Mbio","553","T-Lymphocytes","14730","Tongji University School of Medicine","1226","Sichuan University","583","Saint Kitts and Nevis","27",,,,
,,,,"Golenbock, D.T.","108",,,,,,,"ACS Nano","552","Reactive Oxygen Metabolite","14646","Cornell University","1225","National Institute for Health and Care Research","580","Cote d'Ivoire","23",,,,
,,,,"Latz, E.","108",,,,,,,"Diabetes","549","Drug Effects","14483","AP-HP Assistance Publique - Hopitaux de Paris","1225","Pfizer","571","Mozambique","23",,,,
,,,,"Sachs, L.","108",,,,,,,"Biomed Research International","541","Biosynthesis","14466","Universidade Federal de Minas Gerais","1225","Department of Education and Training","558","Jamaica","22",,,,
,,,,"Sodhi, A.","108",,,,,,,"Advanced Healthcare Materials","540","Oxidative Stress","14181","Yeshiva University","1224","British Heart Foundation","557","Cambodia","21",,,,
,,,,"Steinman, R.M.","108",,,,,,,"Nutrients","539","Microbiology","14146","University of Texas Health Science Center at Houston","1220","Korea Health Industry Development Institute","551","Libya","21",,,,
,,,,"Athanasou, N.A.","107",,,,,,,"Advanced Science","538","Immunofluorescence","14095","Guangzhou Medical University","1202","Chinese Academy of Meteorological Sciences","532","Burkina Faso","20",,,,
,,,,"Beelen, R.H.J.","107",,,,,,,"Anticancer Research","538","Biological Marker","13919","University of Bern","1202","NIH Office of the Director","531","Malta","20",,,,
,,,,"Modlin, R.L.","107",,,,,,,"GLIA","535","Atherosclerosis","13860","KU Leuven","1186","Natural Science Foundation of Hubei Province","520","Moldova","19",,,,
,,,,"Nicola, N.A.","107",,,,,,,"Viruses","535","Immunomodulation","13748","UT Southwestern Medical School","1178","Russian Science Foundation","517","Trinidad and Tobago","19",,,,
,,,,"Staels, B.","107",,,,,,,"Plos Neglected Tropical Diseases","529","B Lymphocyte","13650","German Cancer Research Center","1178","U.S. Department of Energy","513","Guinea","18",,,,
,,,,"Takahashi, K.","107",,,,,,,"Journal Of Agricultural And Food Chemistry","528","Drug Efficacy","13605","Technische Universität München","1176","Academy of Finland","498","Honduras","18",,,,
,,,,"Wen, Z.H.","107",,,,,,,"International Journal Of Immunopharmacology","523","Cell Line, Tumor","13561","Erasmus MC","1175","Karolinska Institutet","498","New Caledonia","18",,,,
,,,,"Moore, M.A.S.","106",,,,,,,"Oncogene","520","Cell Migration","13529","King's College London","1167","Guangzhou Municipal Science and Technology Project","497","Yemen","17",,,,
,,,,"Takeda, K.","106",,,,,,,"Cellular Microbiology","518","Macrophage Inflammatory Protein 1alpha","13493","National University of Singapore","1163","Science and Technology Planning Project of Guangdong Province","491","Botswana","16",,,,
