Scopus refine results values

"Your query : (TITLE-ABS-KEY(""chimeric antigen receptor"") AND DOCTYPE(re))"


Number of results : 9212

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Yang, L.","19",,,,,,,"British Journal Of Haematology","50","Priority Journal","1364","Chinese Academy of Medical Sciences &amp; Peking Union Medical College","103","Ministerio de Economía y Competitividad","78","Denmark","54",,,,
,,,,"Hu, Y.","18",,,,,,,"Experimental Hematology And Oncology","49","Immune Checkpoint Inhibitor","1359","German Cancer Research Center","99","European Regional Development Fund","74","Egypt","54",,,,
,,,,"Hu, Y.","18",,,,,,,"Expert Review Of Hematology","49","Antineoplastic Activity","1340","AP-HP Assistance Publique - Hopitaux de Paris","98","Instituto de Salud Carlos III","74","Pakistan","47",,,,
,,,,"Li, Y.R.","18",,,,,,,"Molecular Therapy","46","Therapy","1292","West China School of Medicine/West China Hospital of Sichuan University","98","Deutsche Krebshilfe","73","Taiwan","47",,,,
,,,,"Locke, F.L.","18",,,,,,,"Biomarker Research","45","Overall Survival","1279","Baylor College of Medicine","95","Fundamental Research Funds for the Central Universities","72","Hong Kong","45",,,,
,,,,"Mohty, M.","17",,,,,,,"Current Treatment Options In Oncology","43","Cytokine Release Syndrome","1244","University of Melbourne","93","Celgene","71","Iraq","43",,,,
,,,,"Yakoub-Agha, I.","17",,,,,,,"Biomedicines","38","Antineoplastic Agent","1204","University of California, Los Angeles","84","Merck","71","Ireland","42",,,,
,,,,"Gottschalk, S.","16",,,,,,,"Biomedicine And Pharmacotherapy","37","Signal Transduction","1181","The Children's Hospital of Philadelphia","81","Ministry of Education of the People's Republic of China","69","Portugal","40",,,,
,,,,"Kantarjian, H.","16",,,,,,,"Frontiers In Pharmacology","37","Pembrolizumab","1172","Brigham and Women's Hospital","77","Japan Society for the Promotion of Science","67","Norway","39",,,,
,,,,"Liu, D.","16",,,,,,,"Expert Review Of Anticancer Therapy","35","Pathology","1158","Zhengzhou University","77","Ministry of Education, Culture, Sports, Science and Technology","66","Czech Republic","38",,,,
,,,,"Locatelli, F.","16",,,,,,,"Pharmaceutics","35","Lymphocyte Antigen Receptor","1157","Chinese Academy of Sciences","76","Johnson and Johnson","61","Thailand","34",,,,
,,,,"Mirzaei, H.R.","16",,,,,,,"Therapeutic Advances In Hematology","34","Immunosuppressive Treatment","1120","University of Washington School of Medicine","73","Bundesministerium für Bildung und Forschung","59","Romania","31",,,,
,,,,"Perales, M.A.","16",,,,,,,"Frontiers In Cell And Developmental Biology","33","CD8+ T Lymphocyte","1113","CNRS Centre National de la Recherche Scientifique","72","Janssen Pharmaceuticals","59","Malaysia","29",,,,
,,,,"Teachey, D.T.","16",,,,,,,"Haematologica","33","Nivolumab","1113","Fudan University","72","AbbVie","58","Qatar","28",,,,
,,,,"Turtle, C.J.","16",,,,,,,"Life Sciences","33","Tumor Antigen","1099","University College London","72","Auris Health","57","Mexico","26",,,,
,,,,"Aldoss, I.","15",,,,,,,"Seminars In Cancer Biology","33","Acute Lymphoblastic Leukemia","1094","Peter Maccallum Cancer Centre","71","Department of Health and Aged Care, Australian Government","56","Indonesia","24",,,,
,,,,"Bollard, C.M.","15",,,,,,,"Viruses","33","Multiple Myeloma","1080","Tabriz University of Medical Sciences","70","Medical Research Council","56","Slovenia","21",,,,
,,,,"Bonini, C.","15",,,,,,,"Biochimica Et Biophysica Acta Reviews On Cancer","32","Monoclonal Antibody","1079","The First Affiliated Hospital, Zhejiang University School of Medicine","70","Ministero della Salute","56","Lebanon","20",,,,
,,,,"Levine, B.L.","15",,,,,,,"Cancer Immunology Immunotherapy","31","Programmed Death 1 Ligand 1","1048","Université Paris Cité","69","Cancer Research UK","54","United Arab Emirates","20",,,,
,,,,"Roddie, C.","15",,,,,,,"Current Opinion In Immunology","31","Cancer Therapy","1026","St. Jude Children's Research Hospital","68","Government of Canada","54","Argentina","16",,,,
,,,,"Song, Y.","15",,,,,,,"Cytotherapy","31","Receptors, Antigen, T-Cell","1021","Cleveland Clinic Foundation","67","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","53","South Africa","16",,,,
,,,,"Terpos, E.","15",,,,,,,"Current Oncology","30","Clinical Trial (topic)","1016","Stanford University","66","National Science Foundation","53","Hungary","15",,,,
,,,,"Cooper, L.J.N.","14",,,,,,,"Journal Of Leukemia And Lymphoma","30","Regulatory T Lymphocyte","1008","University of Toronto","66","Science and Technology Department of Zhejiang Province","53","Serbia","15",,,,
,,,,"Darcy, P.K.","14",,,,,,,"Bulletin Du Cancer","29","Molecularly Targeted Therapy","1002","Medical College of Wisconsin","65","Ministry of Finance","52","Cyprus","14",,,,
,,,,"Davila, M.L.","14",,,,,,,"Clinical Cancer Research","29","CD19 Antigen","996","School of Medicine","65","Canadian Institutes of Health Research","50","Macao","13",,,,
,,,,"Endres, S.","14",,,,,,,"Current Opinion In Oncology","29","Cytotoxicity","986","Universitätsklinikum Würzburg","64","Guangdong Provincial Department of Science and Technology","50","Croatia","12",,,,
,,,,"Li, Y.","14",,,,,,,"Signal Transduction And Targeted Therapy","28","T Lymphocyte Receptor","972","Yale School of Medicine","62","Wellcome Trust","50","Finland","12",,,,
,,,,"Lim, M.","14",,,,,,,"Transplantation And Cellular Therapy","28","Drug Therapy","969","University of Texas Health Science Center at Houston","62","National Center for Advancing Translational Sciences","49","New Zealand","12",,,,
,,,,"Mackall, C.L.","14",,,,,,,"Oncoimmunology","27","Hematologic Malignancy","947","UCSF School of Medicine","62","National Institute for Health and Care Research","46","Nigeria","12",,,,
,,,,"Porter, D.L.","14",,,,,,,"American Journal Of Hematology","26","Cyclophosphamide","932","Sorbonne Université","61","Natural Science Foundation of Zhejiang Province","46","Jordan","11",,,,
,,,,"Short, N.J.","14",,,,,,,"European Journal Of Haematology","26","Drug Efficacy","930","Hospital Clínic de Barcelona","61","National Institute of Neurological Disorders and Stroke","45","Colombia","10",,,,
,,,,"Cheah, C.Y.","13",,,,,,,"Pharmaceuticals","26","Programmed Death 1 Receptor","921","The Ohio State University","60","National Institute of General Medical Sciences","44","Uzbekistan","10",,,,
,,,,"Cohen, A.D.","13",,,,,,,"Biomolecules","25","Cancer Vaccine","915","BCM Center for Cell and Gene Therapy","60","Parker Institute for Cancer Immunotherapy","44","Luxembourg","9",,,,
,,,,"Kenderian, S.S.","13",,,,,,,"Bone Marrow Transplantation","25","Tumor Associated Leukocyte","907","Central South University","60","Science and Technology Commission of Shanghai Municipality","44","Belarus","7",,,,
,,,,"Lejman, M.","13",,,,,,,"Cancer Treatment Reviews","25","Cell Proliferation","889","First Affiliated Hospital of Zhengzhou University","60","University of Texas MD Anderson Cancer Center","44","Chile","7",,,,
,,,,"Rahbarizadeh, F.","13",,,,,,,"Frontiers In Medicine","25","Progression Free Survival","882","David Geffen School of Medicine at UCLA","59","Cancer Prevention and Research Institute of Texas","42","Ethiopia","7",,,,
,,,,"Safarzadeh Kozani, P.","13",,,,,,,"Medical Oncology","25","Protein Expression","873","Klinikum der Universität München","58","Genentech","41","Kazakhstan","7",,,,
,,,,"Wu, K.","13",,,,,,,"Oncotargets And Therapy","25","Phase 2 Clinical Trial (topic)","870","Southern Medical University","57","Else Kröner-Fresenius-Stiftung","39","Oman","7",,,,
,,,,"Zhu, X.","13",,,,,,,"Blood Advances","24","Cancer Chemotherapy","868","Massachusetts General Hospital Cancer Center","57","Sichuan University","39","Bangladesh","6",,,,
,,,,"van de Donk, N.W.C.J.","13",,,,,,,"Current Opinion In Biotechnology","24","Immunocompetent Cell","852","Shahid Beheshti University of Medical Sciences","56","GlaxoSmithKline","38","Bulgaria","6",,,,
,,,,"Anwer, F.","12",,,,,,,"Leukemia","24","Neurotoxicity","843","Ludwig-Maximilians-Universität München","56","Natural Science Foundation of Jiangsu Province","38","Viet Nam","6",,,,
,,,,"Bruno, B.","12",,,,,,,"Trends In Cancer","24","Phase 1 Clinical Trial (topic)","843","Johns Hopkins University School of Medicine","55","American Cancer Society","36","Ecuador","5",,,,
,,,,"Curran, K.J.","12",,,,,,,"Biology Of Blood And Marrow Transplantation","23","Cytotoxic T Lymphocyte Antigen 4","832","Università degli Studi di Torino","55","Natural Science Foundation of Shandong Province","36","Morocco","5",,,,
,,,,"Heslop, H.E.","12",,,,,,,"Blood Cancer Journal","23","Rituximab","826","Shanghai Jiao Tong University School of Medicine","55","Sanofi","36","Azerbaijan","4",,,,
,,,,"Levings, M.K.","12",,,,,,,"Cancer Cell International","23","Ipilimumab","824","Charité – Universitätsmedizin Berlin","54","Takeda Pharmaceutical Company","36","Nepal","4",,,,
,,,,"Marofi, F.","12",,,,,,,"Chinese Medical Journal","23","Tumor Immunity","822","Institut d'Investigacions Biomèdiques August Pi i Sunyer - IDIBAPS","53","Department of Science and Technology of Shandong Province","34","Peru","4",,,,
,,,,"Melenhorst, J.J.","12",,,,,,,"Current Opinion In Hematology","23","Gamma Interferon","801","King's College London","53","Melanoma Research Alliance","34","Bahrain","3",,,,
,,,,"Okada, H.","12",,,,,,,"Immunological Reviews","23","Treatment Outcome","785","Houston Methodist Hospital","53","National Institute of Diabetes and Digestive and Kidney Diseases","34","Georgia","3",,,,
,,,,"Safarzadeh Kozani, P.","12",,,,,,,"Journal Of Clinical Oncology","23","CD4+ T Lymphocyte","780","Texas Children's Hospital","52","Horizon 2020","33","Kuwait","3",,,,
,,,,"Shomali, N.","12",,,,,,,"Acta Haematologica Polonica","22","Melanoma","769","Northwestern University Feinberg School of Medicine","52","National Institute for Health Research","33","Latvia","3",,,,
,,,,"Smith, E.L.","12",,,,,,,"Expert Opinion On Investigational Drugs","22","Apoptosis","768","University of California, San Diego","52","Ministero dell’Istruzione, dell’Università e della Ricerca","32","Lithuania","3",,,,
,,,,"Snook, A.E.","12",,,,,,,"Journal Of Translational Medicine","22","Hematopoietic Stem Cell Transplantation","747","National University of Singapore","51","American Association for Cancer Research","31","Puerto Rico","3",,,,
,,,,"Xiao, Y.","12",,,,,,,"Memo Magazine Of European Medical Oncology","22","Gene Expression","729","University of Minnesota Twin Cities","51","Basic and Applied Basic Research Foundation of Guangdong Province","31","Sudan","3",,,,
,,,,"Zhang, Y.","12",,,,,,,"Trends In Molecular Medicine","22","Interleukin 2","729","Emory University","50","Japan Agency for Medical Research and Development","31","Uruguay","3",,,,
,,,,"Abramson, J.S.","11",,,,,,,"Cancer Gene Therapy","21","Malignant Neoplasm","710","National and Kapodistrian University of Athens","50","Mayo Clinic","31","Venezuela","3",,,,
,,,,"Anderson, K.C.","11",,,,,,,"Cancer Medicine","21","Glioblastoma","707","Washington University School of Medicine in St. Louis","49","Jiangsu Provincial Department of Science and Technology","30","Algeria","2",,,,
,,,,"Baradaran, B.","11",,,,,,,"Expert Review Of Clinical Immunology","21","Tumor Growth","706","The University of North Carolina at Chapel Hill","48","Novartis Pharmaceuticals Corporation","30","Armenia","2",,,,
,,,,"Bulatov, E.","11",,,,,,,"Human Vaccines And Immunotherapeutics","21","Treatment Response","703","Icahn School of Medicine at Mount Sinai","47","Takeda Pharmaceuticals U.S.A.","30","Bosnia and Herzegovina","2",,,,
,,,,"Coukos, G.","11",,,,,,,"Journal Of Immunology Research","21","Cancer Prognosis","699","Universitat de Barcelona","46","Beijing Municipal Science and Technology Commission, Adminitrative Commission of Zhongguancun Science Park","29","Estonia","2",,,,
,,,,"Einsele, H.","11",,,,,,,"Trends In Pharmacological Sciences","21","Bispecific Antibody","693","University of Southern California","46","Ligue Contre le Cancer","29","Ghana","2",,,,
,,,,"Esmaeilzadeh, A.","11",,,,,,,"Expert Opinion On Therapeutic Targets","20","Adverse Event","688","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","46","Natural Science Foundation of Guangdong Province","29","Palestine","2",,,,
,,,,"Fraietta, J.A.","11",,,,,,,"Future Oncology","20","Acute Myeloid Leukemia","687","Centro de Investigación Biomédica en Red de Cáncer","45","Science and Technology Department of Sichuan Province","29","Syrian Arab Republic","2",,,,
,,,,"Frigault, M.J.","11",,,,,,,"Journal Of Controlled Release","20","Chimeric Antigen Receptor T-cell","677","Universitätsklinikum Heidelberg","44","American Society of Hematology","28","Tunisia","2",,,,
,,,,"Gay, F.","11",,,,,,,"Oncology United States","20","Adoptive Transfer","675","Medizinische Universität Wien","44","Ministry of Science, ICT and Future Planning","28","Türkiye","2",,,,
,,,,"Hamadani, M.","11",,,,,,,"Therapeutic Advances In Medical Oncology","20","Chimeric Antigen Receptor Immunotherapy","672","Karolinska Institutet","44","Seventh Framework Programme","28","Uganda","2",,,,
,,,,"Hill, J.A.","11",,,,,,,"World Journal Of Gastroenterology","20","Diffuse Large B Cell Lymphoma","647","Centre Hospitalier Universitaire Vaudois","44","University of California","28","Ukraine","2",,,,
,,,,"Kochenderfer, J.N.","11",,,,,,,"Journal Of Experimental And Clinical Cancer Research","19","Drug Safety","647","Alma Mater Studiorum Università di Bologna","44","Wilhelm Sander-Stiftung","28","Albania","1",,,,
,,,,"Li, Y.","11",,,,,,,"Lancet Haematology","19","Dendritic Cell","639","The Sir Peter MacCallum Department of Oncology","44","Fonds Wetenschappelijk Onderzoek","27","Antigua and Barbuda","1",,,,
,,,,"Li, Z.","11",,,,,,,"Nature Reviews Immunology","19","Tumor Necrosis Factor","635","Duke University School of Medicine","43","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","27","Brunei Darussalam","1",,,,
,,,,"Martinelli, G.","11",,,,,,,"Stem Cell Research And Therapy","19","Cancer","625","Johns Hopkins University","43","University of California, Los Angeles","26","Costa Rica","1",,,,
,,,,"Martino, M.","11",,,,,,,"Annals Of Hematology","18","Cytokine","621","China Medical University Shenyang","43","University of Texas System","26","Cuba","1",,,,
,,,,"Posey, A.D.","11",,,,,,,"Antibodies","18","Solid Malignant Neoplasm","621","The University of British Columbia","43","Alex's Lemonade Stand Foundation for Childhood Cancer","25","Honduras","1",,,,
,,,,"Rivière, I.","11",,,,,,,"Journal Of Personalized Medicine","18","Cytokine Release","618","Monash University","43","Fundação para a Ciência e a Tecnologia","25","Kenya","1",,,,
,,,,"Tahmasebi, S.","11",,,,,,,"Discover Oncology","17","Breast Cancer","616","Mayo Clinic Scottsdale-Phoenix, Arizona","43","Russian Science Foundation","25","Kyrgyzstan","1",,,,
,,,,"Usmani, S.Z.","11",,,,,,,"Immunotargets And Therapy","17","Adaptive Immunity","613","Tarbiat Modares University","43","V Foundation for Cancer Research","25","Malta","1",,,,
,,,,"Yang, E.H.","11",,,,,,,"Nature Reviews Drug Discovery","17","Genetic Engineering","597","General Hospital of People's Liberation Army","43","Institut National de la Santé et de la Recherche Médicale","24","Moldova","1",,,,
,,,,"Biondi, A.","10",,,,,,,"Theranostics","17","T Lymphocyte Activation","587","Emory University School of Medicine","42","Ministério da Educação e Ciência","24","Montenegro","1",,,,
,,,,"Brentjens, R.","10",,,,,,,"Trends In Biotechnology","17","Cancer Recurrence","584","University of Michigan, Ann Arbor","42","Natural Science Foundation of Beijing Municipality","24","Namibia","1",,,,
,,,,"Böll, B.","10",,,,,,,"Trends In Immunology","17","Immunogenicity","583","Capital Medical University","42","St. Baldrick's Foundation","24","North Korea","1",,,,
,,,,"Castelli, G.","10",,,,,,,"Cancer And Metastasis Reviews","16","Atezolizumab","582","Mayo Clinic in Jacksonville, Florida","41","University of Pennsylvania","24","North Macedonia","1",,,,
,,,,"Danhof, S.","10",,,,,,,"Chinese Clinical Oncology","16","Gene Therapy","581","Uniklinik Köln","41","Entertainment Industry Foundation","23","Panama","1",,,,
,,,,"Gale, R.P.","10",,,,,,,"Clinical And Translational Oncology","16","Immunomodulation","575","Hannover Medical School","41","Ministerio de Ciencia e Innovación","23","Papua New Guinea","1",,,,
,,,,"Houot, R.","10",,,,,,,"Human Gene Therapy","16","B Lymphocyte","569","The University of Chicago","41","Institut National Du Cancer","22","Rwanda","1",,,,
,,,,"Juan, M.","10",,,,,,,"Journal Of Clinical Investigation","16","Chronic Lymphatic Leukemia","568","Vanderbilt University Medical Center","41","Agence Nationale de la Recherche","21","Slovakia","1",,,,
,,,,"Kantarjian, H.M.","10",,,,,,,"Pharmacological Research","16","Lymphoma","568","Cancer Center Amsterdam","41","Natural Science Foundation of Hubei Province","21","Sri Lanka","1",,,,
,,,,"Kershaw, M.H.","10",,,,,,,"Pharmacology And Therapeutics","16","Carcinogenesis","567","Institut de Cancerologie Gustave Roussy","40","U.S. Food and Drug Administration","21","Tanzania","1",,,,
,,,,"Konopleva, M.","10",,,,,,,"Seminars In Immunology","16","Innate Immunity","566","The Ohio State University Comprehensive Cancer Center","39","Cancer Research Institute","20","Yemen","1",,,,
,,,,"Lin, Y.","10",,,,,,,"Translational Research","16","Gene Editing","564","University of Toronto Faculty of Medicine","39","Conselho Nacional de Desenvolvimento Científico e Tecnológico","20","Zimbabwe","1",,,,
,,,,"Mateos, M.V.","10",,,,,,,"Cancer","15","Doxorubicin","557","Xuzhou Medical University","39","Department of Science and Technology of Hunan Province","20","Undefined","64",,,,
,,,,"Nastoupil, L.J.","10",,,,,,,"Drug Discovery Today","15","Solid Tumor","549","Sapienza Università di Roma","39","Department of Science and Technology, Ministry of Science and Technology, India","20",,,,,,
,,,,"Richardson, P.G.","10",,,,,,,"Expert Opinion On Pharmacotherapy","15","Cell Differentiation","547","Université de Lausanne UNIL","38","Federación Española de Enfermedades Raras","20",,,,,,
,,,,"Schmitt, M.","10",,,,,,,"Hemasphere","15","Antigen Presenting Cell","546","Northwestern University","38","Austrian Science Fund","19",,,,,,
,,,,"Shah, N.","10",,,,,,,"Immuno Oncology And Technology","15","B Cell Lymphoma","546","University of South Florida, Tampa","38","California Institute for Regenerative Medicine","19",,,,,,
,,,,"Tomuleasa, C.","10",,,,,,,"International Journal Of Hematology","15","Phase 3 Clinical Trial (topic)","546","IRCCS Ospedale Pediatrico Bambino Gesù","38","Elitenetzwerk Bayern","19",,,,,,
,,,,"Wang, W.","10",,,,,,,"Molecular Therapy Oncolytics","15","Interleukin 6","540","UNC School of Medicine","38","Fundación Científica Asociación Española Contra el Cáncer","19",,,,,,
,,,,"Anderson, J.","9",,,,,,,"Zhongguo Shi Yan Xue Ye Xue Za Zhi","15","Drug Targeting","538","The Sidney Kimmel Comprehensive Cancer Center","38","Servier","19",,,,,,
,,,,"Banerjee, R.","9",,,,,,,"Bulletin De L Academie Nationale De Medecine","14","Immune System","538","Barts and The London School of Medicine and Dentistry","38","West China Hospital, Sichuan University","19",,,,,,
,,,,"Barrett, D.M.","9",,,,,,,"Ebiomedicine","14","Lenalidomide","538","The University of Sydney","38","Astellas Pharma US","18",,,,,,
,,,,"Boccadoro, M.","9",,,,,,,"Frontiers In Pediatrics","14","Cancer Survival","536","University of Chinese Academy of Sciences","38","Burroughs Wellcome Fund","18",,,,,,
,,,,"Buechner, J.","9",,,,,,,"Hematological Oncology","14","Tisagenlecleucel T","536","San Raffaele Scientific Institute","37","Chinese Academy of Meteorological Sciences","18",,,,,,
,,,,"Cairo, M.S.","9",,,,,,,"Mediterranean Journal Of Hematology And Infectious Diseases","14","Biological Therapy","531","Università Vita-Salute San Raffaele","37","Chinese Academy of Sciences","18",,,,,,
,,,,"Cerchione, C.","9",,,,,,,"Cancer Discovery","13","Durvalumab","531","Iran University of Medical Sciences","37","José Carreras Leukämie-Stiftung","18",,,,,,
,,,,"Chen, Y.Y.","9",,,,,,,"Cancer Science","13","Cytokine Production","528","Medical University of Warsaw","37","Lymphoma Research Foundation","18",,,,,,
,,,,"Dreger, P.","9",,,,,,,"Cell Communication And Signaling","13","Adult","512","Université Paris-Saclay","37","National Institute on Aging","18",,,,,,
,,,,"Ganatra, S.","9",,,,,,,"Hematology Oncology And Stem Cell Therapy","13","Cancer Patient","509","Duke University Medical Center","37","National Medical Research Council","18",,,,,,
,,,,"Gauthier, J.","9",,,,,,,"Jnccn Journal Of The National Comprehensive Cancer Network","13","Cancer Radiotherapy","508","University of Pittsburgh School of Medicine","36","American Lebanese Syrian Associated Charities","17",,,,,,
,,,,"Jain, N.","9",,,,,,,"Journal Of Leukocyte Biology","13","Cell- And Tissue-Based Therapy","494","Tel Aviv University","36","Boehringer Ingelheim","17",,,,,,
,,,,"Kersten, M.J.","9",,,,,,,"Journal Of Neuro Oncology","13","Macrophage","486","Nanjing Medical University","36","China Scholarship Council","17",,,,,,
,,,,"Kochanek, M.","9",,,,,,,"Molecular Biology Reports","13","Transplantation","485","Case Western Reserve University","35","KWF Kankerbestrijding","17",,,,,,
,,,,"Kuball, J.","9",,,,,,,"Pathology Research And Practice","13","Hematologic Disease","484","Universität zu Köln","35","Ludwig-Maximilians-Universität München","17",,,,,,
,,,,"Köhl, U.","9",,,,,,,"Science China Life Sciences","13","Dexamethasone","483","University of Rochester Medical Center","35","National Institute of Biomedical Imaging and Bioengineering","17",,,,,,
,,,,"Lazarus, H.M.","9",,,,,,,"Stem Cell Reviews And Reports","13","Blinatumomab","481","Shanghai Jiao Tong University","35","National Outstanding Youth Science Fund Project of National Natural Science Foundation of China","17",,,,,,
,,,,"Lee, D.W.","9",,,,,,,"Translational Cancer Research","13","Personalized Medicine","481","Università degli Studi di Milano","35","Science, Technology and Innovation Commission of Shenzhen Municipality","17",,,,,,
,,,,"Majzner, R.G.","9",,,,,,,"Biochemical Pharmacology","12","Upregulation","477","The University of Manchester","34","Bayerisches Staatsministerium für Bildung und Kultus, Wissenschaft und Kunst","16",,,,,,
,,,,"Malard, F.","9",,,,,,,"Cancer Management And Research","12","Hematologic Neoplasms","471","Sechenov First Moscow State Medical University","34","Department of Biotechnology, Ministry of Science and Technology, India","16",,,,,,
