Scopus refine results values

"Your query : (TITLE-ABS-KEY(""Tumor-infiltrating lymphocytes"") OR TITLE-ABS-KEY(""Lymphocytes, Tumor-Infiltrating""))"


Number of results : 17644

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"1983","2","Jotereau, F.","34",,,,,,,"Journal Of Cancer Research And Clinical Oncology","64","Immune Response","2605","Karolinska Universitetssjukhuset","126","Medical Research Council","100","Pakistan","34",,,,
,,"1982","4","Mami-Chouaib, F.","34",,,,,,,"Journal Of Experimental Medicine","64","Animal Model","2593","University of Texas Health Science Center at Houston","126","Ministry of Finance","99","Thailand","32",,,,
,,"1981","4","Savas, P.","34",,,,,,,"European Journal Of Immunology","63","CD4+ T Lymphocyte","2589","Institut Curie","124","European Regional Development Fund","94","Peru","31",,,,
,,"1980","1","Taube, J.M.","34",,,,,,,"Gynecologic Oncology","62","Gene Expression","2575","Fudan University Shanghai Cancer Center","124","Seventh Framework Programme","93","Chile","29",,,,
,,"1979","3","Viale, G.","34",,,,,,,"Journal Of The National Cancer Institute","62","Melanoma","2567","Cleveland Clinic Foundation","123","Ministry of Health and Welfare","92","Malaysia","27",,,,
,,"1977","4","Zitvogel, L.","34",,,,,,,"Lung Cancer","57","Clinical Article","2490","Zhejiang University School of Medicine","123","National Science Foundation","92","Colombia","24",,,,
,,"1976","1","Belldegrun, A.","33",,,,,,,"Oral Oncology","57","Programmed Death 1 Receptor","2452","The University of Sydney","122","Ligue Contre le Cancer","91","Croatia","23",,,,
,,,,"Eberlein, T.J.","33",,,,,,,"Cancer Cell","56","Flow Cytometry","2449","University of Toronto","121","Cancerfonden","90","Cyprus","22",,,,
,,,,"Freeman, G.J.","33",,,,,,,"American Journal Of Surgical Pathology","55","Biomarkers, Tumor","2398","David Geffen School of Medicine at UCLA","120","Cancer Research Institute","88","Serbia","22",,,,
,,,,"Michiels, S.","33",,,,,,,"Methods In Molecular Biology","55","Gamma Interferon","2239","Centre Hospitalier Universitaire Vaudois","120","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","88","Lithuania","20",,,,
,,,,"Pusztai, L.","33",,,,,,,"Journal Of Immunology Research","53","Regulatory T Lymphocyte","2173","Nanjing Medical University","118","Melanoma Research Alliance","87","Slovakia","19",,,,
,,,,"Kashiwagi, S.","31",,,,,,,"Oncology Reports","52","Cell Infiltration","2143","The Sidney Kimmel Comprehensive Cancer Center","118","Eli Lilly and Company","83","United Arab Emirates","18",,,,
,,,,"Kok, M.","31",,,,,,,"Clinical And Translational Oncology","51","Procedures","2139","Sichuan University","115","Ministero della Salute","82","Morocco","16",,,,
,,,,"Long, G.V.","31",,,,,,,"Immunology","51","Animal Cell","2135","AP-HP Assistance Publique - Hopitaux de Paris","115","Cancer Prevention and Research Institute of Texas","81","Tunisia","16",,,,
,,,,"Milne, K.","31",,,,,,,"Medicine United States","51","Lymphocytic Infiltration","2096","Seoul National University College of Medicine","114","University of Texas MD Anderson Cancer Center","80","Jordan","14",,,,
,,,,"Ogino, S.","31",,,,,,,"Immunity","49","Tumor Immunity","2050","University of California, San Francisco","114","Amgen","79","Slovenia","14",,,,
,,,,"Schalper, K.A.","31",,,,,,,"Cancer Discovery","47","Immunocompetent Cell","2049","Université de Lausanne UNIL","113","Institut National Du Cancer","77","South Africa","14",,,,
,,,,"Vincent-Salomon, A.","31",,,,,,,"Melanoma Research","45","Cohort Analysis","2026","Università degli Studi di Padova","113","Institut National de la Santé et de la Recherche Médicale","75","Iraq","13",,,,
,,,,"Yannelli, J.R.","31",,,,,,,"Nature Immunology","44","Retrospective Study","1921","University of Ulsan College of Medicine","113","Wellcome Trust","75","Lebanon","13",,,,
,,,,"Criscitiello, C.","30",,,,,,,"Journal Of Investigative Dermatology","43","Cancer Patient","1868","The University of Chicago","113","Genentech","72","Ukraine","13",,,,
,,,,"Galon, J.","30",,,,,,,"Applied Immunohistochemistry And Molecular Morphology","42","Review","1861","Helsingin Yliopisto","112","Ministry of Education","72","Bangladesh","12",,,,
,,,,"Khammari, A.","30",,,,,,,"Biotherapy","42","Breast Cancer","1844","Universität Heidelberg","112","National Heart, Lung, and Blood Institute","70","Luxembourg","12",,,,
,,,,"Loibl, S.","30",,,,,,,"Immunotherapy","42","Neoplasms","1802","Central South University","112","Agence Nationale de la Recherche","68","Macao","12",,,,
,,,,"Melero, I.","30",,,,,,,"International Journal Of Oncology","42","Tumor Volume","1789","Roswell Park Cancer Institute","112","Entertainment Industry Foundation","67","Latvia","11",,,,
,,,,"Nishikawa, H.","30",,,,,,,"JAMA Oncology","42","Phenotype","1776","Ludwig-Maximilians-Universität München","112","Science and Technology Department of Zhejiang Province","66","Iceland","10",,,,
,,,,"Prat, A.","30",,,,,,,"Jci Insight","42","Transcription Factor FOXP3","1757","CNRS Centre National de la Recherche Scientifique","111","Deutsche Krebshilfe","65","Libya","10",,,,
,,,,"Pruneri, G.","30",,,,,,,"World Journal Of Gastroenterology","42","Antineoplastic Agent","1709","Istituto Europeo di Oncologia","111","GlaxoSmithKline","65","Türkiye","9",,,,
,,,,"Wilmott, J.S.","30",,,,,,,"Cells","41","Antineoplastic Activity","1693","Institut Jules Bordet","110","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","64","Bulgaria","8",,,,
,,,,"Zlobec, I.","30",,,,,,,"Cellular Immunology","41","Cell Line, Tumor","1692","Asan Medical Center","110","University of Texas System","64","Georgia","8",,,,
,,,,"Chouaib, S.","29",,,,,,,"Npj Breast Cancer","41","Tumor-infiltrating Lymphocytes","1687","University of Pennsylvania Perelman School of Medicine","109","Jiangsu Provincial Department of Science and Technology","63","Viet Nam","8",,,,
,,,,"Fu, Y.X.","29",,,,,,,"Nature Medicine","40","Animal Tissue","1686","West China School of Medicine/West China Hospital of Sichuan University","109","Meso Scale Diagnostics","63","Algeria","6",,,,
,,,,"Markel, G.","29",,,,,,,"Asian Pacific Journal Of Cancer Prevention","39","Mortality","1684","Helsinki University Hospital","108","Natural Science Foundation of Shandong Province","62","Kenya","6",,,,
,,,,"Mulé, J.J.","29",,,,,,,"Nature","38","Histopathology","1668","Fred Hutchinson Cancer Center","108","Natural Science Foundation of Zhejiang Province","62","Libyan Arab Jamahiriya","6",,,,
,,,,"Pardoll, D.M.","29",,,,,,,"Pathology And Oncology Research","38","Interleukin 2","1648","Sorbonne Université","106","Department of Science and Technology of Shandong Province","60","Belarus","5",,,,
,,,,"Pilon-Thomas, S.","29",,,,,,,"Cell","37","T-Lymphocytes","1627","Universitätsklinikum Heidelberg","106","Natural Science Foundation of Jiangsu Province","60","Bosnia and Herzegovina","5",,,,
,,,,"Rimm, D.L.","29",,,,,,,"Clinical And Experimental Immunology","37","Cytotoxic T Lymphocyte","1589","Capital Medical University","106","Parker Institute for Cancer Immunotherapy","60","Kazakhstan","5",,,,
,,,,"Fassan, M.","28",,,,,,,"Gut","37","Aged, 80 And Over","1568","Yonsei University College of Medicine","105","Kræftens Bekæmpelse","59","Mongolia","5",,,,
,,,,"Forget, M.A.","28",,,,,,,"Breast Cancer","36","B7-H1 Antigen","1558","University of Washington","104","National Institute of Neurological Disorders and Stroke","59","Nigeria","5",,,,
,,,,"Ghiringhelli, F.","28",,,,,,,"Molecular Therapy","36","Breast Neoplasms","1507","University of Michigan Medical School","103","National Institute for Health and Care Research","58","Oman","4",,,,
,,,,"Guarneri, V.","28",,,,,,,"Ebiomedicine","35","Tumor Cell Line","1503","Zhongshan Hospital","103","Vetenskapsrådet","58","Paraguay","4",,,,
,,,,"Haymaker, C.","28",,,,,,,"Journal Of Experimental And Clinical Cancer Research","35","CD4 Antigen","1499","Centro de Investigación Biomédica en Red de Cáncer","103","China Scholarship Council","56","Philippines","4",,,,
,,,,"Hemminki, A.","28",,,,,,,"Journal Of Surgical Oncology","35","Neoplasm","1490","Technische Universität München","102","National Center for Research Resources","56","Sudan","4",,,,
,,,,"Li, Y.F.","28",,,,,,,"Journal Of Immunological Methods","34","CD3 Antigen","1471","The University of North Carolina at Chapel Hill","102","American Association for Cancer Research","55","Uruguay","4",,,,
,,,,"Preusser, M.","28",,,,,,,"Pathology","34","Natural Killer Cell","1471","Université Libre de Bruxelles","101","Boehringer Ingelheim","54","Cuba","3",,,,
,,,,"Rimm, D.L.","28",,,,,,,"Annals Of Diagnostic Pathology","33","Cell Proliferation","1445","Baylor College of Medicine","99","National Cancer Center","53","Nepal","3",,,,
,,,,"Romero, P.","28",,,,,,,"Cancer Gene Therapy","33","Tumor Growth","1443","Washington University School of Medicine in St. Louis","97","Beijing Municipal Science and Technology Commission, Adminitrative Commission of Zhongguancun Science Park","51","Puerto Rico","3",,,,
,,,,"Shia, J.","28",,,,,,,"Molecular Cancer","32","Signal Transduction","1434","British Columbia Cancer Agency","97","Chinese Academy of Meteorological Sciences","51","Tanzania","3",,,,
,,,,"Tartour, E.","28",,,,,,,"Molecular Cancer Therapeutics","32","Follow Up","1431","Ludwig Institute for Cancer Research Lausanne","96","Guangzhou Science, Technology and Innovation Commission","51","Uganda","3",,,,
,,,,"Demaria, S.","27",,,,,,,"Translational Oncology","32","Disease Free Survival","1422","Shanghai Jiao Tong University","96","Natural Science Foundation of Beijing Municipality","50","Zimbabwe","3",,,,
,,,,"Floris, G.","27",,,,,,,"Blood","31","Very Elderly","1392","NYU Langone Health","96","AbbVie","49","Brunei Darussalam","2",,,,
,,,,"Fuchs, C.S.","27",,,,,,,"Cell Reports","31","Gene Expression Regulation","1390","University of California, Los Angeles","95","National Institute of Diabetes and Digestive and Kidney Diseases","49","Cameroon","2",,,,
,,,,"Goff, S.L.","27",,,,,,,"Frontiers In Genetics","31","Gene Expression Regulation, Neoplastic","1354","Stanford University","94","Bundesministerium für Bildung und Forschung","48","Estonia","2",,,,
,,,,"Kitano, S.","27",,,,,,,"Gastroenterology","31","Upregulation","1352","University of Michigan, Ann Arbor","94","Fundação para a Ciência e a Tecnologia","47","Ethiopia","2",,,,
,,,,"Kono, K.","27",,,,,,,"Journal Of Cancer","31","Treatment Outcome","1294","Tianjin Medical University","93","KWF Kankerbestrijding","47","Kuwait","2",,,,
,,,,"Mori, M.","27",,,,,,,"Journal Of Thoracic Oncology","31","Macrophage","1293","Istituto Oncologico Veneto IOV - IRCCS","93","Korea Health Industry Development Institute","47","Montenegro","2",,,,
,,,,"Nijman, H.W.","27",,,,,,,"Neoplasia United States","31","Lymphocyte Activation","1274","Johns Hopkins University","92","University of Pittsburgh","47","North Macedonia","2",,,,
,,,,"Parkhurst, M.R.","27",,,,,,,"Acta Oncologica","30","Lung Neoplasms","1260","Medizinische Universität Wien","92","Association pour la Recherche sur le Cancer","46","Panama","2",,,,
,,,,"Prickett, T.D.","27",,,,,,,"American Journal Of Clinical Pathology","30","Breast Tumor","1249","Zhejiang University","90","Canadian Cancer Society","46","Senegal","2",,,,
,,,,"Rivoltini, L.","27",,,,,,,"Human Gene Therapy","30","Treatment Response","1245","Tongji University School of Medicine","90","National Institute of Dental and Craniofacial Research","46","Sri Lanka","2",,,,
,,,,"Slingluff, C.L.","27",,,,,,,"Immunology Letters","30","Cytotoxicity","1243","Università degli Studi di Torino","89","Ministério da Educação e Ciência","45","Syrian Arab Republic","2",,,,
,,,,"Smyth, M.J.","27",,,,,,,"International Immunology","30","Dendritic Cell","1241","Zhengzhou University","88","Stand Up To Cancer","45","Uzbekistan","2",,,,
,,,,"Chen, L.","26",,,,,,,"Journal Of Clinical Pathology","30","Drug Effect","1199","UNC School of Medicine","87","U.S. Army","45","Venezuela","2",,,,
,,,,"Itzhaki, O.","26",,,,,,,"Journal Of Neuro Oncology","30","Metastasis","1195","UT Southwestern Medical Center","87","Conselho Nacional de Desenvolvimento Científico e Tecnológico","44","Afghanistan","1",,,,
,,,,"Jordanova, E.S.","26",,,,,,,"Science","30","Colorectal Cancer","1185","Friedrich-Alexander-Universität Erlangen-Nürnberg","86","Dr. Miriam and Sheldon G. Adelson Medical Research Foundation","44","Bahrain","1",,,,
,,,,"Kammula, U.S.","26",,,,,,,"Clinical Breast Cancer","29","Biological Marker","1182","Emory University","86","Ministry of Science and Technology, Taiwan","44","Barbados","1",,,,
,,,,"Kiessling, R.","26",,,,,,,"In Vivo","29","Survival Rate","1181","Kyushu University","86","Sanofi","44","Benin","1",,,,
,,,,"Morgan, R.A.","26",,,,,,,"Journal Of Hematology And Oncology","29","Programmed Cell Death 1 Receptor","1176","Københavns Universitet","86","U.S. Army Medical Command","44","Cambodia","1",,,,
,,,,"Nishimura, M.I.","26",,,,,,,"Laboratory Investigation","29","Retrospective Studies","1162","University of Toronto Faculty of Medicine","85","Merck KGaA","42","Cote d'Ivoire","1",,,,
,,,,"Odunsi, K.","26",,,,,,,"Neuro Oncology","29","T Lymphocyte Receptor","1162","University of California, San Diego","85","Sigrid Juséliuksen Säätiö","42","Democratic Republic Congo","1",,,,
,,,,"Penault-Llorca, F.","26",,,,,,,"Advances In Experimental Medicine And Biology","28","Neoplasm Staging","1154","NYU Grossman School of Medicine","84","Sun Yat-sen University","41","Dominica","1",,,,
,,,,"White, D.E.","26",,,,,,,"American Journal Of Pathology","28","Tumor Antigen","1153","Graduate School of Medical Sciences","84","Uehara Memorial Foundation","41","Ghana","1",,,,
,,,,"Zhou, C.","26",,,,,,,"Biomedicine And Pharmacotherapy","28","Adoptive Immunotherapy","1145","Gentofte Hospital","83","Celgene","40","Guatemala","1",,,,
,,,,"Horlings, H.M.","25",,,,,,,"Breast","28","CD274 Protein, Human","1114","Tianjin Medical University Cancer Institute &amp; Hospital","83","Ludwig Institute for Cancer Research","40","Jamaica","1",,,,
,,,,"Kroemer, G.","25",,,,,,,"International Journal Of Radiation Oncology Biology Physics","28","In Vitro Study","1093","Centre de Recherche des Cordeliers","83","Susan G. Komen","40","Laos","1",,,,
,,,,"Mittendorf, E.A.","25",,,,,,,"Journal Of Leukocyte Biology","28","Progression Free Survival","1087","University of Oxford","83","V Foundation for Cancer Research","40","Liberia","1",,,,
,,,,"Nielsen, T.O.","25",,,,,,,"Tumor Biology","28","Immunotherapy, Adoptive","1086","Kurume University School of Medicine","82","Cancer Council Australia","39","Liechtenstein","1",,,,
,,,,"Platsoucas, C.D.","25",,,,,,,"Cancer Management And Research","27","Lymph Node Metastasis","1071","Fujian Medical University","82","Fondation pour la Recherche Médicale","39","Malawi","1",,,,
,,,,"Schlom, J.","25",,,,,,,"ESMO Open","27","Triple Negative Breast Cancer","1060","China Medical University Shenyang","82","Gilead Sciences","39","Mali","1",,,,
,,,,"Straten, P.T.","25",,,,,,,"Expert Opinion On Biological Therapy","27","Cytotoxic T Lymphocyte Antigen 4","1054","Broad Institute","81","Ministero dell’Istruzione, dell’Università e della Ricerca","39","Mauritius","1",,,,
,,,,"Thompson, J.F.","25",,,,,,,"American Journal Of Dermatopathology","26","Mice, Inbred C57BL","1032","Harbin Medical University","81","Prostate Cancer Foundation","39","Moldova","1",,,,
,,,,"Tran, E.","25",,,,,,,"Biomed Research International","26","T Lymphocyte Activation","1029","University College London","81","Congressionally Directed Medical Research Programs","38","Monaco","1",,,,
,,,,"Van Der Burg, S.H.","25",,,,,,,"Journal Of Cutaneous Pathology","26","Immune Checkpoint Inhibitor","1020","University of Colorado School of Medicine","81","Department of Science and Technology of Hunan Province","38","Namibia","1",,,,
,,,,"Allison, J.P.","24",,,,,,,"Cancer Biology And Therapy","25","Lung Tumor","1018","Princess Margaret Cancer Centre","80","Eisai","38","Saint Vincent and the Grenadines","1",,,,
,,,,"Desmedt, C.","24",,,,,,,"Chinese Journal Of Clinical Oncology","25","Survival Analysis","994","Hôpital Européen Georges-Pompidou","80","U.S. Department of Veterans Affairs","38","Yemen","1",,,,
,,,,"Fox, B.A.","24",,,,,,,"Diagnostic Pathology","25","Clinical Feature","988","Tongji University","80","National Institute for Health Research","37","Zambia","1",,,,
,,,,"Goedegebuure, P.S.","24",,,,,,,"Head And Neck","25","Colorectal Neoplasms","986","UCSF School of Medicine","79","Natural Science Foundation of Fujian Province","37","Undefined","231",,,,
,,,,"Goto, W.","24",,,,,,,"International Journal Of Clinical And Experimental Pathology","25","Gene Expression Profiling","978","Klinikum der Universität München","78","Bayer","36",,,,,,
,,,,"Lugli, A.","24",,,,,,,"International Journal Of Gynecological Cancer","25","Cytokine","971","KU Leuven","78","Chinese Academy of Sciences","36",,,,,,
,,,,"Melief, C.J.M.","24",,,,,,,"Japanese Journal Of Cancer Research","25","Apoptosis","968","Radboud University Medical Center","77","National Institute of Arthritis and Musculoskeletal and Skin Diseases","36",,,,,,
,,,,"Nowak, J.A.","24",,,,,,,"Oncotargets And Therapy","25","Monoclonal Antibody","967","University of Pittsburgh Medical Center","77","Natural Science Foundation of Shanghai","36",,,,,,
,,,,"Powell, D.J.","24",,,,,,,"Biomedicines","24","Cancer Grading","964","Emory University School of Medicine","76","Sichuan University","36",,,,,,
,,,,"Schadendorf, D.","24",,,,,,,"Future Oncology","24","B Lymphocyte","962","UniversitatsSpital Zurich","76","Takeda Science Foundation","35",,,,,,
,,,,"Schumacher, T.N.","24",,,,,,,"Japanese Journal Of Cancer And Chemotherapy","24","Cancer Growth","924","The University of Tokyo","76","Chinese Academy of Medical Sciences","34",,,,,,
,,,,"Torigoe, T.","24",,,,,,,"Medical Oncology","24","Clinical Outcome","904","Beth Israel Deaconess Medical Center","76","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","34",,,,,,
,,,,"Wargo, J.A.","24",,,,,,,"Molecular Oncology","24","T-Lymphocytes, Regulatory","896","The University of Queensland","76","Dana-Farber Cancer Institute","34",,,,,,
,,,,"Darcy, P.K.","23",,,,,,,"Oncologist","24","Lymphocyte","880","Shandong University","76","Guangzhou Municipal Science and Technology Project","34",,,,,,
,,,,"Endo, I.","23",,,,,,,"World Journal Of Surgical Oncology","24","T Lymphocyte Subpopulation","878","The Sir Peter MacCallum Department of Oncology","76","Howard Hughes Medical Institute","34",,,,,,
,,,,"Ferrone, S.","23",,,,,,,"APMIS","23","Drug Efficacy","877","SKKU School of Medicine","75","Ministry of Health, Labour and Welfare","34",,,,,,
,,,,"Giatromanolaki, A.","23",,,,,,,"Cancer Investigation","23","Cancer Surgery","876","Penn Medicine","75","Peking University","34",,,,,,
