Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""NK therap*"") OR TITLE-ABS-KEY(""Natural Killer Cel*"") OR TITLE-ABS-KEY(""Killer Cells, Natural"")) AND AFFILCOUNTRY(Iran))"


Number of results : 1138

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Ai, J.","9",,,,,,,"Iranian Journal Of Kidney Diseases","6","Macrophage","182","Mashhad University of Medical Sciences, School of Medicine","31","National Research Foundation of Korea","6","Bangladesh","4",,,,
,,,,"Asgarian-Omran, H.","9",,,,,,,"Journal Of Cellular Biochemistry","6","CD4+ T Lymphocyte","181","Drug Applied Research Center, Tabriz University of Medical Sciences","31","Natural Sciences and Engineering Research Council of Canada","6","Colombia","4",,,,
,,,,"Dizaji Asl, K.","9",,,,,,,"Journal Of Clinical Immunology","6","Innate Immunity","180","National Research Institute of Tuberculosis and Lung Disease Tehran","28","Agence Nationale de la Recherche","5","Jordan","4",,,,
,,,,"Esmaeilzadeh, A.","9",,,,,,,"Journal Of Medical Virology","6","Apoptosis","179","Karolinska Universitetssjukhuset","28","Alborz University of Medical Sciences","5","Romania","4",,,,
,,,,"Hadjati, J.","9",,,,,,,"Scientific Reports","6","Neoplasm","174","Babol University of Medical Sciences","28","Ministry of Health and Medical Education","5","South Africa","4",,,,
,,,,"Hajifathali, A.","9",,,,,,,"Bioimpacts","5","Immune System","173","Kerman University of Medical Sciences","27","National Cancer Institute","5","United Arab Emirates","4",,,,
,,,,"Mahmoudi, M.","9",,,,,,,"Cancer Letters","5","Signal Transduction","173","Kurdistan University of Medical Sciences","27","Rockefeller University","5","Armenia","3",,,,
,,,,"Rafat, A.","9",,,,,,,"Cellular Immunology","5","Neoplasms","172","School of Medicine, Zanjan University of Medical Sciences ZUMS","26","Avicenna Research Institute","4","Azerbaijan","3",,,,
,,,,"Tahmasebi, S.","9",,,,,,,"Critical Reviews In Oncology Hematology","5","Immunocompetent Cell","171","University of Tabriz","26","Baqiyatallah University of Medical Sciences","4","Czech Republic","3",,,,
,,,,"Ashouri, E.","8",,,,,,,"IUBMB Life","5","Cell Proliferation","161","Guilan University of Medical Sciences","26","Birjand University of Medical Sciences","4","Israel","3",,,,
,,,,"Aslani, S.","8",,,,,,,"Immunity Inflammation And Disease","5","Tumor Necrosis Factor","158","Urmia University of Medical Sciences","26","Canadian Cancer Society","4","Malaysia","3",,,,
,,,,"Erfani, N.","8",,,,,,,"Immunobiology","5","Pathology","155","Semnan University of Medical Sciences and Health Services","26","Canadian Cancer Society Research Institute","4","Mexico","3",,,,
,,,,"Jamee, M.","8",,,,,,,"Immunotherapy","5","B Lymphocyte","151","School of Public Health","26","Cancer Research Society","4","Singapore","3",,,,
,,,,"Khodadadi, A.","8",,,,,,,"Iranian Biomedical Journal","5","Procedures","144","Rafsanjan University of Medical Sciences","24","Cancerfonden","4","Tunisia","3",,,,
,,,,"Mahdaviani, S.A.","8",,,,,,,"Journal Of Mazandaran University Of Medical Sciences","5","Gene Expression","143","Lorestan University of Medical Sciences","24","European Research Council","4","Uzbekistan","3",,,,
,,,,"Majidpoor, J.","8",,,,,,,"Methods In Molecular Biology","5","Immunomodulation","135","Hematology, Oncology and Stem Cell Transplantation Research Center","24","Glenn Foundation for Medical Research","4","Algeria","2",,,,
,,,,"Mansouri, D.","8",,,,,,,"Phytotherapy Research","5","Interleukin 10","134","High Institute for Research and Education in Transfusion Medicine","23","Golestan University of Medical Sciences","4","Argentina","2",,,,
,,,,"Marofi, F.","8",,,,,,,"Scandinavian Journal Of Immunology","5","Interleukin 6","134","Shariati Hospital","21","Institute of Cancer Research","4","Chile","2",,,,
,,,,"Mirzaei, H.","8",,,,,,,"Vaccines","5","Adaptive Immunity","129","Shahid Sadoughi University of Medical Sciences","21","National Center for Research Resources","4","Cyprus","2",,,,
,,,,"Tajik, N.","8",,,,,,,"Anti Cancer Agents In Medicinal Chemistry","4","Cytokine Production","126","Hematology and Oncology Research Center","21","St. Giles Foundation","4","Ecuador","2",,,,
,,,,"Valipour, B.","8",,,,,,,"Clinical Immunology","4","Inflammation","126","Baqiyatallah University of Medical Sciences","19","Vetenskapsrådet","4","Hong Kong","2",,,,
,,,,"Abediankenari, S.","7",,,,,,,"Current Molecular Medicine","4","Interleukin 2","120","Sechenov First Moscow State Medical University","19","Babol University of Medical Sciences","3","Hungary","2",,,,
,,,,"Abel, L.","7",,,,,,,"Endocrine Metabolic And Immune Disorders Drug Targets","4","Cytokines","118","Islamic Azad University, Science and Research Branch","19","Fondation Bettencourt Schueller","3","Ireland","2",,,,
,,,,"Arababadi, M.K.","7",,,,,,,"Experimental And Clinical Transplantation","4","Antineoplastic Activity","117","Rheumatology Research Center","18","Fondation pour la Recherche Médicale","3","Kazakhstan","2",,,,
,,,,"Arjmand, B.","7",,,,,,,"Frontiers In Microbiology","4","Coronavirus Disease 2019","113","Faculty of Medicine, Kerman University of Medical Sciences","18","Fundação para a Ciência e a Tecnologia","3","Kuwait","2",,,,
,,,,"Barani, S.","7",,,,,,,"Human Vaccines And Immunotherapeutics","4","Cell Differentiation","109","Endocrinology and Metabolism Research Institute TUMS","17","Hamadan University of Medical Sciences","3","Lebanon","2",,,,
,,,,"Behfar, M.","7",,,,,,,"Immunological Investigations","4","Clinical Article","108","Tabriz University of Medical Science, Aging Research Institute","17","Immune Deficiency Foundation","3","New Zealand","2",,,,
,,,,"Charoudeh, H.N.","7",,,,,,,"Immunopharmacology And Immunotoxicology","4","CD56 Antigen","103","School of Pharmacy","17","Islamic Azad University","3","Oman","2",,,,
,,,,"Danaii, S.","7",,,,,,,"International Journal Of Hematology Oncology And Stem Cell Research","4","COVID-19","102","Immunology Research Center","17","Japan Society for the Promotion of Science","3","Portugal","2",,,,
,,,,"Farjadian, S.","7",,,,,,,"International Journal Of Women S Health And Reproduction Sciences","4","Natural Killer Cells","102","School of Paramedical, Kermanshah University of Medical Sciences","17","Ministry of Education, Culture, Sports, Science and Technology","3","Taiwan","2",,,,
,,,,"Ganjalikhani-Hakemi, M.","7",,,,,,,"Iranian Journal Of Blood And Cancer","4","Mouse","94","Harvard Medical School","16","Ministério da Educação e Ciência","3","Türkiye","2",,,,
,,,,"Ghafourian, M.","7",,,,,,,"Journal Of Allergy And Clinical Immunology","4","Major Clinical Study","93","Golestan University of Medical Sciences","16","Royan Institute","3","Viet Nam","2",,,,
,,,,"Ghasemzadeh, M.","7",,,,,,,"Journal Of Immunotoxicology","4","Programmed Death 1 Ligand 1","92","Islamic Azad University, Tabriz Branch","16","Russian Science Foundation","3","Bahrain","1",,,,
,,,,"Hammarström, L.","7",,,,,,,"Koomesh","4","Transforming Growth Factor Beta","92","Hamadan University of Medical Sciences","15","Semnan University","3","Belarus","1",,,,
,,,,"Hojjat-Farsangi, M.","7",,,,,,,"Pakistan Journal Of Biological Sciences","4","Tumor Growth","92","Birjand University of Medical Sciences","15","Seventh Framework Programme","3","Estonia","1",,,,
,,,,"Hosseini, E.","7",,,,,,,"Plos One","4","Adoptive Immunotherapy","91","Shahrekord University of Medical Sciences","15","University of Tehran","3","Georgia","1",,,,
,,,,"Jarahian, M.","7",,,,,,,"Tanaffos","4","Breast Cancer","90","Ardabil University of Medical Sciences","15","Zanjan University of Medical Sciences","3","Greece","1",,,,
,,,,"Kokhaei, P.","7",,,,,,,"Tissue Antigens","4","Neutrophil","90","Avicenna Research Institute","15","Agence Nationale de Recherches sur le Sida et les Hépatites Virales","2","Kenya","1",,,,
,,,,"Mahmoodpoor, A.","7",,,,,,,"Transplant Immunology","4","Peripheral Blood Mononuclear Cell","90","l'Institut des Maladies Génétiques Imagine","15","Alexander von Humboldt-Stiftung","2","Laos","1",,,,
,,,,"Mazloumi, Z.","7",,,,,,,"Virology Journal","4","Upregulation","90","Breast Disease Research Center","15","Arak University of Medical Sciences","2","Luxembourg","1",,,,
,,,,"Mohseni, R.","7",,,,,,,"Advanced Pharmaceutical Bulletin","3","Cytotoxic T Lymphocyte","89","Faculty of Medicine MAZUMS","14","Ardabil University of Medical Sciences","2","Morocco","1",,,,
,,,,"Movassaghpour, A.","7",,,,,,,"Anesthesiology And Pain Medicine","3","Chimeric Antigen Receptor","87","National Institute for Genetic Engineering and Biotechnology Iran","14","Bushehr University of Medical Sciences","2","Slovenia","1",,,,
,,,,"Nouri, M.","7",,,,,,,"Artificial Cells Nanomedicine And Biotechnology","3","Cytokine Release","87","Mofid Children's Hospital, Tehran","14","Deputy for Research and Technology, Kermanshah University of Medical Sciences","2",,,,,,
,,,,"Roshandel, E.","7",,,,,,,"Asian Pacific Journal Of Cancer Prevention","3","Immunosuppressive Treatment","87","Dezful University of Medical Sciences","14","Else Kröner-Fresenius-Stiftung","2",,,,,,
,,,,"Rostamzadeh, D.","7",,,,,,,"BMC Cancer","3","Interleukin 12","86","Alborz University of Medical Sciences, Non-communicable Diseases Research Center","14","Fakultet Medicinskih Nauka, Univerziteta U Kragujevcu","2",,,,,,
,,,,"Silvestris, N.","7",,,,,,,"Biofactors","3","Cancer","85","IUMS Immunology Research Center","14","Honjo International Scholarship Foundation","2",,,,,,
,,,,"Taeb, S.","7",,,,,,,"Bratislava Medical Journal","3","Myeloid-derived Suppressor Cell","83","German Cancer Research Center","13","Hormozgan University of Medical Sciences","2",,,,,,
,,,,"Yazdani, R.","7",,,,,,,"Cancer Immunology Immunotherapy","3","Th17 Cell","82","Rockefeller University","13","Howard Hughes Medical Institute","2",,,,,,
,,,,"Abdolmohammadi-Vahid, S.","6",,,,,,,"Cancer Medicine","3","Cancer Therapy","81","Hôpital Necker Enfants Malades","13","Institut National Du Cancer","2",,,,,,
,,,,"Ahmadi, S.A.Y.","6",,,,,,,"Cell Biochemistry And Function","3","Enzyme Linked Immunosorbent Assay","81","Aja University of Medical Sciences","13","Kashan University of Medical Sciences","2",,,,,,
,,,,"Ala, M.","6",,,,,,,"Cell Biology International","3","Middle Aged","81","Stem Cell Technology Research Center","13","Kermanshah University of Medical Sciences","2",,,,,,
,,,,"Amirzargar, A.","6",,,,,,,"Clinical And Experimental Immunology","3","Phenotype","79","Medical Technology Research Center, Kermanshah University of Medical Sciences","13","Kurdistan University Of Medical Sciences","2",,,,,,
,,,,"Bustamante, J.","6",,,,,,,"Current Pharmaceutical Biotechnology","3","Malignant Neoplasm","78","Ferdowsi University of Mashhad","12","Lorestan University of Medical Sciences","2",,,,,,
,,,,"Eskandari, N.","6",,,,,,,"Daru Journal Of Pharmaceutical Sciences","3","Cell Therapy","77","University of Isfahan","12","Ludwig-Maximilians-Universität München","2",,,,,,
,,,,"Farhadi, E.","6",,,,,,,"Discover Oncology","3","MicroRNA","77","Qazvin University of Medical Sciences","12","Medical Research Council","2",,,,,,
,,,,"Ferns, G.A.","6",,,,,,,"Expert Opinion On Biological Therapy","3","SARS-CoV-2","77","Stanford University School of Medicine","12","Ministry of Training, Colleges and Universities","2",,,,,,
,,,,"Gharehbaghian, A.","6",,,,,,,"Frontiers In Cell And Developmental Biology","3","Exosome","76","Yasuj University of Medical Sciences","12","Narodowe Centrum Nauki","2",,,,,,
,,,,"Ghavamzadeh, A.","6",,,,,,,"Frontiers In Pharmacology","3","Tumor Associated Leukocyte","76","Ilam University of Medical Sciences","12","National Heart, Lung, and Blood Institute","2",,,,,,
,,,,"Ghazanfari, T.","6",,,,,,,"Future Oncology","3","Tumor Immunity","76","SBUMS Clinical Tuberculosis and Epidemiology Research Center","12","National Human Genome Research Institute","2",,,,,,
,,,,"Karimi, M.H.","6",,,,,,,"Health Science Reports","3","Angiogenesis","75","Imam Khomeini Hospital","11","National Institute for Genetic Engineering and Biotechnology","2",,,,,,
,,,,"Kariminia, A.","6",,,,,,,"Human Cell","3","T-Lymphocytes","75","Shahrekord University","11","National Natural Science Foundation of China","2",,,,,,
,,,,"Kennedy, D.","6",,,,,,,"Immunologic Research","3","Th1 Cell","75","Fasa University of Medical Sciences","11","National Research Council Canada","2",,,,,,
,,,,"Khorramdelazad, H.","6",,,,,,,"Immunology And Cell Biology","3","Immune Checkpoint Inhibitor","74","Islamic Azad University, Tehran Medical Branch","11","Ontario Ministry of Research, Innovation and Science","2",,,,,,
,,,,"Mahdavi, M.","6",,,,,,,"Inflammation","3","Programmed Death 1 Receptor","73","Gonabad University of Medical Sciences","11","Rafsanjan University of Medical Sciences","2",,,,,,
,,,,"Mardi, A.","6",,,,,,,"Inflammation Research","3","Therapy","73","School of Allied Medical Sciences IUMS","11","Research Center for Infectious Diseases and Tropical Medicine, Tabriz University of Medical Sciences","2",,,,,,
,,,,"Marjani, M.","6",,,,,,,"International Archives Of Allergy And Immunology","3","Interleukin 4","71","Infectious and Tropical Diseases Research Center","11","School of Medicine","2",,,,,,
,,,,"Mesdaghi, M.","6",,,,,,,"Iranian Journal Of Biotechnology","3","Antigen Presenting Cell","70","Food and Drug Administration","10","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","2",,,,,,
,,,,"Mirzaei, H.R.","6",,,,,,,"Iranian Journal Of Medical Sciences","3","Immunotherapy, Adoptive","69","School of Medicine","10","Shahid Sadoughi University of Medical Sciences","2",,,,,,
,,,,"Mohammadi, H.","6",,,,,,,"Journal Of Cancer Research And Therapeutics","3","Mesenchymal Stem Cell","69","Shahed University","10","Shiraz Transplant Research Center, Shiraz University of Medical Sciences","2",,,,,,
,,,,"Motallebnezhad, M.","6",,,,,,,"Journal Of Experimental Medicine","3","CD16 Antigen","68","AP-HP Assistance Publique - Hopitaux de Paris","10","Sigrid Juséliuksen Säätiö","2",,,,,,
,,,,"Nemati, M.","6",,,,,,,"Journal Of Immunology Research","3","Interleukin 17","68","Qom University of Medical Sciences and Health Services","10","Société Française de Dermatologie et de Pathologie Sexuellement Transmissible","2",,,,,,
,,,,"Nozad Charoudeh, H.","6",,,,,,,"Journal Of Isfahan Medical School","3","Iran","68","Halal Research Center of the Islamic Republic of Iran","10","Technische Universität München","2",,,,,,
,,,,"Pashangzadeh, S.","6",,,,,,,"Journal Of Research In Medical Sciences","3","NK Cells","68","Immunogenetics Research Center MAZUMS","10","Türkiye Bilimsel ve Teknolojik Araştırma Kurumu","2",,,,,,
,,,,"Pourfathollah, A.A.","6",,,,,,,"Leukemia Research","3","Drug Effect","67","Université Paris Cité","10","University of Kurdistan","2",,,,,,
,,,,"Rezaei, M.","6",,,,,,,"Molecular Neurobiology","3","Interleukin 1beta","66","Transplant Research Center SUMS","10","Urmia University of Medical Sciences","2",,,,,,
,,,,"Saghazadeh, A.","6",,,,,,,"Reviews In Medical Virology","3","Vasculotropin","66","Cancer Gene Therapy Research Center, Zanjan University of Medical Sciences ZUMS","10","Yasuj University of Medical Sciences","2",,,,,,
,,,,"Soleimanian, S.","6",,,,,,,"Viral Immunology","3","Biological Marker","65","School of Allied Medical Sciences","10","Åke Wiberg Stiftelse","2",,,,,,
,,,,"Soltani-Zangbar, M.S.","6",,,,,,,"Acta Medica Iranica","2","Interleukin 15","65","School of Pharmacy","10","Academy of Finland","1",,,,,,
,,,,"Tabarsa, M.","6",,,,,,,"Advances In Experimental Medicine And Biology","2","Monocyte","65","School of Advanced Medical Sciences and Technologies","10","Albert-Ludwigs-Universität Freiburg","1",,,,,,
,,,,"Talebi, M.","6",,,,,,,"Animals","2","Real Time Polymerase Chain Reaction","65","Universal Scientific Education and Research Network USERN","9","American Association of Immunologists","1",,,,,,
,,,,"Vosough, M.","6",,,,,,,"Archives Of Iranian Medicine","2","CD3 Antigen","64","Howard Hughes Medical Institute","9","American Cancer Society","1",,,,,,
,,,,"Yaghobi, R.","6",,,,,,,"Avicenna Journal Of Medical Biotechnology","2","Cancer Growth","62","Medical Biology Research Center, Kermanshah University of Medical Sciences","9","American Philosophical Society","1",,,,,,
,,,,"Yazdanifar, M.","6",,,,,,,"BMC Infectious Diseases","2","Carcinogenesis","62","Ludwig-Maximilians-Universität München","9","Assistance Publique - Hôpitaux de Paris","1",,,,,,
,,,,"You, S.G.","6",,,,,,,"Biomed Research International","2","Cell Migration","62","Zahedan University of Medical Sciences","9","Atlantic Salmon Federation","1",,,,,,
,,,,"Zarnani, A.H.","6",,,,,,,"Biotechnology And Bioengineering","2","Killer Cell Immunoglobulin Like Receptor","62","Arak University of Medical Sciences","9","BC Cancer Foundation","1",,,,,,
,,,,"Abdolahi, S.","5",,,,,,,"British Journal Of Haematology","2","Lymphocyte","62","Razi Vaccine &amp; Serum Research Institute, Iran","9","BC Children's Hospital","1",,,,,,
,,,,"Akbari, M.E.","5",,,,,,,"Cancer Research","2","Mice","62","Prince Sattam Bin Abdulaziz University","9","Baylor-Hopkins Center for Mendelian Genomics","1",,,,,,
,,,,"Amirzargar, A.A.","5",,,,,,,"Carbohydrate Polymers","2","Monoclonal Antibody","62","SBUMS Proteomics Research Center","9","Biotechnology and Biological Sciences Research Council","1",,,,,,
,,,,"Arjmand, R.","5",,,,,,,"Cellular And Molecular Biology Letters","2","Cellular Immunity","61","Digestive Diseases Research Institute","9","Canadian Blood Services","1",,,,,,
,,,,"Babaloo, Z.","5",,,,,,,"Cellular Oncology","2","Genotype","61","Biotechnology Research Center,Tabriz","9","Cancer Australia","1",,,,,,
,,,,"Baghi, H.B.","5",,,,,,,"Clinica Chimica Acta","2","Pathogenesis","61","School of Paramedical Sciences","9","Cancer Research UK","1",,,,,,
,,,,"Balali-Mood, M.","5",,,,,,,"Clinical Laboratory","2","Systematic Review","61","Hormozgan University of Medical Sciences","8","Care-for-Rare Foundation","1",,,,,,
,,,,"Barkhordar, M.","5",,,,,,,"Clinical Neurology And Neurosurgery","2","Animal Experiment","60","School of Medicine GUMS","8","Center for Mendelian Genomics, University of Washington","1",,,,,,
,,,,"Barough, M.S.","5",,,,,,,"Clinical Nutrition Espen","2","Down Regulation","59","The University of British Columbia","8","Charles H. Revson Foundation","1",,,,,,
,,,,"Basiri, M.","5",,,,,,,"Current Cancer Drug Targets","2","Autoimmune Disease","58","Imperial College London","8","Chiang Mai University","1",,,,,,
,,,,"Boisson, B.","5",,,,,,,"Current Cancer Therapy Reviews","2","Cytology","58","Bushehr University of Medical Sciences","8","Chinese Society of Clinical Oncology","1",,,,,,
,,,,"Boisson-Dupuis, S.","5",,,,,,,"Current Drug Targets","2","Pregnancy","58","Monash University","8","Core Research for Evolutional Science and Technology","1",,,,,,
,,,,"Bolhassani, A.","5",,,,,,,"Current Medicinal Chemistry","2","Antineoplastic Agent","57","Shahid Chamran University of Ahvaz","8","Deanship of Scientific Research, King Faisal University","1",,,,,,
,,,,"Bozorgmehr, M.","5",,,,,,,"Current Rheumatology Reviews","2","Cancer Vaccine","57","Università degli studi di Bari Aldo Moro","8","Department of Genetics, University of Alabama at Birmingham","1",,,,,,
,,,,"Bridle, B.W.","5",,,,,,,"Current Stem Cell Research And Therapy","2","Immunoglobulin","57","University of California, Los Angeles","8","Department of Health, Australian Government","1",,,,,,
,,,,"Brunetti, O.","5",,,,,,,"Current Women S Health Reviews","2","Natural Killer Cell Receptor NKG2D","57","School of Medicine, Kermanshah University of Medical Sciences","8","Department of Science and Technology, Ministry of Science and Technology, India","1",,,,,,
,,,,"Derakhshani, A.","5",,,,,,,"Drug Development Research","2","Cancer Cell","56","Massachusetts General Hospital","8","Deutsche Kinderkrebsstiftung","1",,,,,,
,,,,"Elahi, R.","5",,,,,,,"European Cytokine Network","2","Immunity","56","Shahid Beheshti University","8","Deutsche Krebshilfe","1",,,,,,
,,,,"Faghih, Z.","5",,,,,,,"Expert Reviews In Molecular Medicine","2","Metastasis","56","Iranian Blood Transfusion Organization","8","Deutscher Akademischer Austauschdienst","1",,,,,,
,,,,"Ghaebi, M.","5",,,,,,,"Galen Medical Journal","2","Cell Function","55","North Khorasan University of Medical Sciences","8","Deutsches Krebsforschungszentrum","1",,,,,,
,,,,"Ghasemian, A.","5",,,,,,,"Gastroenterology And Hepatology From Bed To Bench","2","In Vitro Study","55","SBUMS Pediatric Congenital Hematologic Disorders Research Center","8","Deutsches Zentrum für Infektionsforschung","1",,,,,,
,,,,"Hashemi, Z.S.","5",,,,,,,"Gene Reports","2","Liver Cell Carcinoma","55","SBUMS Chronic Respiratory Disease Research Center","8","Diabetes Research Connection","1",,,,,,
,,,,"Hassanshahi, G.","5",,,,,,,"Genomics Data","2","Severe Acute Respiratory Syndrome Coronavirus 2","55","Cellular and Molecular Research Center, Birjand University of Medical Sciences","8","Directorate for Geosciences","1",,,,,,
