Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""oncolytic virus*"") OR TITLE-ABS-KEY(""Oncolytic Virotherap*"") OR TITLE-ABS-KEY(""Oncolytic Adenovirus*"") OR TITLE-ABS-KEY(virotherapy)) AND AFFILCOUNTRY(Iran) AND DOCTYPE(ar))"


Number of results : 95

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Banijamali, R.S.","3",,,,,,,"Breast Cancer","1","Real Time Polymerase Chain Reaction","20","Ahvaz Jundishapur University of Medical Sciences","3","Institute for Research in Fundamental Sciences","1",,,,,,
,,,,"Ebrahimzadeh, M.S.","3",,,,,,,"Cancer Biomarkers","1","Gene Expression","19","Baqiyatallah Azam University of Medical Sciences, Faculty of Medicine","3","Kerman University of Medical Sciences","1",,,,,,
,,,,"Habibian, A.","3",,,,,,,"Cancer Letters","1","MTT Assay","19","University of Alberta","3","Kermanshah University of Medical Sciences","1",,,,,,
,,,,"Keyvani, H.","3",,,,,,,"Cancers","1","Physiology","19","Tabriz University of Medical Sciences","3","National Institute of Biomedical Imaging and Bioengineering","1",,,,,,
,,,,"Miri, S.M.","3",,,,,,,"Computers And Chemical Engineering","1","Animal Model","18","LinkoCare Life Sciences AB","2","National Institute of General Medical Sciences","1",,,,,,
,,,,"Moghim, S.","3",,,,,,,"Current Cancer Therapy Reviews","1","Virotherapy","18","Ottawa Hospital Research Institute","2","Natural Sciences and Engineering Research Council of Canada","1",,,,,,
,,,,"Mohammadinejad, H.","3",,,,,,,"Current Treatment Options In Oncology","1","Procedures","17","Helsingin Yliopisto","2","Prevent Cancer Foundation","1",,,,,,
,,,,"RabieiMotlagh, O.","3",,,,,,,"Daru Journal Of Pharmaceutical Sciences","1","Cell Proliferation","16","Centre Hospitalier Universitaire de Sherbrooke","2","Razi Vaccine and Serum Research Institute","1",,,,,,
,,,,"Roohvand, F.","3",,,,,,,"European Journal Of Cell Biology","1","In Vitro Study","16","Alzahra University","2","Royan Institute","1",,,,,,
,,,,"Seyed-Khorrami, S.M.","3",,,,,,,"Filomat","1","Protein Expression","16","Kermanshah University of Medical Sciences","2","Seventh Framework Programme","1",,,,,,
,,,,"Shayan, S.","3",,,,,,,"Frontiers In Microbiology","1","Virus Replication","16","Université de Sherbrooke","2","Sharif University of Technology","1",,,,,,
,,,,"Shayestehpour, M.","3",,,,,,,"Frontiers In Oncology","1","Colorectal Cancer","15","Université d'Ottawa, Faculté de Médecine","2","Shiraz University","1",,,,,,
,,,,"Łos, M.J.","3",,,,,,,"Future Virology","1","Metabolism","15","Shahrekord University","2","Terry Fox Research Institute","1",,,,,,
,,,,"Afrasiab, E.","2",,,,,,,"Genetics Research","1","Mice","15","Royan Institute","2","Universiti Putra Malaysia","1",,,,,,
,,,,"Ahmadi, M.","2",,,,,,,"Immunotherapy","1","Newcastle Disease Virus","15","Carleton University","2","University of Maryland School of Public Health","1",,,,,,
,,,,"Alain, T.","2",,,,,,,"Indagationes Mathematicae","1","Animal Tissue","14","Children's Hospital of Eastern Ontario, Ottawa","2","University of Massachusetts","1",,,,,,
,,,,"Alirezaie, B.","2",,,,,,,"Infectious Agents And Cancer","1","Neoplasms","13","Kashan University of Medical Sciences","2","University of Massachusetts Medical School","1",,,,,,
,,,,"Azad, T.","2",,,,,,,"International Immunopharmacology","1","Cell Viability","12","University of California, San Francisco","2","Vice Chancellor for Research and Technology, Hamadan University of Medical Sciences","1",,,,,,
,,,,"Baghi, H.B.","2",,,,,,,"International Journal Of Biological Macromolecules","1","Colorectal Neoplasms","12","KU Leuven","2","Yale University","1",,,,,,
,,,,"Bahramali, G.","2",,,,,,,"International Journal Of Peptide Research And Therapeutics","1","Breast Cancer","11","Shiraz University","2","Undefined","43",,,,,,
,,,,"Bell, J.C.","2",,,,,,,"Iranian Journal Of Mathematical Sciences And Informatics","1","Colorectal Tumor","11","University of Ottawa","2",,,,,,,,
,,,,"Bolandian, M.","2",,,,,,,"Iranian Journal Of Microbiology","1","Human Alphaherpesvirus 1","11","Islamic Azad University","2",,,,,,,,
,,,,"Boulton, S.","2",,,,,,,"Iranian Journal Of Numerical Analysis And Optimization","1","Mesenchymal Stem Cell","11","California Institute for Quantitative Biosciences","2",,,,,,,,
,,,,"Dianat-Moghadam, H.","2",,,,,,,"Iranian Red Crescent Medical Journal","1","Cancer Therapy","10","Université de Sherbrooke, Faculté de Médecine et des Sciences de la Santé","2",,,,,,,,
,,,,"Elhamipour, M.","2",,,,,,,"Journal Of Applied Biotechnology Reports","1","Caspase 9","10","Aja University of Medical Sciences","2",,,,,,,,
,,,,"Esmaeili Gouvarchin Ghaleh, H.","2",,,,,,,"Journal Of Cancer Research And Therapeutics","1","Drug Efficacy","10","Islamic Azad University, Science and Research Branch","2",,,,,,,,
,,,,"Farahmand, M.","2",,,,,,,"Journal Of Isfahan Medical School","1","Enzyme Linked Immunosorbent Assay","10","SBUMS School of Medicine","2",,,,,,,,
,,,,"Gray, Z.","2",,,,,,,"Journal Of Medicinal And Chemical Sciences","1","Pathology","10","Research Center for Molecular","2",,,,,,,,
,,,,"Ilkow, C.S.","2",,,,,,,"Journal Of Military Medicine","1","Priority Journal","10","School of Advanced Technologies in Medicine","2",,,,,,,,
,,,,"Jalilvand, S.","2",,,,,,,"Journal Of Research In Clinical Medicine","1","Tumor Growth","10","Breast Disease Research Center","2",,,,,,,,
,,,,"Javid, N.","2",,,,,,,"Journal Of Theoretical Biology","1","Tumor Volume","10","Khatam Alanbia Hospital","1",,,,,,,,
,,,,"Marius, R.","2",,,,,,,"Jundishapur Journal Of Microbiology","1","Avian Orthoavulavirus 1","9","School of Medical Sciences","1",,,,,,,,
,,,,"Mohammadi, A.","2",,,,,,,"Klinicka Onkologie","1","Cancer Immunotherapy","9","Fars Science and Research University","1",,,,,,,,
,,,,"Mohebbi, A.","2",,,,,,,"Koomesh","1","Caspase 3","9","Red Crescent Society of the Islamic Republic of Iran","1",,,,,,,,
,,,,"Mohebbi, S.R.","2",,,,,,,"Mathematical Methods In The Applied Sciences","1","Immune Response","9","Isfahan University","1",,,,,,,,
,,,,"Mortazavi, P.","2",,,,,,,"Mathematics And Computers In Simulation","1","Immunology","9","AryaTinaGene Biopharmaceutical Company","1",,,,,,,,
,,,,"Nik-Akhtar, A.","2",,,,,,,"Molecular Biology","1","Mesenchymal Stem Cells","9","Mediphage Bioceuticals, Inc.","1",,,,,,,,
,,,,"Nikoo, H.R.","2",,,,,,,"Molecular Biology Reports","1","Neoplasm","9","Italian Institute for Genomic Medicine","1",,,,,,,,
,,,,"Onsu, K.A.","2",,,,,,,"Molekuliarnaia Biologiia","1","Oncolytic Reovirus","9","Kiangenazma Co.","1",,,,,,,,
,,,,"Pelin, A.","2",,,,,,,"Nature Biomedical Engineering","1","Reoviridae","9","Biotechnology Development Council","1",,,,,,,,
,,,,"Petryk, J.","2",,,,,,,"Nature Communications","1","Tumor Microenvironment","9","Abadan Faculty of Medical Science","1",,,,,,,,
,,,,"Rasekhian, M.","2",,,,,,,"Osong Public Health And Research Perspectives","1","Autophagy","8","Khatam Alanbia Hospital","1",,,,,,,,
,,,,"Rastegarvand, N.","2",,,,,,,"Research In Pharmaceutical Sciences","1","Bioinformatics","8","Arrowhead Pharmaceuticals","1",,,,,,,,
,,,,"Rezaei, R.","2",,,,,,,"Rivista Di Matematica Della Universita Di Parma","1","CT26 Cell Line","8","Kimia Zist Parsian Pharmaceutical Company","1",,,,,,,,
,,,,"Romani, B.","2",,,,,,,"Saudi Journal Of Biological Sciences","1","Cancer","8","Center for AIDS Research","1",,,,,,,,
,,,,"Sadigh, Z.A.","2",,,,,,,"Veterinary Medicine And Science","1","Cancer Cell","8","University of Münster","1",,,,,,,,
,,,,"Saeidi, M.","2",,,,,,,"Virus Genes","1","Cell Death","8","Università degli Studi di Padova","1",,,,,,,,
,,,,"Sharifi, N.","2",,,,,,,,,"Drug Effect","8","University of Illinois Urbana-Champaign","1",,,,,,,,
,,,,"Shokri, F.","2",,,,,,,,,"Gamma Interferon","8","Faculty of Medicine MAZUMS","1",,,,,,,,
,,,,"Singaravelu, R.","2",,,,,,,,,"Lactate Dehydrogenase","8","Saint Louis University School of Medicine","1",,,,,,,,
,,,,"Sobhanimonfared, F.","2",,,,,,,,,"Male","8","University of Massachusetts Chan Medical School","1",,,,,,,,
,,,,"Soleimani, M.","2",,,,,,,,,"Virology","8","Amsterdam UMC - University of Amsterdam","1",,,,,,,,
,,,,"Tai, L.H.","2",,,,,,,,,"Breast Neoplasms","7","Institute for Studies in Theoretical Physics and Mathematics, Tehran","1",,,,,,,,
,,,,"Yavarian, J.","2",,,,,,,,,"Breast Tumor","7","Emory University School of Medicine","1",,,,,,,,
,,,,"Zadaloo, K.M.","2",,,,,,,,,"C57BL Mouse","7","Harvard Medical School","1",,,,,,,,
,,,,"Zandi, K.","2",,,,,,,,,"Cell Survival","7","Haartman Institute","1",,,,,,,,
,,,,"Zhand, S.","2",,,,,,,,,"Drug Potentiation","7","NC State University","1",,,,,,,,
,,,,"Abbasabadi, B.M.","1",,,,,,,,,"Genetic Transfection","7","University of Qom","1",,,,,,,,
,,,,"Abbasi, S.","1",,,,,,,,,"Immunotherapy","7","University of Tabriz","1",,,,,,,,
,,,,"Abdolalipour, E.","1",,,,,,,,,"Mice, Inbred C57BL","7","School of Molecular and Cellular Biology","1",,,,,,,,
,,,,"Abdoshah, M.","1",,,,,,,,,"Polymerase Chain Reaction","7","Department of Chemistry, The University of Chicago","1",,,,,,,,
,,,,"Adjaminejad, F.","1",,,,,,,,,"Upregulation","7","Duke University","1",,,,,,,,
,,,,"Aghebati‐Maleki, L.","1",,,,,,,,,"Virus Titration","7","University of Manitoba","1",,,,,,,,
,,,,"Ahmadi, A.","1",,,,,,,,,"Caspase 8","6","Washington University in St. Louis","1",,,,,,,,
,,,,"Ahmadi, E.","1",,,,,,,,,"Cell Differentiation","6","The University of British Columbia","1",,,,,,,,
,,,,"Akbari, N.","1",,,,,,,,,"Cell Viability Assay","6","Namazi Hospital","1",,,,,,,,
,,,,"Alani, B.","1",,,,,,,,,"Combined Modality Therapy","6","Research Institute in Oncology and Hematology","1",,,,,,,,
,,,,"Ali, D.S.","1",,,,,,,,,"Cytokine Release","6","Max Rady College of Medicine, University of Manitoba","1",,,,,,,,
,,,,"Alikhani, M.Y.","1",,,,,,,,,"Herpes Simplex Virus","6","University of Missouri-St. Louis, Department of Biology","1",,,,,,,,
,,,,"Alimolaie, A.","1",,,,,,,,,"In Vivo Study","6","Università degli Studi di Torino","1",,,,,,,,
,,,,"Alizadeh, R.","1",,,,,,,,,"Interleukin 12","6","Karolinska Institutet","1",,,,,,,,
,,,,"Altavilla, G.","1",,,,,,,,,"Malignant Neoplasm","6","Stanford University","1",,,,,,,,
,,,,"Alwithenani, A.","1",,,,,,,,,"Multimodality Cancer Therapy","6","Zanjan University of Medical Sciences ZUMS","1",,,,,,,,
,,,,"Ameghi, A.","1",,,,,,,,,"Poliomyelitis Virus","6","University of Waterloo","1",,,,,,,,
,,,,"Ameli, Z.","1",,,,,,,,,"SW480 Cell Line","6","Dana-Farber Cancer Institute","1",,,,,,,,
,,,,"Amini, S.","1",,,,,,,,,"Spleen Cell","6","School of Medicine","1",,,,,,,,
,,,,"Arab, A.","1",,,,,,,,,"Vesiculovirus","6","Queen’s University","1",,,,,,,,
,,,,"Araghi, A.","1",,,,,,,,,"Antibody Titer","5","Gauhati University","1",,,,,,,,
,,,,"Ardolino, M.","1",,,,,,,,,"Cancer Vaccine","5","Kerman University of Medical Sciences","1",,,,,,,,
,,,,"Aref, A.R.","1",,,,,,,,,"Disease Models, Animal","5","Mazandaran University of Medical Sciences","1",,,,,,,,
,,,,"Arjeini, Y.","1",,,,,,,,,"Drug Delivery System","5","Iranian Research Institute for Fundamental Sciences","1",,,,,,,,
,,,,"Asad-Sangabi, M.","1",,,,,,,,,"Fluorescence Microscopy","5","Memorial University of Newfoundland","1",,,,,,,,
,,,,"Asgari, M.","1",,,,,,,,,"Herpesvirus 1, Human","5","Karolinska Universitetssjukhuset","1",,,,,,,,
,,,,"Asgari, Y.","1",,,,,,,,,"Immune System","5","Urmia University of Medical Sciences","1",,,,,,,,
,,,,"Asheghi, R.","1",,,,,,,,,"Immunogenicity","5","CancerCare Manitoba","1",,,,,,,,
,,,,"Asiyabi, S.","1",,,,,,,,,"Interleukin 10","5","Washington University School of Medicine in St. Louis","1",,,,,,,,
,,,,"Askari, F.S.","1",,,,,,,,,"Interleukin 2","5","School of Medicine","1",,,,,,,,
,,,,"Austin, B.","1",,,,,,,,,"Lactate Dehydrogenase A","5","IRCCS Azienda Ospedaliero-Universitaria di Bologna","1",,,,,,,,
,,,,"Avan, A.","1",,,,,,,,,"MCF-7 Cell Line","5","University of Ferrara","1",,,,,,,,
,,,,"Azadi, A.","1",,,,,,,,,"Mammalian Orthoreovirus 3","5","University of Isfahan","1",,,,,,,,
,,,,"Azhdari, S.","1",,,,,,,,,"Messenger RNA","5","University of Arkansas for Medical Sciences","1",,,,,,,,
,,,,"Babaei, F.","1",,,,,,,,,"MicroRNA","5","Universiti Putra Malaysia","1",,,,,,,,
,,,,"Babaei, N.","1",,,,,,,,,"Newcastle Disease","5","Medical Biology Research Center, Kermanshah University of Medical Sciences","1",,,,,,,,
,,,,"Badiee, A.","1",,,,,,,,,"Oncolytic Herpes Virus","5","University of Michigan, Ann Arbor","1",,,,,,,,
,,,,"Baghban Rahimi, S.","1",,,,,,,,,"Protein Bax","5","Islamic Azad University, Falavarjan Branch","1",,,,,,,,
,,,,"Bahrampour, A.","1",,,,,,,,,"Protein P53","5","Institute for Advanced Studies in Basic Sciences, Zanjan","1",,,,,,,,
,,,,"Bahrololoumi, M.","1",,,,,,,,,"Reactive Oxygen Metabolite","5","Gladstone Institutes","1",,,,,,,,
,,,,"Bajool, N.","1",,,,,,,,,"Signal Transduction","5","Rockefeller University","1",,,,,,,,
,,,,"Baradaran, B.","1",,,,,,,,,"Therapy","5","Endocrinology and Metabolism Research Institute TUMS","1",,,,,,,,
,,,,"Barati, N.","1",,,,,,,,,"Treatment Outcome","5","Isfahan University of Technology","1",,,,,,,,
,,,,"Barough, M.S.","1",,,,,,,,,"Tumor","5","Alma Mater Studiorum Università di Bologna","1",,,,,,,,
,,,,"Behboudi, E.","1",,,,,,,,,"Uterine Cervix Cancer","5","Faculty of Medicine","1",,,,,,,,
,,,,"Beheshti Maal, K.","1",,,,,,,,,"Vero Cell Line","5","School of Medicine, Kermanshah University of Medical Sciences","1",,,,,,,,
,,,,"Behravan, J.","1",,,,,,,,,"Virus Gene","5","The University of Chicago","1",,,,,,,,
,,,,"Bhattacharya, D.","1",,,,,,,,,"Virus Load","5","University of Missouri-St. Louis","1",,,,,,,,
,,,,"Biglari, A.","1",,,,,,,,,"Virus Recombinant","5","Università degli Studi di Milano","1",,,,,,,,
,,,,"Bokharaei-Salim, F.","1",,,,,,,,,"Virus Strain","5","Shahid Bahonar University of Kerman","1",,,,,,,,
,,,,"Bolouriyan, A.","1",,,,,,,,,"Adenoviridae","4","Stanford University School of Medicine","1",,,,,,,,
,,,,"Bouzari, M.","1",,,,,,,,,"Adipose Derived Stem Cell","4","Griffith University","1",,,,,,,,
,,,,"Callegari, E.","1",,,,,,,,,"Adult","4","University of Peshawar","1",,,,,,,,
,,,,"Canuti, M.","1",,,,,,,,,"Autophagy (cellular)","4","Rega Institute for Medical Research","1",,,,,,,,
,,,,"Cheraghi, E.","1",,,,,,,,,"Bagg Albino Mouse","4","Candiolo Cancer Institute-FPO- IRCCS","1",,,,,,,,
,,,,"Choy, C.","1",,,,,,,,,"Cancer Gene Therapy","4","Khartoum University","1",,,,,,,,
,,,,"Crupi, M.J.F.","1",,,,,,,,,"Cancer Growth","4","Ton-Duc-Thang University","1",,,,,,,,
,,,,"Cullen, J.M.","1",,,,,,,,,"Cancer Inhibition","4","Islamic Azad University, Qom Branch","1",,,,,,,,
,,,,"D'Abundo, L.","1",,,,,,,,,"Cellular Immunity","4","University of Zabol","1",,,,,,,,
,,,,"Da Silva, M.","1",,,,,,,,,"Cervical Cancer","4","Islamic Azad University, Isfahan Branch","1",,,,,,,,
,,,,"Dahaghin, M.S.","1",,,,,,,,,"Colon Cancer","4","Avicenna Research Institute","1",,,,,,,,
,,,,"Daniel, L.","1",,,,,,,,,"Cytokines","4","Islamic Azad University, Rasht Branch","1",,,,,,,,
,,,,"Das, A.","1",,,,,,,,,"Cytotoxic T Lymphocyte","4","Islamic Azad University, Lahijan Branch","1",,,,,,,,
,,,,"Dastsooz, H.","1",,,,,,,,,"Disease Model","4","Ilam University of Medical Sciences","1",,,,,,,,
,,,,"Dehingia, K.","1",,,,,,,,,"Drug Mechanism","4","Bam University of Medical Sciences","1",,,,,,,,
,,,,"Delfan, A.S.","1",,,,,,,,,"Gene Sequence","4","İstinye Üniversitesi","1",,,,,,,,
,,,,"Deming, C.","1",,,,,,,,,"Genetic Engineering","4","Islamic Azad University, Shahrekord Branch","1",,,,,,,,
,,,,"Di Virgilio, F.","1",,,,,,,,,"Glioblastoma","4","Islamic Azad University, Bushehr Branch","1",,,,,,,,
,,,,"Diallo, J.S.","1",,,,,,,,,"Green Fluorescent Protein","4","Golestan University","1",,,,,,,,
,,,,"Dickinson, B.C.","1",,,,,,,,,"HEK293 Cell Line","4","IUMS Pediatric Growth and Development Research Center","1",,,,,,,,
,,,,"Donvito, G.","1",,,,,,,,,"Human Tissue","4","Children's Medical Center TUMS","1",,,,,,,,
,,,,"Doosti, A.","1",,,,,,,,,"Hypoxia","4","Non-Communicable Diseases Research Center","1",,,,,,,,
,,,,"Douzandegan, Y.","1",,,,,,,,,"Immunohistochemistry","4","Departement Microbiologie, Immunologie en Transplantatie","1",,,,,,,,
,,,,"Ebrahimi, S.","1",,,,,,,,,"Interferon","4","Molecular and Cell Biology Research Center MAZUMS","1",,,,,,,,
,,,,"Ebrahimi, S.","1",,,,,,,,,"Liver Cell Carcinoma","4","Immunology, Asthma and Allergy Research Institute","1",,,,,,,,
,,,,"Elamin, B.K.","1",,,,,,,,,"Matrix Protein","4","Clinical Microbiology Research Center","1",,,,,,,,
,,,,"Emameh, R.Z.","1",,,,,,,,,"Peripheral Blood Mononuclear Cell","4","Stem Cell Research Center","1",,,,,,,,
,,,,"Esfeh, M.K.","1",,,,,,,,,"Protein Protein Interaction","4","Immunology Research Center","1",,,,,,,,
,,,,"Esghaei, M.","1",,,,,,,,,"Reactive Oxygen Species","4","Cardiovascular Research Center","1",,,,,,,,
,,,,"Eshraghi, M.","1",,,,,,,,,"Stability","4","School of Pharmacy, Kermanshah University of Medical Sciences","1",,,,,,,,
