Scopus refine results values

"Your query : (TITLE-ABS-KEY(""Tumor-infiltrating lymphocytes"") OR TITLE-ABS-KEY(""Lymphocytes, Tumor-Infiltrating"") AND DOCTYPE(ar))"


Number of results : 14683

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"2013","289","Whiteside, T.L.","47","Dentistry","107",,,,,"Oncotarget","193","Priority Journal","5553","Massachusetts General Hospital","187","AstraZeneca","172","Spain","354",,,"Portuguese","3"
,,"2012","272","Lee, H.J.","46","Materials Science","84",,,,,"British Journal Of Cancer","191","Human Cell","5375","University of Pittsburgh School of Medicine","184","Deutsche Forschungsgemeinschaft","163","Sweden","320",,,"Turkish","3"
,,"2011","221","Gong, G.","44","Health Professions","83",,,,,"Anticancer Research","172","Aged","5311","Shanghai Jiao Tong University School of Medicine","184","U.S. Department of Defense","162","Belgium","296",,,"Croatian","2"
,,"2010","210","Ohira, M.","44","Veterinary","76",,,,,"Journal Of Immunotherapy","169","Immunohistochemistry","5132","Sun Yat-Sen University Cancer Center","179","Merck","156","Denmark","213",,,"Dutch","2"
,,"2009","188","Oda, Y.","43","Mathematics","43",,,,,"Frontiers In Oncology","168","CD8+ T Lymphocyte","5000","Institut de Cancerologie Gustave Roussy","174","National Institute of Allergy and Infectious Diseases","152","Taiwan","176",,,"Hebrew","2"
,,"2008","187","Denkert, C.","42","Environmental Science","38",,,,,"Plos One","163","Metabolism","4923","Sun Yat-Sen University","170","Horizon 2020 Framework Programme","151","Austria","166",,,"Arabic","1"
,,"2007","160","Scolyer, R.A.","42","Nursing","24",,,,,"Nature Communications","130","Middle Aged","4904","UPMC Hillman Cancer Center","170","China Postdoctoral Science Foundation","142","Finland","163",,,"Serbian","1"
,,"2006","129","Lotze, M.T.","40","Social Sciences","11",,,,,"Modern Pathology","125","Tumor Microenvironment","4647","Yale School of Medicine","168","Pfizer","132","Israel","158",,,"Slovenian","1"
,,"2005","122","Wunderlich, J.R.","40","Arts and Humanities","9",,,,,"International Immunopharmacology","114","Major Clinical Study","4533","Karolinska Institutet","166","Cancer Research UK","131","Poland","150",,,"Ukrainian","1"
,,"2004","142","Hirakawa, K.","38","Business, Management and Accounting","4",,,,,"International Journal Of Molecular Sciences","114","Prognosis","4288","Leids Universitair Medisch Centrum","159","Breast Cancer Research Foundation","130","Brazil","145",,,,
,,"2003","126","Nelson, B.H.","38","Earth and Planetary Sciences","3",,,,,"Cancer Science","113","Protein Expression","4207","Peter Maccallum Cancer Centre","142","Science and Technology Commission of Shanghai Municipality","125","India","144",,,,
,,"2002","130","Bernatchez, C.","37","Decision Sciences","2",,,,,"European Journal Of Cancer","98","Genetics","3763","Johns Hopkins University School of Medicine","141","UK Research and Innovation","125","Greece","138",,,,
,,"2001","142","Besser, M.J.","37","Energy","2",,,,,"Breast Cancer Research And Treatment","95","Nonhuman","3464","Moffitt Cancer Center","135","Guangdong Provincial Department of Science and Technology","124","Turkey","127",,,,
,,"2000","143","Coukos, G.","37","Economics, Econometrics and Finance","1",,,,,"Proceedings Of The National Academy Of Sciences Of The United States Of America","91","Cancer Prognosis","3307","University of Pittsburgh","133","Ministry of Education of the People's Republic of China","124","Norway","116",,,,
,,"1999","139","Parmiani, G.","35","Psychology","1",,,,,"Annals Of Surgical Oncology","87","Mouse","3200","University of Pennsylvania","131","Associazione Italiana per la Ricerca sul Cancro","121","Egypt","92",,,,
,,"1998","124","Restifo, N.P.","35","Undefined","11",,,,,"Aging","84","Overall Survival","3112","Huazhong University of Science and Technology","128","American Cancer Society","120","Russian Federation","90",,,,
,,"1997","131","Gartner, J.J.","34",,,,,,,"Human Pathology","83","Animals","2962","University of Melbourne","126","Fundamental Research Funds for the Central Universities","118","Iran","86",,,,
,,"1996","169","Schachter, J.","33",,,,,,,"Cancer Medicine","82","Programmed Death 1 Ligand 1","2924","Université Paris Cité","125","National Health and Medical Research Council","114","Czech Republic","84",,,,
,,"1995","185","Freeman, G.J.","32",,,,,,,"Journal Of Translational Medicine","82","Cancer Staging","2852","Weill Cornell Medicine","122","National Institute of General Medical Sciences","108","Hong Kong","81",,,,
,,"1994","192","Hartmann, A.","32",,,,,,,"Cancer","81","Animal Experiment","2726","Chinese Academy of Sciences","121","Ministry of Science, ICT and Future Planning","103","Singapore","81",,,,
,,"1993","185","Jotereau, F.","32",,,,,,,"Breast Cancer Research","79","T Lymphocyte","2715","Southern Medical University","120","Natural Science Foundation of Guangdong Province","103","Hungary","79",,,,
,,"1992","179","Taube, J.M.","32",,,,,,,"Pathology Research And Practice","77","Unclassified Drug","2706","Mayo Clinic","119","Novartis","103","Portugal","56",,,,
,,"1991","136","Becker, J.C.","31",,,,,,,"Cancer Letters","74","CD8-Positive T-Lymphocytes","2655","The Netherlands Cancer Institute","117","Ministerio de Economía y Competitividad","101","Indonesia","52",,,,
,,"1990","116","Eberlein, T.J.","31",,,,,,,"Virchows Archiv","74","Cancer Survival","2621","Tongji Medical College of Huazhong University of Science and Technology","113","National Center for Advancing Translational Sciences","101","Ireland","51",,,,
,,"1989","62","Kashiwagi, S.","31",,,,,,,"Histopathology","72","Mice","2566","Stanford University School of Medicine","112","Government of Canada","99","Romania","47",,,,
,,"1988","42","Milne, K.","31",,,,,,,"Journal Of Pathology","70","Immunotherapy","2550","Seoul National University College of Medicine","111","Instituto de Salud Carlos III","99","Mexico","41",,,,
,,"1987","18","Marincola, F.M.","30",,,,,,,"Journal Of Clinical Investigation","69","Animal Model","2548","Fudan University Shanghai Cancer Center","111","Japan Agency for Medical Research and Development","99","Qatar","37",,,,
,,"1986","11","Ogino, S.","30",,,,,,,"Oncology Letters","64","Animal","2544","Fondazione IRCCS Istituto Nazionale dei Tumori, Milan","109","European Research Council","97","Argentina","36",,,,
,,"1985","8","Yannelli, J.R.","30",,,,,,,"Journal Of Cancer Research And Clinical Oncology","61","Tumor Marker","2512","Università degli Studi di Milano","109","Department of Health and Aged Care, Australian Government","96","Saudi Arabia","34",,,,
,,"1984","8","Khammari, A.","29",,,,,,,"Journal Of Experimental Medicine","61","CD8 Antigen","2484","David Geffen School of Medicine at UCLA","108","Ministry of Finance","92","New Zealand","28",,,,
,,"1983","2","Mami-Chouaib, F.","29",,,,,,,"Journal Of Clinical Oncology","59","Clinical Article","2409","University of Texas Health Science Center at Houston","107","Medical Research Council","91","Thailand","28",,,,
,,"1982","4","Pardoll, D.M.","29",,,,,,,"European Journal Of Immunology","56","Cancer Immunotherapy","2405","University of Ulsan College of Medicine","106","Canadian Institutes of Health Research","90","Pakistan","26",,,,
,,"1981","4","Schalper, K.A.","29",,,,,,,"Annals Of Oncology","55","Gene Expression","2360","Nanjing Medical University","105","Ministry of Health and Welfare","88","Croatia","22",,,,
,,"1980","1","Belldegrun, A.","28",,,,,,,"Lung Cancer","55","Flow Cytometry","2332","Charité – Universitätsmedizin Berlin","105","Cancerfonden","84","Chile","21",,,,
,,"1979","3","Dieci, M.V.","28",,,,,,,"American Journal Of Surgical Pathology","53","CD4+ T Lymphocyte","2261","Institut Curie","105","National Science Foundation","81","Peru","21",,,,
,,"1977","4","Li, Y.F.","28",,,,,,,"Gynecologic Oncology","51","Biomarkers, Tumor","2163","Cleveland Clinic Foundation","104","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","81","Cyprus","20",,,,
,,"1976","1","Long, G.V.","28",,,,,,,"Journal Of The National Cancer Institute","49","Animal Cell","2100","Asan Medical Center","103","Seventh Framework Programme","81","Lithuania","19",,,,
,,,,"Mulé, J.J.","28",,,,,,,"Oral Oncology","48","Programmed Death 1 Receptor","2070","Karolinska Universitetssjukhuset","102","Cancer Research Institute","78","Serbia","18",,,,
,,,,"Nishikawa, H.","28",,,,,,,"Journal Of Immunology Research","47","Immune Response","2053","The University of Sydney","102","European Regional Development Fund","78","Malaysia","17",,,,
,,,,"Shia, J.","28",,,,,,,"Cancer Cell","45","Melanoma","2018","Helsingin Yliopisto","101","Melanoma Research Alliance","75","Colombia","16",,,,
,,,,"Wilmott, J.S.","28",,,,,,,"Oncology Reports","45","Cohort Analysis","1990","Universität Heidelberg","101","Eli Lilly and Company","74","Slovakia","15",,,,
,,,,"Zlobec, I.","28",,,,,,,"Medicine United States","44","Gamma Interferon","1983","The Sidney Kimmel Comprehensive Cancer Center","101","Ligue Contre le Cancer","74","Tunisia","15",,,,
,,,,"Fuchs, C.S.","27",,,,,,,"Clinical And Translational Oncology","42","Cell Infiltration","1919","Roswell Park Cancer Institute","100","University of Texas MD Anderson Cancer Center","73","United Arab Emirates","14",,,,
,,,,"Mori, M.","27",,,,,,,"Immunity","42","Retrospective Study","1880","University of California, San Francisco","100","Cancer Prevention and Research Institute of Texas","70","Ukraine","12",,,,
,,,,"Pilon-Thomas, S.","27",,,,,,,"Jci Insight","42","Lymphocytic Infiltration","1862","Capital Medical University","100","Amgen","69","Macao","11",,,,
,,,,"Prat, A.","27",,,,,,,"Applied Immunohistochemistry And Molecular Morphology","40","Regulatory T Lymphocyte","1773","Yonsei University College of Medicine","99","Ministry of Education","67","Iraq","9",,,,
,,,,"Sotiriou, C.","27",,,,,,,"International Journal Of Oncology","39","Immunocompetent Cell","1709","Zhejiang University School of Medicine","99","Ministero della Salute","65","Latvia","9",,,,
,,,,"Fassan, M.","26",,,,,,,"Melanoma Research","39","Tumor Volume","1678","CNRS Centre National de la Recherche Scientifique","98","Genentech","64","Lebanon","9",,,,
,,,,"Forget, M.A.","26",,,,,,,"Nature Immunology","39","Animal Tissue","1664","Central South University","97","Institut National de la Santé et de la Recherche Médicale","62","Slovenia","9",,,,
,,,,"Hemminki, A.","26",,,,,,,"Asian Pacific Journal Of Cancer Prevention","38","Cell Line, Tumor","1664","Ludwig-Maximilians-Universität München","96","Entertainment Industry Foundation","61","Türkiye","9",,,,
,,,,"Jordanova, E.S.","26",,,,,,,"Cancer Discovery","38","Cancer Patient","1642","The University of British Columbia","95","Wellcome Trust","61","Georgia","8",,,,
,,,,"Larsimont, D.","26",,,,,,,"Cellular Immunology","38","Transcription Factor FOXP3","1594","University of Toronto","94","National Heart, Lung, and Blood Institute","60","Luxembourg","8",,,,
,,,,"Markel, G.","26",,,,,,,"Journal Of Investigative Dermatology","37","Tumor Immunity","1593","Helsinki University Hospital","94","University of Texas System","58","Morocco","8",,,,
,,,,"Melero, I.","26",,,,,,,"Npj Breast Cancer","37","Mortality","1578","Centre Hospitalier Universitaire Vaudois","94","Kræftens Bekæmpelse","57","Iceland","7",,,,
,,,,"Parkhurst, M.R.","26",,,,,,,"Pathology And Oncology Research","37","Procedures","1578","The University of North Carolina at Chapel Hill","94","Meso Scale Diagnostics","57","South Africa","7",,,,
,,,,"Prickett, T.D.","26",,,,,,,"Clinical And Experimental Immunology","36","Phenotype","1563","Shanghai Jiao Tong University","93","Parker Institute for Cancer Immunotherapy","57","Bulgaria","6",,,,
,,,,"Rivoltini, L.","26",,,,,,,"Nature Medicine","36","Histopathology","1547","Université Paris-Saclay","93","GlaxoSmithKline","56","Jordan","6",,,,
,,,,"Romero, P.","26",,,,,,,"Immunology","35","Aged, 80 And Over","1541","Fred Hutchinson Cancer Center","93","Institut National Du Cancer","56","Libya","6",,,,
,,,,"Chouaib, S.","25",,,,,,,"Nature","35","Tumor Cell Line","1473","Università degli Studi di Padova","92","Jiangsu Provincial Department of Science and Technology","56","Viet Nam","6",,,,
,,,,"Fridman, W.H.","25",,,,,,,"Gut","34","Breast Cancer","1425","Sichuan University","92","Natural Science Foundation of Shandong Province","56","Algeria","5",,,,
,,,,"Fu, Y.X.","25",,,,,,,"Journal Of Immunological Methods","33","B7-H1 Antigen","1420","Zhongshan Hospital","92","Vetenskapsrådet","56","Belarus","5",,,,
,,,,"Haanen, J.B.A.G.","25",,,,,,,"Molecular Therapy","33","CD4 Antigen","1396","Universitätsklinikum Heidelberg","91","Department of Science and Technology of Shandong Province","55","Bosnia and Herzegovina","5",,,,
,,,,"Haymaker, C.","25",,,,,,,"Ebiomedicine","32","Antineoplastic Agent","1390","University of Michigan Medical School","90","National Institute of Neurological Disorders and Stroke","53","Libyan Arab Jamahiriya","5",,,,
,,,,"Kitano, S.","25",,,,,,,"Journal Of Surgical Oncology","32","Tumor-infiltrating Lymphocytes","1381","West China School of Medicine/West China Hospital of Sichuan University","90","Natural Science Foundation of Jiangsu Province","53","Mongolia","5",,,,
,,,,"Kono, K.","25",,,,,,,"Pathology","32","Very Elderly","1369","Université de Lausanne UNIL","89","Science and Technology Department of Zhejiang Province","53","Bangladesh","4",,,,
,,,,"Pusztai, L.","25",,,,,,,"Cell","31","Antineoplastic Activity","1368","Washington University School of Medicine in St. Louis","86","American Association for Cancer Research","52","Kazakhstan","4",,,,
,,,,"Van Der Burg, S.H.","25",,,,,,,"Cell Reports","31","CD3 Antigen","1364","Tianjin Medical University","85","Boehringer Ingelheim","51","Nigeria","4",,,,
,,,,"White, D.E.","25",,,,,,,"Journal Of Cancer","31","Follow Up","1363","Technische Universität München","85","Deutsche Krebshilfe","51","Paraguay","4",,,,
,,,,"Zhou, C.","25",,,,,,,"Translational Oncology","31","Interleukin 2","1309","The University of Chicago","85","National Cancer Center","51","Sudan","4",,,,
,,,,"Chen, L.","24",,,,,,,"American Journal Of Clinical Pathology","30","Cytotoxic T Lymphocyte","1304","University of Pennsylvania Perelman School of Medicine","84","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","51","Uruguay","4",,,,
,,,,"Ghiringhelli, F.","24",,,,,,,"Annals Of Diagnostic Pathology","30","Gene Expression Regulation","1300","AP-HP Assistance Publique - Hopitaux de Paris","84","China Scholarship Council","50","Cuba","3",,,,
,,,,"Goedegebuure, P.S.","24",,,,,,,"Molecular Cancer Therapeutics","30","Disease Free Survival","1287","University of Michigan, Ann Arbor","84","Natural Science Foundation of Zhejiang Province","50","Puerto Rico","3",,,,
,,,,"Goto, W.","24",,,,,,,"Neoplasia United States","30","Breast Neoplasms","1286","University of California, Los Angeles","84","Agence Nationale de la Recherche","49","Zimbabwe","3",,,,
,,,,"Itzhaki, O.","24",,,,,,,"World Journal Of Gastroenterology","30","Gene Expression Regulation, Neoplastic","1277","Tongji University School of Medicine","84","Beijing Municipal Science and Technology Commission, Adminitrative Commission of Zhongguancun Science Park","47","Brunei Darussalam","2",,,,
,,,,"Nowak, J.A.","24",,,,,,,"Breast Cancer","29","Cell Proliferation","1272","Centro de Investigación Biomédica en Red de Cáncer","83","Guangzhou Science, Technology and Innovation Commission","47","Cameroon","2",,,,
,,,,"Rimm, D.L.","24",,,,,,,"Frontiers In Genetics","29","T-Lymphocytes","1266","Johns Hopkins University","82","National Center for Research Resources","47","Estonia","2",,,,
,,,,"Thompson, J.F.","24",,,,,,,"Journal Of Experimental And Clinical Cancer Research","29","Upregulation","1240","Kyushu University","81","National Institute for Health and Care Research","47","Ethiopia","2",,,,
,,,,"Torigoe, T.","24",,,,,,,"Blood","28","Tumor Growth","1210","University of Washington","81","National Institute of Diabetes and Digestive and Kidney Diseases","47","Kenya","2",,,,
,,,,"Willard-Gallo, K.","24",,,,,,,"Cancer Gene Therapy","28","Lung Neoplasms","1170","Baylor College of Medicine","80","Natural Science Foundation of Beijing Municipality","47","Montenegro","2",,,,
,,,,"Zitvogel, L.","24",,,,,,,"Cells","28","Signal Transduction","1148","UNC School of Medicine","80","AbbVie","46","Nepal","2",,,,
,,,,"Curigliano, G.","23",,,,,,,"Human Gene Therapy","28","Retrospective Studies","1142","Graduate School of Medical Sciences","79","Korea Health Industry Development Institute","45","North Macedonia","2",,,,
,,,,"Desmedt, C.","23",,,,,,,"Gastroenterology","27","Natural Killer Cell","1133","Zhengzhou University","78","Bundesministerium für Bildung und Forschung","43","Oman","2",,,,
,,,,"Giatromanolaki, A.","23",,,,,,,"JAMA Oncology","27","Lymphocyte Activation","1126","Fujian Medical University","77","KWF Kankerbestrijding","43","Philippines","2",,,,
,,,,"Nishimura, M.I.","23",,,,,,,"Journal Of Clinical Pathology","27","Survival Rate","1114","Tianjin Medical University Cancer Institute &amp; Hospital","77","Chinese Academy of Meteorological Sciences","42","Syrian Arab Republic","2",,,,
,,,,"Rimm, D.L.","23",,,,,,,"Journal Of Neuro Oncology","27","Neoplasm Staging","1085","Broad Institute","76","National Institute of Dental and Craniofacial Research","42","Tanzania","2",,,,
,,,,"Schlom, J.","23",,,,,,,"American Journal Of Pathology","26","Macrophage","1083","China Medical University Shenyang","75","Fundação para a Ciência e a Tecnologia","41","Uganda","2",,,,
,,,,"Song, I.H.","23",,,,,,,"Clinical Breast Cancer","26","Treatment Outcome","1077","Stanford University","75","Sigrid Juséliuksen Säätiö","41","Uzbekistan","2",,,,
,,,,"Tran, E.","23",,,,,,,"In Vivo","26","Breast Tumor","1068","Tongji University","75","University of Pittsburgh","41","Venezuela","2",,,,
,,,,"Vincent-Salomon, A.","23",,,,,,,"Journal Of Thoracic Oncology","26","Programmed Cell Death 1 Receptor","1047","Friedrich-Alexander-Universität Erlangen-Nürnberg","74","Conselho Nacional de Desenvolvimento Científico e Tecnológico","40","Afghanistan","1",,,,
,,,,"Wargo, J.A.","23",,,,,,,"Laboratory Investigation","26","Cytotoxicity","1046","Medizinische Universität Wien","74","Ministry of Science and Technology, Taiwan","40","Bahrain","1",,,,
,,,,"Asano, Y.","22",,,,,,,"Neuro Oncology","26","In Vitro Study","1040","Ludwig Institute for Cancer Research Lausanne","74","Stand Up To Cancer","40","Barbados","1",,,,
,,,,"Chan, A.T.","22",,,,,,,"Tumor Biology","26","Mice, Inbred C57BL","1023","The University of Tokyo","74","Sun Yat-sen University","40","Benin","1",,,,
,,,,"Endo, I.","22",,,,,,,"Biotherapy","25","CD274 Protein, Human","1019","British Columbia Cancer Agency","74","Uehara Memorial Foundation","40","Cambodia","1",,,,
,,,,"Ferrone, S.","22",,,,,,,"International Immunology","25","Neoplasms","1006","Istituto Oncologico Veneto IOV - IRCCS","74","Dr. Miriam and Sheldon G. Adelson Medical Research Foundation","39","Cote d'Ivoire","1",,,,
,,,,"Fox, B.A.","22",,,,,,,"International Journal Of Radiation Oncology Biology Physics","25","Lymph Node Metastasis","1005","Kurume University School of Medicine","73","Ministério da Educação e Ciência","39","Democratic Republic Congo","1",,,,
,,,,"Galon, J.","22",,,,,,,"Japanese Journal Of Cancer Research","25","Drug Effect","999","Zhejiang University","73","Sanofi","39","Dominica","1",,,,
,,,,"Goff, S.L.","22",,,,,,,"Journal Of Cutaneous Pathology","25","Treatment Response","984","UT Southwestern Medical Center","73","Merck KGaA","38","Ghana","1",,,,
,,,,"Guarneri, V.","22",,,,,,,"Immunology Letters","24","Metastasis","968","Emory University","72","U.S. Army","37","Guatemala","1",,,,
,,,,"Jeon, Y.K.","22",,,,,,,"International Journal Of Clinical And Experimental Pathology","24","Survival Analysis","964","Sorbonne Université","72","V Foundation for Cancer Research","37","Jamaica","1",,,,
,,,,"Kiessling, R.","22",,,,,,,"APMIS","23","Colorectal Cancer","953","SKKU School of Medicine","72","Canadian Cancer Society","36","Kuwait","1",,,,
,,,,"Koukourakis, M.I.","22",,,,,,,"Acta Oncologica","23","Dendritic Cell","953","UCSF School of Medicine","72","U.S. Army Medical Command","36","Liberia","1",,,,
,,,,"Madabhushi, A.","22",,,,,,,"Breast","23","Lung Tumor","932","UniversitatsSpital Zurich","71","Cancer Council Australia","35","Liechtenstein","1",,,,
,,,,"Melief, C.J.M.","22",,,,,,,"Cancer Management And Research","23","Cancer Grading","925","Harbin Medical University","71","Celgene","35","Malawi","1",,,,
,,,,"Mittendorf, E.A.","22",,,,,,,"Diagnostic Pathology","23","Clinical Feature","919","Institut Jules Bordet","71","Department of Science and Technology of Hunan Province","35","Mali","1",,,,
,,,,"Morgan, R.A.","22",,,,,,,"Head And Neck","23","Biological Marker","916","NYU Langone Health","71","Prostate Cancer Foundation","35","Mauritius","1",,,,
,,,,"Sarnaik, A.A.","22",,,,,,,"World Journal Of Surgical Oncology","23","Gene Expression Profiling","912","Shandong University","70","Takeda Science Foundation","35","Monaco","1",,,,
,,,,"Schadendorf, D.","22",,,,,,,"American Journal Of Dermatopathology","22","Progression Free Survival","903","Klinikum der Universität München","69","Association pour la Recherche sur le Cancer","34","Namibia","1",,,,
,,,,"Takada, K.","22",,,,,,,"Biomed Research International","22","Colorectal Neoplasms","885","Beijing Cancer Hospital","69","National Institute for Health Research","34","Panama","1",,,,
,,,,"Wistuba, I.I.","22",,,,,,,"Biomedicine And Pharmacotherapy","22","T Lymphocyte Receptor","873","University of Oxford","69","Natural Science Foundation of Fujian Province","34","Saint Vincent and the Grenadines","1",,,,
,,,,"Allison, J.P.","21",,,,,,,"Journal Of Cellular And Molecular Medicine","22","T Lymphocyte Activation","872","Istituto Europeo di Oncologia","69","Bayer","33","Senegal","1",,,,
,,,,"Anders, R.A.","21",,,,,,,"Journal Of Surgical Research","22","Neoplasm","857","University of Colorado School of Medicine","68","Chinese Academy of Sciences","33","Sri Lanka","1",,,,
,,,,"Cha, Y.J.","21",,,,,,,"Science Translational Medicine","22","Kaplan Meier Method","842","Université Libre de Bruxelles","67","Gilead Sciences","33","Yemen","1",,,,
,,,,"Dréno, B.","21",,,,,,,"Thoracic Cancer","22","Tissue Microarray","836","Università degli Studi di Torino","67","Peking University","33","Zambia","1",,,,
,,,,"Kammula, U.S.","21",,,,,,,"Cancer Investigation","21","Cancer Surgery","823","University of Toronto Faculty of Medicine","67","Science and Technology Planning Project of Guangdong Province","33","Undefined","130",,,,
,,,,"Kang, G.H.","21",,,,,,,"Cancer Research Communications","21","Apoptosis","822","Universitätsspital Basel","67","Dana-Farber Cancer Institute","32",,,,,,
,,,,"Lugli, A.","21",,,,,,,"Disease Markers","21","Tumor Antigen","822","University of California, San Diego","67","Howard Hughes Medical Institute","32",,,,,,
,,,,"Nijman, H.W.","21",,,,,,,"International Journal Of Gynecological Cancer","21","Triple Negative Breast Cancer","819","Københavns Universitet","67","Ludwig Institute for Cancer Research","32",,,,,,
,,,,"Odunsi, K.","21",,,,,,,"Science","21","B Lymphocyte","810","National Cancer Center Hospital","66","Ministry of Health, Labour and Welfare","32",,,,,,
,,,,"Platsoucas, C.D.","21",,,,,,,"Technology In Cancer Research And Treatment","21","Immunophenotyping","802","Princess Margaret Cancer Centre","66","Susan G. Komen","32",,,,,,
,,,,"Sherry, R.M.","21",,,,,,,"Biochemical And Biophysical Research Communications","20","In Vivo Study","798","Howard Hughes Medical Institute","65","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","31",,,,,,
,,,,"Storkus, W.J.","21",,,,,,,"Chinese Journal Of Clinical Oncology","20","Messenger RNA","787","University of Pittsburgh Medical Center","65","Eisai","31",,,,,,
,,,,"Straten, P.T.","21",,,,,,,"ESMO Open","20","Clinical Outcome","785","Samsung Medical Center, Sungkyunkwan university","65","Fudan University","31",,,,,,
,,,,"Tartour, E.","21",,,,,,,"Heliyon","20","T-Lymphocytes, Regulatory","784","Lunds Universitet","65","Guangzhou Municipal Science and Technology Project","31",,,,,,
,,,,"Togashi, Y.","21",,,,,,,"Journal Of The American Academy Of Dermatology","20","Monoclonal Antibody","780","Universitätsklinikum Erlangen","65","Merck Sharp and Dohme","31",,,,,,
,,,,"Beckhove, P.","20",,,,,,,"Molecular Oncology","20","PD-L1","766","Beth Israel Deaconess Medical Center","65","National Institute of Arthritis and Musculoskeletal and Skin Diseases","30",,,,,,
,,,,"Chen, L.","20",,,,,,,"Oncologist","20","Lymphocyte","764","The University of Queensland","65","Natural Science Foundation of Shanghai","30",,,,,,
,,,,"Drake, C.G.","20",,,,,,,"Oncotargets And Therapy","20","Cancer Growth","758","Xiangya Hospital Central South University","65","Novo Nordisk Fonden","30",,,,,,
,,,,"Ferris, R.L.","20",,,,,,,"Urologic Oncology Seminars And Original Investigations","20","Adenocarcinoma","757","Emory University School of Medicine","64","Chinese Academy of Medical Sciences","29",,,,,,
,,,,"Hadrup, S.R.","20",,,,,,,"Bioscience Reports","19","Cytotoxic T Lymphocyte Antigen 4","753","Universitätsklinikum Hamburg-Eppendorf","64","Congressionally Directed Medical Research Programs","29",,,,,,
,,,,"Havunen, R.","20",,,,,,,"Cancer Biology And Therapy","19","T Lymphocyte Subpopulation","745","Gentofte Hospital","64","Daiichi-Sankyo","29",,,,,,
