Scopus refine results values

"Your query : (TITLE-ABS-KEY (immunotherap*) OR TITLE-ABS-KEY (""immuno engineering"") OR TITLE-ABS-KEY (""immunoengineering"") AND AFFILCOUNTRY(Iran) AND DOCTYPE(ar))"


Number of results : 1524

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Zamani, P.","10",,,,,,,"Journal Of Drug Delivery Science And Technology","4","Dendritic Cells","92","Islamic Azad University, Tehran Medical Branch","16","Cancerfonden","2","Costa Rica","1",,,,
,,,,"Abolhasani, M.","9",,,,,,,"Journal Of Immunotherapy","4","Disease Models, Animal","91","Razi Hospital","15","Directorate for Geosciences","2","Croatia","1",,,,
,,,,"Ahmadbeigi, N.","9",,,,,,,"Journal Of Immunotoxicology","4","Breast Tumor","90","Kashan University of Medical Sciences","15","Fasa University of Medical Sciences","2","Estonia","1",,,,
,,,,"Chavoshzadeh, Z.","9",,,,,,,"Journal Of Medical Hypotheses And Ideas","4","Immunohistochemistry","90","University of Isfahan","15","Fundação para a Ciência e a Tecnologia","2","Georgia","1",,,,
,,,,"Hamidieh, A.A.","9",,,,,,,"Journal Of Translational Medicine","4","Immunomodulation","88","Yasuj University of Medical Sciences","15","Gastrointestinal and Liver Diseases Research Center","2","Haiti","1",,,,
,,,,"Jaberipour, M.","9",,,,,,,"Journal Of Zanjan University Of Medical Sciences And Health Services","4","Blood","86","Urmia University Faculty of Veterinary Medicine","15","Hormozgan University of Medical Sciences","2","North Macedonia","1",,,,
,,,,"Kheshtchin, N.","9",,,,,,,"Naunyn Schmiedeberg S Archives Of Pharmacology","4","Child","86","Breast Disease Research Center","15","Institut Pasteur","2","Palestine","1",,,,
,,,,"Majidi, J.","9",,,,,,,"Pathology And Oncology Research","4","Escherichia Coli","86","Lorestan University of Medical Sciences","14","Iran Nanotechnology Initiative Council","2","Philippines","1",,,,
,,,,"Masjedi, A.","9",,,,,,,"Scandinavian Journal Of Immunology","4","Iran","86","Guilan University of Medical Sciences","14","Iran's National Elites Foundation","2","Slovakia","1",,,,
,,,,"Mirzaei, R.","9",,,,,,,"Shiraz E Medical Journal","4","Peripheral Blood Mononuclear Cell","86","Shiraz University","14","Jeffrey Modell Foundation","2","Tanzania","1",,,,
,,,,"Razmkhah, M.","9",,,,,,,"Toxicon","4","Disease Model","85","Endocrinology and Metabolism Research Institute TUMS","14","Lorestan University of Medical Sciences","2","Uzbekistan","1",,,,
,,,,"Sharifian, R.A.","9",,,,,,,"Yakhteh","4","Polyacrylamide Gel Electrophoresis","85","Sharif University of Technology","14","Medical Research Council","2","Zimbabwe","1",,,,
,,,,"Silvestris, N.","9",,,,,,,"Acta Medica Iranica","3","Signal Transduction","84","University of Alberta","14","Ministry of Education, Culture, Sports, Science and Technology","2",,,,,,
,,,,"Soleimani, N.","9",,,,,,,"Advanced Functional Materials","3","Adolescent","82","Arak University of Medical Sciences","14","Ministry of Finance","2",,,,,,
,,,,"Aghasadeghi, M.R.","8",,,,,,,"Advances In Medical Sciences","3","Immunoglobulin G","82","Hamadan University of Medical Sciences","13","National Institute of General Medical Sciences","2",,,,,,
,,,,"Arabameri, A.","8",,,,,,,"American Journal Of Reproductive Immunology","3","Natural Killer Cell","82","Ardabil University of Medical Sciences","13","National Institute of Neurological Disorders and Stroke","2",,,,,,
,,,,"Asadirad, A.","8",,,,,,,"Applied Microbiology And Biotechnology","3","Cytotoxic T Lymphocyte","81","BuAli Research Institute","13","Razi Vaccine and Serum Research Institute","2",,,,,,
,,,,"Azadmanesh, K.","8",,,,,,,"Archives Of Iranian Medicine","3","Immunization","81","Kurdistan University of Medical Sciences","13","Rijksuniversiteit Groningen","2",,,,,,
,,,,"Baghaei, K.","8",,,,,,,"BMC Biotechnology","3","Recombinant Protein","81","Biotechnology Research Center,Tabriz","13","School of Medicine, Shahid Beheshti University of Medical Sciences","2",,,,,,
,,,,"Bahadori, T.","8",,,,,,,"BMC Infectious Diseases","3","Transcription Factor FOXP3","81","School of Allied Medical Sciences IUMS","13","Science and Technology Commission of Shanghai Municipality","2",,,,,,
,,,,"Bamdad, T.","8",,,,,,,"Biologicals","3","Vaccination","81","IUMS Oncopathology Research Center","13","Semnan University of Medical Sciences and Health Services","2",,,,,,
,,,,"Barar, J.","8",,,,,,,"Biotechnology Progress","3","T-Lymphocytes","80","Universitätsklinikum Hamburg-Eppendorf","12","Shahid Chamran University of Ahvaz","2",,,,,,
,,,,"Basiri, M.","8",,,,,,,"Bratislava Medical Journal","3","Follow Up","79","Islamic Azad University, Mashhad Branch","12","Shahrekord University of Medical Sciences","2",,,,,,
,,,,"Gholamin, M.","8",,,,,,,"Cancer Biotherapy And Radiopharmaceuticals","3","Immunoglobulin","79","The University of British Columbia","12","Sichuan University","2",,,,,,
,,,,"Haghshenas, M.R.","8",,,,,,,"Case Reports In Oncology","3","Messenger RNA","79","Charles University","12","Silesian University of Technology","2",,,,,,
,,,,"Hashemi, M.","8",,,,,,,"Clinical And Translational Oncology","3","Cancer Survival","78","Hasheminejad Kidney Center","12","State Key Laboratory of Polymer Materials Engineering","2",,,,,,
,,,,"Jafarzadeh, L.","8",,,,,,,"Computer Methods And Programs In Biomedicine","3","Comparative Study","78","Shahrekord University of Medical Sciences","12","Technische Universität München","2",,,,,,
,,,,"Kokhaei, P.","8",,,,,,,"Current Pharmaceutical Biotechnology","3","Histopathology","78","Hematology and Oncology Research Center","12","Türkiye Bilimsel ve Teknolojik Araştırma Kurumu","2",,,,,,
,,,,"Mahmoudi, M.","8",,,,,,,"European Journal Of Neurology","3","Transforming Growth Factor Beta","76","Weill Cornell Medicine","11","University of Isfahan","2",,,,,,
,,,,"Masoumi, E.","8",,,,,,,"Experimental And Molecular Pathology","3","Tumor Antigen","76","Namazi Hospital","11","University of Kurdistan","2",,,,,,
,,,,"Mellstedt, H.","8",,,,,,,"Experimental Cell Research","3","Upregulation","76","Medizinische Universität Wien","11","Vice Chancellor for Research and Technology, Kerman University of Medical Sciences","2",,,,,,
,,,,"Memarian, A.","8",,,,,,,"Frontiers In Medicine","3","Immunogenicity","75","Università degli studi di Bari Aldo Moro","11","West China Hospital, Sichuan University","2",,,,,,
,,,,"Mohammadianpanah, M.","8",,,,,,,"Frontiers In Pharmacology","3","Tumor Necrosis Factor","75","Medical University of South Carolina","11","ZonMw","2",,,,,,
,,,,"Molavi, O.","8",,,,,,,"Hepatitis Monthly","3","Cancer","73","High Institute for Research and Education in Transfusion Medicine","11","Advanced Centre for Automotive Research and Testing, University of Melbourne","1",,,,,,
,,,,"Nemati, M.","8",,,,,,,"IUBMB Life","3","Bioinformatics","72","Stem Cell Technology Research Center","11","Advanced Medical Research Foundation","1",,,,,,
,,,,"Nguyen, N.P.","8",,,,,,,"Immunity Inflammation And Disease","3","Cytology","72","Islamic Azad University, Shahrekord Branch","11","Agence Nationale de Recherches sur le Sida et les Hépatites Virales","1",,,,,,
,,,,"Noori, S.","8",,,,,,,"International Archives Of Allergy And Immunology","3","Polymerase Chain Reaction","72","Cellular and Molecular Research Center, Birjand University of Medical Sciences","11","Akademie Věd České Republiky","1",,,,,,
,,,,"Rafatpanah, H.","8",,,,,,,"International Journal Of Molecular And Cellular Medicine","3","CD4+ T Lymphocyte","71","Center for Research and Training in Skin Disease and Leprosy TUMS","11","Alexander von Humboldt-Stiftung","1",,,,,,
,,,,"Ramezani, A.","8",,,,,,,"Iranian Journal Of Cancer Prevention","3","Interleukin 12","70","School of Allied Medical Sciences","11","American Society of Clinical Oncology","1",,,,,,
,,,,"Shanehbandi, D.","8",,,,,,,"Iranian Journal Of Pediatrics","3","MTT Assay","70","School of Advanced Technologies in Medicine IUMS","11","Ardabil University of Medical Sciences","1",,,,,,
,,,,"Shokri, S.","8",,,,,,,"Journal Of Biomolecular Structure And Dynamics","3","Binding Affinity","69","Fasa University of Medical Sciences","10","Asialink, University of Melbourne","1",,,,,,
,,,,"Tehrani, M.","8",,,,,,,"Journal Of Dermatological Treatment","3","Programmed Death 1 Ligand 1","69","Massachusetts General Hospital","10","Associazione Italiana per la Ricerca sul Cancro","1",,,,,,
,,,,"Zali, M.R.","8",,,,,,,"Journal Of Experimental And Clinical Cancer Research","3","Cancer Therapy","68","Zahedan University of Medical Sciences","10","Astellas Pharma","1",,,,,,
,,,,"Abedini, R.","7",,,,,,,"Journal Of Reproductive Immunology","3","Epidermal Growth Factor Receptor 2","68","School of Pharmacy, Zanjan University of Medical Sciences ZUMS","10","Atlantic Salmon Federation","1",,,,,,
,,,,"Ariafar, A.","7",,,,,,,"Journal Of Research In Medical Sciences","3","Gene Expression Regulation","68","Qom University of Medical Sciences and Health Services","10","Australian Centre of Excellence for Risk Analysis, University of Melbourne","1",,,,,,
,,,,"Dehnavi, S.","7",,,,,,,"Journal Of Theoretical Biology","3","Cancer Staging","67","Dezful University of Medical Sciences","10","Australian National Fabrication Facility","1",,,,,,
,,,,"Ebrahimi, M.","7",,,,,,,"Mathematical Biosciences","3","Cell Viability","67","Molecular and Cell Biology Research Center MAZUMS","10","Australian Research Council","1",,,,,,
,,,,"Esmaeil, N.","7",,,,,,,"Medical Journal Of The Islamic Republic Of Iran","3","Diseases","67","Applied Physiology Research Center, Isfahan UMS","10","Basic Energy Sciences","1",,,,,,
,,,,"Esmaeili, S.A.","7",,,,,,,"Middle East Journal Of Cancer","3","Melanoma","67","Allergy Research Center SUMS","10","Bayer Schering","1",,,,,,
,,,,"Esmaeilzadeh, A.","7",,,,,,,"Molecular Pharmaceutics","3","Nanoparticle","67","Ghaem Educational, Research and Treartment Center","9","Biogen","1",,,,,,
,,,,"Farajnia, S.","7",,,,,,,"Monoclonal Antibodies In Immunodiagnosis And Immunotherapy","3","Interferon-gamma","66","Helsingin Yliopisto","9","Biological and Environmental Research","1",,,,,,
,,,,"Fooladi, A.A.I.","7",,,,,,,"Nanomedicine","3","Th1 Cell","66","College of Medicine","9","Birjand University of Medical Sciences","1",,,,,,
,,,,"Ghandi, N.","7",,,,,,,"Nanomedicine Nanotechnology Biology And Medicine","3","Lymphocyte Activation","65","Sechenov First Moscow State Medical University","9","Boehringer Ingelheim","1",,,,,,
,,,,"Gholizadeh, Z.","7",,,,,,,"Parasite Immunology","3","Prognosis","65","K. N. Toosi University of Technology","9","Boston Scientific Corporation","1",,,,,,
,,,,"Giap, H.","7",,,,,,,"Protein Expression And Purification","3","Young Adult","65","Shahid Chamran University of Ahvaz","9","Botany Foundation, Faculty of Science, University of Melbourne","1",,,,,,
,,,,"Gorji, A.","7",,,,,,,"Reviews In The Neurosciences","3","Case Report","64","Medical Biology Research Center, Kermanshah University of Medical Sciences","9","Breast Cancer Alliance","1",,,,,,
,,,,"Gorobets, O.","7",,,,,,,"Stem Cell Reviews And Reports","3","Down Regulation","64","University of Guilan","9","California Institute of Regenerative Medicine","1",,,,,,
,,,,"Halabian, R.","7",,,,,,,"Urology Journal","3","Interleukin 17","64","University of Melbourne","9","Canada Foundation for Innovation","1",,,,,,
,,,,"Imani Fooladi, A.A.","7",,,,,,,"Vaccines","3","Molecular Cloning","64","The University of Queensland","9","Canadian Cancer Society","1",,,,,,
,,,,"Kazemi-Lomedasht, F.","7",,,,,,,"AMB Express","2","Amino Acid Sequence","63","King Fahad Specialist Hospital-Dammam","9","Canadian HIV Trials Network, Canadian Institutes of Health Research","1",,,,,,
,,,,"Khodadadi, A.","7",,,,,,,"APMIS","2","Immune System","63","Mofid Children's Hospital, Tehran","9","Cancer Research Society","1",,,,,,
