Scopus refine results values

"Your query : ((TITLE-ABS-KEY(""Antibody-drug conjugat*"") OR TITLE-ABS-KEY(""Antibody drug conjugat*"")) AND AFFILCOUNTRY(Iran))"


Number of results : 96

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,,,"Baghayeri, M.","1",,,,,,,,,"Targeted Drug Delivery","6","CHU Amiens Picardie","1",,,,,,,,
,,,,"Bahmani, F.","1",,,,,,,,,"Tumor Growth","6","Università degli Studi di Perugia","1",,,,,,,,
,,,,"Banno, E.","1",,,,,,,,,"Acute Myeloid Leukemia","5","Erciyes Üniversitesi","1",,,,,,,,
,,,,"Barabadi, H.","1",,,,,,,,,"Antibodies","5","The University of Texas at Arlington","1",,,,,,,,
,,,,"Bargrizaneh, F.","1",,,,,,,,,"Antigen Binding","5","Johns Hopkins University","1",,,,,,,,
,,,,"Barzaman, K.","1",,,,,,,,,"Bevacizumab","5","University of Electronic Science and Technology of China","1",,,,,,,,
,,,,"Barzegar-Jalali, M.","1",,,,,,,,,"Bladder Cancer","5","Damghan University","1",,,,,,,,
,,,,"Bashash, D.","1",,,,,,,,,"CD19 Antigen","5","Sungkyunkwan University","1",,,,,,,,
,,,,"Bavisotto, C.C.","1",,,,,,,,,"Cancer Patient","5","University of South Florida, Tampa","1",,,,,,,,
,,,,"Bayat, A.A.","1",,,,,,,,,"Cancer Prognosis","5","University of Brighton","1",,,,,,,,
,,,,"Bebawy, M.","1",,,,,,,,,"Cancer Resistance","5","Shimane University Faculty of Medicine","1",,,,,,,,
,,,,"Behravan, J.","1",,,,,,,,,"Cancer Vaccine","5","Memorial Sloan-Kettering Cancer Center","1",,,,,,,,
,,,,"Bekku, K.","1",,,,,,,,,"Carcinogenesis","5","University of Montreal","1",,,,,,,,
,,,,"Benvenuti, S.","1",,,,,,,,,"Cell Death","5","University of Manitoba","1",,,,,,,,
,,,,"Beqaj, S.H.","1",,,,,,,,,"Cell Viability","5","Universitatea Tehnica Gh. Asachi din IasI","1",,,,,,,,
,,,,"Berger, W.","1",,,,,,,,,"Cytokine","5","Istituto Superiore Di Sanita","1",,,,,,,,
,,,,"Bianchi, A.","1",,,,,,,,,"Drug Carrier","5","Akdeniz Üniversitesi","1",,,,,,,,
,,,,"Bianconi, V.","1",,,,,,,,,"Drug Carriers","5","Iran Polymer and Petrochemical Institute","1",,,,,,,,
,,,,"Bidard, F.C.","1",,,,,,,,,"Drug Delivery","5","Max Rady College of Medicine, University of Manitoba","1",,,,,,,,
,,,,"Bidmeshki Pour, A.","1",,,,,,,,,"Drug Design","5","Queensland University of Technology","1",,,,,,,,
,,,,"Bolouri, M.R.","1",,,,,,,,,"Drug Resistance","5","Stanford University","1",,,,,,,,
,,,,"Bonab, S.F.","1",,,,,,,,,"Enzyme Linked Immunosorbent Assay","5","Sahand University of Technology","1",,,,,,,,
,,,,"Boormans, J.","1",,,,,,,,,"Gemtuzumab Ozogamicin","5","Hangzhou Dianzi University","1",,,,,,,,
,,,,"Boroun, F.","1",,,,,,,,,"Hematologic Malignancy","5","Paracelsus Medizinische Privatuniversitat","1",,,,,,,,
,,,,"Bucchieri, F.","1",,,,,,,,,"Immune Checkpoint Inhibitors","5","Thomas Jefferson University","1",,,,,,,,
,,,,"Bule, M.H.","1",,,,,,,,,"Immune System","5","Keimyung University","1",,,,,,,,
,,,,"Burgio, S.","1",,,,,,,,,"Immunohistochemistry","5","Faculty of Pharmacy","1",,,,,,,,
,,,,"Campanella, C.","1",,,,,,,,,"Lymphoma","5","SKKU School of Medicine","1",,,,,,,,
,,,,"Cappello, F.","1",,,,,,,,,"Molecular Imaging","5","Sichuan University","1",,,,,,,,
,,,,"Cathcart, N.","1",,,,,,,,,"Monotherapy","5","Royan Institute","1",,,,,,,,
,,,,"Cerruto, M.A.","1",,,,,,,,,"Multidrug Resistance","5","Kerman University of Medical Sciences","1",,,,,,,,
,,,,"Champion, L.","1",,,,,,,,,"Multiple Myeloma","5","Università degli Studi di Palermo","1",,,,,,,,
,,,,"Chartrand, M.S.","1",,,,,,,,,"Nanoencapsulation","5","Mazandaran University of Medical Sciences","1",,,,,,,,
,,,,"Chiari, R.","1",,,,,,,,,"Non Small Cell Lung Cancer","5","University of South Carolina","1",,,,,,,,
,,,,"Chlosta, P.","1",,,,,,,,,"Nonhodgkin Lymphoma","5","Monash University Malaysia","1",,,,,,,,
,,,,"Chou, C.P.","1",,,,,,,,,"Obinutuzumab","5","Monash University","1",,,,,,,,
