Scopus refine results values

"Your query : (PUBYEAR > 1 AND ( LIMIT-TO ( SUBJAREA,""MEDI"" ) OR LIMIT-TO ( SUBJAREA,""BIOC"" ) OR LIMIT-TO ( SUBJAREA,""IMMU"" ) OR LIMIT-TO ( SUBJAREA,""PHAR"" ) OR LIMIT-TO ( SUBJAREA,""AGRI"" ) OR LIMIT-TO ( SUBJAREA,""NEUR"" ) ) )"


Number of results : 45941296

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"2004","743560","Supuran, C.T.","2049","Energy","151263",,,,,"Cancer Research","56865","Child","2233092","University of Oxford","146987","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","144480","Austria","352562",,,"Slovak","26499"
,,"2003","704402","Willett, W.C.","2044","Business, Management and Accounting","106383",,,,,"Journal Of Agricultural And Food Chemistry","55597","Pathology","1865584","University of Minnesota Twin Cities","146278","National Institute on Aging","141299","Taiwan","342448",,,"Persian","25651"
,,"2002","674572","Bellomo, R.","2039","Economics, Econometrics and Finance","94110",,,,,"Methods In Molecular Biology","54133","Mouse","1863774","The University of British Columbia","143651","National Research Foundation of Korea","131763","Israel","335664",,,"Moldavian","23160"
,,"2001","651472","Pawlik, T.M.","2036","Decision Sciences","91611",,,,,"Ugeskrift For Laeger","54098","Physiology","1856760","Yale School of Medicine","143336","Seventh Framework Programme","122827","Norway","283300",,,"Moldovan","23160"
,,"2000","637902","Koren, G.","2009","Multidisciplinary","70335",,,,,"Blood","53662","Human Cell","1816648","UCSF School of Medicine","142222","Wellcome Trust","109060","Finland","275311",,,"Croatian","18945"
,,"1999","626195","Maffulli, N.","1961",,,,,,,"FEBS Letters","53472","Rat","1815855","The University of Sydney","139273","Natural Sciences and Engineering Research Council of Canada","108509","Mexico","270176",,,"Finnish","18912"
,,"1998","617266","Büchler, M.W.","1951",,,,,,,"Nucleic Acids Research","53010","Procedures","1679059","The University of North Carolina at Chapel Hill","138891","Eunice Kennedy Shriver National Institute of Child Health and Human Development","105588","South Africa","260471",,,"Hebrew","17381"
,,"1997","620713","Mancia, G.","1946",,,,,,,"American Journal Of Obstetrics And Gynecology","51540","Treatment Outcome","1661103","Russian Academy of Sciences","136807","Ministry of Education of the People's Republic of China","105299","Greece","236330",,,"Greek","10345"
,,"1996","601356","Shariat, S.F.","1923",,,,,,,"Tetrahedron","51528","Follow Up","1573253","Imperial College London","131782","U.S. Public Health Service","102837","Czech Republic","229812",,,"Slovenian","4211"
,,"1995","555658","Sipes, I.G.","1916",,,,,,,"Journal Of Bacteriology","51201","Animal Cell","1547368","University of Florida","131758","European Regional Development Fund","102816","New Zealand","227081",,,"Arabic","3813"
,,"1994","545789","Brenner, H.","1881",,,,,,,"Circulation","50552","Animal Tissue","1527006","The University of Tokyo","129787","National Health and Medical Research Council","102501","Egypt","222573",,,"Indonesian","2890"
,,"1993","528248","Iacobucci, G.","1873",,,,,,,"Neurology","50170","Comparative Study","1499213","Columbia University","129429","National Institute on Drug Abuse","102358","Portugal","221193",,,"Afrikaans","2882"
,,"1992","509685","Maehara, Y.","1845",,,,,,,"Journal Of Virology","50072","Methodology","1496730","University of California, Davis","128975","Canadian Institutes of Health Research","101714","Argentina","200835",,,"Icelandic","2764"
,,"1991","506020","Stein, D.J.","1836",,,,,,,"Biochemical Journal","49662","Mice","1458093","University of Wisconsin-Madison","127123","Fundamental Research Funds for the Central Universities","98616","Saudi Arabia","199921",,,"Bosnian","2474"
,,"1990","523095","Starzl, T.E.","1834",,,,,,,"Fresenius Zeitschrift Fur Analytische Chemie","48789","Drug Effect","1417835","Københavns Universitet","125787","National Center for Research Resources","83093","Ireland","181865",,,"catalan","2267"
,,"1989","484603","Hyde, K.D.","1830",,,,,,,"Journal Of Physiology","48578","Animal Model","1411421","King's College London","124366","Ministerio de Economía y Competitividad","81272","Hungary","178172",,,"Lithuanian","1755"
,,"1988","456069","Kohno, S.","1825",,,,,,,"Federation Proceedings","48114","Retrospective Study","1373137","Washington University School of Medicine in St. Louis","123646","Fundação de Amparo à Pesquisa do Estado de São Paulo","80055","Pakistan","174374",,,"Azerbaijani","1384"
,,"1987","424018","Schultz, T.W.","1823",,,,,,,"Nederlands Tijdschrift Voor Geneeskunde","48090","Rats","1366283","Stanford University School of Medicine","122989","National Eye Institute","79796","Thailand","171219",,,"Thai","1011"
,,"1986","410209","Maibach, H.I.","1821",,,,,,,"Transplantation Proceedings","48088","Risk Factor","1346097","Baylor College of Medicine","122907","National Center for Advancing Translational Sciences","78792","Malaysia","164951",,,"Estonian","640"
,,"1985","419465","Scully, R.E.","1803",,,,,,,"Medical Journal Of Australia","46096","Protein Expression","1329995","Johns Hopkins University","121595","European Research Council","76662","Hong Kong","162302",,,"Macedonian","132"
,,"1984","401766","Cooper, C.","1789",,,,,,,"Cancer","45836","In Vitro Study","1328390","Sapienza Università di Roma","121052","Department of Health and Aged Care, Australian Government","73638","Singapore","160438",,,"Malay","124"
,,"1983","375047","Sugimachi, K.","1789",,,,,,,"American Journal Of Cardiology","43765","United States","1307672","Università degli Studi di Milano","120335","Chinese Academy of Sciences","71969","Indonesia","132088",,,"Albanian","54"
,,"1982","382731","Horton, R.","1782",,,,,,,"Proceedings Of The Society For Experimental Biology And Medicine","43566","Chemistry","1296317","Stanford University","120297","Fundação para a Ciência e a Tecnologia","71363","Chile","125918",,,"Georgian","47"
,,"1981","374206","Ritz, E.","1774",,,,,,,"Food Chemistry","43364","Human Tissue","1262583","Ludwig-Maximilians-Universität München","120115","U.S. Department of Agriculture","71167","Nigeria","121446",,,"Urdu","45"
,,"1980","363314","Stone, G.W.","1772",,,,,,,"Advances In Experimental Medicine And Biology","43336","Letter","1178598","Charité – Universitätsmedizin Berlin","119041","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","71139","Romania","108458",,,"Armenian","39"
,,"1979","369207","Ronco, C.","1770",,,,,,,"Frontiers In Immunology","43226","Pathophysiology","1112559","Université Paris Cité","118856","U.S. Department of Defense","71017","Colombia","100269",,,"Latvian","28"
,,"1978","355191","Stiefelhagen, P.","1762",,,,,,,"Progress In Biomedical Optics And Imaging Proceedings Of SPIE","43143","Retrospective Studies","1112084","University of Cambridge","118247","National Institute of Environmental Health Sciences","70692","Ukraine","86551",,,"Belarusian","22"
,,"1977","339378","Mori, M.","1759",,,,,,,"Journal Of Pediatrics","43029","Clinical Trial","1101627","The University of Queensland","117729","China Postdoctoral Science Foundation","70585","Croatia","77822",,,"Vietnamese","22"
,,"1976","327865","Barnes, P.J.","1758",,,,,,,"Annals Of Thoracic Surgery","42829","Young Adult","1085627","Université McGill","116132","Biotechnology and Biological Sciences Research Council","68369","Slovakia","72255",,,"Esperanto","20"
,,"1975","324782","Plebani, M.","1742",,,,,,,"International Journal Of Biological Macromolecules","42713","Gene Expression","1077079","University of Michigan Medical School","115614","Bundesministerium für Bildung und Forschung","67319","Serbia","67339",,,"Latin","13"
,,"1974","325816","Colombo, A.","1740",,,,,,,"Lakartidningen","42254","Diagnosis","1058504","University of Pittsburgh","113833","Australian Research Council","66926","Bulgaria","66192",,,"Basque","12"
,,"1973","307161","Fryer, A.D.","1736",,,,,,,"Pediatrics","42156","Therapy","1036177","Kyoto University","112906","National Institute of Arthritis and Musculoskeletal and Skin Diseases","66877","Iraq","64828",,,"Bengali","10"
,,"1972","251855","Blennow, K.","1721",,,,,,,"Medicine United States","42106","Pregnancy","1011543","David Geffen School of Medicine at UCLA","112542","National Institute of Child Health and Human Development","66500","Tunisia","58533",,,"Hindi","6"
,,"1971","239836","Braunwald, E.","1713",,,,,,,"Chest","41330","Blood","999341","The University of Texas MD Anderson Cancer Center","112245","Ministry of Finance","62255","Bangladesh","56453",,,"Tagalog","5"
,,"1970","233365","Lapczynski, A.","1712",,,,,,,"Organic Letters","41179","Drug Efficacy","986942","INRAE","110919","U.S. Department of Energy","61164","Kenya","54323",,,"Pushto","2"
,,"1969","229197","Reiter, R.J.","1711",,,,,,,"Tidsskrift For Den Norske Laegeforening","40943","Infant","971741","The Ohio State University","110302","Ministério da Educação e Ciência","60769","Slovenia","53827",,,"Scottish Gaelic","2"
,,"1968","220600","Shields, C.L.","1708",,,,,,,"Sensors","40775","Time Factors","971391","Icahn School of Medicine at Mount Sinai","108164","Vetenskapsrådet","55174","Ethiopia","51384",,,"Irish Gaelic","1"
,,"1967","206103","Beijnen, J.H.","1694",,,,,,,"Journal Of Neuroscience","40744","Middle Age","938682","Monash University","105566","Pfizer","52361","Viet Nam","48621",,,"Kazakh","1"
,,"1966","193629","Kroemer, G.","1689",,,,,,,"Radiology","40374","Signal Transduction","934307","University of Toronto Faculty of Medicine","104418","American Heart Association","50904","Morocco","48268",,,"Mongolian","1"
,,"1965","190811","Wong, T.Y.","1673",,,,,,,"Journal Of Clinical Endocrinology And Metabolism","40363","Nuclear Magnetic Resonance Imaging","906280","Cleveland Clinic Foundation","104194","Department of Science and Technology, Ministry of Science and Technology, India","50418","United Arab Emirates","44526",,,"Welsh","1"
,,"1964","180296","Holst, J.J.","1668",,,,,,,"European Journal Of Pharmacology","40085","Risk Factors","903142","Northwestern University Feinberg School of Medicine","103724","Agence Nationale de la Recherche","49978","Peru","41160",,,"Undefined","292140"
,,"1963","165197","Belsito, D.","1658",,,,,,,"Journal Of Organometallic Chemistry","40051","Mortality","901843","University of Pittsburgh School of Medicine","103392","National Institute for Health and Care Research","49792","Cuba","40869",,,,
,,"1962","144178","Mehran, R.","1653",,,,,,,"Analytica Chimica Acta","39977","Prognosis","887266","University of Alberta","101611","National Institute on Alcohol Abuse and Alcoholism","49673","Philippines","39431",,,,
,,"1961","139552","Fuster, V.","1645",,,,,,,"Plastic And Reconstructive Surgery","39914","Cohort Analysis","886205","Consiglio Nazionale delle Ricerche","101598","Ministry of Science, ICT and Future Planning","48664","Jordan","35623",,,,
,,"1960","130595","Dagli, M.L.","1643",,,,,,,"Gastroenterology","39693","Aged, 80 And Over","881747","University of Chinese Academy of Sciences","101199","Guangdong Provincial Department of Science and Technology","48645","Lebanon","34928",,,,
,,"1959","127164","Ritacco, G.","1642",,,,,,,"Journal Of Clinical Medicine","39644","Note","855711","Cornell University","100809","Ministry of Education","48619","Ghana","31685",,,,
,,"1958","122794","Fishman, E.K.","1636",,,,,,,"Endocrinology","39231","Computer Assisted Tomography","840364","Chinese Academy of Medical Sciences &amp; Peking Union Medical College","100404","Instituto de Salud Carlos III","46460","Venezuela","31517",,,,
,,"1957","125010","Roberts, W.C.","1634",,,,,,,"BMJ Open","39028","Child, Preschool","839397","The University of Alabama at Birmingham","98197","U.S. Department of Veterans Affairs","46321","Uganda","29857",,,,
,,"1956","118422","Remuzzi, G.","1626",,,,,,,"Annals Of Internal Medicine","39003","Support, Non-U.S. Gov't","831180","University of Washington School of Medicine","97749","Ministry of Science and Technology, Taiwan","45766","Lithuania","27690",,,,
,,"1955","120731","Ferrucci, L.","1623",,,,,,,"BMJ","38348","Prevalence","806752","AP-HP Assistance Publique - Hopitaux de Paris","97198","Russian Foundation for Basic Research","43744","Tanzania","26750",,,,
,,"1954","115599","Briganti, A.","1615",,,,,,,"Zootaxa","38096","Clinical Feature","803423","University of Pennsylvania Perelman School of Medicine","96319","Science and Technology Commission of Shanghai Municipality","43346","Nepal","26193",,,,
,,"1953","117333","Gasbarrini, A.","1614",,,,,,,"American Journal Of Ophthalmology","37724","Preschool Child","799317","UT Southwestern Medical Center","95380","Consejo Nacional de Ciencia y Tecnología","42973","Qatar","26034",,,,
,,"1952","118338","Fonarow, G.C.","1611",,,,,,,"Neuroscience Letters","37431","English Abstract","792567","Emory University School of Medicine","95040","Engineering and Physical Sciences Research Council","42591","Algeria","25669",,,,
,,"1951","112883","Manns, M.P.","1611",,,,,,,"Journal Of The Royal Society Of Medicine","36560","Immunohistochemistry","775466","Erasmus MC","94850","Natural Science Foundation of Jiangsu Province","41860","Estonia","25451",,,,
,,"1950","95453","Filippi, M.","1608",,,,,,,"Frontiers In Microbiology","36396","Risk Assessment","762232","Weill Cornell Medicine","94699","National Institute for Health Research","41026","Ecuador","25198",,,,
,,"1949","71459","Böhm, M.","1605",,,,,,,"Journal Of Medicinal Chemistry","36244","Immunology","754084","Helsingin Yliopisto","94219","Ministerio de Ciencia e Innovación","40976","Germany (Democratic Republic, DDR)","24199",,,,
,,"1948","75094","Ridler, J.","1602",,,,,,,"Nippon Rinsho Japanese Journal Of Clinical Medicine","36210","Questionnaire","744885","Fudan University","94152","Department of Education and Training","40444","Sri Lanka","23040",,,,
,,"1947","67524","Erbel, R.","1599",,,,,,,"Southern Medical Journal","36133","Disease Severity","744415","KU Leuven","94143","Centre National de la Recherche Scientifique","39567","Uruguay","22562",,,,
,,"1946","55683","Aronow, W.S.","1594",,,,,,,"Journal Of Dairy Science","35747","Prospective Study","742324","Universität Heidelberg","94022","Council of Scientific and Industrial Research, India","39258","Russia","22150",,,,
,,"1945","28126","Yusuf, S.","1592",,,,,,,"Journal Of Infectious Diseases","35209","Complication","738458","Duke University Medical Center","94006","China Scholarship Council","38979","Cameroon","19960",,,,
,,"1944","16561","Kyle, R.A.","1590",,,,,,,"Applied And Environmental Microbiology","35114","Diagnostic Imaging","726100","Consejo Superior de Investigaciones Científicas","93202","Natural Science Foundation of Guangdong Province","38929","Kuwait","19407",,,,
,,"1943","17462","Thakkar, Y.","1586",,,,,,,"Life Sciences","34937","Editorial","719439","National Cancer Institute NCI","92301","Centers for Disease Control and Prevention","38194","Iceland","19318",,,,
,,"1942","18867","Botelho, D.","1584",,,,,,,"FASEB Journal","34636","Conference Paper","713649","University of California, Berkeley","92074","Ministero dell’Istruzione, dell’Università e della Ricerca","38050","Cyprus","18748",,,,
,,"1941","19983","Joshi, K.","1584",,,,,,,"American Journal Of Surgery","34568","Newborn","707263","The University of Chicago","92040","Natural Science Foundation of Shandong Province","37414","Oman","17172",,,,
,,"1940","21071","Vincent, J.L.","1584",,,,,,,"Chemosphere","34551","Hypertension","703902","UNSW Sydney","91649","Natural Science Foundation of Zhejiang Province","36843","Kazakhstan","16543",,,,
,,"1939","23539","Azizi, F.","1577",,,,,,,"Journal Of Thoracic And Cardiovascular Surgery","34359","Animalia","693829","Zhejiang University","91557","Ministry of Health and Welfare","36792","Georgia","16525",,,,
,,"1938","23559","Kantarjian, H.","1572",,,,,,,"Journal Of Molecular Biology","34280","Age","690369","Tel Aviv University","90025","American Cancer Society","36330","Costa Rica","16137",,,,
,,"1937","22881","Barkhof, F.","1565",,,,,,,"Nutrients","33984","Histology","689315","Universiteit van Amsterdam","89770","AstraZeneca","35496","Puerto Rico","15728",,,,
,,"1936","22937","Tousoulis, D.","1557",,,,,,,"Investigative Ophthalmology And Visual Science","33535","Histopathology","687897","University of Southern California","89577","Nederlandse Organisatie voor Wetenschappelijk Onderzoek","35162","Latvia","15629",,,,
,,"1935","23048","Wise, J.","1555",,,,,,,"Antimicrobial Agents And Chemotherapy","33408","Outcome Assessment","684521","Lunds Universitet","89433","National Basic Research Program of China (973 Program)","35139","Belarus","15462",,,,
,,"1934","22765","Burton, G.A.","1552",,,,,,,"BMJ Clinical Research Ed","33288","Normal Human","684387","Sorbonne Université","89393","National Institute of Dental and Craniofacial Research","34346","Zimbabwe","14877",,,,
,,"1933","23614","Krome, S.","1549",,,,,,,"Laryngoscope","33115","Cell Proliferation","677454","The University of Manchester","89101","National Institute on Deafness and Other Communication Disorders","34137","Sudan","14669",,,,
,,"1932","23449","Ring, J.","1549",,,,,,,"Analyst","32971","Enzyme Activity","669155","Sichuan University","86713","Institut National de la Santé et de la Recherche Médicale","34022","Czechoslovakia","14366",,,,
,,"1931","21816","Nicolaides, K.H.","1539",,,,,,,"Infection And Immunity","32605","Randomized Controlled Trial","667707","Yale University","85744","Ministry of Health, Labour and Welfare","33914","Türkiye","13772",,,,
,,"1930","22880","Haverich, A.","1536",,,,,,,"Journal Of Clinical Microbiology","32443","Disease Association","658385","Technische Universität München","84878","Horizon 2020","33790","Luxembourg","13764",,,,
,,"1929","20973","Rezaei, N.","1535",,,,,,,"Medical Physics","32440","Phenotype","623783","Capital Medical University","84541","Novartis","33526","Senegal","13238",,,,
,,"1928","21426","Stefanadis, C.","1535",,,,,,,"Journal Of Clinical Investigation","32437","Apoptosis","623461","Amsterdam UMC - University of Amsterdam","84431","Jiangsu Provincial Department of Science and Technology","33318","Bosnia and Herzegovina","12643",,,,
,,"1927","20488","Tuomilehto, J.","1533",,,,,,,"Phytochemistry","32397","Cytology","621267","United States Department of Agriculture","84426","Japan Agency for Medical Research and Development","32825","Malawi","12242",,,,
,,"1926","19406","Jones, R.N.","1527",,,,,,,"Archives Of Biochemistry And Biophysics","31942","Brain","598638","USDA Agricultural Research Service","84150","National Institute of Food and Agriculture","32403","Macao","11834",,,,
,,"1925","18578","Doki, Y.","1526",,,,,,,"Cancers","31853","Inflammation","591167","The University of Edinburgh","83536","Science and Technology Department of Zhejiang Province","31928","Uzbekistan","11264",,,,
,,"1924","18376","Chayama, K.","1525",,,,,,,"Journal Of The American College Of Cardiology","31672","Prospective Studies","587132","Emory University","82846","Merck","31893","Panama","10885",,,,
,,"1923","16716","Bloom, S.R.","1522",,,,,,,"International Journal Of Cardiology","31660","Gene Expression Regulation","583561","University of Colorado School of Medicine","82836","Russian Science Foundation","31564","Zambia","10449",,,,
,,"1922","16914","Bousquet, J.","1518",,,,,,,"Deutsche Apotheker Zeitung","31638","Follow-Up Studies","579275","Karolinska Universitetssjukhuset","82622","University Grants Commission","31538","Cote d'Ivoire","9681",,,,
,,"1921","14672","Holmes, D.R.","1517",,,,,,,"Obstetrics And Gynecology","31606","Incidence","577271","Beth Israel Deaconess Medical Center","81907","Bill and Melinda Gates Foundation","30900","Burkina Faso","9662",,,,
,,"1920","12242","Windecker, S.","1516",,,,,,,"BMJ Case Reports","31242","Epidemiology","573936","UNC School of Medicine","81819","Department of Science and Technology of Shandong Province","30870","Syrian Arab Republic","8683",,,,
,,"1919","10909","Mikhailidis, D.P.","1515",,,,,,,"British Journal Of Dermatology","31048","Diabetes Mellitus","573713","McMaster University","81813","National Institute of Biomedical Imaging and Bioengineering","30713","Jamaica","8645",,,,
,,"1918","9851","Anderson, R.H.","1512",,,,,,,"Urology","30973","Infant, Newborn","573359","Memorial Sloan-Kettering Cancer Center","81401","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","30403","Yugoslavia","7928",,,,
,,"1917","9826","Romero, R.","1505",,,,,,,"Frontiers In Oncology","30502","Cell Culture","571502","Northwestern University","81317","Roche","29997","North Macedonia","7917",,,,
,,"1916","10575","Katus, H.A.","1491",,,,,,,"Frontiers In Plant Science","30278","Liver","562500","Università degli Studi di Padova","81258","Japan Science and Technology Agency","29441","Benin","7823",,,,
,,"1915","11516","Jonas, J.B.","1486",,,,,,,"Biochemical Pharmacology","30251","Sensitivity And Specificity","560810","Universität Zürich","80359","Natural Environment Research Council","29377","Malta","7553",,,,
,,"1914","13195","Waksman, R.","1486",,,,,,,"Journal Of Pharmacology And Experimental Therapeutics","30233","Quality Of Life","560543","Centers for Disease Control and Prevention","80078","Priority Academic Program Development of Jiangsu Higher Education Institutions","29313","Azerbaijan","7456",,,,
,,"1913","14514","Mannucci, P.M.","1484",,,,,,,"Journal Of Applied Physiology","29906","Cross-sectional Study","557681","University of Calgary","78886","Consejo Nacional de Investigaciones Científicas y Técnicas","28974","Bahrain","7301",,,,
,,"1912","13716","Larijani, B.","1477",,,,,,,"Bulletin Of Experimental Biology And Medicine","29885","Human Experiment","555495","Oregon Health &amp; Science University","78125","Academy of Finland","28877","Palestine","6996",,,,
,,"1911","13036","Sullivan, G.","1473",,,,,,,"Klinische Wochenschrift","29807","Short Survey","546873","Università degli Studi di Napoli Federico II","77042","Department of Biotechnology, Ministry of Science and Technology, India","28826","Armenia","6972",,,,
,,"1910","13416","Peterson, E.D.","1472",,,,,,,"American Journal Of Medicine","29798","Polymerase Chain Reaction","545536","Universitat de Barcelona","76833","National Science Council","28641","Congo","6941",,,,
,,"1909","13195","Sattar, N.","1472",,,,,,,"Bioorganic And Medicinal Chemistry Letters","29777","Theoretical Study","541186","University of Montreal","76610","Norges Forskningsråd","28417","Trinidad and Tobago","6758",,,,
,,"1908","13295","Lang, F.","1471",,,,,,,"Anesthesia And Analgesia","29097","Very Elderly","535476","Alma Mater Studiorum Università di Bologna","76475","University of California","26785","Rwanda","6610",,,,
,,"1907","12494","Jones, L.","1468",,,,,,,"Journal Of The American Academy Of Dermatology","29065","Messenger RNA","531295","University of Illinois Urbana-Champaign","76104","GlaxoSmithKline","26602","Madagascar","6366",,,,
,,"1906","11819","Moore, E.E.","1460",,,,,,,"Analytical Biochemistry","29025","Microbiology","525479","Sun Yat-Sen University","76038","Cancer Research UK","25808","Mozambique","6343",,,,
,,"1905","11757","Addy, R.","1459",,,,,,,"BMC Public Health","29014","Body Mass","521492","Medizinische Universität Wien","75836","National Human Genome Research Institute","25514","Botswana","6288",,,,
,,"1904","11421","Williams, R.","1459",,,,,,,"American Heart Journal","28993","Support, U.S. Gov't, P.H.S.","518915","Charles University","75774","Ministero della Salute","25380","Bolivia","5765",,,,
,,"1903","11065","Karakiewicz, P.I.","1456",,,,,,,"JAMA","28900","Antineoplastic Agent","518845","Michigan State University","75581","Fonds Wetenschappelijk Onderzoek","24902","Cambodia","5725",,,,
