Scopus refine results values

"Your query : (TITLE-ABS-KEY (immunotherap*) OR TITLE-ABS-KEY (""immuno engineering"") OR TITLE-ABS-KEY (""immunoengineering""))"


Number of results : 317207

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"2004","4262","Hwu, P.","216","Business, Management and Accounting","250",,,,,"Oncotarget","1043","Immune Response","39412","Sichuan University","2373","Guangdong Provincial Department of Science and Technology","2027","Russian Federation","2975",,,"Moldovan","61"
,,"2003","4189","Marincola, F.M.","215","Economics, Econometrics and Finance","208",,,,,"Proceedings Of The National Academy Of Sciences Of The United States Of America","1035","Procedures","38310","University of California, San Francisco","2340","U.S. Department of Defense","2005","Taiwan","2681",,,"Serbian","60"
,,"2002","3871","Bousquet, J.","214","Earth and Planetary Sciences","168",,,,,"Allergy European Journal Of Allergy And Clinical Immunology","1014","Genetics","38286","Institut de Cancerologie Gustave Roussy","2318","National Research Foundation of Korea","1991","Greece","2537",,,"Swedish","60"
,,"2001","3218","Heslop, H.E.","205","Energy","165",,,,,"BMC Cancer","1002","Animal Experiment","36836","Charité – Universitätsmedizin Berlin","2241","Medical Research Council","1793","Turkey","2488",,,"Persian","43"
,,"2000","3328","Restifo, N.P.","205","Decision Sciences","109",,,,,"Anticancer Research","976","T Lymphocyte","36824","Tongji Medical College of Huazhong University of Science and Technology","2232","Associazione Italiana per la Ricerca sul Cancro","1743","Singapore","2061",,,"Norwegian","42"
,,"1999","3227","Rezaei, N.","199","Undefined","160",,,,,"Frontiers In Pharmacology","939","Overall Survival","36694","Stanford University School of Medicine","2140","National Heart, Lung, and Blood Institute","1705","Czech Republic","1860",,,"Greek","39"
,,"1998","2777","Incorvaia, C.","198",,,,,,,"Human Vaccines And Immunotherapeutics","935","Mice","36447","David Geffen School of Medicine at UCLA","2079","Ministry of Finance","1678","Portugal","1609",,,"Hebrew","35"
,,"1997","2729","Massari, F.","196",,,,,,,"Cancer Immunology Research","928","Drug Efficacy","36373","University of Washington","2070","Science and Technology Commission of Shanghai Municipality","1659","Hong Kong","1525",,,"Finnish","33"
,,"1996","2477","Rooney, C.M.","192",,,,,,,"Journal Of Translational Medicine","924","Neoplasms","35711","Zhejiang University School of Medicine","2069","National Health and Medical Research Council","1594","Mexico","1379",,,"Slovenian","22"
,,"1995","2393","Svane, I.M.","192",,,,,,,"British Journal Of Cancer","908","Major Clinical Study","35078","CNRS Centre National de la Recherche Scientifique","2060","National Institute of General Medical Sciences","1511","Saudi Arabia","1334",,,"Bosnian","18"
,,"1994","2296","Atkins, M.B.","190",,,,,,,"British Journal Of Haematology","889","Antineoplastic Agent","34893","West China School of Medicine/West China Hospital of Sichuan University","2036","European Research Council","1483","Egypt","1292",,,"Arabic","8"
,,"1993","2343","Itoh, K.","190",,,,,,,"Leukemia And Lymphoma","884","Clinical Article","34782","University of California, Los Angeles","2029","National Science Foundation","1480","Ireland","1286",,,"catalan","6"
,,"1992","2031","Choueiri, T.K.","188",,,,,,,"Expert Opinion On Biological Therapy","868","Middle Aged","34753","Sun Yat-Sen University","2028","National Institute of Neurological Disorders and Stroke","1378","Norway","1281",,,"Azerbaijani","4"
,,"1991","1624","Marabelle, A.","187",,,,,,,"Cells","865","Protein Expression","33545","University of Pennsylvania Perelman School of Medicine","2015","National Institute of Diabetes and Digestive and Kidney Diseases","1370","Finland","1194",,,"Icelandic","4"
,,"1990","1437","Demoly, P.","182",,,,,,,"Frontiers In Genetics","848","Animal Model","32382","University of Toronto","1967","Ministerio de Economía y Competitividad","1347","Hungary","1025",,,"Afrikaans","3"
,,"1989","1336","Coukos, G.","181",,,,,,,"Cancer Letters","844","CD8+ T Lymphocyte","30388","Yale School of Medicine","1963","Government of Canada","1312","Argentina","1009",,,"Thai","3"
,,"1988","1127","Brenner, M.K.","180",,,,,,,"Annals Of Allergy Asthma And Immunology","813","Treatment Outcome","29489","Moffitt Cancer Center","1955","American Cancer Society","1284","Romania","897",,,"Lithuanian","2"
,,"1987","1305","Bollard, C.M.","178",,,,,,,"Journal Of Controlled Release","785","Neoplasm","29311","Karolinska Institutet","1951","Instituto de Salud Carlos III","1284","Thailand","856",,,"Belarusian","1"
,,"1986","1394","Dotti, G.","178",,,,,,,"European Journal Of Immunology","762","Cancer Survival","28327","Central South University","1902","Natural Science Foundation of Guangdong Province","1282","South Africa","767",,,"Bengali","1"
,,"1985","1274","Sondel, P.M.","177",,,,,,,"Journal Of Clinical Investigation","750","Melanoma","27943","Icahn School of Medicine at Mount Sinai","1889","National Center for Advancing Translational Sciences","1247","Malaysia","728",,,"Undefined","44"
,,"1984","1124","Akdis, C.A.","175",,,,,,,"Annals Of Oncology","749","Monoclonal Antibody","27476","Baylor College of Medicine","1884","Department of Health and Aged Care, Australian Government","1238","Pakistan","680",,,,
,,"1983","1019","Kurzrock, R.","172",,,,,,,"Molecular Therapy","740","Cancer Chemotherapy","27409","Medizinische Universität Wien","1867","European Regional Development Fund","1213","New Zealand","602",,,,
,,"1982","1057","Gulley, J.L.","169",,,,,,,"Vaccine","738","Human Tissue","26802","Southern Medical University","1849","Genentech","1186","Croatia","528",,,,
,,"1981","925","Kaufman, H.L.","169",,,,,,,"Clinical And Experimental Allergy","714","Antineoplastic Activity","26290","University of Melbourne","1809","Canadian Institutes of Health Research","1168","Chile","512",,,,
,,"1980","963","Menzies, A.M.","169",,,,,,,"Cancer Medicine","704","Programmed Death 1 Ligand 1","25898","Ludwig-Maximilians-Universität München","1796","Amgen","1160","Lebanon","502",,,,
,,"1979","1136","Melief, C.J.M.","167",,,,,,,"Journal Of Cancer Research And Clinical Oncology","688","Gamma Interferon","25455","University of Pittsburgh School of Medicine","1786","Cancer Research UK","1148","Colombia","454",,,,
,,"1978","1060","Parmiani, G.","167",,,,,,,"Cytotherapy","672","Animal Cell","25210","Zhejiang University","1783","Jiangsu Provincial Department of Science and Technology","1143","United Arab Emirates","449",,,,
,,"1977","1028","Galluzzi, L.","165",,,,,,,"Advances In Experimental Medicine And Biology","663","Prognosis","24370","Imperial College London","1768","Natural Science Foundation of Jiangsu Province","1137","Slovenia","426",,,,
,,"1976","950","Hodi, F.S.","165",,,,,,,"Medicine United States","658","Clinical Trial","23681","University of California, San Diego","1758","Natural Science Foundation of Shandong Province","1108","Ukraine","406",,,,
,,"1975","829","Santoni, M.","165",,,,,,,"Future Oncology","656","Treatment Response","23560","Cleveland Clinic Foundation","1738","GlaxoSmithKline","1080","Cuba","382",,,,
,,"1974","857","Curigliano, G.","164",,,,,,,"Journal Of Clinical Medicine","651","Cancer Prognosis","23426","Université Paris-Saclay","1695","Science and Technology Department of Zhejiang Province","1079","Qatar","376",,,,
,,"1973","570","Locatelli, F.","164",,,,,,,"Biomaterials","645","Therapy","23364","Fred Hutchinson Cancer Center","1677","National Natural Science Foundation of China-Zhejiang Joint Fund for the Integration of Industrialization and Informatization","1057","Macao","374",,,,
,,"1972","220","Maus, M.V.","164",,,,,,,"Journal Of The National Cancer Institute","641","Immune Checkpoint Inhibitor","23025","Sorbonne Université","1668","Seventh Framework Programme","1054","Serbia","373",,,,
,,"1971","157","Besse, B.","162",,,,,,,"Nature Medicine","641","Gene Expression","23004","Nanjing Medical University","1665","Department of Science and Technology of Shandong Province","1049","Indonesia","363",,,,
,,"1970","141","Morton, D.L.","161",,,,,,,"Lancet","634","Flow Cytometry","22148","Capital Medical University","1658","Wellcome Trust","1022","Iraq","328",,,,
,,"1969","88","Maio, M.","160",,,,,,,"Expert Review Of Anticancer Therapy","631","Signal Transduction","21665","Shanghai Jiao Tong University","1636","Ministero della Salute","982","Slovakia","319",,,,
,,"1968","92","Garbe, C.","159",,,,,,,"Lancet Oncology","631","Pembrolizumab","21618","Leids Universitair Medisch Centrum","1616","AbbVie","976","Bulgaria","317",,,,
,,"1967","62","Jaffee, E.M.","159",,,,,,,"Biotherapy","630","Progression Free Survival","21386","Stanford University","1611","Natural Science Foundation of Zhejiang Province","973","Jordan","295",,,,
,,"1966","68","Kirkwood, J.M.","157",,,,,,,"Cancer Discovery","622","Nivolumab","21263","Zhengzhou University","1577","Basic and Applied Basic Research Foundation of Guangdong Province","967","Cyprus","259",,,,
,,"1965","45","Pinato, D.J.","155",,,,,,,"Clinical And Experimental Immunology","618","Cancer Staging","21229","Johns Hopkins University","1576","Gilead Sciences","964","Luxembourg","241",,,,
,,"1964","68","Old, L.J.","154",,,,,,,"New England Journal Of Medicine","617","Follow Up","21031","UT Southwestern Medical Center","1551","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","958","Morocco","225",,,,
,,"1963","56","Pal, S.K.","154",,,,,,,"Oncologist","616","Cancer Patient","20573","UCSF School of Medicine","1535","Boehringer Ingelheim","903","Bangladesh","223",,,,
,,"1962","32","Gottschalk, S.","153",,,,,,,"Frontiers In Cell And Developmental Biology","613","Dendritic Cell","20555","University of Texas Health Science Center at Houston","1534","Bundesministerium für Bildung und Forschung","903","Nigeria","195",,,,
,,"1961","34","Kawakami, Y.","153",,,,,,,"Critical Reviews In Oncology Hematology","607","Immunohistochemistry","20272","Klinikum der Universität München","1533","Sanofi","886","Peru","192",,,,
,,"1960","31","Pardoll, D.M.","153",,,,,,,"Biomedicine And Pharmacotherapy","591","Programmed Death 1 Receptor","19983","Washington University School of Medicine in St. Louis","1532","Eli Lilly and Company","879","Viet Nam","172",,,,
,,"1959","21","Seliger, B.","153",,,,,,,"Methods In Molecular Biology","590","Drug Safety","19658","City of Hope National Med Center","1522","Deutsche Krebshilfe","870","Tunisia","169",,,,
,,"1958","7","Buti, S.","152",,,,,,,"Seminars In Oncology","590","Cell Proliferation","19517","University College London","1517","Japan Agency for Medical Research and Development","826","Lithuania","151",,,,
,,"1957","4","Ciprandi, G.","150",,,,,,,"Translational Lung Cancer Research","587","Interleukin 2","19232","The University of Sydney","1509","Chinese Academy of Sciences","822","Venezuela","139",,,,
,,"1956","5","Haanen, J.B.A.G.","150",,,,,,,"Bone Marrow Transplantation","586","Case Report","19136","Northwestern University Feinberg School of Medicine","1506","Beijing Municipal Science and Technology Commission, Adminitrative Commission of Zhongguancun Science Park","819","Georgia","130",,,,
,,"1955","1","Powles, T.","150",,,,,,,"Nature","569","CD4+ T Lymphocyte","19016","Duke University Medical Center","1482","National Institute for Health and Care Research","789","Kuwait","115",,,,
,,"1954","1","Romero, P.","150",,,,,,,"Vaccines","569","Adoptive Immunotherapy","19009","The University of Chicago","1477","Celgene","788","Philippines","115",,,,
,,"1953","5","Becker, J.C.","149",,,,,,,"Leukemia","564","Animal Tissue","18719","Sapienza Università di Roma","1465","Ministry of Science, ICT and Future Planning","781","Belarus","108",,,,
,,"1952","2","Figdor, C.G.","149",,,,,,,"International Archives Of Allergy And Immunology","561","In Vitro Study","18354","University of Pittsburgh","1463","Agence Nationale de la Recherche","775","Uruguay","106",,,,
,,"1951","18","Vincent, A.","149",,,,,,,"Heliyon","556","Tumor Immunity","18110","The Sidney Kimmel Comprehensive Cancer Center","1449","Meso Scale Diagnostics","770","Estonia","95",,,,
,,"1950","19","Einsele, H.","148",,,,,,,"ACS Nano","554","Metastasis","17936","Sun Yat-Sen University Cancer Center","1416","Ligue Contre le Cancer","768","Oman","95",,,,
,,"1949","15","Fridman, W.H.","148",,,,,,,"Japanese Journal Of Cancer And Chemotherapy","554","Natural Killer Cell","17858","Emory University School of Medicine","1414","Johnson and Johnson","753","Kazakhstan","92",,,,
,,"1948","11","Gold, R.","147",,,,,,,"Bulletin Du Cancer","552","Retrospective Study","17614","UPMC Hillman Cancer Center","1400","Bayer","731","Türkiye","88",,,,
,,"1947","12","Wu, T.C.","147",,,,,,,"Journal Of Urology","550","T-Lymphocytes","17547","Karolinska Universitetssjukhuset","1366","Cancer Prevention and Research Institute of Texas","731","Latvia","83",,,,
,,"1946","6","Burks, A.W.","146",,,,,,,"Journal Of Allergy And Clinical Immunology In Practice","549","Drug Effect","17191","Emory University","1361","National Institute on Aging","727","Kenya","79",,,,
,,"1945","3","Peters, S.","146",,,,,,,"Advanced Science","542","Drug Therapy","16802","The University of North Carolina at Chapel Hill","1356","Science, Technology and Innovation Commission of Shenzhen Municipality","718","Ecuador","77",,,,
,,"1943","1","Sullivan, R.J.","146",,,,,,,"Lung Cancer","534","Regulatory T Lymphocyte","16719","University of Chinese Academy of Sciences","1354","Natural Science Foundation of Beijing Municipality","715","Germany (Democratic Republic, DDR)","77",,,,
,,"1939","1","Chang, A.E.","145",,,,,,,"European Urology","525","Cyclophosphamide","16646","Università degli Studi di Milano","1348","Department of Science and Technology of Hunan Province","711","Nepal","72",,,,
,,"1936","1","Hallek, M.","144",,,,,,,"Journal Of Thoracic Oncology","521","Cohort Analysis","16629","Technische Universität München","1346","Sichuan University","707","Puerto Rico","68",,,,
,,,,"Reck, M.","144",,,,,,,"Cancer Cell","516","Immunocompetent Cell","16417","Fondazione IRCCS Istituto Nazionale dei Tumori, Milan","1324","Science and Technology Department of Sichuan Province","706","Ethiopia","67",,,,
,,,,"Levy, R.","143",,,,,,,"Nature Reviews Clinical Oncology","515","Cell Line, Tumor","16386","Università degli Studi di Torino","1324","Auris Health","704","Costa Rica","66",,,,
,,,,"Rammensee, H.G.","143",,,,,,,"Oncology Letters","508","Non Small Cell Lung Cancer","16321","University of Washington School of Medicine","1306","Leukemia and Lymphoma Society","700","Iceland","66",,,,
,,,,"Sampson, J.H.","143",,,,,,,"Journal Of Experimental Medicine","507","Cytotoxicity","16156","Penn Medicine","1296","Institut National de la Santé et de la Recherche Médicale","697","Algeria","64",,,,
,,,,"Locke, F.L.","142",,,,,,,"Current Oncology","504","Cytokine","16094","China Medical University Shenyang","1287","University of Texas MD Anderson Cancer Center","690","Bosnia and Herzegovina","62",,,,
,,,,"Miller, J.S.","142",,,,,,,"Translational Cancer Research","502","Apoptosis","15954","Erasmus MC","1276","Guangzhou Science, Technology and Innovation Commission","683","Uganda","62",,,,
,,,,"Rizzo, A.","142",,,,,,,"Biomedicines","498","Tumor Growth","15643","University of Oxford","1269","Chinese Academy of Meteorological Sciences","679","Uzbekistan","56",,,,
,,,,"Fox, B.A.","141",,,,,,,"Haematologica","498","Cancer Radiotherapy","15580","University of Michigan, Ann Arbor","1268","Fundação para a Ciência e a Tecnologia","677","Yugoslavia","53",,,,
,,,,"Riddell, S.R.","141",,,,,,,"Pharmaceutics","489","Immunosuppressive Treatment","15510","Roswell Park Cancer Institute","1234","Conselho Nacional de Desenvolvimento Científico e Tecnológico","676","Ghana","52",,,,
,,,,"Carlino, M.S.","140",,,,,,,"Journal Of Hematology And Oncology","487","Cancer Therapy","15310","UniversitatsSpital Zurich","1222","Ministry of Health and Welfare","674","Russia","49",,,,
,,,,"Drake, C.G.","140",,,,,,,"Cancer Science","486","Immunomodulation","15269","The Ohio State University","1211","Merck Sharp and Dohme","650","Sri Lanka","49",,,,
,,,,"Hersh, E.M.","140",,,,,,,"Current Opinion In Oncology","486","Tumor Antigen","15155","King's College London","1203","Cancer Research Institute","646","Sudan","44",,,,
,,,,"Wargo, J.A.","140",,,,,,,"Science","481","Ipilimumab","15127","Universität Heidelberg","1203","National Institute of Arthritis and Musculoskeletal and Skin Diseases","641","Czechoslovakia","39",,,,
,,,,"Worm, M.","140",,,,,,,"Cancer Treatment Reviews","480","Tumor Associated Leukocyte","14988","Fudan University Shanghai Cancer Center","1193","Institut National Du Cancer","628","North Macedonia","38",,,,
,,,,"Morse, M.A.","139",,,,,,,"Aging","479","Antineoplastic Agents","14968","Peter Maccallum Cancer Centre","1179","Ministério da Educação e Ciência","624","Syrian Arab Republic","37",,,,
,,,,"Abken, H.","138",,,,,,,"Advanced Materials","470","Breast Cancer","14942","Radboud University Medical Center","1178","Ministry of Science and Technology, Taiwan","623","Tanzania","37",,,,
,,,,"Okada, H.","138",,,,,,,"Annals Of Surgical Oncology","465","Immunotherapy, Adoptive","14687","Guangzhou Medical University","1175","Janssen Pharmaceuticals","602","Albania","35",,,,
,,,,"Jutel, M.","137",,,,,,,"Current Opinion In Immunology","462","Cancer Vaccine","14639","Hospital Clínic de Barcelona","1171","Merck KGaA","586","Azerbaijan","35",,,,
,,,,"Whiteside, T.L.","137",,,,,,,"Current Oncology Reports","454","Lung Neoplasms","14638","University of Minnesota Twin Cities","1164","Melanoma Research Alliance","581","Bahrain","35",,,,
,,,,"Lissoni, P.","135",,,,,,,"Melanoma Research","452","Cancer","14607","Tel Aviv University","1159","Vetenskapsrådet","571","Yemen","33",,,,
,,,,"Sadelain, M.","135",,,,,,,"Cancer Gene Therapy","450","Tumor Cell Line","14360","Shandong University","1158","Takeda Pharmaceutical Company","546","Malta","32",,,,
,,,,"Scolyer, R.A.","135",,,,,,,"Current Treatment Options In Oncology","447","Antibodies, Monoclonal","14334","University of Michigan Medical School","1157","National Center for Research Resources","544","Armenia","31",,,,
,,,,"Allison, J.P.","134",,,,,,,"Allergologie","443","Molecularly Targeted Therapy","14054","Universitätsklinikum Heidelberg","1150","Parker Institute for Cancer Immunotherapy","527","Zimbabwe","31",,,,
,,,,"Hung, C.F.","134",,,,,,,"Blood Advances","441","Child","13988","University of Colorado School of Medicine","1147","University of Texas System","503","Paraguay","29",,,,
,,,,"Larkin, J.","134",,,,,,,"Cellular Immunology","437","Gene Mutation","13863","The University of Queensland","1139","Ministero dell’Istruzione, dell’Università e della Ricerca","502","Monaco","26",,,,
,,,,"Pittock, S.J.","134",,,,,,,"Neurology","437","Cytotoxic T Lymphocyte","13696","General Hospital of People's Liberation Army","1133","Eisai","501","Panama","26",,,,
,,,,"Sugiyama, H.","134",,,,,,,"Current Opinion In Allergy And Clinical Immunology","436","Immune Checkpoint Inhibitors","13342","The Netherlands Cancer Institute","1131","Horizon 2020","501","Mongolia","25",,,,
,,,,"Torigoe, T.","134",,,,,,,"Immunology Letters","429","In Vivo Study","13337","Tongji University School of Medicine","1129","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","488","Cameroon","24",,,,
,,,,"Kobayashi, H.","133",,,,,,,"Discover Oncology","428","Phenotype","13295","Centre Hospitalier Universitaire Vaudois","1118","Priority Academic Program Development of Jiangsu Higher Education Institutions","485","Palestine","23",,,,
,,,,"Sampson, H.A.","133",,,,,,,"Immunology","427","Upregulation","13257","Eberhard Karls Universität Tübingen","1116","China Scholarship Council","484","Grenada","21",,,,
,,,,"Blank, C.U.","132",,,,,,,"Journal Of Thoracic Disease","427","Biological Marker","13220","The University of Alabama at Birmingham","1111","Chinese Academy of Medical Sciences","484","Libya","20",,,,
,,,,"Subklewe, M.","132",,,,,,,"Science Translational Medicine","424","Cancer Growth","13180","Hannover Medical School","1110","Austrian Science Fund","478","Brunei Darussalam","18",,,,
,,,,"Darcy, P.K.","131",,,,,,,"Clinical And Translational Oncology","422","Cisplatin","12976","National and Kapodistrian University of Athens","1108","U.S. Public Health Service","469","Guatemala","18",,,,
,,,,"Escudier, B.","131",,,,,,,"Journal Of Experimental And Clinical Cancer Research","417","Tumor Marker","12908","Monash University","1104","U.S. Department of Veterans Affairs","468","Senegal","18",,,,
,,,,"Liu, B.","131",,,,,,,"Seminars In Cancer Biology","415","Tumor Volume","12831","Princess Margaret Cancer Centre","1093","Natural Science Foundation of Hunan Province","461","Zambia","18",,,,
,,,,"Nagler, A.","131",,,,,,,"Theranostics","410","Clinical Feature","12491","UT Southwestern Medical School","1091","Astellas Pharma US","460","Malawi","17",,,,
,,,,"Olive, D.","131",,,,,,,"Clinical Immunology","409","Macrophage","12465","VA Medical Center","1089","Fondation pour la Recherche Médicale","456","Jamaica","15",,,,
,,,,"Rini, B.I.","131",,,,,,,"Oncotargets And Therapy","409","Cell Infiltration","12389","University of Toronto Faculty of Medicine","1081","Natural Science Foundation of Fujian Province","455","Laos","15",,,,
,,,,"Zhang, Y.","131",,,,,,,"Immunological Reviews","408","Immunoglobulin","12380","First Affiliated Hospital of Zhengzhou University","1071","Cancerfonden","453","Moldova","15",,,,
,,,,"Cheung, N.K.V.","130",,,,,,,"Advanced Healthcare Materials","407","Lung Tumor","12288","Tianjin Medical University","1062","National Institute for Health Research","451","Congo","14",,,,
,,,,"Eggermont, A.M.M.","130",,,,,,,"Allergologia Et Immunopathologia","399","Cytotoxic T Lymphocyte Antigen 4","12132","Fujian Medical University","1059","Natural Science Foundation of Hubei Province","451","Rwanda","13",,,,
,,,,"Luke, J.J.","130",,,,,,,"Clinical Lung Cancer","395","Rituximab","11991","IRCCS San Martino Polyclinic Hospital","1057","Ministry of Education","450","Mozambique","12",,,,
,,,,"Tartour, E.","130",,,,,,,"Clinical Lymphoma Myeloma And Leukemia","393","Cellular Immunity","11911","Beth Israel Deaconess Medical Center","1055","University of California","448","Trinidad and Tobago","12",,,,
,,,,"Cortellini, A.","129",,,,,,,"JAMA Oncology","393","T Lymphocyte Activation","11869","Xiangya Hospital Central South University","1053","Association pour la Recherche sur le Cancer","435","Democratic Republic Congo","11",,,,
,,,,"Mackall, C.L.","129",,,,,,,"Journal Of Neuro Oncology","393","Adolescent","11770","The University of British Columbia","1043","Breast Cancer Research Foundation","434","Dominican Republic","11",,,,
,,,,"Necchi, A.","129",,,,,,,"Journal Of Cancer","392","Cytokine Production","11716","Northwestern University","1033","Department of Science and Technology, Ministry of Science and Technology, India","433","Kyrgyzstan","11",,,,
,,,,"Neelapu, S.S.","129",,,,,,,"Expert Review Of Clinical Immunology","390","Mortality","11696","Shandong First Medical University &amp; Shandong Academy of Medical Sciences","1032","National Institute of Biomedical Imaging and Bioengineering","430","Liechtenstein","11",,,,
,,,,"Schirrmacher, V.","129",,,,,,,"Therapeutic Advances In Medical Oncology","389","Advanced Cancer","11651","Zhongshan Hospital","1017","Ministerio de Ciencia e Innovación","425","Myanmar","11",,,,
,,,,"Shariat, S.F.","129",,,,,,,"Journal Of The American Academy Of Dermatology","386","Doxorubicin","11648","Università degli Studi di Genova","1010","Ministry of Health, Labour and Welfare","424","Bahamas","10",,,,
