Scopus refine results values

"Your query : (PUBYEAR > 1 AND AFFILCOUNTRY(Iran) AND DOCTYPE(re))"


Number of results : 52016

"OPEN ACCESS",,"YEAR",,"AUTHOR NAME",,"SUBJECT AREA",,"DOCUMENT TYPE",,"PUBLICATION STAGE",,"SOURCE TITLE",,"KEYWORD",,"AFFILIATION",,"FUNDING SPONSOR",,"COUNTRY",,"SOURCE TYPE",,"LANGUAGE",
,,"1988","3","Najafi, M.","119",,,,,,,"Frontiers In Oncology","118","Cancer","1980","Birjand University of Medical Sciences","748","National Health and Medical Research Council","100","Mexico","330",,,,
,,"1987","2","Karimi, G.","118",,,,,,,"Frontiers In Pharmacology","115","Controlled Study","1980","Shahid Beheshti University","739","Ministry of Science, ICT and Future Planning","99","Romania","312",,,,
,,"1983","3","Mokhtarzadeh, A.","118",,,,,,,"Health Science Reports","115","Physiology","1947","School of Pharmacy","734","Baqiyatallah University of Medical Sciences","98","Finland","287",,,,
,,"1982","1","Salehi, B.","118",,,,,,,"Food Science And Nutrition","114","Immune Response","1823","Drug Applied Research Center, Tabriz University of Medical Sciences","719","National Science Foundation","98","Qatar","283",,,,
,,"1980","2","Saki, N.","116",,,,,,,"Molecules","113","Gene Expression","1822","Shiraz University","706","Japan Society for the Promotion of Science","97","Ireland","278",,,,
,,"1979","3","Makvandi, P.","115",,,,,,,"Diabetes And Metabolic Syndrome Clinical Research And Reviews","110","Protein Expression","1777","Semnan University of Medical Sciences and Health Services","703","Drug Applied Research Center, Tabriz University of Medical Sciences","92","Jordan","277",,,,
,,"1978","4","Moosazadeh, M.","114",,,,,,,"Journal Of Controlled Release","110","Biological Marker","1749","Sharif University of Technology","703","University of Tabriz","92","Viet Nam","257",,,,
,,"1977","7","Hashemi, M.","110",,,,,,,"Naunyn Schmiedeberg S Archives Of Pharmacology","105","Antineoplastic Agent","1728","School of Nutritional Sciences and Dietetics","701","National Institute of Allergy and Infectious Diseases","90","Thailand","255",,,,
,,"1976","1","Nabavi, S.F.","109",,,,,,,"Journal Of Medicinal Plants","103","Diagnosis","1712","Guilan University of Medical Sciences","684","Shahrekord University of Medical Sciences","87","Hungary","236",,,,
,,"1975","1","Shab-Bidar, S.","109",,,,,,,"Stem Cell Research And Therapy","103","Cancer Therapy","1707","Alborz University of Medical Sciences","684","Ilam University of Medical Sciences","85","New Zealand","235",,,,
,,"1974","1","Hasanzadeh, M.","106",,,,,,,"Frontiers In Nutrition","102","Pathophysiology","1706","School of Advanced Technologies in Medicine","661","Kashan University of Medical Sciences","83","Hong Kong","231",,,,
,,"1973","2","Shariat, S.F.","106",,,,,,,"Current Stem Cell Research And Therapy","100","Drug Therapy","1693","Children's Medical Center TUMS","650","Russian Science Foundation","82","Nigeria","204",,,,
,,"1971","1","Azizi, F.","105",,,,,,,"Reviews In Medical Virology","100","Breast Cancer","1676","Shahrekord University of Medical Sciences","637","Conselho Nacional de Desenvolvimento Científico e Tecnológico","81","Oman","202",,,,
,,"1970","1","Khan, H.","103",,,,,,,"Iranian Journal Of Medical Sciences","97","Treatment Outcome","1650","National Nutrition and Food Technology Research Institute, Shahid Beheshti University of Medical Sciences","633","Department of Health and Aged Care, Australian Government","81","Indonesia","197",,,,
,,"1969","1","Sathyapalan, T.","103",,,,,,,"Biomed Research International","95","Scopus","1645","Lorestan University of Medical Sciences","620","Babol University of Medical Sciences","80","Colombia","194",,,,
,,"1967","1","Kelishadi, R.","102",,,,,,,"Sustainability Switzerland","94","Therapy","1609","Islamic Azad University, Tehran Medical Branch","599","Pasteur Institute of Iran","79","Azerbaijan","162",,,,
,,"1966","1","Mousavi Khaneghah, A.","102",,,,,,,"Acta Medica Iranica","93","Immunology","1602","Zanjan University of Medical Sciences ZUMS","594","Student Research Committee, Tabriz University of Medical Sciences","76","Lebanon","152",,,,
,,,,"Jadidi-Niaragh, F.","100",,,,,,,"Carbohydrate Polymers","93","Cardiovascular Disease","1600","Ilam University of Medical Sciences","592","Alborz University of Medical Sciences","75","Serbia","152",,,,
,,,,"Fakhri, Y.","99",,,,,,,"Molecular Neurobiology","93","Nanoparticle","1550","University of Isfahan","573","Alzahra University","74","Bangladesh","151",,,,
,,,,"Mirmiran, P.","99",,,,,,,"Iranian Journal Of Nursing And Midwifery Research","92","Diabetes Mellitus","1546","Royan Institute","565","Royan Institute","74","Croatia","150",,,,
,,,,"Vosough, M.","98",,,,,,,"Cell Communication And Signaling","91","Quality Control","1537","Golestan University of Medical Sciences","537","Iran University of Science and Technology","73","Cyprus","145",,,,
,,,,"Mohammadi, M.","97",,,,,,,"Iranian Journal Of Basic Medical Sciences","90","Pathogenesis","1531","Shariati Hospital","531","National Key Research and Development Program of China","73","Ukraine","143",,,,
,,,,"Assadpour, E.","96",,,,,,,"Advanced Pharmaceutical Bulletin","89","Antineoplastic Activity","1526","Kurdistan University of Medical Sciences","519","Australian Research Council","72","Ecuador","139",,,,
,,,,"Rahbarghazi, R.","95",,,,,,,"Journal Of Molecular Liquids","88","Obesity","1522","Isfahan University of Technology","517","Canadian Institutes of Health Research","72","Argentina","138",,,,
,,,,"Neamatzadeh, H.","94",,,,,,,"Iranian Red Crescent Medical Journal","87","SARS-CoV-2","1487","Hormozgan University of Medical Sciences","500","Horizon 2020","71","Tunisia","131",,,,
,,,,"Heravi, M.M.","93",,,,,,,"Clinica Chimica Acta","86","Nanoparticles","1483","Payame Noor University","499","Research Institute for Endocrine Sciences, Shahid Beheshti University of Medical Sciences","71","Kazakhstan","122",,,,
,,,,"Johnston, T.P.","93",,,,,,,"Cancers","85","Antioxidant","1476","Zahedan University of Medical Sciences","494","Iran Nanotechnology Initiative Council","70","Kuwait","120",,,,
,,,,"Saeb, M.R.","92",,,,,,,"Current Organic Chemistry","85","Malignant Neoplasm","1451","Pharmaceutical Research Center","492","Alexander von Humboldt-Stiftung","68","Slovakia","120",,,,
,,,,"Mortezaee, K.","91",,,,,,,"Reviews On Environmental Health","83","Complication","1436","Immunology Research Center","491","Shiraz University","68","Ethiopia","112",,,,
,,,,"Vessally, E.","91",,,,,,,"Gene Reports","82","Aged","1405","Harvard Medical School","489","Vice-Chancellor for Research, Shiraz University of Medical Sciences","66","Bulgaria","104",,,,
,,,,"Martorell, M.","90",,,,,,,"Inflammopharmacology","82","Risk Assessment","1398","University of Social Welfare and Rehabilitation Sciences","487","Chinese Academy of Sciences","65","Peru","104",,,,
,,,,"Sadeghi, R.","90",,,,,,,"Asian Pacific Journal Of Cancer Prevention","81","Web Of Science","1380","Research Center for Immunodeficiencies","480","Isfahan University of Technology","65","Uzbekistan","100",,,,
,,,,"Askari, G.","89",,,,,,,"Medical Oncology","80","Child","1365","Qazvin University of Medical Sciences","465","Qazvin University of Medical Sciences","64","Morocco","98",,,,
,,,,"Azizi, G.","89",,,,,,,"Current Pharmaceutical Biotechnology","79","Antiinflammatory Activity","1335","Urmia University","458","Comisión Nacional de Investigación Científica y Tecnológica","62","Bahrain","97",,,,
,,,,"Farhood, B.","89",,,,,,,"Hepatitis Monthly","79","Antioxidant Activity","1317","Food Security Research Center, Isfahan UMS","457","Ardabil University of Medical Sciences","61","Israel","95",,,,
,,,,"Kafil, H.S.","89",,,,,,,"Science Of The Total Environment","79","Tumor Necrosis Factor","1308","North Khorasan University of Medical Sciences","454","Department of Education and Training","61","Armenia","85",,,,
,,,,"Rahimi, R.","89",,,,,,,"Cochrane Database Of Systematic Reviews","78","Interleukin 6","1304","Neurojenic Inflammation Research Center","448","Ministry of Health and Medical Education","60","Algeria","75",,,,
,,,,"Dadar, M.","86",,,,,,,"Multiple Sclerosis And Related Disorders","78","Carcinogenesis","1277","Stem Cell Research Center","444","Research Center for Infectious Diseases and Tropical Medicine, Tabriz University of Medical Sciences","60","Georgia","75",,,,
,,,,"Qorbani, M.","86",,,,,,,"Current Problems In Cardiology","77","Cell Differentiation","1239","Iranian Ministry of Health and Medical Education","440","Urmia University of Medical Sciences","60","Lithuania","74",,,,
,,,,"Mahdavi, M.","85",,,,,,,"Toxin Reviews","77","MicroRNAs","1236","Gorgan University of Agricultural Sciences and Natural Resources","423","Amirkabir University of Technology","59","Philippines","66",,,,
,,,,"Nikfar, S.","85",,,,,,,"Talanta","76","Outcome Assessment","1224","Shahid Beheshti University of Medical Sciences, Research Institute for Endocrine Science","410","National Foundation of Elites","58","Kenya","63",,,,
,,,,"Ramezani, M.","85",,,,,,,"Zootaxa","76","Middle Aged","1222","Imam Khomeini Hospital","406","Shahroud University of Medical Sciences","57","Slovenia","62",,,,
,,,,"Salari, N.","85",,,,,,,"Critical Reviews In Oncology Hematology","75","In Vitro Study","1215","Ardabil University of Medical Sciences","405","National Cancer Institute","52","Cameroon","59",,,,
,,,,"Tabrizi, R.","85",,,,,,,"Journal Of Ophthalmic And Vision Research","75","Disease Association","1199","Halal Research Center of the Islamic Republic of Iran","395","University of Kurdistan","52","Nepal","59",,,,
,,,,"Cho, W.C.","84",,,,,,,"Journal Of Cleaner Production","74","Tissue Engineering","1196","Zabol University of Medical Sciences","392","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior","51","Türkiye","57",,,,
,,,,"Daglia, M.","84",,,,,,,"Caspian Journal Of Internal Medicine","73","Biocompatibility","1191","Kharazmi University","388","Ministry of Education and Science of the Russian Federation","51","Grenada","49",,,,
,,,,"Moghbeli, M.","84",,,,,,,"Drug Discovery Today","73","Tumor Microenvironment","1171","Arak University of Medical Sciences","384","Ministry of Science Research and Technology","51","Syrian Arab Republic","48",,,,
,,,,"Tabatabaei, M.","84",,,,,,,"Cytokine","72","Mortality","1169","University of Guilan","380","Sharif University of Technology","51","Estonia","47",,,,
,,,,"Taheriazam, A.","84",,,,,,,"Environmental Research","72","Angiogenesis","1168","School of Public Health IUMS","374","Guilan University of Medical Sciences","50","Ghana","46",,,,
,,,,"Nouri, M.","83",,,,,,,"Frontiers In Medicine","72","Quality Of Life","1163","Iranian Center for Evidence-Based Medicine","374","World Health Organization","50","Tajikistan","43",,,,
,,,,"Farzaneh, M.","81",,,,,,,"International Journal Of Cancer Management","72","Prognosis","1159","Alzahra University","368","Ministerio de Educación, Gobierno de Chile","49","Belarus","41",,,,
,,,,"Omidi, Y.","81",,,,,,,"Mini Reviews In Medicinal Chemistry","72","Nanotechnology","1147","Faculty of Medicine MAZUMS","360","European Research Council","48","Sudan","37",,,,
,,,,"Clark, C.C.T.","80",,,,,,,"Gene","71","Drug Mechanism","1145","Saveetha Institute of Medical and Technical Sciences","359","Fundação de Amparo à Pesquisa do Estado de São Paulo","48","Afghanistan","36",,,,
,,,,"Mohammadi, H.","80",,,,,,,"Iranian Journal Of Endocrinology And Metabolism","71","Reactive Oxygen Metabolite","1138","Qom University of Medical Sciences and Health Services","353","Ministerio de Ciencia e Innovación","48","Brunei Darussalam","36",,,,
,,,,"Pirro, M.","80",,,,,,,"Iranian Journal Of Child Neurology","70","Colorectal Cancer","1118","Aja University of Medical Sciences","353","Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung","48","Latvia","35",,,,
,,,,"Akbarzadeh, A.","79",,,,,,,"Journal Of Military Medicine","70","Biomarkers","1117","Bushehr University of Medical Sciences","352","Seventh Framework Programme","48","Luxembourg","35",,,,
,,,,"Aref, A.R.","79",,,,,,,"Artificial Cells Nanomedicine And Biotechnology","69","Risk Factors","1106","University of Zabol","338","Wellcome Trust","48","Sri Lanka","33",,,,
,,,,"Goodarzi, A.","79",,,,,,,"Biofactors","69","Blood","1085","K. N. Toosi University of Technology","336","Engineering and Physical Sciences Research Council","47","Venezuela","29",,,,
,,,,"Nasiri, M.J.","79",,,,,,,"Gastroenterology And Hepatology From Bed To Bench","69","Hypertension","1082","Faculty of Medicine","333","Universiti Malaya","47","Uganda","28",,,,
,,,,"Hadi, A.","78",,,,,,,"Journal Of Energy Storage","69","Drug Safety","1080","The University of British Columbia","331","Urmia University","47","Costa Rica","25",,,,
,,,,"Zali, M.R.","78",,,,,,,"Biological Trace Element Research","68","Immunotherapy","1078","Islamic Azad University, Tabriz Branch","330","Medical Research Council","46","Kyrgyzstan","25",,,,
,,,,"Ghayour-Mobarhan, M.","77",,,,,,,"Energies","68","Follow Up","1067","SBUMS School of Pharmacy","330","U.S. Department of Defense","46","Palestine","22",,,,
,,,,"Sayehmiri, K.","77",,,,,,,"Frontiers In Microbiology","68","Exosome","1062","Neyshabur University of Medical Sciences","328","Aja University of Medical Sciences","45","Uruguay","22",,,,
,,,,"Azadbakht, L.","76",,,,,,,"Microchemical Journal","68","Non Insulin Dependent Diabetes Mellitus","1061","Medical Biology Research Center, Kermanshah University of Medical Sciences","325","University of Kashan","45","Yemen","22",,,,
,,,,"Bashash, D.","76",,,,,,,"Current Molecular Medicine","67","Cytokine","1054","Razi University","323","Deputy for Research and Technology, Kermanshah University of Medical Sciences","44","Macao","21",,,,
,,,,"Mozafari, M.","76",,,,,,,"Daru Journal Of Pharmaceutical Sciences","67","Severe Acute Respiratory Syndrome Coronavirus 2","1047","Bu-Ali Sina University","322","Instituto de Salud Carlos III","44","Mauritius","21",,,,
,,,,"Shoorei, H.","75",,,,,,,"Inorganic Chemistry Communications","67","Pregnancy","1046","Shahid Chamran University of Ahvaz","321","National Institute for Genetic Engineering and Biotechnology","44","North Macedonia","21",,,,
,,,,"Tayebi, L.","75",,,,,,,"Medical Journal Of The Islamic Republic Of Iran","67","Gene Expression Regulation","1018","School of Medicine GUMS","320","Department of Science and Technology, Ministry of Science and Technology, India","43","Puerto Rico","21",,,,
,,,,"Aghamohammadi, A.","74",,,,,,,"Archives Of Bone And Joint Surgery","66","Randomized Controlled Trials As Topic","1017","School of Advanced Medical Sciences and Technologies","320","Golestan University of Medical Sciences","43","Iceland","19",,,,
,,,,"Entezari, M.","74",,,,,,,"Journal Of Lasers In Medical Sciences","66","Curcumin","1004","Nutrition Research Center","319","Lorestan University of Medical Sciences","43","Bosnia and Herzegovina","18",,,,
,,,,"Malekzadeh, R.","73",,,,,,,"International Journal Of Endocrinology And Metabolism","65","Protein Function","992","Shahed University","315","Ministry of Education","43","Malta","18",,,,
,,,,"Rezaei-Tavirani, M.","73",,,,,,,"Journal Of Clinical Medicine","64","Upregulation","984","Hazrate Rasoole Akram Hospital","315","Qatar Foundation","43","Paraguay","17",,,,
,,,,"Yaribeygi, H.","73",,,,,,,"Traditional And Integrative Medicine","64","Diseases","980","School of Pharmacy","315","Bundesministerium für Bildung und Forschung","42","Trinidad and Tobago","16",,,,
,,,,"Abnous, K.","72",,,,,,,"International Journal Of Reproductive Biomedicine","63","Immune System","979","Karolinska Institutet","313","Ministero della Salute","42","Cambodia","14",,,,
,,,,"Butler, A.E.","72",,,,,,,"Iranian Journal Of Kidney Diseases","63","Clinical Feature","969","Fasa University of Medical Sciences","312","Prince Sattam bin Abdulaziz University","42","Cuba","14",,,,
,,,,"Lankarani, K.B.","72",,,,,,,"Frontiers In Cell And Developmental Biology","62","Body Mass","963","Shahroud University of Medical Sciences","310","Universiti Teknologi Malaysia","42","Gambia","14",,,,
,,,,"Mostafaei, H.","72",,,,,,,"Govaresh","62","Antioxidants","962","Rafsanjan University of Medical Sciences","306","University of Zabol","42","Jamaica","14",,,,
,,,,"Pandey, S.","72",,,,,,,"Biosensors And Bioelectronics","61","Metastasis","962","Shahid Bahonar University of Kerman","304","Hormozgan University of Medical Sciences","41","Mali","14",,,,
,,,,"Rahimi-Movaghar, V.","72",,,,,,,"International Journal Of Pharmaceutics","61","Adolescent","957","Loghman Hakim Educational Hospital","301","King Khalid University","41","Panama","14",,,,
,,,,"Djafarian, K.","71",,,,,,,"Iranian Journal Of Psychiatry And Behavioral Sciences","61","Alzheimer Disease","949","The University of Western Australia","299","National Institute of Biomedical Imaging and Bioengineering","41","Senegal","14",,,,
,,,,"Naghib, S.M.","71",,,,,,,"Applied Sciences Switzerland","60","Sensitivity Analysis","948","Faculty of Medicine, Kerman University of Medical Sciences","299","U.S. Department of Energy","41","Zimbabwe","14",,,,
,,,,"Rafieian-Kopaei, M.","71",,,,,,,"Expert Review Of Clinical Immunology","60","Drug Delivery Systems","940","Food and Drug Administration","296","National University of Singapore","40","Mongolia","13",,,,
,,,,"Aslani, S.","70",,,,,,,"Neurological Sciences","60","Nuclear Magnetic Resonance Imaging","931","SBUMS Urology and Nephrology Research Center","290","Zanjan University of Medical Sciences","40","Mozambique","13",,,,
,,,,"Atkin, S.L.","70",,,,,,,"Cell Biochemistry And Function","59","Cancer Growth","928","Faculty of Pharmacy","290","National Heart, Lung, and Blood Institute","39","Tanzania","13",,,,
,,,,"Mohammadinejad, R.","70",,,,,,,"Journal Of Drug Targeting","59","Drug Delivery","924","Isfahan Cardiovascular Research Center, Isfahan UMS","289","RUDN University","39","Barbados","12",,,,
,,,,"Abolhassani, H.","69",,,,,,,"Journal Of Functional Foods","59","Cancer Prognosis","913","Research Center for Pharmaceutical Nanotechnology","284","Vice Chancellor for Research and Technology, Hamadan University of Medical Sciences","39","Albania","10",,,,
,,,,"Deravi, N.","69",,,,,,,"Clinical And Translational Oncology","58","Pandemic","911","Islamic Azad University, Mashhad Branch","282","Arak University of Medical Sciences","38","Bolivia","10",,,,
,,,,"Majidinia, M.","69",,,,,,,"Excli Journal","58","Disease Severity","910","School of Medicine, Zanjan University of Medical Sciences ZUMS","280","Birjand University of Medical Sciences","38","Botswana","10",,,,
,,,,"Rahmani, J.","69",,,,,,,"Journal Of Maternal Fetal And Neonatal Medicine","58","Clinical Trial (topic)","905","University of Mohaghegh Ardabili","280","Ministry of Education - Singapore","36","Burkina Faso","10",,,,
,,,,"Aghebati-Maleki, L.","68",,,,,,,"Koomesh","58","Long Untranslated RNA","903","School of Medicine, Kermanshah University of Medical Sciences","280","Liver and Gastrointestinal Diseases Research Center, Tabriz University of Medical Sciences","35","Madagascar","10",,,,
,,,,"Esmaillzadeh, A.","68",,,,,,,"Plos One","58","Incidence","896","Sechenov First Moscow State Medical University","277","Payame Noor University","35","Libya","9",,,,
,,,,"Mansournia, M.A.","68",,,,,,,"Shiraz E Medical Journal","58","Epidemiology","894","SBUMS School of Dentistry","277","Qatar National Research Fund","35","Montenegro","9",,,,
,,,,"Mirzaei, S.","68",,,,,,,"Anti Cancer Agents In Medicinal Chemistry","57","Antineoplastic Agents","885","National University of Singapore","274","European Association of Urology","34","Rwanda","9",,,,
,,,,"Mori, K.","68",,,,,,,"Nanomaterials","57","Antiinfective Agent","884","Gonabad University of Medical Sciences","270","National Nutrition and Food Technology Research Institute","34","Zambia","9",,,,
,,,,"Baharvand, H.","67",,,,,,,"Trauma Monthly","57","Polymer","881","Bam University of Medical Sciences","268","National Eye Institute","33","Guam","7",,,,
,,,,"Mirmosayyeb, O.","67",,,,,,,"World Neurosurgery","57","In Vivo Study","875","University of Johannesburg","265","Agencia Estatal de Investigación","32","Saint Kitts and Nevis","7",,,,
,,,,"Momtaz, S.","67",,,,,,,"Iranian Journal Of Allergy Asthma And Immunology","56","Nanomaterial","872","Neuroscience Institute “Neurorehabilitation“","259","Ministry of Education of the People's Republic of China","32","Benin","6",,,,
,,,,"Shoja, M.M.","67",,,,,,,"Journal Of Cosmetic Dermatology","56","Immunomodulation","855","Pharmaceutical Sciences Research Center SUMS","259","Narodowe Centrum Nauki","32","Bhutan","6",,,,
